RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,30163,Henrik Norlander,81.82%,9,11
2,0,58168,Davis Thompson,77.42%,24,31
3,0,34021,Bud Cauley,73.91%,17,23
4,0,32070,Rafael Campos,71.43%,10,14
5,0,46046,Scottie Scheffler,70.83%,17,24
5,0,55893,Sam Stevens,70.83%,17,24
7,0,22371,Aaron Baddeley,70.59%,24,34
8,0,47504,Sam Burns,70.37%,19,27
8,0,32839,Hideki Matsuyama,70.37%,19,27
10,0,47420,Jake Knapp,69.70%,23,33
11,0,52374,Brandon Wu,69.57%,16,23
12,0,34099,Harris English,69.23%,27,39
12,0,34098,Russell Henley,69.23%,27,39
12,0,33486,Roger Sloan,69.23%,18,26
15,0,57975,Harry Hall,68.18%,15,22
16,0,28237,Rory McIlroy,68.00%,17,25
17,0,39977,Max Homa,67.50%,27,40
18,0,51634,Sahith Theegala,65.91%,29,44
19,0,33141,Keegan Bradley,65.52%,19,29
19,0,28775,Nate Lashley,65.52%,19,29
21,0,40250,Taylor Pendrith,65.38%,17,26
22,0,32640,Troy Merritt,64.71%,11,17
23,0,22405,Justin Rose,64.52%,20,31
24,0,48084,Wesley Bryan,64.29%,9,14
25,0,28089,Jason Day,64.00%,16,25
25,0,40162,Justin Lower,64.00%,16,25
25,0,52666,Sami Valimaki,64.00%,16,25
28,0,33948,Byeong Hun An,63.64%,14,22
29,0,37212,Paul Barjon,63.16%,12,19
30,0,31646,Emiliano Grillo,62.96%,17,27
30,0,28252,Seamus Power,62.96%,17,27
32,0,49771,J.T. Poston,62.50%,20,32
33,0,29420,Billy Horschel,62.16%,23,37
33,0,24502,Adam Scott,62.16%,23,37
35,0,39327,Ben Silverman,62.07%,18,29
35,0,34046,Jordan Spieth,62.07%,18,29
37,0,35461,Beau Hossler,61.76%,21,34
38,0,27936,Martin Laird,61.54%,16,26
38,0,35617,Martin Trainer,61.54%,8,13
40,0,54628,Lee Hodges,61.11%,22,36
40,0,46717,Viktor Hovland,61.11%,11,18
40,0,27649,Brandt Snedeker,61.11%,22,36
43,0,39975,Michael Kim,60.87%,14,23
44,0,45522,Christiaan Bezuidenhout,60.71%,17,28
44,0,33204,Shane Lowry,60.71%,17,28
46,0,32102,Rickie Fowler,60.61%,20,33
47,0,47993,Denny McCarthy,60.53%,23,38
48,0,34374,Erik Barnes,60.00%,12,20
48,0,51997,Andrew Novak,60.00%,12,20
48,0,47806,Raul Pereda,60.00%,9,15
48,0,46441,Robby Shelton,60.00%,18,30
48,0,29221,Webb Simpson,60.00%,15,25
53,0,36699,Patrick Rodgers,59.52%,25,42
54,0,34256,Andrew Putnam,59.46%,22,37
55,0,47591,Eric Cole,59.38%,19,32
55,0,34466,Peter Malnati,59.38%,19,32
55,0,39324,J.J. Spaun,59.38%,19,32
58,0,12716,Charley Hoffman,59.26%,16,27
59,0,32333,Kevin Tway,59.09%,13,22
60,0,46340,Alex Smalley,58.82%,10,17
61,0,49960,Sepp Straka,58.06%,18,31
62,0,60004,Jacob Bridgeman,57.89%,11,19
62,0,32757,Patton Kizzire,57.89%,11,19
64,0,52955,Ludvig Åberg,57.69%,15,26
64,0,40098,Matt Fitzpatrick,57.69%,15,26
64,0,52513,Carson Young,57.69%,15,26
67,0,36884,Ben Kohles,57.58%,19,33
68,0,32366,Kevin Chappell,57.14%,4,7
68,0,50497,Adrien Dumont de Chassart,57.14%,16,28
68,0,54576,Patrick Fishburn,57.14%,12,21
71,0,54591,Ben Griffin,56.76%,21,37
72,0,33653,Thomas Detry,56.67%,17,30
73,0,34563,Chesson Hadley,56.52%,13,23
74,0,48081,Xander Schauffele,56.25%,18,32
75,0,35450,Patrick Cantlay,56.00%,14,25
75,0,39546,Keith Mitchell,56.00%,14,25
77,0,27349,Alex Noren,55.81%,24,43
78,0,48319,Tom Whitney,55.56%,15,27
78,0,55454,Carl Yuan,55.56%,10,18
80,0,59442,Parker Coody,55.17%,16,29
81,0,50188,S.H. Kim,54.90%,28,51
82,0,57362,Austin Eckroat,54.84%,17,31
82,0,29936,Ryan Fox,54.84%,17,31
82,0,60067,Joe Highsmith,54.84%,17,31
85,0,27644,Brian Harman,54.55%,18,33
85,0,52215,Robert MacIntyre,54.55%,18,33
87,0,49947,Taylor Moore,54.17%,26,48
88,0,40006,Erik van Rooyen,53.85%,14,26
89,0,56630,Akshay Bhatia,53.66%,22,41
90,0,55708,Hayden Buckley,53.57%,15,28
90,0,51287,Ryo Hisatsune,53.57%,15,28
92,0,30926,Chris Kirk,53.49%,23,43
93,0,39971,Sungjae Im,53.33%,16,30
93,0,33448,Justin Thomas,53.33%,16,30
95,0,34255,Joseph Bramlett,52.78%,19,36
96,0,30927,Brendon Todd,52.50%,21,40
97,0,54421,Garrick Higgo,52.38%,11,21
98,0,29725,Tony Finau,52.17%,12,23
98,0,23108,Matt Kuchar,52.17%,12,23
98,0,36326,David Lipsky,52.17%,12,23
98,0,59143,Mac Meissner,52.17%,12,23
98,0,27770,Camilo Villegas,52.17%,12,23
103,0,33408,Tyson Alexander,52.00%,13,25
103,0,51349,Nico Echavarria,52.00%,13,25
105,0,51890,Greyson Sigg,51.85%,14,27
106,0,37275,Sam Ryder,51.72%,15,29
107,0,37455,Si Woo Kim,51.61%,16,31
108,0,35532,Tom Hoge,51.52%,17,33
109,0,35506,Mackenzie Hughes,51.35%,19,37
110,0,59836,Pierceson Coody,51.28%,20,39
111,0,30911,Tommy Fleetwood,50.00%,15,30
111,0,51977,Max Greyserman,50.00%,10,20
111,0,60767,Blaine Hale Jr.,50.00%,6,12
111,0,47988,Nick Hardy,50.00%,16,32
111,0,36801,Mark Hubbard,50.00%,19,38
111,0,34587,Chan Kim,50.00%,15,30
111,0,32791,K.H. Lee,50.00%,17,34
111,0,37378,Min Woo Lee,50.00%,11,22
111,0,46113,Ryan McCormick,50.00%,10,20
111,0,29908,C.T. Pan,50.00%,14,28
111,0,47983,Chad Ramey,50.00%,12,24
111,0,26476,Chez Reavie,50.00%,8,16
111,0,47347,Adam Schenk,50.00%,16,32
111,0,50484,Hayden Springer,50.00%,12,24
111,0,40115,Adam Svensson,50.00%,23,46
111,0,25493,Nick Taylor,50.00%,19,38
111,0,27064,Jhonattan Vegas,50.00%,13,26
111,0,48887,Matt Wallace,50.00%,9,18
111,0,31323,Gary Woodland,50.00%,12,24
111,0,57366,Cameron Young,50.00%,12,24
131,0,46442,Maverick McNealy,48.65%,18,37
131,0,47483,Will Zalatoris,48.65%,18,37
133,0,55182,Tom Kim,48.28%,14,29
133,0,51894,Vince Whaley,48.28%,14,29
135,0,28420,Ryan Brehm,47.83%,11,23
135,0,26596,Ryan Moore,47.83%,11,23
135,0,48153,Matthieu Pavon,47.83%,11,23
