RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
1,0,01797,Rocco Mediate,9
2,0,01890,Brett Ogle,11
3,0,01014,Fulton Allem,17
3,0,02131,Mike Springer,17
5,0,08931,Glen Day,19
6,0,01143,Brad Bryant,29
6,0,01161,Mark Calcavecchia,29
6,0,06034,Marco Dawson,29
6,0,01330,David Feherty,29
6,0,10809,Jim Furyk,29
6,0,01385,Jim Gallagher Jr.,29
6,0,06332,Neal Lancaster,29
6,0,01905,Joe Ozaki,29
6,0,01945,Kenny Perry,29
6,0,02049,Gene Sauers,29
6,0,02159,Curtis Strange,29
6,0,02321,Fuzzy Zoeller,29
18,0,20051,Joe Acosta Jr.,30
18,0,01024,Billy Andrade,30
18,0,07867,Woody Austin,30
18,0,01042,Paul Azinger,30
18,0,01132,Mark Brooks,30
18,0,01196,Brian Claar,30
18,0,01201,Lennie Clements,30
18,0,01235,Ben Crenshaw,30
18,0,01266,Clark Dennis,30
18,0,09011,David Duval,30
18,0,01306,David Edwards,30
18,0,01307,Joel Edwards,30
18,0,06522,Ernie Els,30
18,0,01334,Keith Fergus,30
18,0,01408,Kelly Gibson,30
18,0,06044,Scott Gump,30
18,0,01468,Gary Hallberg,30
18,0,01527,Scott Hoch,30
18,0,01550,Ed Humenik,30
18,0,01577,Lee Janzen,30
18,0,06315,Pete Jordan,30
18,0,01619,Skip Kendall,30
18,0,06012,Greg Kraft,30
18,0,01701,Bob Lohr,30
18,0,01707,Steve Lowery,30
18,0,20095,Carl Paulson,30
18,0,01927,Dennis Paulson,30
18,0,01938,David Peoples,30
18,0,02104,Jeff Sluman,30
18,0,06527,Steve Stricker,30
18,0,06613,Tommy Tolles,30
18,0,02214,Kirk Triplett,30
18,0,08563,Bruce Vaughan,30
18,0,02246,Duffy Waldorf,30
52,0,01035,Tommy Armour III,31
52,0,01093,Ronnie Black,31
52,0,01096,Phil Blackmar,31
52,0,01116,Michael Bradley,31
52,0,01133,Billy Ray Brown,31
52,0,06124,Patrick Burke,31
52,0,01175,Jim Carter,31
52,0,01200,Keith Clearwater,31
52,0,01203,Russ Cochran,31
52,0,01219,John Cook,31
52,0,01261,Jay Delsing,31
52,0,01313,Steve Elkington,31
52,0,01320,Bob Estes,31
52,0,01326,Nick Faldo,31
52,0,01329,Brad Faxon,31
52,0,01374,Robin Freeman,31
52,0,01381,Fred Funk,31
52,0,01388,Robert Gamez,31
52,0,01414,Bob Gilder,31
52,0,01418,Bill Glasson,31
52,0,06643,Paul Goydos,31
52,0,01444,Ken Green,31
52,0,01457,Jay Haas,31
52,0,01475,Donnie Hammond,31
52,0,06575,Dudley Hart,31
52,0,08337,Mike Heinen,31
52,0,01510,Nolan Henke,31
52,0,01549,Mike Hulbert,31
52,0,01553,John Huston,31
52,0,01569,Peter Jacobsen,31
52,0,01607,Brian Kamm,31
52,0,06641,Jeff Leonard,31
52,0,10860,Justin Leonard,31
