RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,29222,Billy Hurley III,36.5,135,370,+1.63
2,0,01810,Phil Mickelson,37.4,152,406,+1.51
3,0,25274,Steven Bowditch,41.1,131,319,+2.75
4,0,31557,Jim Herman,41.9,116,277,+1.38
5,0,34431,Robert Streb,42.0,198,471,+1.82
5,0,47128,Richy Werenski,42.0,120,286,+1.92
7,0,31560,Brian Stuard,42.3,119,281,+1.43
8,0,28420,Ryan Brehm,42.5,168,395,+1.49
9,0,34409,David Lingmerth,43.2,142,329,+1.06
10,0,28307,Matt Every,43.7,172,394,+2.73
10,0,25345,Carl Pettersson,43.7,148,339,+2.77
12,0,21209,Sergio Garcia,44.1,93,211,+2.26
13,0,12510,Chad Campbell,44.2,173,391,+2.14
14,0,48084,Wesley Bryan,44.5,183,411,+1.69
14,0,27466,Spencer Levin,44.5,130,292,+2.08
16,0,25240,D.A. Points,44.9,122,272,+1.89
17,0,25572,Graeme McDowell,45.0,90,200,+1.89
18,0,24846,Ricky Barnes,45.3,221,488,+1.36
18,0,29908,C.T. Pan,45.3,165,364,+2.12
20,0,39954,Cody Gribble,45.6,193,423,+2.80
21,0,29221,Webb Simpson,45.7,166,363,+0.72
22,0,33419,Cameron Tringale,45.8,174,380,+2.41
23,0,20472,Alex Cejka,45.9,129,281,+1.71
23,0,48822,Sebastián Muñoz,45.9,106,231,+1.32
23,0,32150,Michael Thompson,45.9,112,244,+2.32
26,0,24140,Sean O'Hair,46.0,166,361,+1.33
27,0,34099,Harris English,46.8,207,442,+1.06
27,0,46501,Ollie Schniederjans,46.8,242,517,+0.91
29,0,30692,Scott Stallings,47.0,188,400,+2.39
30,0,32102,Rickie Fowler,47.2,126,267,+1.19
30,0,36689,Brooks Koepka,47.2,169,358,+1.78
30,0,26596,Ryan Moore,47.2,128,271,+1.88
33,0,26331,Charl Schwartzel,47.5,133,280,+2.11
34,0,20229,Stewart Cink,47.6,226,475,+0.80
34,0,27974,Sung Kang,47.6,218,458,+1.65
34,0,30944,Jason Kokrak,47.6,201,422,+1.64
34,0,32333,Kevin Tway,47.6,222,466,+1.08
38,0,26951,Johnson Wagner,47.7,134,281,+2.84
39,0,29479,Scott Brown,47.8,183,383,+1.53
39,0,33399,Adam Hadwin,47.8,175,366,+1.14
39,0,34360,Patrick Reed,47.8,214,448,+1.07
42,0,25364,Paul Casey,47.9,156,326,+1.15
43,0,33448,Justin Thomas,48.0,168,350,+0.24
43,0,25892,Steve Wheatcroft,48.0,83,173,+0.60
45,0,35545,Blayne Barber,48.3,170,352,+2.59
45,0,34358,Jonathan Randolph,48.3,114,236,+2.19
45,0,27770,Camilo Villegas,48.3,181,375,+1.27
48,0,27958,Ryan Blaum,48.4,215,444,+2.14
48,0,24024,Zach Johnson,48.4,138,285,+1.81
48,0,27095,Nick Watney,48.4,183,378,+1.80
51,0,46550,Brandon Hagy,48.5,205,423,+0.68
51,0,29926,Danny Lee,48.5,184,379,+1.85
51,0,22405,Justin Rose,48.5,127,262,+1.18
54,0,22056,Cameron Percy,48.7,146,300,+1.16
54,0,27649,Brandt Snedeker,48.7,92,189,+1.74
56,0,23983,Luke Donald,48.8,121,248,+1.49
56,0,36699,Patrick Rodgers,48.8,204,418,+1.72
56,0,23325,Vaughn Taylor,48.8,160,328,+1.25
59,0,30925,Dustin Johnson,48.9,150,307,+0.53
60,0,28252,Seamus Power,49.0,213,435,+0.28
61,0,46601,Trey Mullinax,49.1,201,409,+1.29
62,0,27141,J.B. Holmes,49.2,181,368,+1.38
62,0,26289,Boo Weekley,49.2,116,236,+1.03
64,0,34174,John Huh,49.3,185,375,+2.00
65,0,23353,J.J. Henry,49.4,190,385,+2.63
65,0,32757,Patton Kizzire,49.4,224,453,+1.38
67,0,29478,Kevin Kisner,49.5,160,323,+1.50
67,0,29289,S.Y. Noh,49.5,228,461,+1.23
69,0,25198,Francesco Molinari,49.6,115,232,+2.17
69,0,34264,Hudson Swafford,49.6,198,399,+1.57
69,0,27064,Jhonattan Vegas,49.6,195,393,+1.18
72,0,30191,Julián Etulain,49.8,134,269,+1.57
73,0,27436,Graham DeLaet,49.9,171,343,+1.40
74,0,28132,Tyrone Van Aswegen,50.1,216,431,+2.36
74,0,31323,Gary Woodland,50.1,168,335,+0.83
76,0,33120,Mark Anderson,50.2,120,239,+1.75
76,0,20157,Retief Goosen,50.2,117,233,+1.97
78,0,24358,Robert Garrigus,50.5,157,311,+1.97
78,0,37454,Whee Kim,50.5,186,368,+1.61
78,0,26476,Chez Reavie,50.5,157,311,+0.83
78,0,23497,Tag Ridings,50.5,146,289,+1.30
82,0,26329,Louis Oosthuizen,50.6,123,243,+0.57
83,0,24924,Bill Haas,50.7,185,365,+0.92
83,0,33413,Ben Martin,50.7,174,343,+2.01
85,0,46732,Rick Lamb,50.8,93,183,+3.33
86,0,46443,Brian Campbell,50.9,113,222,+1.59
86,0,33418,Shawn Stefani,50.9,164,322,+1.28
86,0,25349,Tim Wilkinson,50.9,108,212,+1.57
89,0,34021,Bud Cauley,51.1,207,405,+1.50
89,0,27963,Chris Stroud,51.1,117,229,+2.31
91,0,25686,Jason Dufner,51.3,176,343,+1.42
91,0,35532,Tom Hoge,51.3,117,228,+2.14
93,0,20593,Greg Chalmers,51.5,193,375,+1.76
93,0,46970,Jon Rahm,51.5,173,336,-0.06
95,0,28089,Jason Day,51.6,158,306,+0.70
96,0,39975,Michael Kim,51.7,232,449,+1.64
96,0,29485,Brett Stegmaier,51.7,155,300,+3.10
98,0,31416,Derek Fathauer,51.8,203,392,+1.92
99,0,32366,Kevin Chappell,51.9,193,372,+1.50
99,0,23108,Matt Kuchar,51.9,168,324,+1.55
99,0,25396,Kevin Na,51.9,162,312,+1.11
102,0,33204,Shane Lowry,52.0,78,150,+0.64
102,0,34213,Grayson Murray,52.0,254,488,+1.81
102,0,29476,Kyle Reifers,52.0,182,350,+1.54
105,0,27214,Kevin Streelman,52.2,186,356,+1.40
106,0,28500,Martin Flores,52.3,223,426,+1.52
107,0,46440,Smylie Kaufman,52.4,200,382,+2.65
108,0,22371,Aaron Baddeley,52.5,149,284,+1.21
109,0,24781,Hunter Mahan,52.9,156,295,+1.60
109,0,25493,Nick Taylor,52.9,226,427,+1.06
111,0,22986,Søren Kjeldsen,53.0,79,149,+2.91
112,0,47959,Bryson DeChambeau,53.1,199,375,+1.86
112,0,32448,James Hahn,53.1,213,401,+0.99
112,0,27129,Luke List,53.1,262,493,+0.99
112,0,37189,Harold Varner III,53.1,250,471,+1.88
116,0,27895,Jonas Blixt,53.3,169,317,+2.66
116,0,34098,Russell Henley,53.3,215,403,+1.77
118,0,29725,Tony Finau,53.4,257,481,+0.70
118,0,29461,Jamie Lovemark,53.4,230,431,+0.83
118,0,25804,Bubba Watson,53.4,135,253,+1.78
121,0,31202,William McGirt,53.5,146,273,+2.40
121,0,34046,Jordan Spieth,53.5,176,329,+0.97
123,0,33948,Byeong Hun An,53.6,156,291,+2.31
123,0,33141,Keegan Bradley,53.6,210,392,+2.38
125,0,29420,Billy Horschel,53.7,224,417,+1.47
126,0,25834,Daniel Summerhays,53.8,213,396,+1.88
127,0,22046,Geoff Ogilvy,54.0,183,339,+1.80
128,0,29518,Brendan Steele,54.1,177,327,+1.69
129,0,25191,Gonzalo Fernandez-Castaño,54.2,150,277,+1.33
129,0,32839,Hideki Matsuyama,54.2,166,306,+0.84
131,0,39324,J.J. Spaun,54.4,187,344,+1.50
132,0,35450,Patrick Cantlay,54.7,127,232,+0.87
133,0,24357,K.J. Choi,54.9,139,253,+1.51
134,0,26499,Rafa Cabrera Bello,55.0,122,222,+1.80
135,0,19846,Brian Gay,55.3,183,331,+1.53
136,0,29720,Andres Gonzales,55.4,191,345,+1.36
137,0,27644,Brian Harman,55.5,237,427,+1.31
137,0,35300,Andrew Loupe,55.5,176,317,+1.70
139,0,28237,Rory McIlroy,55.6,100,180,+0.90
139,0,32640,Troy Merritt,55.6,202,363,+1.39
141,0,32200,Roberto Castro,55.9,138,247,+1.88
141,0,26300,Matt Jones,55.9,167,299,+1.44
143,0,25720,Chad Collins,56.0,163,291,+2.21
143,0,27936,Martin Laird,56.0,181,323,+1.88
145,0,25900,Lucas Glover,56.1,216,385,+1.67
146,0,30926,Chris Kirk,56.3,205,364,+1.76
146,0,35891,Cameron Smith,56.3,229,407,+1.62
148,0,10809,Jim Furyk,56.4,92,163,+1.85
148,0,30110,Kyle Stanley,56.4,216,383,+1.76
150,0,20771,Steven Alker,56.5,134,237,+2.09
151,0,31646,Emiliano Grillo,56.6,171,302,+1.93
152,0,33122,Russell Knox,56.7,131,231,+2.52
152,0,49771,J.T. Poston,56.7,233,411,+1.72
154,0,24507,Jason Bohn,56.8,180,317,+2.17
154,0,48081,Xander Schauffele,56.8,216,380,+0.88
156,0,24138,Ian Poulter,57.1,161,282,+1.68
157,0,35110,Brett Drewitt,57.3,138,241,+1.88
158,0,19803,Ryan Armour,57.4,105,183,+1.71
159,0,24361,Pat Perez,57.5,211,367,+0.95
160,0,35506,Mackenzie Hughes,57.6,295,512,+1.49
161,0,28093,Miguel Angel Carballo,57.7,131,227,+1.53
162,0,34466,Peter Malnati,57.8,211,365,+1.56
163,0,33461,Morgan Hoffmann,58.2,255,438,+1.84
163,0,21961,Charles Howell III,58.2,242,416,+1.40
163,0,37455,Si Woo Kim,58.2,189,325,+3.12
163,0,31420,Anirban Lahiri,58.2,188,323,+2.66
167,0,35879,Kelly Kraft,58.6,205,350,+2.34
168,0,30852,Ryo Ishikawa,58.7,169,288,+3.02
169,0,23320,Ryan Palmer,58.9,159,270,+1.26
170,0,23541,Ben Crane,59.0,183,310,+2.40
171,0,36801,Mark Hubbard,59.1,191,323,+1.88
172,0,06522,Ernie Els,59.2,116,196,+2.33
173,0,25818,Scott Piercy,59.3,159,268,+1.95
173,0,25632,Jimmy Walker,59.3,160,270,+2.06
175,0,29223,Sam Saunders,59.5,175,294,+1.60
176,0,23621,Rory Sabbatini,60.2,154,256,+1.30
177,0,29974,Branden Grace,60.4,136,225,+0.59
178,0,28679,Fabián Gómez,60.5,159,263,+1.07
179,0,40009,Dominic Bozzelli,60.9,195,320,+1.23
180,0,12716,Charley Hoffman,61.2,304,497,+1.02
181,0,26758,David Hearn,61.5,206,335,+2.72
182,0,40058,Zac Blair,61.9,216,349,+0.93
183,0,40026,Daniel Berger,62.5,217,347,+1.24
184,0,23800,Bryce Molder,64.0,245,383,+1.71
185,0,24502,Adam Scott,64.1,150,234,+1.13
186,0,26851,Marc Leishman,64.3,249,387,+1.04
187,0,37278,Nicholas Lindheim,64.6,173,268,+2.72
188,0,20572,Rod Pampling,64.9,229,353,+2.27
189,0,29740,Brad Fritsch,66.1,170,257,+2.00
190,0,20104,Ken Duke,67.3,179,266,+1.79
