RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,34046,Jordan Spieth,-.146
2,0,24357,K.J. Choi,-.106
3,0,27129,Luke List,-.098
3,0,23497,Tag Ridings,-.098
5,0,30925,Dustin Johnson,-.094
6,0,27649,Brandt Snedeker,-.083
7,0,25364,Paul Casey,-.074
8,0,22405,Justin Rose,-.065
9,0,29461,Jamie Lovemark,-.060
10,0,26331,Charl Schwartzel,-.059
11,0,35450,Patrick Cantlay,-.050
12,0,29725,Tony Finau,-.048
13,0,28237,Rory McIlroy,-.044
14,0,25396,Kevin Na,-.041
15,0,46970,Jon Rahm,-.032
16,0,33448,Justin Thomas,-.031
17,0,34409,David Lingmerth,-.030
18,0,39954,Cody Gribble,-.026
19,0,28252,Seamus Power,-.024
20,0,22371,Aaron Baddeley,-.023
21,0,40026,Daniel Berger,-.020
22,0,27974,Sung Kang,-.017
23,0,28500,Martin Flores,-.013
23,0,12716,Charley Hoffman,-.013
25,0,33120,Mark Anderson,-.012
26,0,29223,Sam Saunders,-.011
27,0,25191,Gonzalo Fernandez-Castaño,-.010
28,0,32102,Rickie Fowler,-.009
29,0,31557,Jim Herman,-.008
30,0,28420,Ryan Brehm,-.005
31,0,24846,Ricky Barnes,E
31,0,20229,Stewart Cink,E
31,0,33461,Morgan Hoffmann,E
31,0,35532,Tom Hoge,E
31,0,36801,Mark Hubbard,E
31,0,29478,Kevin Kisner,E
31,0,34431,Robert Streb,E
38,0,46550,Brandon Hagy,+.006
38,0,39975,Michael Kim,+.006
40,0,23108,Matt Kuchar,+.008
40,0,35891,Cameron Smith,+.008
40,0,29518,Brendan Steele,+.008
43,0,30191,Julián Etulain,+.010
43,0,26851,Marc Leishman,+.010
45,0,34264,Hudson Swafford,+.012
46,0,46440,Smylie Kaufman,+.014
46,0,27095,Nick Watney,+.014
48,0,24358,Robert Garrigus,+.016
48,0,48081,Xander Schauffele,+.016
50,0,30944,Jason Kokrak,+.019
51,0,34360,Patrick Reed,+.022
52,0,34099,Harris English,+.023
52,0,32448,James Hahn,+.023
54,0,46601,Trey Mullinax,+.024
54,0,30110,Kyle Stanley,+.024
56,0,34021,Bud Cauley,+.026
57,0,33419,Cameron Tringale,+.027
58,0,32839,Hideki Matsuyama,+.029
59,0,26300,Matt Jones,+.030
60,0,21961,Charles Howell III,+.031
60,0,31420,Anirban Lahiri,+.031
62,0,25900,Lucas Glover,+.032
63,0,29720,Andres Gonzales,+.033
63,0,29221,Webb Simpson,+.033
63,0,28132,Tyrone Van Aswegen,+.033
66,0,26951,Johnson Wagner,+.036
67,0,30692,Scott Stallings,+.038
68,0,29289,S.Y. Noh,+.039
69,0,01810,Phil Mickelson,+.042
70,0,22046,Geoff Ogilvy,+.044
71,0,32200,Roberto Castro,+.045
72,0,23325,Vaughn Taylor,+.046
73,0,25720,Chad Collins,+.048
73,0,20104,Ken Duke,+.048
75,0,27963,Chris Stroud,+.049
76,0,27141,J.B. Holmes,+.051
77,0,39324,J.J. Spaun,+.053
77,0,27770,Camilo Villegas,+.053
79,0,36689,Brooks Koepka,+.054
80,0,34466,Peter Malnati,+.061
80,0,48822,Sebastián Muñoz,+.061
82,0,37454,Whee Kim,+.062
83,0,27936,Martin Laird,+.064
84,0,24924,Bill Haas,+.065
84,0,34174,John Huh,+.065
84,0,37189,Harold Varner III,+.065
87,0,30852,Ryo Ishikawa,+.066
87,0,25632,Jimmy Walker,+.066
89,0,25686,Jason Dufner,+.067
89,0,25804,Bubba Watson,+.067
91,0,23353,J.J. Henry,+.069
91,0,33204,Shane Lowry,+.069
91,0,27214,Kevin Streelman,+.069
94,0,29926,Danny Lee,+.071
95,0,32366,Kevin Chappell,+.072
95,0,20572,Rod Pampling,+.072
97,0,23800,Bryce Molder,+.074
98,0,20771,Steven Alker,+.079
98,0,06522,Ernie Els,+.079
98,0,46732,Rick Lamb,+.079
101,0,20157,Retief Goosen,+.080
102,0,46443,Brian Campbell,+.082
103,0,12510,Chad Campbell,+.083
103,0,26758,David Hearn,+.083
105,0,48084,Wesley Bryan,+.085
105,0,29908,C.T. Pan,+.085
107,0,34213,Grayson Murray,+.087
108,0,32757,Patton Kizzire,+.088
109,0,33948,Byeong Hun An,+.091
109,0,27436,Graham DeLaet,+.091
111,0,24140,Sean O'Hair,+.092
112,0,40058,Zac Blair,+.093
112,0,26596,Ryan Moore,+.093
112,0,36699,Patrick Rodgers,+.093
115,0,23541,Ben Crane,+.094
115,0,29222,Billy Hurley III,+.094
117,0,37278,Nicholas Lindheim,+.096
118,0,28089,Jason Day,+.098
119,0,25349,Tim Wilkinson,+.100
120,0,27064,Jhonattan Vegas,+.101
121,0,29479,Scott Brown,+.102
121,0,19846,Brian Gay,+.102
121,0,29476,Kyle Reifers,+.102
124,0,21209,Sergio Garcia,+.103
125,0,49771,J.T. Poston,+.107
126,0,29974,Branden Grace,+.108
127,0,30926,Chris Kirk,+.109
128,0,23621,Rory Sabbatini,+.111
128,0,24502,Adam Scott,+.111
128,0,26289,Boo Weekley,+.111
131,0,27958,Ryan Blaum,+.112
131,0,31323,Gary Woodland,+.112
133,0,19803,Ryan Armour,+.114
133,0,24138,Ian Poulter,+.114
135,0,46501,Ollie Schniederjans,+.115
136,0,25892,Steve Wheatcroft,+.116
137,0,35110,Brett Drewitt,+.117
138,0,24781,Hunter Mahan,+.118
138,0,26329,Louis Oosthuizen,+.118
140,0,37455,Si Woo Kim,+.122
141,0,32333,Kevin Tway,+.124
142,0,33141,Keegan Bradley,+.127
142,0,35506,Mackenzie Hughes,+.127
142,0,25345,Carl Pettersson,+.127
145,0,26499,Rafa Cabrera Bello,+.128
146,0,32640,Troy Merritt,+.129
147,0,22056,Cameron Percy,+.130
147,0,25493,Nick Taylor,+.130
149,0,31646,Emiliano Grillo,+.131
150,0,31202,William McGirt,+.132
150,0,34358,Jonathan Randolph,+.132
152,0,27895,Jonas Blixt,+.134
153,0,10809,Jim Furyk,+.136
154,0,20472,Alex Cejka,+.137
154,0,23983,Luke Donald,+.137
156,0,28307,Matt Every,+.138
157,0,24361,Pat Perez,+.140
157,0,25240,D.A. Points,+.140
159,0,33399,Adam Hadwin,+.141
160,0,47959,Bryson DeChambeau,+.142
160,0,35879,Kelly Kraft,+.142
160,0,29485,Brett Stegmaier,+.142
163,0,27644,Brian Harman,+.144
164,0,33122,Russell Knox,+.146
165,0,31416,Derek Fathauer,+.148
166,0,32150,Michael Thompson,+.149
167,0,28679,Fabián Gómez,+.152
167,0,26476,Chez Reavie,+.152
169,0,20593,Greg Chalmers,+.154
170,0,25818,Scott Piercy,+.155
171,0,35545,Blayne Barber,+.156
172,0,35300,Andrew Loupe,+.157
172,0,31560,Brian Stuard,+.157
174,0,24507,Jason Bohn,+.158
175,0,24024,Zach Johnson,+.159
175,0,25834,Daniel Summerhays,+.159
177,0,34098,Russell Henley,+.169
178,0,27466,Spencer Levin,+.174
179,0,22986,Søren Kjeldsen,+.175
180,0,29740,Brad Fritsch,+.177
181,0,33418,Shawn Stefani,+.179
182,0,25274,Steven Bowditch,+.180
183,0,40009,Dominic Bozzelli,+.181
184,0,33413,Ben Martin,+.186
185,0,25198,Francesco Molinari,+.191
186,0,29420,Billy Horschel,+.194
187,0,23320,Ryan Palmer,+.195
188,0,28093,Miguel Angel Carballo,+.208
188,0,47128,Richy Werenski,+.208
190,0,25572,Graeme McDowell,+.306
