RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,25818,Scott Piercy,21' 6",7843.833,365
2,0,23108,Matt Kuchar,21' 9",14360.917,661
3,0,26499,Rafa Cabrera Bello,22' 1",7632.417,346
3,0,49771,J.T. Poston,22' 1",12129.583,550
5,0,27958,Ryan Blaum,22' 2",14990.583,675
5,0,35450,Patrick Cantlay,22' 2",8529.417,385
5,0,25364,Paul Casey,22' 2",12820.750,579
8,0,22986,Søren Kjeldsen,22' 3",7017.833,315
9,0,27644,Brian Harman,22' 4",15239.250,683
10,0,06522,Ernie Els,22' 5",5699.167,254
10,0,19846,Brian Gay,22' 5",13881.917,620
10,0,29478,Kevin Kisner,22' 5",15234.500,680
10,0,33204,Shane Lowry,22' 5",6961.250,311
10,0,23320,Ryan Palmer,22' 5",7967.500,355
15,0,32366,Kevin Chappell,22' 6",11898.167,529
15,0,26951,Johnson Wagner,22' 6",11170.917,497
15,0,26289,Boo Weekley,22' 6",13541.167,602
18,0,27436,Graham DeLaet,22' 7",13940.917,617
18,0,20104,Ken Duke,22' 7",12754.417,564
18,0,26758,David Hearn,22' 7",14421.333,639
18,0,23353,J.J. Henry,22' 7",14137.417,627
18,0,25834,Daniel Summerhays,22' 7",14853.750,658
23,0,34409,David Lingmerth,22' 8",12504.167,552
23,0,25198,Francesco Molinari,22' 8",12183.583,538
23,0,22046,Geoff Ogilvy,22' 8",12978.167,572
26,0,34098,Russell Henley,22' 9",16187.500,711
26,0,30926,Chris Kirk,22' 9",13361.583,588
26,0,25240,D.A. Points,22' 9",11912.750,523
26,0,30110,Kyle Stanley,22' 9",20209.500,888
30,0,28420,Ryan Brehm,22' 10",9465.667,414
30,0,20472,Alex Cejka,22' 10",12933.083,566
30,0,26476,Chez Reavie,22' 10",17444.250,764
33,0,29479,Scott Brown,22' 11",15470.500,675
33,0,12510,Chad Campbell,22' 11",17629.583,770
33,0,34021,Bud Cauley,22' 11",15072.667,657
33,0,24024,Zach Johnson,22' 11",13425.833,585
33,0,46970,Jon Rahm,22' 11",11813.750,516
33,0,34264,Hudson Swafford,22' 11",14307.667,625
39,0,25686,Jason Dufner,23' 0",14117.583,614
39,0,32102,Rickie Fowler,23' 0",12037.000,524
39,0,27936,Martin Laird,23' 0",13620.000,592
39,0,35891,Cameron Smith,23' 0",12634.333,549
39,0,39324,J.J. Spaun,23' 0",14572.500,633
39,0,32150,Michael Thompson,23' 0",8233.333,358
39,0,25349,Tim Wilkinson,23' 0",9482.167,412
46,0,20771,Steven Alker,23' 1",10801.750,468
46,0,25900,Lucas Glover,23' 1",17304.500,751
46,0,31646,Emiliano Grillo,23' 1",13135.917,570
46,0,33413,Ben Martin,23' 1",13977.667,605
46,0,29908,C.T. Pan,23' 1",14955.917,647
46,0,30692,Scott Stallings,23' 1",12085.167,523
52,0,33141,Keegan Bradley,23' 2",18017.417,779
52,0,25572,Graeme McDowell,23' 2",10579.000,456
52,0,26329,Louis Oosthuizen,23' 2",9072.667,392
52,0,24138,Ian Poulter,23' 2",10896.333,470
52,0,34431,Robert Streb,23' 2",15148.917,654
52,0,31323,Gary Woodland,23' 2",12134.917,523
58,0,27141,J.B. Holmes,23' 3",8868.417,381
