RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,01677,Tom Lehman,8.59,22,256
2,0,01527,Scott Hoch,10.03,30,299
3,0,01098,Jay Don Blake,10.20,31,304
4,0,01306,David Edwards,10.29,21,204
5,0,01876,Greg Norman,10.53,20,190
6,0,01960,Don Pooley,10.82,29,268
7,0,01353,Bruce Fleisher,10.95,22,201
8,0,01143,Brad Bryant,11.32,30,265
8,0,01457,Jay Haas,11.32,30,265
10,0,12663,Phil Tataurangi,11.54,27,234
11,0,01968,Nick Price,11.57,25,216
12,0,01920,Craig Parry,11.76,28,238
13,0,02170,Hal Sutton,11.78,41,348
14,0,01569,Peter Jacobsen,11.91,33,277
15,0,07267,Allen Doyle,12.04,26,216
16,0,02245,Grant Waite,12.11,39,322
17,0,06575,Dudley Hart,12.13,29,239
18,0,01313,Steve Elkington,12.20,25,205
19,0,10585,Scott McCarron,12.23,34,278
20,0,01926,Steve Pate,12.41,33,266
21,0,10809,Jim Furyk,12.46,44,353
21,0,12645,Brent Geiberger,12.46,39,313
23,0,01374,Robin Freeman,12.61,28,222
24,0,01329,Brad Faxon,12.87,35,272
25,0,12826,Paul Claxton,12.90,24,186
26,0,02146,Payne Stewart,13.00,39,300
27,0,01549,Mike Hulbert,13.02,41,315
28,0,02294,Willie Wood,13.23,34,257
29,0,01975,Tom Purtzer,13.30,25,188
30,0,02223,Bob Tway,13.33,42,315
31,0,01891,David Ogrin,13.40,43,321
32,0,12660,Jesper Parnevik,13.48,36,267
33,0,01334,Keith Fergus,13.66,28,205
34,0,02101,Joey Sindelar,13.78,43,312
35,0,01139,Olin Browne,13.88,39,281
35,0,02214,Kirk Triplett,13.88,44,317
37,0,10875,Todd Demsey,13.89,30,216
38,0,06595,Kevin Sutherland,14.07,37,263
39,0,01475,Donnie Hammond,14.09,31,220
40,0,10457,Frank Nobilo,14.14,28,198
41,0,09011,David Duval,14.18,55,388
42,0,01014,Fulton Allem,14.29,27,189
42,0,01116,Michael Bradley,14.29,41,287
44,0,01887,Mark O'Meara,14.54,41,282
45,0,01943,Chris Perry,14.56,54,371
46,0,01320,Bob Estes,14.59,34,233
47,0,05466,Jack O'Keefe,14.60,33,226
48,0,01196,Brian Claar,14.65,29,198
49,0,01203,Russ Cochran,14.67,54,368
50,0,01219,John Cook,14.71,49,333
51,0,11032,Frank Lickliter II,14.76,40,271
52,0,01724,Jeff Maggert,14.84,46,310
53,0,02246,Duffy Waldorf,14.86,44,296
54,0,20099,Doug Barron,14.87,51,343
55,0,01175,Jim Carter,14.90,45,302
56,0,01945,Kenny Perry,14.91,41,275
57,0,08793,Tiger Woods,14.97,50,334
58,0,06621,Joe Durant,14.98,49,327
59,0,01035,Tommy Armour III,15.03,49,326
60,0,01619,Skip Kendall,15.08,49,325
61,0,01533,P.H. Horgan III,15.12,44,291
62,0,01771,Blaine McCallister,15.23,37,243
63,0,01706,Davis Love III,15.24,50,328
64,0,12387,Michael Christie,15.27,51,334
65,0,01331,Rick Fehr,15.32,36,235
66,0,01723,Andrew Magee,15.38,56,364
67,0,02104,Jeff Sluman,15.41,47,305
68,0,10860,Justin Leonard,15.49,55,355
69,0,01996,Mike Reid,15.50,40,258
70,0,01905,Joe Ozaki,15.53,32,206
71,0,01157,Tom Byrum,15.56,54,347
72,0,01599,Steve Jones,15.58,43,276
73,0,01748,Doug Martin,15.64,51,326
74,0,01346,Ed Fiori,15.65,18,115
75,0,01201,Lennie Clements,15.71,44,280
75,0,19881,Robert Damron,15.71,52,331
77,0,01761,Len Mattiace,15.73,53,337
78,0,06315,Pete Jordan,15.74,51,324
79,0,01577,Lee Janzen,15.78,59,374
80,0,08339,Spike McRoy,15.92,32,201
81,0,01323,Brad Fabel,15.97,50,313
82,0,01823,Larry Mize,16.02,33,206
83,0,07003,David Berganio Jr.,16.04,43,268
84,0,10963,Jimmy Green,16.05,39,243
85,0,01797,Rocco Mediate,16.06,40,249
85,0,02133,Craig Stadler,16.06,40,249
87,0,01408,Kelly Gibson,16.14,66,409
88,0,01161,Mark Calcavecchia,16.16,59,365
89,0,01487,Jeff Hart,16.22,36,222
90,0,01185,Brandel Chamblee,16.24,44,271
91,0,07235,John Morse,16.27,41,252
92,0,01024,Billy Andrade,16.29,58,356
93,0,06567,Vijay Singh,16.30,45,276
94,0,01633,Tom Kite,16.44,37,225
95,0,01941,Tom Pernice Jr.,16.48,43,261
96,0,02010,Loren Roberts,16.49,47,285
97,0,06643,Paul Goydos,16.57,56,338
98,0,01766,Billy Mayfair,16.61,47,283
99,0,07101,Dave Stockton Jr.,16.62,54,325
100,0,01042,Paul Azinger,16.67,34,204
100,0,10505,Shane Bertsch,16.67,39,234
100,0,01928,Corey Pavin,16.67,30,180
103,0,08375,Paul Stankowski,16.71,61,365
104,0,02007,Larry Rinker,16.72,50,299
105,0,12782,Tim Herron,16.81,59,351
106,0,02226,Tray Tyner,16.82,36,214
