RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,27436,Graham DeLaet,53,19,34
2,0,33141,Keegan Bradley,72,11,61
3,0,21528,Henrik Stenson,73,66,7
4,0,22405,Justin Rose,79,27,52
5,0,31557,Jim Herman,82,17,65
6,0,29420,Billy Horschel,92,42,50
7,0,26289,Boo Weekley,94,66,28
8,0,24781,Hunter Mahan,98,73,25
8,0,34046,Jordan Spieth,98,80,18
10,0,23788,D.J. Trahan,99,46,53
11,0,06573,Brandt Jobe,100,57,43
12,0,26300,Matt Jones,101,56,45
13,0,28780,Nicholas Thompson,105,60,45
14,0,24502,Adam Scott,107,23,84
15,0,23325,Vaughn Taylor,112,75,37
16,0,27214,Kevin Streelman,117,94,23
17,0,08793,Tiger Woods,118,49,69
18,0,26679,Kevin Stadler,124,75,49
19,0,06527,Steve Stricker,127,124,3
20,0,25900,Lucas Glover,128,43,85
21,0,34098,Russell Henley,130,83,47
22,0,25804,Bubba Watson,131,5,126
23,0,23638,Brendon de Jonge,133,104,29
24,0,26476,Chez Reavie,134,128,6
25,0,20396,Lee Westwood,135,69,66
26,0,27095,Nick Watney,136,63,73
27,0,32366,Kevin Chappell,139,52,87
27,0,26331,Charl Schwartzel,139,29,110
29,0,30110,Kyle Stanley,140,22,118
29,0,34431,Robert Streb,140,24,116
31,0,24490,George McNeill,142,106,36
31,0,27330,Josh Teater,142,43,99
33,0,32334,Charlie Beljan,143,32,111
34,0,27936,Martin Laird,144,46,98
35,0,30163,Henrik Norlander,145,36,109
36,0,27503,Steve LeBrun,146,38,108
36,0,26596,Ryan Moore,146,130,16
38,0,34174,John Huh,147,133,14
39,0,25686,Jason Dufner,148,107,41
39,0,08725,Tom Gillis,148,104,44
39,0,28237,Rory McIlroy,148,8,140
42,0,34409,David Lingmerth,149,109,40
43,0,31323,Gary Woodland,150,4,146
44,0,32200,Roberto Castro,152,130,22
45,0,29479,Scott Brown,154,78,76
45,0,28089,Jason Day,154,16,138
45,0,29518,Brendan Steele,154,68,86
48,0,25444,Justin Hicks,155,146,9
48,0,23320,Ryan Palmer,155,10,145
50,0,21209,Sergio Garcia,156,64,92
50,0,12716,Charley Hoffman,156,40,116
50,0,33869,Eric Meierdierks,156,9,147
50,0,30692,Scott Stallings,156,30,126
54,0,33419,Cameron Tringale,157,98,59
55,0,23353,J.J. Henry,158,119,39
55,0,23623,Bo Van Pelt,158,107,51
57,0,21878,Mark Wilson,160,158,2
58,0,28679,Fabián Gómez,161,78,83
58,0,24024,Zach Johnson,161,153,8
58,0,27556,Ted Potter Jr.,161,144,17
61,0,24361,Pat Perez,162,71,91
61,0,22913,John Rollins,162,31,131
63,0,29740,Brad Fritsch,163,26,137
64,0,34099,Harris English,164,35,129
64,0,23621,Rory Sabbatini,164,50,114
66,0,20691,Greg Owen,165,53,112
66,0,22056,Cameron Percy,165,45,120
66,0,24663,Y.E. Yang,165,101,64
69,0,21753,Brian Davis,166,153,13
69,0,37273,Derek Ernst,166,61,105
69,0,22806,Doug LaBelle II,166,145,21
69,0,29221,Webb Simpson,166,111,55
69,0,31560,Brian Stuard,166,134,32
74,0,24924,Bill Haas,167,90,77
75,0,06567,Vijay Singh,168,91,77
75,0,29425,Andrew Svoboda,168,71,97
77,0,24358,Robert Garrigus,169,7,162
78,0,23452,Nicolas Colsaerts,170,3,167
78,0,36884,Ben Kohles,170,151,19
78,0,28092,D.H. Lee,170,140,30
81,0,01320,Bob Estes,171,115,56
81,0,01724,Jeff Maggert,171,160,11
83,0,24140,Sean O'Hair,172,14,158
84,0,10809,Jim Furyk,173,169,4
84,0,30925,Dustin Johnson,173,2,171
84,0,35139,Richard Lee,173,149,24
87,0,33461,Morgan Hoffmann,175,32,143
88,0,27408,Martin Kaymer,176,87,89
88,0,25572,Graeme McDowell,176,161,15
90,0,28455,Will Claxton,178,116,62
90,0,32448,James Hahn,178,48,130
90,0,08075,Jerry Kelly,178,177,1
90,0,30944,Jason Kokrak,178,6,172
94,0,23135,Tim Clark,180,175,5
94,0,20104,Ken Duke,180,170,10
94,0,28500,Martin Flores,180,12,168
97,0,27129,Luke List,181,1,180
98,0,32102,Rickie Fowler,183,103,80
99,0,20645,John Senden,184,82,102
100,0,12510,Chad Campbell,185,85,100
100,0,23497,Tag Ridings,185,15,170
102,0,24846,Ricky Barnes,186,80,106
103,0,20098,Stuart Appleby,187,119,68
103,0,25274,Steven Bowditch,187,13,174
103,0,24357,K.J. Choi,187,156,31
106,0,22792,Peter Hanson,188,34,154
106,0,02206,David Toms,188,162,26
108,0,20443,Jin Park,189,177,12
108,0,25345,Carl Pettersson,189,70,119
108,0,33418,Shawn Stefani,189,25,164
111,0,25818,Scott Piercy,190,21,169
111,0,22295,Darron Stiles,190,170,20
111,0,27770,Camilo Villegas,190,59,131
111,0,20160,Charlie Wi,190,132,58
115,0,25834,Daniel Summerhays,191,110,81
116,0,25240,D.A. Points,192,138,54
117,0,27644,Brian Harman,195,94,101
118,0,20848,Ángel Cabrera,196,40,156
118,0,29289,S.Y. Noh,196,18,178
118,0,25632,Jimmy Walker,196,20,176
121,0,28475,Jeff Overton,197,55,142
122,0,30926,Chris Kirk,198,83,115
122,0,25562,Andres Romero,198,50,148
124,0,27120,Troy Matteson,199,38,161
125,0,24507,Jason Bohn,201,166,35
126,0,20572,Rod Pampling,204,129,75
126,0,27649,Brandt Snedeker,204,137,67
128,0,24494,Erik Compton,205,54,151
128,0,32698,Bobby Gates,205,28,177
128,0,19970,Robert Karlsson,205,98,107
131,0,30711,Colt Knost,206,179,27
132,0,24138,Ian Poulter,207,136,71
133,0,23800,Bryce Molder,209,176,33
133,0,22046,Geoff Ogilvy,209,114,95
135,0,21961,Charles Howell III,210,37,173
136,0,19846,Brian Gay,212,170,42
136,0,10213,Dicky Pride,212,174,38
138,0,22961,David Mathis,213,142,71
138,0,31202,William McGirt,213,134,79
140,0,28307,Matt Every,214,91,123
140,0,10860,Justin Leonard,214,166,48
142,0,34360,Patrick Reed,215,58,157
143,0,34021,Bud Cauley,216,94,122
144,0,23983,Luke Donald,217,157,60
144,0,30750,Tommy Gainey,217,64,153
146,0,22378,Trevor Immelman,218,124,94
147,0,06522,Ernie Els,220,77,143
147,0,35539,Luke Guthrie,220,127,93
147,0,28135,Aaron Watkins,220,163,57
150,0,24399,Scott Gardiner,221,87,134
150,0,30852,Ryo Ishikawa,221,62,159
152,0,34261,Scott Langley,222,152,70
153,0,20229,Stewart Cink,223,73,150
154,0,20766,Padraig Harrington,224,89,135
155,0,27933,John Merrick,226,122,104
156,0,20593,Greg Chalmers,227,165,62
156,0,26851,Marc Leishman,227,102,125
158,0,26758,David Hearn,228,147,81
159,0,23541,Ben Crane,234,139,95
160,0,32150,Michael Thompson,236,148,88
161,0,27963,Chris Stroud,237,164,73
162,0,24227,Justin Bolli,238,149,89
163,0,23108,Matt Kuchar,240,116,124
164,0,01810,Phil Mickelson,242,93,149
165,0,28259,Sangmoon Bae,247,112,135
166,0,21731,Freddie Jacobson,252,97,155
167,0,10885,Robert Allenby,257,116,141
168,0,25336,Alistair Presnell,260,121,139
169,0,22371,Aaron Baddeley,265,86,179
170,0,23409,James Driscoll,266,100,166
171,0,01116,Michael Bradley,272,112,160
172,0,06004,Stephen Ames,274,141,133
173,0,27895,Jonas Blixt,275,123,152
174,0,22621,Ben Curtis,276,173,103
175,0,21099,David Lynn,280,159,121
175,0,28310,Lee Williams,280,168,112
177,0,26951,Johnson Wagner,283,155,128
178,0,12782,Tim Herron,299,124,175
179,0,26497,Casey Wittenberg,308,143,165
180,0,10423,Mike Weir,343,180,163
