RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,19846,Brian Gay,6' 0",2824.583,468,7
2,0,20766,Padraig Harrington,6' 4",2013.250,316,49
2,0,06527,Steve Stricker,6' 4",2205.917,347,2
4,0,20472,Alex Cejka,6' 5",2031.667,318,111
4,0,25396,Kevin Na,6' 5",3451.500,536,9
6,0,24925,Jonathan Byrd,6' 6",3151.833,482,106
6,0,10860,Justin Leonard,6' 6",3147.167,485,18
6,0,24138,Ian Poulter,6' 6",1725.750,266,122
6,0,20127,Chris Riley,6' 6",2960.667,454,20
6,0,06567,Vijay Singh,6' 6",3070.250,472,105
11,0,23621,Rory Sabbatini,6' 7",2789.167,424,84
12,0,07867,Woody Austin,6' 8",2244.833,335,5
12,0,24846,Ricky Barnes,6' 8",2841.000,424,117
12,0,23983,Luke Donald,6' 8",2207.167,331,8
12,0,21731,Freddie Jacobson,6' 8",3324.167,500,34
12,0,01810,Phil Mickelson,6' 8",2773.917,414,17
12,0,23800,Bryce Molder,6' 8",3108.333,467,15
12,0,01948,Tim Petrovic,6' 8",3854.750,576,38
19,0,25686,Jason Dufner,6' 9",2828.667,421,70
19,0,10809,Jim Furyk,6' 9",2877.167,424,76
19,0,23108,Matt Kuchar,6' 9",3201.083,476,13
19,0,22046,Geoff Ogilvy,6' 9",2613.167,387,52
19,0,21878,Mark Wilson,6' 9",3140.250,465,11
24,0,06004,Stephen Ames,6' 10",2680.917,392,35
24,0,20098,Stuart Appleby,6' 10",2965.500,432,128
24,0,28089,Jason Day,6' 10",2908.417,428,3
24,0,07457,Steve Flesch,6' 10",3986.083,585,108
24,0,21209,Sergio Garcia,6' 10",2242.917,327,44
24,0,22378,Trevor Immelman,6' 10",2764.167,404,89
24,0,24361,Pat Perez,6' 10",3368.417,492,78
24,0,29221,Webb Simpson,6' 10",3588.333,524,16
24,0,33911,Nate Smith,6' 10",2588.500,380,90
33,0,22371,Aaron Baddeley,6' 11",3095.917,446,55
33,0,12510,Chad Campbell,6' 11",3404.333,493,102
33,0,06251,Chris DiMarco,6' 11",3737.583,543,39
33,0,24024,Zach Johnson,6' 11",2953.250,425,4
33,0,01766,Billy Mayfair,6' 11",3865.417,558,27
33,0,06515,Shaun Micheel,6' 11",3131.167,454,69
33,0,23320,Ryan Palmer,6' 11",3200.000,460,47
33,0,25240,D.A. Points,6' 11",3705.333,536,77
33,0,08375,Paul Stankowski,6' 11",3048.333,441,56
33,0,02206,David Toms,6' 11",2464.417,356,25
33,0,24663,Y.E. Yang,6' 11",2105.000,303,23
44,0,23638,Brendon de Jonge,7' 0",4444.583,635,42
44,0,01313,Steve Elkington,7' 0",2038.167,292,43
44,0,21350,Ryuji Imada,7' 0",3869.417,555,65
44,0,30926,Chris Kirk,7' 0",3532.333,507,99
44,0,25345,Carl Pettersson,7' 0",4226.250,606,72
44,0,22293,Heath Slocum,7' 0",2932.750,418,149
44,0,27770,Camilo Villegas,7' 0",2803.417,400,127
51,0,20593,Greg Chalmers,7' 1",4199.500,592,1
51,0,20229,Stewart Cink,7' 1",2479.917,350,107
51,0,20157,Retief Goosen,7' 1",1879.167,265,81
51,0,12716,Charley Hoffman,7' 1",3739.250,531,163
51,0,08075,Jerry Kelly,7' 1",3137.917,443,14
51,0,22348,Nick O'Hern,7' 1",3443.333,487,58
51,0,32150,Michael Thompson,7' 1",3317.250,468,32
51,0,23623,Bo Van Pelt,7' 1",3480.417,489,68
59,0,23673,Michael Connell,7' 2",3475.083,483,30
59,0,06522,Ernie Els,7' 2",2558.667,359,182
59,0,21805,Harrison Frazar,7' 2",2308.833,321,157
59,0,23718,Nathan Green,7' 2",3873.417,543,26
59,0,21961,Charles Howell III,7' 2",4276.417,594,5
59,0,19970,Robert Karlsson,7' 2",2479.250,345,40
59,0,35087,Bio Kim,7' 2",3413.583,475,142
59,0,27466,Spencer Levin,7' 2",4268.333,596,41
59,0,01797,Rocco Mediate,7' 2",2555.000,357,178
59,0,22405,Justin Rose,7' 2",2927.000,408,95
59,0,30110,Kyle Stanley,7' 2",4027.750,560,156
59,0,23325,Vaughn Taylor,7' 2",3931.250,548,72
59,0,12602,Dean Wilson,7' 2",2893.083,402,19
72,0,28087,Kris Blanks,7' 3",3730.667,517,94
72,0,24357,K.J. Choi,7' 3",2781.083,384,27
72,0,22621,Ben Curtis,7' 3",2921.000,405,21
72,0,21753,Brian Davis,7' 3",4465.500,616,62
72,0,06643,Paul Goydos,7' 3",3432.083,476,130
72,0,08537,J.P. Hayes,7' 3",2594.917,358,80
72,0,26851,Marc Leishman,7' 3",4111.000,566,71
72,0,01706,Davis Love III,7' 3",2412.083,334,161
72,0,22961,David Mathis,7' 3",3481.417,478,30
72,0,24490,George McNeill,7' 3",2997.500,413,124
72,0,27939,Matt McQuillan,7' 3",2348.000,324,101
72,0,20572,Rod Pampling,7' 3",3082.583,425,10
72,0,31193,Jim Renner,7' 3",2703.167,373,85
72,0,23788,D.J. Trahan,7' 3",4050.583,556,82
86,0,10505,Shane Bertsch,7' 4",2527.000,344,57
86,0,32366,Kevin Chappell,7' 4",3378.417,460,72
86,0,11123,Chris Couch,7' 4",3698.750,507,27
86,0,09011,David Duval,7' 4",2920.250,397,172
86,0,32102,Rickie Fowler,7' 4",3527.250,481,139
