RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,27974,Sung Kang,9.85%,132,13
2,0,55789,Taylor Montgomery,8.95%,324,29
3,0,55182,Tom Kim,8.94%,302,27
4,0,39977,Max Homa,8.36%,287,24
5,0,24502,Adam Scott,8.25%,206,17
6,0,31202,William McGirt,8.11%,148,12
7,0,55708,Hayden Buckley,8.02%,262,21
8,0,30927,Brendon Todd,7.90%,329,26
9,0,48867,Matti Schmid,7.79%,231,18
10,0,34409,David Lingmerth,7.56%,225,17
11,0,33141,Keegan Bradley,7.55%,278,21
12,0,31560,Brian Stuard,7.45%,188,14
13,0,34255,Joseph Bramlett,7.44%,309,23
14,0,51634,Sahith Theegala,7.35%,340,25
15,0,31577,Tano Goya,7.33%,300,22
16,0,48081,Xander Schauffele,7.29%,247,18
17,0,39954,Cody Gribble,7.28%,206,15
18,0,32366,Kevin Chappell,7.27%,165,12
18,0,25493,Nick Taylor,7.27%,275,20
20,0,52955,Ludvig Åberg,7.22%,180,13
20,0,56762,Will Gordon,7.22%,388,28
22,0,52374,Brandon Wu,7.14%,322,23
23,0,34076,Joel Dahmen,7.09%,282,20
24,0,57362,Austin Eckroat,7.08%,325,23
25,0,30926,Chris Kirk,7.07%,283,20
25,0,58696,Peter Kuest,7.07%,184,13
27,0,52513,Carson Young,7.06%,326,23
28,0,27963,Chris Stroud,7.03%,185,13
29,0,52375,Doug Ghim,6.99%,329,23
30,0,53165,Doc Redman,6.93%,303,21
31,0,35532,Tom Hoge,6.90%,319,22
32,0,51491,Brandon Matthews,6.88%,160,11
32,0,48119,Ben Taylor,6.88%,378,26
34,0,27129,Luke List,6.74%,341,23
35,0,46046,Scottie Scheffler,6.71%,283,19
36,0,49771,J.T. Poston,6.67%,360,24
37,0,34610,Matthias Schwab,6.65%,346,23
38,0,34563,Chesson Hadley,6.57%,335,22
39,0,20229,Stewart Cink,6.55%,275,18
40,0,54591,Ben Griffin,6.54%,382,25
41,0,39067,MJ Daffue,6.52%,276,18
42,0,32839,Hideki Matsuyama,6.50%,246,16
43,0,34098,Russell Henley,6.48%,293,19
44,0,47504,Sam Burns,6.39%,266,17
45,0,34431,Robert Streb,6.37%,267,17
46,0,33597,Harry Higgs,6.33%,237,15
47,0,54628,Lee Hodges,6.31%,412,26
48,0,29725,Tony Finau,6.29%,318,20
48,0,52453,Nicolai Hojgaard,6.29%,143,9
50,0,26596,Ryan Moore,6.28%,239,15
51,0,50493,Justin Suh,6.27%,415,26
52,0,35450,Patrick Cantlay,6.25%,240,15
53,0,32333,Kevin Tway,6.23%,401,25
54,0,40115,Adam Svensson,6.18%,453,28
55,0,46970,Jon Rahm,6.17%,243,15
56,0,57975,Harry Hall,6.15%,309,19
57,0,39997,Corey Conners,6.12%,327,20
58,0,33653,Thomas Detry,6.11%,262,16
58,0,29970,Dylan Frittelli,6.11%,229,14
58,0,47988,Nick Hardy,6.11%,393,24
61,0,25900,Lucas Glover,6.10%,328,20
62,0,39971,Sungjae Im,6.08%,395,24
63,0,32816,Satoshi Kodaira,6.06%,165,10
63,0,49947,Taylor Moore,6.06%,363,22
65,0,40162,Justin Lower,5.97%,335,20
66,0,24024,Zach Johnson,5.95%,269,16
66,0,47128,Richy Werenski,5.95%,252,15
68,0,32662,Michael Gligic,5.91%,237,14
68,0,54783,Dylan Wu,5.91%,372,22
70,0,45522,Christiaan Bezuidenhout,5.90%,322,19
71,0,35310,Lanto Griffin,5.88%,221,13
72,0,28775,Nate Lashley,5.87%,392,23
73,0,45157,Cam Davis,5.86%,307,18
74,0,36326,David Lipsky,5.85%,342,20
75,0,36724,Augusto Núñez,5.84%,257,15
76,0,30911,Tommy Fleetwood,5.81%,258,15
77,0,31646,Emiliano Grillo,5.79%,363,21
77,0,33413,Ben Martin,5.79%,311,18
79,0,36699,Patrick Rodgers,5.77%,364,21
80,0,27936,Martin Laird,5.74%,296,17
81,0,55454,Carl Yuan,5.73%,262,15
82,0,49298,Kramer Hickok,5.71%,368,21
82,0,27095,Nick Watney,5.71%,245,14
84,0,29289,S.Y. Noh,5.70%,193,11
85,0,30163,Henrik Norlander,5.69%,299,17
86,0,48699,Callum Tarren,5.67%,353,20
87,0,46442,Maverick McNealy,5.64%,195,11
87,0,32640,Troy Merritt,5.64%,266,15
89,0,40006,Erik van Rooyen,5.62%,249,14
90,0,22405,Justin Rose,5.50%,218,12
91,0,35449,Adam Long,5.48%,365,20
92,0,34099,Harris English,5.45%,367,20
93,0,47993,Denny McCarthy,5.43%,387,21
94,0,34363,Tyrrell Hatton,5.41%,259,14
95,0,34466,Peter Malnati,5.39%,297,16
96,0,35461,Beau Hossler,5.38%,390,21
96,0,39975,Michael Kim,5.38%,279,15
98,0,50525,Collin Morikawa,5.35%,243,13
99,0,32448,James Hahn,5.33%,319,17
100,0,22371,Aaron Baddeley,5.31%,245,13
101,0,59018,Ryan Gerard,5.29%,170,9
101,0,33410,Andrew Landry,5.29%,227,12
103,0,32102,Rickie Fowler,5.28%,322,17
104,0,46435,Austin Cook,5.26%,228,12
104,0,32757,Patton Kizzire,5.26%,323,17
106,0,19803,Ryan Armour,5.24%,286,15
107,0,47983,Chad Ramey,5.22%,383,20
108,0,51997,Andrew Novak,5.19%,270,14
109,0,52411,Kyle Westmoreland,5.18%,251,13
110,0,45242,Kevin Yu,5.16%,213,11
111,0,46717,Viktor Hovland,5.14%,253,13
112,0,47347,Adam Schenk,5.12%,469,24
113,0,50095,Austin Smotherman,5.08%,315,16
114,0,34256,Andrew Putnam,5.07%,473,24
115,0,46601,Trey Mullinax,5.04%,258,13
116,0,24925,Jonathan Byrd,5.00%,160,8
116,0,49453,Trevor Cone,5.00%,300,15
118,0,28252,Seamus Power,4.96%,282,14
119,0,35901,Paul Haley II,4.94%,263,13
120,0,32791,K.H. Lee,4.89%,348,17
120,0,27214,Kevin Streelman,4.89%,348,17
122,0,37455,Si Woo Kim,4.87%,308,15
123,0,29420,Billy Horschel,4.82%,228,11
123,0,31323,Gary Woodland,4.82%,311,15
125,0,33204,Shane Lowry,4.81%,208,10
126,0,39058,Lucas Herbert,4.73%,169,8
127,0,35879,Kelly Kraft,4.71%,297,14
128,0,35506,Mackenzie Hughes,4.69%,320,15
129,0,40098,Matt Fitzpatrick,4.65%,258,12
130,0,33408,Tyson Alexander,4.63%,281,13
130,0,47079,Harrison Endycott,4.63%,281,13
132,0,33399,Adam Hadwin,4.61%,347,16
133,0,49766,Hank Lebioda,4.60%,174,8
134,0,36799,Stephan Jaeger,4.59%,479,22
135,0,29221,Webb Simpson,4.55%,198,9
136,0,48117,Kurt Kitayama,4.46%,202,9
136,0,32139,Danny Willett,4.46%,202,9
138,0,40250,Taylor Pendrith,4.42%,362,16
139,0,30692,Scott Stallings,4.41%,295,13
140,0,56630,Akshay Bhatia,4.39%,228,10
140,0,23108,Matt Kuchar,4.39%,342,15
142,0,27554,Scott Harrington,4.35%,230,10
142,0,27349,Alex Noren,4.35%,322,14
144,0,46441,Robby Shelton,4.33%,323,14
145,0,33948,Byeong Hun An,4.32%,301,13
145,0,55893,Sam Stevens,4.32%,324,14
147,0,25686,Jason Dufner,4.30%,279,12
148,0,28420,Ryan Brehm,4.28%,304,13
149,0,31557,Jim Herman,4.26%,282,12
150,0,51414,Brent Grant,4.24%,236,10
150,0,50188,S.H. Kim,4.24%,354,15
152,0,52372,Cameron Champ,4.15%,289,12
153,0,47995,Davis Riley,4.14%,290,12
154,0,39335,Kevin Roy,4.13%,242,10
155,0,29535,Brice Garnett,4.08%,294,12
156,0,28089,Jason Day,4.07%,270,11
157,0,33448,Justin Thomas,4.06%,271,11
158,0,51349,Nico Echavarria,4.04%,223,9
159,0,29908,C.T. Pan,3.98%,176,7
160,0,49960,Sepp Straka,3.94%,330,13
161,0,26476,Chez Reavie,3.93%,356,14
162,0,51766,Wyndham Clark,3.85%,390,15
163,0,37338,Zecheng Dou,3.83%,287,11
163,0,28237,Rory McIlroy,3.83%,235,9
165,0,25818,Scott Piercy,3.82%,288,11
166,0,39324,J.J. Spaun,3.78%,344,13
167,0,23320,Ryan Palmer,3.77%,265,10
168,0,48887,Matt Wallace,3.72%,269,10
168,0,58967,Trevor Werbylo,3.72%,215,8
170,0,54421,Garrick Higgo,3.70%,378,14
170,0,51950,Max McGreevy,3.70%,243,9
172,0,48084,Wesley Bryan,3.67%,109,4
173,0,34046,Jordan Spieth,3.64%,220,8
174,0,46340,Alex Smalley,3.62%,387,14
175,0,36871,Matt NeSmith,3.60%,361,13
175,0,51890,Greyson Sigg,3.60%,361,13
177,0,33122,Russell Knox,3.57%,364,13
178,0,36801,Mark Hubbard,3.55%,366,13
179,0,47591,Eric Cole,3.54%,367,13
180,0,46414,Aaron Rai,3.51%,342,12
181,0,57366,Cameron Young,3.50%,257,9
182,0,45609,Tyler Duncan,3.49%,373,13
183,0,39546,Keith Mitchell,3.46%,289,10
184,0,37275,Sam Ryder,3.36%,327,11
185,0,27644,Brian Harman,3.23%,341,11
186,0,51070,Vincent Norrman,3.18%,283,9
187,0,12716,Charley Hoffman,3.08%,260,8
188,0,40058,Zac Blair,2.87%,244,7
189,0,58168,Davis Thompson,2.73%,366,10
190,0,24140,Sean O'Hair,2.21%,136,3
191,0,35617,Martin Trainer,2.19%,183,4
191,0,25632,Jimmy Walker,2.19%,320,7
193,0,22056,Cameron Percy,2.01%,199,4
