RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
128,0,20848,Ángel Cabrera,69.37,437,630,-127.00
129,0,22961,David Mathis,69.21,872,1260,-201.00
130,0,06004,Stephen Ames,69.17,747,1080,-167.00
131,0,27939,Matt McQuillan,69.10,597,864,-149.00
131,0,32640,Troy Merritt,69.10,709,1026,-146.00
133,0,25632,Jimmy Walker,69.01,944,1368,-237.00
134,0,19970,Robert Karlsson,68.97,558,809,-153.00
135,0,29720,Andres Gonzales,68.96,571,828,-133.00
136,0,33141,Keegan Bradley,68.90,955,1386,-234.00
137,0,33413,Ben Martin,68.89,806,1170,-206.00
137,0,24140,Sean O'Hair,68.89,744,1080,-166.00
139,0,11123,Chris Couch,68.87,843,1224,-248.00
139,0,09011,David Duval,68.87,719,1044,-150.00
139,0,28486,Michael Putnam,68.87,657,954,-143.00
142,0,25562,Andres Romero,68.71,841,1224,-253.00
143,0,23497,Tag Ridings,68.69,915,1332,-231.00
144,0,25240,D.A. Points,68.62,914,1332,-234.00
145,0,23409,James Driscoll,68.58,753,1098,-184.00
146,0,21350,Ryuji Imada,68.49,937,1368,-225.00
147,0,32698,Bobby Gates,68.41,825,1206,-185.00
148,0,12652,Cameron Beckman,68.40,788,1152,-188.00
149,0,27649,Brandt Snedeker,68.33,824,1206,-254.00
150,0,25274,Steven Bowditch,68.16,957,1404,-270.00
151,0,06515,Shaun Micheel,68.12,797,1170,-156.00
152,0,30711,Colt Knost,68.08,821,1206,-171.00
153,0,21407,Arjun Atwal,68.01,1016,1494,-253.00
154,0,34072,Will Strickler,67.96,526,774,-117.00
155,0,22046,Geoff Ogilvy,67.90,660,972,-186.00
156,0,01797,Rocco Mediate,67.82,586,864,-116.00
157,0,20160,Charlie Wi,67.68,938,1386,-255.00
158,0,27797,Derek Lamely,67.62,706,1044,-170.00
158,0,24490,George McNeill,67.62,706,1044,-193.00
160,0,29718,Anthony Kim,67.53,705,1044,-189.00
161,0,24980,Scott Gutschewski,67.37,667,990,-135.00
162,0,12602,Dean Wilson,67.35,691,1026,-159.00
163,0,21805,Harrison Frazar,67.33,509,756,-123.00
164,0,25396,Kevin Na,67.32,824,1224,-249.00
165,0,23614,Rich Beem,67.27,557,828,-96.00
166,0,01948,Tim Petrovic,67.24,932,1386,-227.00
167,0,01577,Lee Janzen,67.22,605,900,-162.00
168,0,24663,Y.E. Yang,67.06,507,756,-133.00
169,0,31401,Zack Miller,66.89,903,1350,-183.00
170,0,08537,J.P. Hayes,66.78,577,864,-128.00
171,0,25834,Daniel Summerhays,66.75,793,1188,-150.00
172,0,26300,Matt Jones,66.67,768,1152,-197.00
173,0,20593,Greg Chalmers,66.60,947,1422,-251.00
174,0,23718,Nathan Green,66.59,839,1260,-191.00
175,0,26420,Richard Johnson,66.56,647,972,-128.00
176,0,21949,Joe Ogilvie,66.48,730,1098,-196.00
177,0,26881,Jarrod Lyle,66.36,860,1296,-181.00
178,0,20098,Stuart Appleby,66.02,713,1080,-170.00
178,0,20070,Matt Bettencourt,66.02,915,1386,-235.00
180,0,24290,D.J. Brigman,65.96,653,990,-137.00
181,0,33911,Nate Smith,65.83,628,954,-145.00
182,0,10585,Scott McCarron,65.12,633,972,-150.00
183,0,32876,Martin Piller,64.74,606,936,-133.00
184,0,07457,Steve Flesch,64.60,907,1404,-242.00
185,0,29478,Kevin Kisner,64.52,662,1026,-165.00
186,0,35087,Bio Kim,63.41,662,1044,-160.00
