RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,22405,Justin Rose,89.59,284,317,-0.48
2,0,06527,Steve Stricker,89.51,273,305,-0.50
3,0,06522,Ernie Els,88.20,269,305,-0.37
4,0,12510,Chad Campbell,88.05,361,410,-0.39
5,0,10860,Justin Leonard,87.72,300,342,-0.38
6,0,22293,Heath Slocum,86.83,323,372,-0.40
7,0,23983,Luke Donald,86.15,199,231,-0.57
8,0,28087,Kris Blanks,85.71,360,420,-0.43
9,0,21961,Charles Howell III,85.48,412,482,-0.48
10,0,10885,Robert Allenby,85.47,300,351,-0.41
11,0,21878,Mark Wilson,85.38,292,342,-0.44
12,0,25686,Jason Dufner,85.27,272,319,-0.44
13,0,24024,Zach Johnson,85.26,266,312,-0.50
14,0,25900,Lucas Glover,85.09,234,275,-0.50
15,0,24781,Hunter Mahan,85.02,352,414,-0.51
16,0,24924,Bill Haas,85.01,363,427,-0.44
17,0,26668,Marc Turnesa,84.97,164,193,-0.35
17,0,26289,Boo Weekley,84.97,277,326,-0.44
19,0,10733,Kent Jones,84.79,262,309,-0.40
20,0,22046,Geoff Ogilvy,84.65,215,254,-0.45
21,0,24507,Jason Bohn,84.62,297,351,-0.43
22,0,01116,Michael Bradley,84.54,257,304,-0.44
22,0,30926,Chris Kirk,84.54,339,401,-0.45
24,0,27466,Spencer Levin,84.52,393,465,-0.44
25,0,24357,K.J. Choi,84.48,234,277,-0.46
26,0,02206,David Toms,84.39,227,269,-0.46
27,0,22378,Trevor Immelman,84.30,290,344,-0.42
27,0,22913,John Rollins,84.30,349,414,-0.40
29,0,23353,J.J. Henry,84.24,326,387,-0.42
30,0,28620,Aron Price,84.16,186,221,-0.39
31,0,28679,Fabián Gómez,84.13,281,334,-0.46
32,0,10809,Jim Furyk,84.10,275,327,-0.44
33,0,12716,Charley Hoffman,84.09,407,484,-0.54
34,0,25804,Bubba Watson,84.07,343,408,-0.53
35,0,26331,Charl Schwartzel,84.02,163,194,-0.39
36,0,19846,Brian Gay,83.93,282,336,-0.41
37,0,29221,Webb Simpson,83.85,405,483,-0.54
38,0,22371,Aaron Baddeley,83.84,301,359,-0.50
39,0,20472,Alex Cejka,83.78,186,222,-0.41
40,0,24846,Ricky Barnes,83.71,262,313,-0.44
41,0,01706,Davis Love III,83.70,231,276,-0.44
42,0,20572,Rod Pampling,83.67,251,300,-0.41
43,0,21731,Freddie Jacobson,83.64,276,330,-0.44
44,0,27936,Martin Laird,83.61,306,366,-0.47
45,0,30110,Kyle Stanley,83.59,387,463,-0.51
46,0,27095,Nick Watney,83.55,325,389,-0.49
47,0,23800,Bryce Molder,83.48,278,333,-0.47
48,0,27770,Camilo Villegas,83.46,212,254,-0.49
49,0,23541,Ben Crane,83.28,264,317,-0.40
50,0,21753,Brian Davis,83.23,397,477,-0.46
51,0,26758,David Hearn,83.20,317,381,-0.41
52,0,25396,Kevin Na,83.18,272,327,-0.49
53,0,01766,Billy Mayfair,83.17,346,416,-0.45
54,0,25345,Carl Pettersson,83.13,399,480,-0.46
55,0,26679,Kevin Stadler,83.02,352,424,-0.37
56,0,24138,Ian Poulter,83.00,166,200,-0.45
