RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,9,01876,Greg Norman,42,15,27
2,9,01945,Kenny Perry,58,4,54
3,12,02133,Craig Stadler,71,31,40
4,15,01042,Paul Azinger,80,45,35
5,11,02170,Hal Sutton,84,66,18
6,15,01837,Gil Morgan,89,38,51
7,14,01958,Dan Pohl,91,19,72
8,20,01569,Peter Jacobsen,97,71,26
9,15,01014,Fulton Allem,102,94,8
10,21,01771,Blaine McCallister,104,52,52
11,19,01385,Jim Gallagher Jr.,107,48,59
12,23,02146,Payne Stewart,110,62,48
13,16,01035,Tommy Armour III,113,21,92
13,20,01926,Steve Pate,113,34,79
15,26,02100,Tim Simpson,114,91,23
16,29,01226,Fred Couples,119,15,104
17,34,01143,Brad Bryant,122,20,102
17,17,01418,Bill Glasson,122,22,100
19,22,01098,Jay Don Blake,125,39,86
19,26,01690,Bruce Lietzke,125,121,4
21,38,01161,Mark Calcavecchia,127,26,101
22,35,01766,Billy Mayfair,128,98,30
23,31,02321,Fuzzy Zoeller,130,62,68
24,31,01133,Billy Ray Brown,131,92,39
24,26,01975,Tom Purtzer,131,41,90
26,29,02033,Dave Rummells,133,51,82
27,38,02049,Gene Sauers,135,73,62
28,53,01725,John Mahaffey,138,124,14
29,50,01723,Andrew Magee,141,29,112
29,39,01968,Nick Price,141,67,74
31,55,02246,Duffy Waldorf,142,3,139
32,73,01527,Scott Hoch,143,111,32
32,33,01599,Steve Jones,143,87,56
32,44,01864,Larry Nelson,143,136,7
32,38,02067,Ted Schulz,143,22,121
36,46,01175,Jim Carter,144,75,69
36,36,01549,Mike Hulbert,144,55,89
36,36,01706,Davis Love III,144,11,133
36,55,02190,Doug Tewell,144,129,15
40,39,01777,John McComish,147,17,130
41,44,01797,Rocco Mediate,148,68,80
42,46,02279,Mark Wiebe,149,94,55
43,58,01510,Nolan Henke,150,90,60
43,44,02118,J.C. Snead,150,62,88
43,49,02303,Robert Wrenn,150,73,77
46,50,01203,Russ Cochran,151,85,66
46,61,01326,Nick Faldo,151,146,5
46,54,01783,Mark McCumber,151,101,50
49,66,01633,Tom Kite,152,141,11
50,82,01049,Ian Baker-Finch,155,131,24
50,40,01068,Andy Bean,155,60,95
50,59,01444,Ken Green,155,92,63
50,63,01639,Kenny Knox,155,106,49
54,56,06284,Jim Hallet,157,135,22
54,66,01846,Jodie Mudd,157,9,148
56,66,02101,Joey Sindelar,158,49,109
57,76,02225,Howard Twitty,159,128,31
58,46,01060,Dave Barr,161,83,78
59,80,02159,Curtis Strange,162,156,6
60,57,01468,Gary Hallberg,163,44,119
60,57,01475,Donnie Hammond,163,35,128
