RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,08793,Tiger Woods,72.68,133,50
2,0,20378,Mathias Grönberg,72.47,129,49
3,0,23063,Scott Hend,72.02,157,61
4,0,23322,Brett Wetterich,70.72,157,65
5,0,25900,Lucas Glover,70.68,188,78
6,0,06567,Vijay Singh,70.63,202,84
7,0,01810,Phil Mickelson,68.29,112,52
8,0,24980,Scott Gutschewski,66.67,160,80
9,0,20433,Mark Hensby,65.38,102,54
10,0,26679,Kevin Stadler,64.83,188,102
11,0,21805,Harrison Frazar,64.01,201,113
12,0,20396,Lee Westwood,63.27,62,36
13,0,23788,D.J. Trahan,63.25,148,86
14,0,01249,John Daly,62.83,120,71
15,0,23552,Hank Kuehne,62.55,157,94
16,0,23409,James Driscoll,62.27,137,83
17,0,24925,Jonathan Byrd,62.09,190,116
18,0,20850,Daniel Chopra,61.81,191,118
19,0,23497,Tag Ridings,61.25,177,112
20,0,27095,Nick Watney,61.19,164,104
21,0,01707,Steve Lowery,61.13,184,117
22,0,01945,Kenny Perry,61.02,108,69
23,0,21209,Sergio Garcia,60.84,101,65
24,0,06573,Brandt Jobe,60.69,159,103
25,0,22913,John Rollins,60.66,165,107
26,0,20157,Retief Goosen,60.56,86,56
27,0,20502,Michael Long,60.10,125,83
28,0,10885,Robert Allenby,60.00,147,98
29,0,01766,Billy Mayfair,59.88,200,134
30,0,06599,John Elliott,59.63,96,65
31,0,20572,Rod Pampling,59.55,131,89
32,0,12660,Jesper Parnevik,59.38,133,91
33,0,20691,Greg Owen,59.27,147,101
34,0,23320,Ryan Palmer,59.18,158,109
35,0,20663,Brenden Pappas,59.15,97,67
36,0,01706,Davis Love III,58.89,106,74
37,0,10962,Bradley Hughes,58.75,94,66
38,0,24781,Hunter Mahan,58.55,178,126
39,0,23349,Charles Warren,58.46,159,113
40,0,02106,Chris Smith,58.39,174,124
41,0,24604,Hunter Haas,58.20,142,102
42,0,07867,Woody Austin,57.82,170,124
43,0,21407,Arjun Atwal,57.50,115,85
44,0,24361,Pat Perez,57.45,135,100
45,0,23353,J.J. Henry,57.39,167,124
46,0,21961,Charles Howell III,57.38,140,104
47,0,01161,Mark Calcavecchia,57.32,141,105
48,0,12823,Carlos Franco,57.08,137,103
49,0,22405,Justin Rose,56.71,169,129
50,0,20645,John Senden,56.62,171,131
51,0,24140,Sean O'Hair,56.57,155,119
52,0,20098,Stuart Appleby,56.50,113,87
53,0,26287,Roland Thatcher,56.41,132,102
54,0,08123,Jeff Brehaut,56.13,119,93
55,0,01553,John Huston,55.89,147,116
56,0,21633,Steve Allan,55.81,168,133
57,0,23623,Bo Van Pelt,55.80,178,141
58,0,11032,Frank Lickliter II,55.67,167,133
59,0,21959,Ted Purdy,55.31,177,143
60,0,06621,Joe Durant,55.17,128,104
61,0,22371,Aaron Baddeley,55.12,140,114
62,0,21951,Joey Snyder III,54.93,167,137
63,0,01927,Dennis Paulson,54.87,107,88
64,0,21498,Hideto Tanihara,54.79,80,66
65,0,23621,Rory Sabbatini,54.64,100,83
66,0,23325,Vaughn Taylor,54.28,165,139
67,0,23725,Brendan Jones,54.13,131,111
68,0,25240,D.A. Points,54.12,151,128
69,0,10585,Scott McCarron,53.99,115,98
70,0,26758,David Hearn,53.92,110,94
71,0,06373,José María Olazábal,53.68,73,63
72,0,20094,Jonathan Kaye,52.97,116,103
73,0,24502,Adam Scott,52.94,90,80
74,0,01226,Fred Couples,52.70,78,70
75,0,01948,Tim Petrovic,52.65,139,125
76,0,21753,Brian Davis,52.63,120,108
76,0,01724,Jeff Maggert,52.63,100,90
78,0,01941,Tom Pernice Jr.,52.61,161,145
79,0,23135,Tim Clark,52.50,105,95
80,0,06595,Kevin Sutherland,52.40,131,119
81,0,21806,Paul Gow,52.29,114,104
82,0,24912,Will MacKenzie,52.19,119,109
83,0,07457,Steve Flesch,52.09,112,103
84,0,24507,Jason Bohn,51.89,137,127
85,0,01361,Dan Forsman,51.85,84,78
86,0,20766,Padraig Harrington,51.54,67,63
87,0,02239,Scott Verplank,51.46,106,100
88,0,23540,Jason Allred,51.42,109,103
89,0,07223,Brian Bateman,51.40,147,139
90,0,06332,Neal Lancaster,51.39,148,140
91,0,26420,Richard Johnson,51.32,78,74
92,0,06515,Shaun Micheel,50.91,112,108
93,0,21350,Ryuji Imada,50.89,114,110
94,0,12510,Chad Campbell,50.85,119,115
95,0,02101,Joey Sindelar,50.58,175,171
96,0,02206,David Toms,50.51,100,98
97,0,21949,Joe Ogilvie,50.38,134,132
98,0,06004,Stephen Ames,50.00,94,94
98,0,24290,D.J. Brigman,50.00,99,99
98,0,01313,Steve Elkington,50.00,91,91
98,0,12782,Tim Herron,50.00,128,128
98,0,24024,Zach Johnson,50.00,134,134
98,0,24138,Ian Poulter,50.00,59,59
98,0,12454,Mario Tiziani,50.00,100,100
105,0,22548,Patrick Sheehan,49.85,166,167
106,0,01677,Tom Lehman,49.37,78,80
107,0,23541,Ben Crane,49.19,91,94
108,0,01142,Bart Bryant,49.15,116,120
108,0,01723,Andrew Magee,49.15,115,119
110,0,12652,Cameron Beckman,49.11,138,143
111,0,08725,Tom Gillis,48.72,114,120
112,0,19824,Craig Barlow,48.65,108,114
113,0,24227,Justin Bolli,48.50,97,103
114,0,08075,Jerry Kelly,48.43,123,131
115,0,01685,J.L. Lewis,48.38,134,143
116,0,20498,Briny Baird,48.29,141,151
117,0,01599,Steve Jones,48.28,70,75
118,0,06575,Dudley Hart,48.18,119,128
119,0,25847,Rob Rashell,48.00,84,91
120,0,07749,Brett Quigley,47.95,140,152
121,0,20472,Alex Cejka,47.86,112,122
122,0,06034,Marco Dawson,47.79,130,142
123,0,10423,Mike Weir,47.74,74,81
124,0,24357,K.J. Choi,47.65,81,89
125,0,01024,Billy Andrade,47.64,121,133
126,0,20160,Charlie Wi,47.62,100,110
127,0,20548,Hidemichi Tanaka,47.24,154,172
128,0,21731,Freddie Jacobson,47.22,85,95
129,0,23614,Rich Beem,47.20,76,85
130,0,02246,Duffy Waldorf,47.15,116,130
131,0,25345,Carl Pettersson,47.06,152,171
132,0,20628,Arron Oberholser,47.02,79,89
133,0,22046,Geoff Ogilvy,46.85,119,135
134,0,01797,Rocco Mediate,46.79,102,116
135,0,12662,Thomas Levet,46.67,56,64
136,0,10912,Craig Perks,46.39,90,104
137,0,20812,Tjaart van der Walt,46.28,87,101
138,0,01042,Paul Azinger,46.27,93,108
139,0,10860,Justin Leonard,46.20,73,85
140,0,12826,Paul Claxton,46.15,102,119
141,0,01666,Bernhard Langer,46.10,71,83
142,0,12680,Shigeki Maruyama,45.96,125,147
143,0,20229,Stewart Cink,45.73,107,127
144,0,08931,Glen Day,45.42,109,131
145,0,25396,Kevin Na,45.39,123,148
146,0,01388,Robert Gamez,45.38,118,142
147,0,28088,Matt Davidson,45.12,74,90
148,0,10425,Jay Williamson,45.06,73,89
149,0,10809,Jim Furyk,45.05,100,122
150,0,19972,José Coceres,44.94,80,98
151,0,02223,Bob Tway,44.84,100,123
152,0,12602,Dean Wilson,44.74,119,147
153,0,10733,Kent Jones,44.67,134,166
154,0,20634,Peter Lonard,44.50,97,121
155,0,01127,Danny Briggs,44.02,92,117
156,0,06197,Michael Allen,43.97,113,144
157,0,01473,Todd Hamilton,43.41,112,146
158,0,01320,Bob Estes,43.25,109,143
159,0,20099,Doug Barron,43.24,96,126
160,0,08545,Glen Hnatiuk,43.11,72,95
161,0,19881,Robert Damron,43.01,117,155
162,0,10117,Bob Heintz,42.79,89,119
163,0,23108,Matt Kuchar,42.78,77,103
164,0,01329,Brad Faxon,42.70,79,106
165,0,06251,Chris DiMarco,42.63,81,109
166,0,08385,Omar Uresti,42.50,102,138
167,0,20121,Todd Fischer,42.37,125,170
168,0,02104,Jeff Sluman,42.36,122,166
169,0,20474,Phillip Price,42.08,93,128
170,0,01823,Larry Mize,42.03,58,80
171,0,01577,Lee Janzen,41.95,86,119
172,0,22295,Darron Stiles,41.81,97,135
173,0,06527,Steve Stricker,41.75,81,113
174,0,10201,Matt Gogel,41.63,92,129
