RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
175,0,20127,Chris Riley,41.61,57,80
176,0,12645,Brent Geiberger,41.57,69,97
177,0,01035,Tommy Armour III,41.56,128,180
178,0,22293,Heath Slocum,41.41,123,174
179,0,08537,J.P. Hayes,41.01,73,105
180,0,01457,Jay Haas,39.86,55,83
181,0,01219,John Cook,39.15,74,115
182,0,23983,Luke Donald,39.09,43,67
183,0,23036,Chris Anderson,38.00,76,124
184,0,22621,Ben Curtis,37.08,66,112
185,0,01619,Skip Kendall,36.78,89,153
186,0,08993,Franklin Langham,35.86,90,161
187,0,01761,Len Mattiace,35.55,91,165
188,0,20382,Stephen Leaney,35.52,92,167
189,0,01418,Bill Glasson,34.00,51,99
190,0,01381,Fred Funk,33.46,85,169
191,0,02214,Kirk Triplett,33.10,48,97
192,0,01175,Jim Carter,32.76,57,117
193,0,01139,Olin Browne,32.61,90,186
194,0,21878,Mark Wilson,32.43,72,150
195,0,19846,Brian Gay,31.91,97,207
196,0,01157,Tom Byrum,30.83,74,166
197,0,01928,Corey Pavin,29.95,59,138
198,0,20623,Gavin Coles,28.77,61,151
199,0,01132,Mark Brooks,26.76,57,156
200,0,01487,Jeff Hart,22.92,44,148
201,0,01887,Mark O'Meara,22.70,42,143
202,0,02010,Loren Roberts,20.00,30,120
