RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
91,0,25900,Lucas Glover,22.43,48,214,-53,+3.00
92,0,12602,Dean Wilson,22.39,30,134,-32,-17.00
93,0,01707,Steve Lowery,22.38,47,210,-52,+7.00
94,0,02101,Joey Sindelar,22.34,44,197,-34,-17.00
95,0,23540,Jason Allred,22.31,29,130,-26,+14.00
96,0,21633,Steve Allan,22.27,47,211,-46,+7.00
97,0,20094,Jonathan Kaye,22.22,28,126,-24,-21.00
97,0,20628,Arron Oberholser,22.22,20,90,-20,-13.00
99,0,01042,Paul Azinger,22.12,23,104,-20,-4.00
100,0,06621,Joe Durant,21.99,31,141,-28,-2.00
101,0,21350,Ryuji Imada,21.97,29,132,-30,-8.00
102,0,01473,Todd Hamilton,21.95,27,123,-26,-9.00
103,0,01226,Fred Couples,21.84,19,87,-23,-6.00
103,0,01553,John Huston,21.84,38,174,-37,-17.00
105,0,23349,Charles Warren,21.83,43,197,-45,-2.00
106,0,06575,Dudley Hart,21.71,28,129,-28,-12.00
107,0,20812,Tjaart van der Walt,21.70,23,106,-22,-11.00
108,0,24781,Hunter Mahan,21.63,45,208,-47,-17.00
109,0,23353,J.J. Henry,21.43,42,196,-39,-9.00
110,0,12662,Thomas Levet,21.31,13,61,-14,+15.00
111,0,20502,Michael Long,21.28,30,141,-36,+2.00
112,0,08725,Tom Gillis,21.21,28,132,-27,-12.00
113,0,23552,Hank Kuehne,21.13,41,194,-42,+11.00
114,0,24290,D.J. Brigman,21.05,24,114,-21,-12.00
115,0,20229,Stewart Cink,21.01,25,119,-24,-15.00
116,0,12454,Mario Tiziani,20.91,23,110,-25,-5.00
117,0,23614,Rich Beem,20.88,19,91,-20,-10.00
118,0,22295,Darron Stiles,20.87,24,115,-20,-32.00
119,0,08075,Jerry Kelly,20.74,28,135,-31,-17.00
120,0,01157,Tom Byrum,20.73,17,82,-17,-33.00
121,0,24357,K.J. Choi,20.69,18,87,-21,-9.00
121,0,02239,Scott Verplank,20.69,24,116,-21,-23.00
123,0,24024,Zach Johnson,20.65,32,155,-27,-18.00
124,0,01945,Kenny Perry,20.63,26,126,-24,-1.00
125,0,06004,Stephen Ames,20.59,21,102,-23,E
125,0,01024,Billy Andrade,20.59,28,136,-29,-23.00
127,0,22293,Heath Slocum,20.57,29,141,-26,-38.00
128,0,01320,Bob Estes,20.51,24,117,-28,-20.00
128,0,01797,Rocco Mediate,20.51,24,117,-22,-10.00
130,0,28088,Matt Davidson,20.45,18,88,-15,-2.00
130,0,01927,Dennis Paulson,20.45,27,132,-30,+4.00
132,0,21949,Joe Ogilvie,20.41,30,147,-33,-19.00
133,0,01948,Tim Petrovic,20.26,31,153,-32,+5.00
134,0,10201,Matt Gogel,20.19,21,104,-21,-5.00
135,0,12510,Chad Campbell,20.15,27,134,-27,-14.00
136,0,01139,Olin Browne,20.00,19,95,-18,-36.00
136,0,01381,Fred Funk,20.00,19,95,-17,-45.00
136,0,12782,Tim Herron,20.00,28,140,-28,-17.00
139,0,01329,Brad Faxon,19.77,17,86,-18,-8.00
140,0,24138,Ian Poulter,19.67,12,61,-13,-10.00
141,0,07749,Brett Quigley,19.64,33,168,-33,-19.00
142,0,20382,Stephen Leaney,19.61,20,102,-21,-32.00
143,0,21407,Arjun Atwal,19.57,27,138,-29,-9.00
144,0,22046,Geoff Ogilvy,19.55,26,133,-26,-18.00
145,0,24604,Hunter Haas,19.38,31,160,-36,-7.00
146,0,06373,José María Olazábal,19.23,15,78,-14,-10.00
147,0,01928,Corey Pavin,18.57,13,70,-15,-26.00
148,0,01577,Lee Janzen,18.45,19,103,-19,-14.00
149,0,06599,John Elliott,18.33,22,120,-20,+11.00
150,0,23036,Chris Anderson,18.29,15,82,-21,-16.00
151,0,10809,Jim Furyk,18.18,20,110,-19,-36.00
151,0,01599,Steve Jones,18.18,14,77,-15,-6.00
153,0,01388,Robert Gamez,18.05,24,133,-23,-20.00
154,0,10425,Jay Williamson,17.95,14,78,-12,-3.00
155,0,26287,Roland Thatcher,17.88,27,151,-22,+7.00
156,0,06034,Marco Dawson,17.81,26,146,-27,-16.00
157,0,10423,Mike Weir,17.72,14,79,-14,-12.00
158,0,24361,Pat Perez,17.42,27,155,-28,+7.00
159,0,01619,Skip Kendall,17.35,17,98,-16,-11.00
160,0,22548,Patrick Sheehan,17.28,33,191,-33,-4.00
161,0,20634,Peter Lonard,17.27,19,110,-20,-22.00
162,0,01761,Len Mattiace,17.17,17,99,-17,-19.00
163,0,12826,Paul Claxton,17.09,20,117,-21,-22.00
164,0,20548,Hidemichi Tanaka,16.76,29,173,-27,-13.00
165,0,12652,Cameron Beckman,16.67,25,150,-27,E
165,0,23409,James Driscoll,16.67,26,156,-30,-2.00
165,0,01313,Steve Elkington,16.67,17,102,-17,-16.00
168,0,25396,Kevin Na,16.54,22,133,-24,-18.00
169,0,02104,Jeff Sluman,16.42,22,134,-26,-24.00
170,0,01175,Jim Carter,16.39,10,61,-9,-11.00
171,0,01677,Tom Lehman,16.28,14,86,-13,-15.00
172,0,21498,Hideto Tanihara,16.09,14,87,-16,+10.00
173,0,01666,Bernhard Langer,16.00,12,75,-14,-10.00
173,0,10860,Justin Leonard,16.00,12,75,-10,-12.00
175,0,20623,Gavin Coles,15.87,10,63,-10,-21.00
176,0,08993,Franklin Langham,15.69,16,102,-15,-13.00
177,0,21878,Mark Wilson,15.58,12,77,-12,-21.00
178,0,19881,Robert Damron,15.38,20,130,-18,-26.00
178,0,25847,Rob Rashell,15.38,14,91,-13,+5.00
180,0,19846,Brian Gay,14.95,16,107,-17,-37.00
181,0,01132,Mark Brooks,14.75,9,61,-10,-4.00
182,0,21806,Paul Gow,14.50,19,131,-17,-1.00
183,0,06197,Michael Allen,14.29,19,133,-23,+4.00
183,0,01685,J.L. Lewis,14.29,22,154,-21,-19.00
185,0,23108,Matt Kuchar,14.12,12,85,-11,-4.00
186,0,08931,Glen Day,14.05,17,121,-15,-14.00
187,0,01418,Bill Glasson,14.04,8,57,-5,-2.00
188,0,10733,Kent Jones,13.89,20,144,-18,-11.00
189,0,23983,Luke Donald,13.33,6,45,-5,-19.00
190,0,08545,Glen Hnatiuk,12.82,10,78,-8,-22.00
191,0,20099,Doug Barron,12.73,14,110,-13,-20.00
192,0,19972,José Coceres,12.50,11,88,-9,+9.00
192,0,06251,Chris DiMarco,12.50,12,96,-12,-24.00
194,0,20160,Charlie Wi,12.15,13,107,-15,-10.00
195,0,24227,Justin Bolli,11.61,13,112,-13,-8.00
196,0,01219,John Cook,11.54,9,78,-9,-27.00
197,0,01127,Danny Briggs,11.00,11,100,-8,-13.00
198,0,01487,Jeff Hart,9.80,5,51,-7,-19.00
199,0,01823,Larry Mize,9.68,6,62,-5,-19.00
200,0,20121,Todd Fischer,9.15,13,142,-15,-24.00
201,0,20127,Chris Riley,8.33,5,60,-5,+10.00
202,0,01887,Mark O'Meara,6.52,3,46,-3,-14.00
