RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,20663,Brenden Pappas,36.75,43,117,-51,+14.00
2,0,08793,Tiger Woods,33.54,55,164,-58,-1.00
3,0,21805,Harrison Frazar,33.05,77,233,-83,E
4,0,21209,Sergio Garcia,31.54,41,130,-35,-5.00
5,0,20645,John Senden,30.65,61,199,-58,-8.00
6,0,02223,Bob Tway,30.56,33,108,-33,-9.00
7,0,21961,Charles Howell III,30.38,48,158,-53,-10.00
8,0,02010,Loren Roberts,30.00,9,30,-8,-25.00
9,0,24502,Adam Scott,29.70,30,101,-31,-22.00
10,0,20433,Mark Hensby,29.31,34,116,-40,+5.00
11,0,26679,Kevin Stadler,29.28,65,222,-68,+11.00
12,0,07867,Woody Austin,29.26,55,188,-52,-20.00
13,0,12680,Shigeki Maruyama,28.89,39,135,-41,-27.00
14,0,24925,Jonathan Byrd,28.83,64,222,-69,-3.00
15,0,23725,Brendan Jones,28.75,46,160,-45,-12.00
16,0,22913,John Rollins,28.72,56,195,-52,-4.00
17,0,10885,Robert Allenby,28.57,48,168,-48,-16.00
18,0,21959,Ted Purdy,28.10,59,210,-56,-4.00
19,0,01723,Andrew Magee,27.94,38,136,-40,-13.00
20,0,20498,Briny Baird,27.85,44,158,-49,-17.00
20,0,24507,Jason Bohn,27.85,44,158,-47,-3.00
22,0,08123,Jeff Brehaut,27.69,36,130,-37,-23.00
23,0,21951,Joey Snyder III,27.37,52,190,-57,+8.00
24,0,19824,Craig Barlow,27.27,36,132,-39,-11.00
25,0,20378,Mathias Grönberg,26.97,41,152,-44,+6.00
26,0,02106,Chris Smith,26.96,55,204,-51,+10.00
27,0,07223,Brian Bateman,26.83,44,164,-49,-4.00
28,0,27095,Nick Watney,26.63,53,199,-57,E
29,0,20098,Stuart Appleby,26.61,33,124,-34,-18.00
30,0,20157,Retief Goosen,26.53,26,98,-29,-3.00
31,0,24140,Sean O'Hair,26.52,48,181,-48,E
32,0,12660,Jesper Parnevik,26.49,40,151,-38,+5.00
33,0,01035,Tommy Armour III,26.39,38,144,-41,-19.00
34,0,23541,Ben Crane,26.21,27,103,-31,-3.00
35,0,20472,Alex Cejka,26.19,33,126,-28,-16.00
36,0,01457,Jay Haas,25.86,15,58,-16,-4.00
37,0,23621,Rory Sabbatini,25.66,29,113,-31,-2.00
38,0,06573,Brandt Jobe,25.41,46,181,-47,+16.00
39,0,25240,D.A. Points,25.28,45,178,-51,-11.00
40,0,01361,Dan Forsman,25.27,23,91,-23,-11.00
41,0,06515,Shaun Micheel,25.21,30,119,-33,-9.00
42,0,01142,Bart Bryant,25.19,33,131,-38,-20.00
43,0,23788,D.J. Trahan,25.14,44,175,-49,+1.00
44,0,22621,Ben Curtis,25.00,18,72,-19,+10.00
44,0,10117,Bob Heintz,25.00,26,104,-22,-13.00
44,0,10962,Bradley Hughes,25.00,26,104,-20,+10.00
44,0,26420,Richard Johnson,25.00,21,84,-18,-10.00
44,0,23497,Tag Ridings,25.00,53,212,-53,+1.00
44,0,02206,David Toms,25.00,27,108,-33,-18.00
50,0,06332,Neal Lancaster,24.86,45,181,-40,-27.00
51,0,02246,Duffy Waldorf,24.81,32,129,-32,-1.00
52,0,12823,Carlos Franco,24.53,39,159,-40,-9.00
53,0,20474,Phillip Price,24.51,25,102,-26,-23.00
54,0,01706,Davis Love III,24.37,29,119,-31,+4.00
55,0,24980,Scott Gutschewski,24.23,47,194,-49,+12.00
56,0,06567,Vijay Singh,24.10,60,249,-59,-3.00
57,0,22371,Aaron Baddeley,24.07,39,162,-40,+3.00
58,0,01810,Phil Mickelson,24.06,32,133,-28,-4.00
59,0,20766,Padraig Harrington,24.05,19,79,-22,-5.00
60,0,21753,Brian Davis,24.03,31,129,-38,-15.00
61,0,08537,J.P. Hayes,24.00,18,75,-20,-28.00
61,0,20396,Lee Westwood,24.00,18,75,-19,+5.00
63,0,06595,Kevin Sutherland,23.78,34,143,-30,+2.00
64,0,01766,Billy Mayfair,23.74,52,219,-57,-21.00
65,0,01724,Jeff Maggert,23.68,27,114,-23,-8.00
66,0,23135,Tim Clark,23.64,26,110,-27,-19.00
66,0,20691,Greg Owen,23.64,39,165,-37,+3.00
68,0,26758,David Hearn,23.62,30,127,-29,-3.00
69,0,10912,Craig Perks,23.53,24,102,-25,+7.00
69,0,06527,Steve Stricker,23.53,20,85,-20,-25.00
71,0,08385,Omar Uresti,23.48,27,115,-28,-35.00
72,0,20850,Daniel Chopra,23.45,53,226,-53,-1.00
73,0,23320,Ryan Palmer,23.32,45,193,-46,-1.00
74,0,25345,Carl Pettersson,23.30,41,176,-41,-23.00
75,0,10585,Scott McCarron,23.26,30,129,-32,-3.00
76,0,23063,Scott Hend,23.23,46,198,-45,+20.00
77,0,24912,Will MacKenzie,23.19,32,138,-30,-11.00
78,0,23623,Bo Van Pelt,23.15,47,203,-44,-15.00
79,0,21731,Freddie Jacobson,23.08,21,91,-24,+12.00
79,0,02214,Kirk Triplett,23.08,12,52,-12,-11.00
81,0,11032,Frank Lickliter II,23.00,46,200,-42,-20.00
82,0,12645,Brent Geiberger,22.99,20,87,-26,-12.00
83,0,01161,Mark Calcavecchia,22.98,37,161,-39,-9.00
84,0,01941,Tom Pernice Jr.,22.87,43,188,-45,-15.00
84,0,23325,Vaughn Taylor,22.87,43,188,-43,-16.00
86,0,22405,Justin Rose,22.84,45,197,-41,E
87,0,20572,Rod Pampling,22.78,36,158,-36,+5.00
88,0,07457,Steve Flesch,22.76,28,123,-27,-5.00
89,0,01249,John Daly,22.73,35,154,-34,+5.00
90,0,23322,Brett Wetterich,22.51,43,191,-43,+4.00
