RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,02010,Loren Roberts,238.3,257339.000,30
2,0,02214,Kirk Triplett,240.5,450307.000,52
3,0,24357,K.J. Choi,246.2,771234.000,87
4,0,23983,Luke Donald,246.3,398972.000,45
5,0,24502,Adam Scott,246.9,897547.000,101
6,0,22046,Geoff Ogilvy,247.7,1186102.000,133
7,0,01226,Fred Couples,247.8,776231.000,87
8,0,24138,Ian Poulter,248.3,545338.000,61
9,0,10860,Justin Leonard,248.8,671875.000,75
10,0,12680,Shigeki Maruyama,248.9,1209612.000,135
11,0,23541,Ben Crane,249.0,923357.000,103
12,0,06373,José María Olazábal,249.1,699450.000,78
12,0,01945,Kenny Perry,249.1,1130097.000,126
14,0,02223,Bob Tway,249.3,969262.000,108
15,0,01706,Davis Love III,249.5,1069046.000,119
16,0,22621,Ben Curtis,249.8,647452.000,72
16,0,20474,Phillip Price,249.8,917449.000,102
18,0,06197,Michael Allen,250.2,1197762.000,133
18,0,21961,Charles Howell III,250.2,1423347.000,158
18,0,20094,Jonathan Kaye,250.2,1134699.000,126
21,0,20098,Stuart Appleby,250.4,1117864.000,124
21,0,06527,Steve Stricker,250.4,766156.000,85
23,0,01035,Tommy Armour III,250.5,1298374.000,144
23,0,01361,Dan Forsman,250.5,820714.000,91
23,0,21951,Joey Snyder III,250.5,1713311.000,190
26,0,20623,Gavin Coles,250.7,568559.000,63
26,0,01457,Jay Haas,250.7,523463.000,58
28,0,06004,Stephen Ames,250.8,921036.000,102
29,0,23322,Brett Wetterich,250.9,1725340.000,191
30,0,20498,Briny Baird,251.0,1427922.000,158
31,0,10912,Craig Perks,251.2,922529.000,102
32,0,07223,Brian Bateman,251.3,1483524.000,164
33,0,07867,Woody Austin,251.6,1702856.000,188
33,0,19846,Brian Gay,251.6,969009.000,107
33,0,20127,Chris Riley,251.6,543398.000,60
33,0,10425,Jay Williamson,251.6,706482.000,78
37,0,10423,Mike Weir,251.7,715854.000,79
38,0,10885,Robert Allenby,251.8,1522914.000,168
39,0,01142,Bart Bryant,252.0,1188620.000,131
39,0,02206,David Toms,252.0,979735.000,108
41,0,12662,Thomas Levet,252.1,553514.000,61
41,0,20634,Peter Lonard,252.1,998303.000,110
43,0,01473,Todd Hamilton,252.6,1118632.000,123
43,0,08537,J.P. Hayes,252.6,682152.000,75
43,0,10117,Bob Heintz,252.6,945887.000,104
43,0,06515,Shaun Micheel,252.6,1082274.000,119
47,0,01139,Olin Browne,252.7,864250.000,95
48,0,06575,Dudley Hart,252.8,1173972.000,129
48,0,20663,Brenden Pappas,252.8,1064929.000,117
48,0,25847,Rob Rashell,252.8,828189.000,91
51,0,21753,Brian Davis,253.0,1174801.000,129
51,0,01666,Bernhard Langer,253.0,683128.000,75
53,0,24912,Will MacKenzie,253.1,1257285.000,138
53,0,25396,Kevin Na,253.1,1211936.000,133
55,0,10962,Bradley Hughes,253.3,948512.000,104
55,0,02106,Chris Smith,253.3,1860389.000,204
57,0,07457,Steve Flesch,253.4,1122006.000,123
57,0,12782,Tim Herron,253.4,1277210.000,140
59,0,22371,Aaron Baddeley,253.5,1478577.000,162
59,0,01418,Bill Glasson,253.5,520154.000,57
59,0,20628,Arron Oberholser,253.5,821302.000,90
62,0,10733,Kent Jones,253.6,1314407.000,144
63,0,22913,John Rollins,253.7,1780704.000,195
63,0,23621,Rory Sabbatini,253.7,1032044.000,113
63,0,02104,Jeff Sluman,253.7,1223674.000,134
66,0,12823,Carlos Franco,253.8,1452718.000,159
66,0,08075,Jerry Kelly,253.8,1233394.000,135
68,0,01388,Robert Gamez,254.3,1217436.000,133
69,0,10809,Jim Furyk,254.5,1007999.000,110
69,0,21731,Freddie Jacobson,254.5,833792.000,91
69,0,24024,Zach Johnson,254.5,1419864.000,155
69,0,01766,Billy Mayfair,254.5,2006085.000,219
69,0,06595,Kevin Sutherland,254.5,1310273.000,143
74,0,26758,David Hearn,254.6,1163904.000,127
74,0,20396,Lee Westwood,254.6,687526.000,75
76,0,24361,Pat Perez,254.7,1421452.000,155
77,0,24980,Scott Gutschewski,254.8,1779624.000,194
77,0,08993,Franklin Langham,254.8,935733.000,102
77,0,20382,Stephen Leaney,254.8,935743.000,102
