RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
41,0,24024,Zach Johnson,59.35,92,155,-93,-18.00
42,0,12652,Cameron Beckman,59.33,89,150,-93,E
43,0,28088,Matt Davidson,59.09,52,88,-55,-2.00
43,0,25345,Carl Pettersson,59.09,104,176,-108,-23.00
45,0,11032,Frank Lickliter II,59.00,118,200,-123,-20.00
46,0,06373,José María Olazábal,58.97,46,78,-47,-10.00
47,0,02104,Jeff Sluman,58.96,79,134,-84,-24.00
48,0,20623,Gavin Coles,58.73,37,63,-40,-21.00
49,0,08537,J.P. Hayes,58.67,44,75,-48,-28.00
49,0,10860,Justin Leonard,58.67,44,75,-46,-12.00
51,0,10117,Bob Heintz,58.65,61,104,-67,-13.00
52,0,01161,Mark Calcavecchia,58.39,94,161,-99,-9.00
53,0,01035,Tommy Armour III,58.33,84,144,-90,-19.00
54,0,20766,Padraig Harrington,58.23,46,79,-51,-5.00
54,0,10423,Mike Weir,58.23,46,79,-47,-12.00
56,0,21753,Brian Davis,58.14,75,129,-85,-15.00
57,0,23725,Brendan Jones,58.13,93,160,-99,-12.00
58,0,22371,Aaron Baddeley,58.02,94,162,-104,+3.00
58,0,23497,Tag Ridings,58.02,123,212,-129,+1.00
60,0,23325,Vaughn Taylor,57.98,109,188,-115,-16.00
61,0,21805,Harrison Frazar,57.94,135,233,-147,E
62,0,23983,Luke Donald,57.78,26,45,-26,-19.00
63,0,02214,Kirk Triplett,57.69,30,52,-30,-11.00
64,0,06575,Dudley Hart,57.36,74,129,-80,-12.00
65,0,24925,Jonathan Byrd,57.21,127,222,-137,-3.00
66,0,01388,Robert Gamez,57.14,76,133,-79,-20.00
66,0,21959,Ted Purdy,57.14,120,210,-124,-4.00
68,0,01766,Billy Mayfair,57.08,125,219,-139,-21.00
69,0,24290,D.J. Brigman,57.02,65,114,-66,-12.00
70,0,01473,Todd Hamilton,56.91,70,123,-74,-9.00
71,0,02239,Scott Verplank,56.90,66,116,-68,-23.00
72,0,01139,Olin Browne,56.84,54,95,-55,-36.00
73,0,12510,Chad Campbell,56.72,76,134,-79,-14.00
74,0,21407,Arjun Atwal,56.52,78,138,-85,-9.00
74,0,22295,Darron Stiles,56.52,65,115,-66,-32.00
76,0,10809,Jim Furyk,56.36,62,110,-68,-36.00
77,0,22405,Justin Rose,56.35,111,197,-116,E
78,0,26679,Kevin Stadler,56.31,125,222,-139,+11.00
79,0,24227,Justin Bolli,56.25,63,112,-63,-8.00
79,0,10733,Kent Jones,56.25,81,144,-83,-11.00
81,0,19846,Brian Gay,56.07,60,107,-61,-37.00
82,0,20433,Mark Hensby,56.03,65,116,-72,+5.00
83,0,01685,J.L. Lewis,55.84,86,154,-88,-19.00
83,0,23349,Charles Warren,55.84,110,197,-116,-2.00
85,0,24140,Sean O'Hair,55.80,101,181,-110,E
86,0,21949,Joe Ogilvie,55.78,82,147,-89,-19.00
87,0,24138,Ian Poulter,55.74,34,61,-37,-10.00
88,0,01707,Steve Lowery,55.71,117,210,-125,+7.00
89,0,24980,Scott Gutschewski,55.67,108,194,-118,+12.00
90,0,20098,Stuart Appleby,55.65,69,124,-72,-18.00
91,0,20628,Arron Oberholser,55.56,50,90,-53,-13.00
92,0,23320,Ryan Palmer,55.44,107,193,-111,-1.00
93,0,01927,Dennis Paulson,55.30,73,132,-77,+4.00
94,0,23108,Matt Kuchar,55.29,47,85,-47,-4.00
95,0,20378,Mathias Grönberg,55.26,84,152,-94,+6.00
96,0,01226,Fred Couples,55.17,48,87,-53,-6.00
97,0,23353,J.J. Henry,55.10,108,196,-112,-9.00
98,0,07223,Brian Bateman,54.88,90,164,-101,-4.00
98,0,01157,Tom Byrum,54.88,45,82,-47,-33.00
100,0,20850,Daniel Chopra,54.87,124,226,-129,-1.00
100,0,23621,Rory Sabbatini,54.87,62,113,-68,-2.00
102,0,01941,Tom Pernice Jr.,54.79,103,188,-111,-15.00
103,0,01666,Bernhard Langer,54.67,41,75,-45,-10.00
104,0,02223,Bob Tway,54.63,59,108,-63,-9.00
105,0,19824,Craig Barlow,54.55,72,132,-79,-11.00
105,0,01249,John Daly,54.55,84,154,-89,+5.00
107,0,02106,Chris Smith,54.41,111,204,-115,+10.00
108,0,01132,Mark Brooks,54.10,33,61,-35,-4.00
109,0,12823,Carlos Franco,54.09,86,159,-95,-9.00
110,0,08075,Jerry Kelly,54.07,73,135,-77,-17.00
111,0,23063,Scott Hend,54.04,107,198,-114,+20.00
112,0,01313,Steve Elkington,53.92,55,102,-56,-16.00
113,0,22293,Heath Slocum,53.90,76,141,-79,-38.00
114,0,01361,Dan Forsman,53.85,49,91,-52,-11.00
114,0,21731,Freddie Jacobson,53.85,49,91,-53,+12.00
114,0,24781,Hunter Mahan,53.85,112,208,-117,-17.00
117,0,02101,Joey Sindelar,53.81,106,197,-107,-17.00
118,0,20548,Hidemichi Tanaka,53.76,93,173,-95,-13.00
119,0,01723,Andrew Magee,53.68,73,136,-78,-13.00
119,0,21951,Joey Snyder III,53.68,102,190,-115,+8.00
121,0,24912,Will MacKenzie,53.62,74,138,-77,-11.00
122,0,10885,Robert Allenby,53.57,90,168,-99,-16.00
123,0,10585,Scott McCarron,53.49,69,129,-74,-3.00
124,0,01457,Jay Haas,53.45,31,58,-32,-4.00
125,0,01142,Bart Bryant,53.44,70,131,-77,-20.00
126,0,25900,Lucas Glover,53.27,114,214,-125,+3.00
127,0,01945,Kenny Perry,53.17,67,126,-72,-1.00
128,0,21350,Ryuji Imada,53.03,70,132,-73,-8.00
129,0,01487,Jeff Hart,52.94,27,51,-29,-19.00
129,0,08993,Franklin Langham,52.94,54,102,-56,-13.00
129,0,06515,Shaun Micheel,52.94,63,119,-69,-9.00
132,0,12645,Brent Geiberger,52.87,46,87,-53,-12.00
132,0,01553,John Huston,52.87,92,174,-96,-17.00
134,0,12782,Tim Herron,52.86,74,140,-78,-17.00
135,0,23614,Rich Beem,52.75,48,91,-50,-10.00
136,0,08545,Glen Hnatiuk,52.56,41,78,-42,-22.00
136,0,10425,Jay Williamson,52.56,41,78,-45,-3.00
138,0,24604,Hunter Haas,52.50,84,160,-94,-7.00
139,0,20502,Michael Long,52.48,74,141,-83,+2.00
140,0,01577,Lee Janzen,52.43,54,103,-55,-14.00
141,0,26420,Richard Johnson,52.38,44,84,-45,-10.00
141,0,20094,Jonathan Kaye,52.38,66,126,-69,-21.00
143,0,01320,Bob Estes,52.14,61,117,-67,-20.00
143,0,01797,Rocco Mediate,52.14,61,117,-66,-10.00
145,0,20396,Lee Westwood,52.00,39,75,-42,+5.00
146,0,01042,Paul Azinger,51.92,54,104,-55,-4.00
147,0,20812,Tjaart van der Walt,51.89,55,106,-56,-11.00
148,0,25396,Kevin Na,51.88,69,133,-73,-18.00
149,0,22548,Patrick Sheehan,51.83,99,191,-103,-4.00
150,0,20099,Doug Barron,51.82,57,110,-58,-20.00
151,0,25240,D.A. Points,51.69,92,178,-100,-11.00
152,0,12660,Jesper Parnevik,51.66,78,151,-85,+5.00
153,0,08123,Jeff Brehaut,51.54,67,130,-71,-23.00
154,0,01928,Corey Pavin,51.43,36,70,-39,-26.00
155,0,20645,John Senden,51.26,102,199,-109,-8.00
156,0,23036,Chris Anderson,51.22,42,82,-48,-16.00
157,0,21806,Paul Gow,51.15,67,131,-69,-1.00
158,0,19972,José Coceres,51.14,45,88,-46,+9.00
159,0,10962,Bradley Hughes,50.96,53,104,-53,+10.00
160,0,06599,John Elliott,50.83,61,120,-63,+11.00
161,0,12662,Thomas Levet,50.82,31,61,-34,+15.00
162,0,19881,Robert Damron,50.77,66,130,-68,-26.00
163,0,20121,Todd Fischer,50.70,72,142,-75,-24.00
164,0,01381,Fred Funk,50.53,48,95,-51,-45.00
165,0,12826,Paul Claxton,50.43,59,117,-62,-22.00
166,0,06621,Joe Durant,50.35,71,141,-73,-2.00
167,0,23540,Jason Allred,50.00,65,130,-69,+14.00
167,0,23552,Hank Kuehne,50.00,97,194,-101,+11.00
167,0,01677,Tom Lehman,50.00,43,86,-44,-15.00
167,0,10912,Craig Perks,50.00,51,102,-55,+7.00
167,0,20127,Chris Riley,50.00,30,60,-31,+10.00
172,0,21633,Steve Allan,49.76,105,211,-113,+7.00
173,0,06332,Neal Lancaster,49.72,90,181,-94,-27.00
174,0,26758,David Hearn,49.61,63,127,-70,-3.00
175,0,08931,Glen Day,49.59,60,121,-64,-14.00
176,0,20160,Charlie Wi,49.53,53,107,-59,-10.00
177,0,08725,Tom Gillis,49.24,65,132,-69,-12.00
178,0,26287,Roland Thatcher,49.01,74,151,-78,+7.00
179,0,06251,Chris DiMarco,48.96,47,96,-51,-24.00
180,0,07457,Steve Flesch,48.78,60,123,-66,-5.00
181,0,25847,Rob Rashell,48.35,44,91,-45,+5.00
182,0,01724,Jeff Maggert,48.25,55,114,-56,-8.00
183,0,12454,Mario Tiziani,48.18,53,110,-57,-5.00
184,0,10201,Matt Gogel,48.08,50,104,-53,-5.00
185,0,23322,Brett Wetterich,47.64,91,191,-98,+4.00
186,0,01219,John Cook,47.44,37,78,-39,-27.00
187,0,20634,Peter Lonard,47.27,52,110,-56,-22.00
188,0,21498,Hideto Tanihara,47.13,41,87,-45,+10.00
189,0,01619,Skip Kendall,46.94,46,98,-48,-11.00
190,0,21878,Mark Wilson,46.75,36,77,-39,-21.00
191,0,01761,Len Mattiace,46.46,46,99,-49,-19.00
192,0,20229,Stewart Cink,46.22,55,119,-57,-15.00
193,0,01127,Danny Briggs,46.00,46,100,-47,-13.00
194,0,24361,Pat Perez,45.81,71,155,-74,+7.00
195,0,01599,Steve Jones,45.45,35,77,-38,-6.00
196,0,01329,Brad Faxon,45.35,39,86,-43,-8.00
197,0,20472,Alex Cejka,45.24,57,126,-61,-16.00
198,0,22621,Ben Curtis,44.44,32,72,-35,+10.00
199,0,01418,Bill Glasson,42.11,24,57,-25,-2.00
200,0,01823,Larry Mize,41.94,26,62,-27,-19.00
201,0,01887,Mark O'Meara,41.30,19,46,-19,-14.00
202,0,01175,Jim Carter,39.34,24,61,-25,-11.00
