RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
161,0,08535,Gary Nicklaus,2.91,239,82
163,0,06809,Bob Burns,2.92,260,89
163,0,08045,Perry Moss,2.92,155,53
165,0,24356,Jason Buha,2.93,240,82
165,0,01887,Mark O'Meara,2.93,161,55
165,0,22064,Craig Spence,2.93,249,85
168,0,01142,Bart Bryant,2.95,215,73
169,0,01261,Jay Delsing,2.96,275,93
169,0,01282,Trevor Dodds,2.96,249,84
171,0,01489,Steve Hart,2.97,208,70
171,0,02133,Craig Stadler,2.97,196,66
173,0,12449,Ryan Howison,2.98,241,81
174,0,10117,Bob Heintz,2.99,254,85
174,0,10213,Dicky Pride,2.99,281,94
176,0,01457,Jay Haas,3.01,232,77
177,0,19822,Bobby Cochran,3.04,231,76
178,0,06527,Steve Stricker,3.05,186,61
178,0,02218,Ted Tryba,3.05,339,111
180,0,07753,Kevin Wentworth,3.06,245,80
181,0,01975,Tom Purtzer,3.07,172,56
182,0,23656,Jason Caron,3.11,233,75
182,0,01323,Brad Fabel,3.11,274,88
184,0,01072,Chip Beck,3.12,153,49
185,0,01191,Barry Cheesman,3.13,291,93
186,0,01378,David Frost,3.14,198,63
187,0,01249,John Daly,3.17,225,71
187,0,06062,Charles Raulerson,3.17,311,98
189,0,06014,Eric Booker,3.19,271,85
190,0,01549,Mike Hulbert,3.20,256,80
191,0,01928,Corey Pavin,3.22,238,74
192,0,08243,Aaron Bengoechea,3.23,236,73
193,0,22913,John Rollins,3.31,238,72
194,0,01510,Nolan Henke,3.39,268,79
195,0,07363,Craig Bowden,3.59,194,54
