RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
60,3,36871,Matthew NeSmith,13.82,34,246
61,3,27963,Chris Stroud,13.87,24,173
62,4,32150,Michael Thompson,13.93,28,201
63,-20,29725,Tony Finau,13.94,40,287
64,3,29518,Brendan Steele,13.99,34,243
65,3,28089,Jason Day,14.06,27,192
66,3,29535,Brice Garnett,14.08,29,206
67,3,36801,Mark Hubbard,14.11,45,319
68,3,30163,Henrik Norlander,14.13,38,269
69,-4,28237,Rory McIlroy,14.17,35,247
70,2,45609,Tyler Duncan,14.19,42,296
70,2,22405,Justin Rose,14.19,21,148
72,11,48822,Sebastián Muñoz,14.24,47,330
73,1,52375,Doug Ghim,14.29,19,133
73,6,45486,Joaquin Niemann,14.29,41,287
73,1,29908,C.T. Pan,14.29,25,175
76,2,47504,Sam Burns,14.47,33,228
77,3,25364,Paul Casey,14.50,29,200
78,-1,39971,Sungjae Im,14.60,53,363
79,3,12716,Charley Hoffman,14.64,35,239
80,4,39953,Chase Seiffert,14.66,28,191
81,4,24138,Ian Poulter,14.77,26,176
82,4,35449,Adam Long,14.81,48,324
83,-2,29478,Kevin Kisner,14.94,39,261
84,3,46435,Austin Cook,14.95,32,214
85,3,27942,Rob Oppenheim,14.98,31,207
86,3,27644,Brian Harman,15.00,45,300
86,26,34363,Tyrrell Hatton,15.00,27,180
88,2,33449,Zack Sucher,15.04,20,133
89,2,33667,Carlos Ortiz,15.09,40,265
90,2,29484,Peter Uihlein,15.15,25,165
91,2,29268,Bronson Burgoon,15.17,32,211
92,3,47128,Richy Werenski,15.27,31,203
93,3,22371,Aaron Baddeley,15.30,28,183
94,3,49960,Sepp Straka,15.32,38,248
95,3,33204,Shane Lowry,15.38,24,156
96,3,34255,Joseph Bramlett,15.47,28,181
97,3,22056,Cameron Percy,15.48,24,155
98,4,49766,Hank Lebioda,15.54,30,193
99,4,21961,Charles Howell III,15.57,38,244
100,4,56278,Matthew Wolff,15.58,43,276
101,4,19803,Ryan Armour,15.63,35,224
101,4,40042,Tyler McCumber,15.63,30,192
103,4,37455,Si Woo Kim,15.64,43,275
104,10,25396,Kevin Na,15.65,41,262
105,3,34021,Bud Cauley,15.66,31,198
106,3,19846,Brian Gay,15.70,38,242
106,3,46550,Brandon Hagy,15.70,27,172
106,3,26758,David Hearn,15.70,27,172
109,5,40058,Zac Blair,15.81,37,234
110,6,32618,Rhein Gibson,15.82,28,177
111,6,29970,Dylan Frittelli,15.89,48,302
112,6,23788,D.J. Trahan,16.00,28,175
113,6,25804,Bubba Watson,16.02,37,231
114,6,26300,Matt Jones,16.13,45,279
114,6,01810,Phil Mickelson,16.13,30,186
116,6,21209,Sergio Garcia,16.15,26,161
117,6,26476,Chez Reavie,16.21,41,253
118,6,46442,Maverick McNealy,16.28,49,301
119,6,25900,Lucas Glover,16.40,41,250
120,7,31646,Emiliano Grillo,16.53,39,236
120,7,32640,Troy Merritt,16.53,40,242
122,7,27064,Jhonattan Vegas,16.58,32,193
123,7,32757,Patton Kizzire,16.67,34,204
123,7,27330,Josh Teater,16.67,27,162
125,1,35310,Lanto Griffin,16.71,58,347
126,6,36699,Patrick Rodgers,16.72,55,329
126,6,32254,Xinjun Zhang,16.72,51,305
128,-15,52372,Cameron Champ,16.73,46,275
129,5,28775,Nate Lashley,16.76,29,173
130,5,32791,K.H. Lee,16.80,43,256
131,6,51766,Wyndham Clark,16.89,38,225
132,6,34076,Joel Dahmen,16.90,49,290
132,6,29974,Branden Grace,16.90,24,142
134,6,47993,Denny McCarthy,16.93,53,313
135,7,28307,Matt Every,16.96,29,171
136,7,48887,Matt Wallace,16.98,27,159
137,13,35506,Mackenzie Hughes,17.00,43,253
138,6,25686,Jason Dufner,17.01,33,194
139,7,10809,Jim Furyk,17.05,22,129
140,8,23325,Vaughn Taylor,17.12,38,222
141,8,27936,Martin Laird,17.14,24,140
142,5,46717,Viktor Hovland,17.18,50,291
143,22,26851,Marc Leishman,17.26,34,197
144,7,28252,Seamus Power,17.27,24,139
145,7,26499,Rafa Cabrera Bello,17.28,33,191
146,7,36689,Brooks Koepka,17.33,26,150
147,7,29479,Scott Brown,17.39,36,207
147,7,34314,Sebastian Cappelen,17.39,32,184
149,7,25572,Graeme McDowell,17.42,27,155
150,7,33141,Keegan Bradley,17.47,40,229
151,7,27554,Scott Harrington,17.50,42,240
152,7,32366,Kevin Chappell,17.53,27,154
153,7,27214,Kevin Streelman,17.54,47,268
154,7,45157,Cam Davis,17.60,41,233
154,7,39546,Keith Mitchell,17.60,41,233
156,7,34256,Andrew Putnam,17.61,25,142
157,9,35450,Patrick Cantlay,17.84,33,185
158,9,21407,Arjun Atwal,17.92,19,106
159,9,27129,Luke List,17.93,45,251
160,-24,23320,Ryan Palmer,17.97,46,256
161,-17,29420,Billy Horschel,18.00,54,300
162,7,30944,Jason Kokrak,18.10,40,221
163,7,48045,Michael Gellerman,18.24,27,148
164,7,31557,Jim Herman,18.48,34,184
165,7,25632,Jimmy Walker,18.59,29,156
166,7,32333,Kevin Tway,18.67,28,150
167,7,23621,Rory Sabbatini,18.70,43,230
168,7,27974,Sung Kang,18.75,48,256
169,7,34563,Chesson Hadley,18.85,46,244
170,7,30911,Tommy Fleetwood,18.95,29,153
171,7,32139,Danny Willett,19.01,27,142
172,7,49964,Aaron Wise,19.05,32,168
173,7,32448,James Hahn,19.35,24,124
173,7,23623,Bo Van Pelt,19.35,24,124
175,7,40009,Dominic Bozzelli,19.44,28,144
176,7,46441,Robby Shelton,19.46,50,257
177,7,32662,Michael Gligic,19.53,33,169
178,7,24924,Bill Haas,19.61,30,153
179,7,33486,Roger Sloan,19.77,35,177
180,7,39324,J.J. Spaun,20.00,42,210
181,7,35532,Tom Hoge,20.08,53,264
182,7,49298,Kramer Hickok,20.27,30,148
183,7,34046,Jordan Spieth,20.43,48,235
184,7,34466,Peter Malnati,21.08,43,204
185,7,29926,Danny Lee,21.25,58,273
185,11,35891,Cameron Smith,21.25,51,240
187,6,35230,Nelson Ledesma,21.28,30,141
188,6,34213,Grayson Murray,21.43,30,140
188,6,48119,Ben Taylor,21.43,30,140
190,7,25818,Scott Piercy,21.56,47,218
191,7,27556,Ted Potter Jr.,21.68,31,143
192,7,31420,Anirban Lahiri,22.14,31,140
193,7,35617,Martin Trainer,23.31,31,133
