RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,34098,Russell Henley,9.09,20,220
2,0,24502,Adam Scott,9.66,14,145
3,1,26329,Louis Oosthuizen,9.76,16,164
4,6,46046,Scottie Scheffler,10.17,35,344
5,-2,33448,Justin Thomas,10.21,29,284
6,0,32102,Rickie Fowler,10.29,18,175
7,0,35658,Kris Ventura,10.34,18,174
8,-3,34099,Harris English,10.38,30,289
9,0,53165,Doc Redman,10.44,33,316
10,2,48081,Xander Schauffele,10.68,30,281
11,2,45526,Abraham Ancer,10.99,30,273
12,2,24024,Zach Johnson,11.21,24,214
13,-2,29221,Webb Simpson,11.26,26,231
14,1,28679,Fabián Gómez,11.40,22,193
14,1,30110,Kyle Stanley,11.40,22,193
16,-8,30925,Dustin Johnson,11.43,24,210
17,1,33597,Harry Higgs,11.81,34,288
17,1,51894,Vince Whaley,11.81,17,144
19,2,46402,Talor Gooch,11.82,35,296
20,-2,47959,Bryson DeChambeau,11.83,31,262
21,1,33419,Cameron Tringale,11.91,28,235
22,1,33490,Bo Hoag,11.95,27,226
23,0,46970,Jon Rahm,12.03,29,241
24,2,33122,Russell Knox,12.05,27,224
25,2,35461,Beau Hossler,12.12,28,231
26,-1,50525,Collin Morikawa,12.23,39,319
27,1,26596,Ryan Moore,12.27,20,163
28,10,32839,Hideki Matsuyama,12.29,36,293
29,0,37189,Harold Varner III,12.32,34,276
30,1,33404,Chris Baker,12.43,21,169
31,1,30692,Scott Stallings,12.50,32,256
32,-15,40026,Daniel Berger,12.60,33,262
33,0,31323,Gary Woodland,12.61,30,238
34,0,23108,Matt Kuchar,12.62,26,206
35,0,49771,J.T. Poston,12.63,37,293
36,0,27095,Nick Watney,12.65,21,166
37,6,34360,Patrick Reed,12.71,38,299
38,-1,33948,Byeong Hun An,12.77,36,282
39,1,30927,Brendon Todd,12.84,42,327
40,-2,33120,Mark Anderson,12.86,18,140
41,-1,39997,Corey Conners,12.93,34,263
42,0,37275,Sam Ryder,13.03,34,261
43,3,27649,Brandt Snedeker,13.30,25,188
44,3,35732,Wes Roach,13.33,20,150
45,3,25349,Tim Wilkinson,13.38,21,157
46,3,40098,Matt Fitzpatrick,13.40,26,194
47,3,47347,Adam Schenk,13.41,37,276
48,3,33410,Andrew Landry,13.45,30,223
48,3,34431,Robert Streb,13.45,23,171
50,3,39977,Max Homa,13.58,33,243
51,3,56762,Will Gordon,13.60,17,125
51,3,33413,Ben Martin,13.60,17,125
53,3,33399,Adam Hadwin,13.68,32,234
53,3,25493,Nick Taylor,13.68,29,212
55,3,28420,Ryan Brehm,13.74,25,182
55,3,27349,Alex Noren,13.74,29,211
57,3,31560,Brian Stuard,13.75,40,291
58,3,24361,Pat Perez,13.78,27,196
59,3,20229,Stewart Cink,13.81,25,181
