RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,08793,Tiger Woods,+3.03,69.00,72.03
2,0,06567,Vijay Singh,+1.95,69.76,71.71
3,0,20157,Retief Goosen,+1.94,70.13,72.07
4,0,01810,Phil Mickelson,+1.78,69.71,71.49
5,0,06522,Ernie Els,+1.73,70.27,72.00
6,0,02206,David Toms,+1.71,69.64,71.35
7,0,01968,Nick Price,+1.62,70.05,71.67
8,0,10860,Justin Leonard,+1.56,69.91,71.47
9,0,01381,Fred Funk,+1.39,69.64,71.03
10,0,20634,Peter Lonard,+1.35,70.11,71.46
11,0,21961,Charles Howell III,+1.30,69.99,71.29
12,0,06251,Chris DiMarco,+1.28,70.03,71.31
12,0,20127,Chris Riley,+1.28,69.90,71.18
14,0,10809,Jim Furyk,+1.25,70.15,71.40
15,0,21209,Sergio Garcia,+1.22,70.57,71.79
15,0,01706,Davis Love III,+1.22,70.21,71.43
17,0,01553,John Huston,+1.18,70.00,71.18
18,0,01797,Rocco Mediate,+1.16,70.40,71.56
18,0,01945,Kenny Perry,+1.16,70.02,71.18
20,0,10885,Robert Allenby,+1.12,70.25,71.37
21,0,02010,Loren Roberts,+1.09,69.98,71.07
22,0,24357,K.J. Choi,+1.06,70.56,71.62
23,0,01320,Bob Estes,+1.04,70.37,71.41
24,0,12680,Shigeki Maruyama,+1.03,70.68,71.71
25,0,01527,Scott Hoch,+1.02,70.51,71.53
26,0,08075,Jerry Kelly,+1.01,70.41,71.42
27,0,02239,Scott Verplank,+1.00,70.22,71.22
28,0,20098,Stuart Appleby,+.97,70.51,71.48
29,0,02223,Bob Tway,+.94,70.38,71.32
30,0,01307,Joel Edwards,+.92,70.14,71.06
31,0,07457,Steve Flesch,+.90,70.65,71.55
32,0,06373,José María Olazábal,+.88,71.13,72.01
33,0,02104,Jeff Sluman,+.86,70.44,71.30
34,0,09011,David Duval,+.83,70.60,71.43
35,0,22913,John Rollins,+.81,70.22,71.03
36,0,01329,Brad Faxon,+.80,70.88,71.68
37,0,01577,Lee Janzen,+.77,70.79,71.56
37,0,02246,Duffy Waldorf,+.77,70.43,71.20
39,0,06004,Stephen Ames,+.76,70.68,71.44
40,0,02214,Kirk Triplett,+.75,70.46,71.21
41,0,01024,Billy Andrade,+.74,70.61,71.35
41,0,10423,Mike Weir,+.74,70.79,71.53
43,0,01457,Jay Haas,+.73,70.65,71.38
44,0,23983,Luke Donald,+.72,70.66,71.38
44,0,01761,Len Mattiace,+.72,70.63,71.35
46,0,08545,Glen Hnatiuk,+.71,70.20,70.91
46,0,06515,Shaun Micheel,+.71,70.56,71.27
46,0,01938,David Peoples,+.71,70.19,70.90
49,0,01361,Dan Forsman,+.70,70.26,70.96
49,0,20572,Rod Pampling,+.70,70.50,71.20
49,0,12663,Phil Tataurangi,+.70,70.58,71.28
52,0,20229,Stewart Cink,+.69,70.76,71.45
52,0,01677,Tom Lehman,+.69,71.00,71.69
54,0,10585,Scott McCarron,+.66,70.62,71.28
55,0,12652,Cameron Beckman,+.65,70.31,70.96
56,0,01475,Donnie Hammond,+.64,70.43,71.07
57,0,01157,Tom Byrum,+.63,70.79,71.42
58,0,12782,Tim Herron,+.62,70.59,71.21
59,0,06575,Dudley Hart,+.61,70.90,71.51
60,0,10565,Ian Leggatt,+.59,70.75,71.34
61,0,20645,John Senden,+.57,70.55,71.12
62,0,06527,Steve Stricker,+.56,71.13,71.69
63,0,24925,Jonathan Byrd,+.53,70.39,70.92
63,0,01226,Fred Couples,+.53,70.47,71.00
63,0,01666,Bernhard Langer,+.53,71.48,72.01
66,0,19846,Brian Gay,+.51,70.58,71.09
67,0,20498,Briny Baird,+.50,70.76,71.26
67,0,01142,Bart Bryant,+.50,70.59,71.09
69,0,01313,Steve Elkington,+.48,71.19,71.67
69,0,01707,Steve Lowery,+.48,70.76,71.24
69,0,01920,Craig Parry,+.48,70.97,71.45
72,0,01388,Robert Gamez,+.44,70.58,71.02
