RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,06567,Vijay Singh,35.21,444,1261
2,0,08793,Tiger Woods,35.05,293,836
3,0,22371,Aaron Baddeley,34.80,253,727
4,0,23552,Hank Kuehne,34.23,280,818
5,0,01810,Phil Mickelson,34.20,314,918
6,0,01553,John Huston,33.87,313,924
7,0,22046,Geoff Ogilvy,33.79,323,956
7,0,10107,Deane Pappas,33.79,273,808
9,0,01161,Mark Calcavecchia,33.75,326,966
9,0,06251,Chris DiMarco,33.75,378,1120
11,0,01388,Robert Gamez,33.65,454,1349
12,0,01226,Fred Couples,33.55,259,772
13,0,10585,Scott McCarron,33.48,310,926
14,0,22913,John Rollins,33.19,310,934
15,0,10860,Justin Leonard,33.03,289,875
16,0,06004,Stephen Ames,33.00,360,1091
17,0,20663,Brenden Pappas,32.98,405,1228
18,0,20229,Stewart Cink,32.96,386,1171
19,0,19825,Darren Clarke,32.90,203,617
20,0,20157,Retief Goosen,32.88,264,803
21,0,20572,Rod Pampling,32.82,320,975
22,0,20593,Greg Chalmers,32.79,344,1049
22,0,12782,Tim Herron,32.79,384,1171
24,0,22892,Jason Gore,32.74,295,901
25,0,10423,Mike Weir,32.66,289,885
26,0,01706,Davis Love III,32.64,313,959
27,0,02239,Scott Verplank,32.62,379,1162
28,0,19824,Craig Barlow,32.50,363,1117
29,0,24925,Jonathan Byrd,32.44,375,1156
30,0,20098,Stuart Appleby,32.43,324,999
31,0,10885,Robert Allenby,32.23,321,996
32,0,06643,Paul Goydos,32.22,309,959
33,0,07867,Woody Austin,32.05,401,1251
34,0,07457,Steve Flesch,32.04,405,1264
35,0,25345,Carl Pettersson,32.01,291,909
35,0,08375,Paul Stankowski,32.01,267,834
37,0,23541,Ben Crane,31.86,338,1061
37,0,20127,Chris Riley,31.86,317,995
39,0,12645,Brent Geiberger,31.81,188,591
40,0,01024,Billy Andrade,31.64,361,1141
41,0,01941,Tom Pernice Jr.,31.54,370,1173
42,0,01948,Tim Petrovic,31.46,381,1211
42,0,20436,Garrett Willis,31.46,342,1087
44,0,25031,Andy Miller,31.37,261,832
45,0,12661,Todd Barranger,31.35,253,807
46,0,08337,Mike Heinen,31.32,342,1092
47,0,12652,Cameron Beckman,31.31,314,1003
48,0,10733,Kent Jones,31.24,263,842
49,0,01619,Skip Kendall,31.21,406,1301
50,0,01707,Steve Lowery,31.18,290,930
51,0,22548,Patrick Sheehan,31.17,356,1142
52,0,01378,David Frost,31.14,279,896
53,0,01249,John Daly,31.11,196,630
54,0,10809,Jim Furyk,31.08,396,1274
55,0,08075,Jerry Kelly,30.98,391,1262
55,0,23621,Rory Sabbatini,30.98,329,1062
57,0,08931,Glen Day,30.95,377,1218
58,0,23034,Brent Schwarzrock,30.88,210,680
59,0,20121,Todd Fischer,30.75,333,1083
60,0,20573,Scott Laycock,30.71,238,775
61,0,08537,J.P. Hayes,30.70,287,935
62,0,01457,Jay Haas,30.66,294,959
63,0,12510,Chad Campbell,30.60,403,1317
64,0,06522,Ernie Els,30.53,225,737
65,0,21805,Harrison Frazar,30.49,314,1030
66,0,01320,Bob Estes,30.45,334,1097
67,0,26489,Cameron Yancey,30.40,176,579
68,0,02246,Duffy Waldorf,30.39,320,1053
69,0,10201,Matt Gogel,30.37,249,820
70,0,08633,Per-Ulrik Johansson,30.33,340,1121
71,0,07749,Brett Quigley,30.29,312,1030
72,0,20095,Carl Paulson,30.28,364,1202
73,0,11032,Frank Lickliter II,30.25,317,1048
74,0,02214,Kirk Triplett,30.22,333,1102
75,0,01677,Tom Lehman,30.21,310,1026
76,0,01724,Jeff Maggert,30.17,286,948
77,0,02206,David Toms,30.16,298,988
78,0,01329,Brad Faxon,30.15,319,1058
