RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,34265,Will Wilcox,.93,97,9
2,0,28089,Jason Day,.88,136,12
2,0,26300,Matt Jones,.88,160,14
4,0,22046,Geoff Ogilvy,.81,74,6
5,0,33399,Adam Hadwin,.79,165,13
6,0,28679,Fabián Gómez,.70,115,8
6,0,27770,Camilo Villegas,.70,171,12
6,0,21878,Mark Wilson,.70,171,12
9,0,25562,Andres Romero,.69,116,8
10,0,29420,Billy Horschel,.67,163,11
11,0,30925,Dustin Johnson,.65,92,6
11,0,33413,Ben Martin,.65,168,11
13,0,21209,Sergio Garcia,.63,64,4
14,0,24140,Sean O'Hair,.62,178,11
14,0,34046,Jordan Spieth,.62,97,6
14,0,26951,Johnson Wagner,.62,130,8
17,0,24925,Jonathan Byrd,.61,131,8
17,0,21961,Charles Howell III,.61,231,14
17,0,31323,Gary Woodland,.61,115,7
20,0,23983,Luke Donald,.60,100,6
21,0,25818,Scott Piercy,.58,189,11
21,0,34256,Andrew Putnam,.58,121,7
23,0,25274,Steven Bowditch,.56,144,8
23,0,35541,John Peterson,.56,143,8
25,0,40058,Zac Blair,.55,217,12
25,0,20229,Stewart Cink,.55,163,9
25,0,28500,Martin Flores,.55,200,11
25,0,27936,Martin Laird,.55,163,9
29,0,32334,Charlie Beljan,.54,112,6
29,0,20593,Greg Chalmers,.54,74,4
29,0,25191,Gonzalo Fernandez-Castaño,.54,130,7
29,0,29720,Andres Gonzales,.54,147,8
29,0,33486,Roger Sloan,.54,74,4
29,0,02206,David Toms,.54,93,5
35,0,36801,Mark Hubbard,.53,131,7
36,0,27895,Jonas Blixt,.51,118,6
36,0,32102,Rickie Fowler,.51,118,6
36,0,33667,Carlos Ortiz,.51,198,10
39,0,25686,Jason Dufner,.50,101,5
39,0,23548,Bill Lunde,.50,80,4
39,0,34360,Patrick Reed,.50,139,7
42,0,33141,Keegan Bradley,.49,143,7
43,0,34431,Robert Streb,.47,214,10
44,0,21528,Henrik Stenson,.46,109,5
45,0,32448,James Hahn,.45,156,7
45,0,20766,Padraig Harrington,.45,110,5
45,0,26329,Louis Oosthuizen,.45,88,4
45,0,23621,Rory Sabbatini,.45,133,6
45,0,25349,Tim Wilkinson,.45,111,5
50,0,24924,Bill Haas,.44,182,8
51,0,36689,Brooks Koepka,.43,139,6
51,0,29221,Webb Simpson,.43,117,5
51,0,23623,Bo Van Pelt,.43,116,5
54,0,24846,Ricky Barnes,.42,119,5
54,0,25892,Steve Wheatcroft,.42,144,6
56,0,20771,Steven Alker,.41,98,4
56,0,20472,Alex Cejka,.41,146,6
56,0,24781,Hunter Mahan,.41,170,7
56,0,01810,Phil Mickelson,.41,98,4
56,0,27649,Brandt Snedeker,.41,145,6
56,0,27214,Kevin Streelman,.41,147,6
56,0,20396,Lee Westwood,.41,74,3
63,0,34098,Russell Henley,.40,150,6
63,0,30944,Jason Kokrak,.40,175,7
63,0,10860,Justin Leonard,.40,101,4
63,0,33448,Justin Thomas,.40,199,8
67,0,23108,Matt Kuchar,.39,152,6
67,0,27466,Spencer Levin,.39,178,7
69,0,29725,Tony Finau,.38,210,8
69,0,31557,Jim Herman,.38,185,7
71,0,20848,Ángel Cabrera,.37,81,3
71,0,12510,Chad Campbell,.37,217,8
71,0,34174,John Huh,.37,188,7
71,0,30852,Ryo Ishikawa,.37,135,5
71,0,34264,Hudson Swafford,.37,190,7
76,0,37273,Derek Ernst,.36,138,5
76,0,22405,Justin Rose,.36,112,4
76,0,20645,John Senden,.36,112,4
76,0,28780,Nicholas Thompson,.36,138,5
80,0,24357,K.J. Choi,.35,114,4
81,0,32366,Kevin Chappell,.34,147,5
81,0,23541,Ben Crane,.34,118,4
81,0,35539,Luke Guthrie,.34,147,5
81,0,24361,Pat Perez,.34,178,6
