RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,21209,Sergio Garcia,10.95,137,15
2,0,28089,Jason Day,9.36,235,22
3,0,26300,Matt Jones,9.13,263,24
4,0,25274,Steven Bowditch,8.85,305,27
5,0,20229,Stewart Cink,8.57,315,27
6,0,34265,Will Wilcox,8.56,187,16
7,0,28679,Fabián Gómez,8.49,259,22
8,0,24140,Sean O'Hair,8.04,336,27
9,0,29420,Billy Horschel,7.74,310,24
9,0,27770,Camilo Villegas,7.74,310,24
11,0,25818,Scott Piercy,7.69,325,25
12,0,24138,Ian Poulter,7.47,174,13
13,0,24361,Pat Perez,7.34,327,24
14,0,33413,Ben Martin,7.33,341,25
15,0,25686,Jason Dufner,7.25,193,14
15,0,02206,David Toms,7.25,193,14
17,0,20593,Greg Chalmers,7.24,152,11
18,0,34046,Jordan Spieth,7.21,222,16
19,0,20396,Lee Westwood,7.20,125,9
20,0,23983,Luke Donald,7.14,210,15
21,0,28500,Martin Flores,7.12,365,26
22,0,40058,Zac Blair,7.05,397,28
23,0,24846,Ricky Barnes,7.04,213,15
23,0,27895,Jonas Blixt,7.04,213,15
23,0,22046,Geoff Ogilvy,7.04,142,10
23,0,31323,Gary Woodland,7.04,213,15
27,0,29725,Tony Finau,7.01,385,27
28,0,23108,Matt Kuchar,6.91,275,19
29,0,32448,James Hahn,6.81,279,19
30,0,21753,Brian Davis,6.79,265,18
31,0,20691,Greg Owen,6.76,148,10
32,0,25892,Steve Wheatcroft,6.69,284,19
33,0,35539,Luke Guthrie,6.67,270,18
34,0,33419,Cameron Tringale,6.60,318,21
35,0,33667,Carlos Ortiz,6.58,365,24
35,0,35541,John Peterson,6.58,304,20
37,0,23621,Rory Sabbatini,6.56,259,17
38,0,31560,Brian Stuard,6.54,260,17
39,0,20766,Padraig Harrington,6.53,199,13
39,0,32839,Hideki Matsuyama,6.53,245,16
41,0,29425,Andrew Svoboda,6.47,309,20
42,0,12716,Charley Hoffman,6.46,263,17
43,0,33399,Adam Hadwin,6.42,327,21
44,0,32150,Michael Thompson,6.41,343,22
45,0,12510,Chad Campbell,6.23,401,25
46,0,25396,Kevin Na,6.18,259,16
47,0,34256,Andrew Putnam,6.13,212,13
48,0,34409,David Lingmerth,6.11,262,16
49,0,29926,Danny Lee,6.10,344,21
50,0,20104,Ken Duke,6.08,296,18
50,0,34360,Patrick Reed,6.08,263,16
52,0,27214,Kevin Streelman,6.04,298,18
53,0,20848,Ángel Cabrera,6.02,166,10
54,0,34264,Hudson Swafford,6.01,383,23
55,0,28780,Nicholas Thompson,5.99,284,17
56,0,27933,John Merrick,5.96,218,13
57,0,32640,Troy Merritt,5.90,322,19
58,0,30852,Ryo Ishikawa,5.88,272,16
59,0,21878,Mark Wilson,5.87,341,20
60,0,34563,Chesson Hadley,5.85,325,19
60,0,30944,Jason Kokrak,5.85,325,19
62,0,36801,Mark Hubbard,5.84,274,16
63,0,34431,Robert Streb,5.81,413,24
64,0,23800,Bryce Molder,5.79,311,18
65,0,25562,Andres Romero,5.77,208,12
66,0,27141,J.B. Holmes,5.75,226,13
66,0,30925,Dustin Johnson,5.75,174,10
66,0,27963,Chris Stroud,5.75,261,15
69,0,27644,Brian Harman,5.73,314,18
69,0,31557,Jim Herman,5.73,349,20
69,0,30927,Brendon Todd,5.73,279,16
72,0,29720,Andres Gonzales,5.72,297,17
73,0,24507,Jason Bohn,5.71,333,19
74,0,25834,Daniel Summerhays,5.70,351,20
75,0,20157,Retief Goosen,5.68,229,13
76,0,26329,Louis Oosthuizen,5.65,177,10
77,0,34098,Russell Henley,5.61,303,17
78,0,27466,Spencer Levin,5.56,342,19
79,0,23353,J.J. Henry,5.54,343,19
79,0,33448,Justin Thomas,5.54,361,20
81,0,21961,Charles Howell III,5.53,434,24
81,0,26951,Johnson Wagner,5.53,253,14
81,0,25349,Tim Wilkinson,5.53,217,12
84,0,20771,Steven Alker,5.52,181,10
85,0,24494,Erik Compton,5.51,272,15
85,0,24024,Zach Johnson,5.51,254,14
87,0,32366,Kevin Chappell,5.48,292,16
88,0,23541,Ben Crane,5.43,221,12
89,0,32102,Rickie Fowler,5.42,203,11
90,0,10809,Jim Furyk,5.41,222,12
91,0,35451,Scott Pinckney,5.39,334,18
92,0,24925,Jonathan Byrd,5.38,223,12
93,0,33486,Roger Sloan,5.37,149,8
94,0,25240,D.A. Points,5.29,227,12
95,0,01810,Phil Mickelson,5.21,192,10
96,0,26596,Ryan Moore,5.19,212,11
97,0,20472,Alex Cejka,5.14,292,15
97,0,26758,David Hearn,5.14,331,17
97,0,35532,Tom Hoge,5.14,214,11
100,0,29478,Kevin Kisner,5.12,371,19
101,0,27064,Jhonattan Vegas,5.11,333,17
102,0,25364,Paul Casey,5.09,275,14
103,0,27649,Brandt Snedeker,5.08,295,15
104,0,29535,Brice Garnett,5.05,297,15
105,0,29289,S.Y. Noh,5.03,199,10
106,0,20645,John Senden,5.02,219,11
107,0,25345,Carl Pettersson,4.99,341,17
108,0,28259,Sangmoon Bae,4.98,321,16
109,0,25191,Gonzalo Fernandez-Castaño,4.94,243,12
110,0,10860,Justin Leonard,4.90,204,10
110,0,21528,Henrik Stenson,4.90,204,10
112,0,22371,Aaron Baddeley,4.89,266,13
112,0,34099,Harris English,4.89,348,17
114,0,06522,Ernie Els,4.83,145,7
115,0,31416,Derek Fathauer,4.82,228,11
116,0,30711,Colt Knost,4.78,293,14
116,0,27936,Martin Laird,4.78,314,15
118,0,23638,Brendon de Jonge,4.77,377,18
119,0,26289,Boo Weekley,4.74,274,13
120,0,24781,Hunter Mahan,4.73,296,14
121,0,22056,Cameron Percy,4.72,233,11
121,0,27095,Nick Watney,4.72,318,15
123,0,08075,Jerry Kelly,4.71,255,12
123,0,33122,Russell Knox,4.71,361,17
125,0,25720,Chad Collins,4.68,235,11
126,0,37454,Whee Kim,4.66,236,11
126,0,34358,Jonathan Randolph,4.66,236,11
128,0,24357,K.J. Choi,4.65,215,10
128,0,23623,Bo Van Pelt,4.65,258,12
130,0,29479,Scott Brown,4.64,302,14
130,0,25493,Nick Taylor,4.64,323,15
132,0,40026,Daniel Berger,4.59,327,15
133,0,34174,John Huh,4.52,354,16
134,0,37273,Derek Ernst,4.51,266,12
135,0,29518,Brendan Steele,4.50,311,14
136,0,22405,Justin Rose,4.48,201,9
137,0,34262,Jon Curran,4.41,295,13
137,0,24490,George McNeill,4.41,363,16
139,0,29222,Billy Hurley III,4.40,250,11
139,0,25632,Jimmy Walker,4.40,250,11
141,0,22892,Jason Gore,4.35,207,9
142,0,32334,Charlie Beljan,4.18,239,10
143,0,24502,Adam Scott,4.17,144,6
144,0,29476,Kyle Reifers,4.15,313,13
144,0,29223,Sam Saunders,4.15,241,10
146,0,33418,Shawn Stefani,4.13,363,15
147,0,28475,Jeff Overton,4.10,293,12
148,0,27436,Graham DeLaet,4.09,220,9
149,0,29221,Webb Simpson,4.08,245,10
150,0,23048,Eric Axley,4.07,172,7
151,0,23548,Bill Lunde,4.03,149,6
152,0,25804,Bubba Watson,4.02,224,9
153,0,36689,Brooks Koepka,4.00,250,10
154,0,24924,Bill Haas,3.99,326,13
155,0,39977,Max Homa,3.90,231,9
156,0,28023,Byron Smith,3.87,181,7
157,0,34261,Scott Langley,3.83,313,12
158,0,33141,Keegan Bradley,3.79,264,10
159,0,10885,Robert Allenby,3.76,213,8
