RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,22,01550,Ed Humenik,280.9,44386,158
2,22,01564,David Jackson,280.7,31441,112
3,23,02246,Duffy Waldorf,280.0,47040,168
4,32,01945,Kenny Perry,276.9,45142,163
4,32,02041,Bill Sander,276.9,53441,193
6,32,01282,Trevor Dodds,276.2,33139,120
7,33,02261,Doug Weaver,276.0,36978,134
8,34,01522,Lon Hinkle,275.5,49032,178
9,38,01846,Jodie Mudd,274.6,50795,185
10,38,01096,Phil Blackmar,274.4,45002,164
11,38,01706,Davis Love III,274.2,44962,164
12,38,02095,Larry Silveira,274.0,44384,162
13,38,01773,Ronnie McCann,273.9,33412,122
14,40,02090,Tom Sieckmann,273.4,42655,156
15,41,01226,Fred Couples,273.2,48090,176
15,41,01876,Greg Norman,273.2,32785,120
17,41,01777,John McComish,273.0,43136,158
18,42,01662,Greg Ladehoff,272.7,43624,160
19,48,01958,Dan Pohl,271.8,36962,136
20,48,01143,Brad Bryant,271.7,54874,202
21,50,01035,Tommy Armour III,271.4,56449,208
22,51,01418,Bill Glasson,271.3,42873,158
22,51,02067,Ted Schulz,271.3,60782,224
24,51,01685,J.L. Lewis,271.2,27115,100
25,53,01006,John Adams,270.8,46044,170
26,55,01161,Mark Calcavecchia,270.6,45994,170
26,55,01248,Rick Dalpos,270.6,38422,142
28,57,02148,Ray Stewart,270.4,35155,130
29,60,01723,Andrew Magee,270.1,53209,197
30,60,01984,Sam Randolph,269.8,28872,107
31,60,02133,Craig Stadler,269.7,42613,158
32,62,01310,Dave Eichelberger,269.5,52816,196
33,63,01261,Jay Delsing,269.0,34433,128
34,64,01926,Steve Pate,268.9,57013,212
35,67,01151,Clark Burroughs,268.5,37590,140
35,67,01475,Donnie Hammond,268.5,47248,176
37,69,01156,Curt Byrum,268.4,50733,189
38,71,01837,Gil Morgan,268.2,43982,164
39,74,01098,Jay Don Blake,268.0,46090,172
40,76,01361,Dan Forsman,267.9,43932,164
41,76,01499,Mark Hayes,267.6,45493,170
41,76,01975,Tom Purtzer,267.6,40678,152
43,77,01938,David Peoples,267.5,33705,126
44,80,01468,Gary Hallberg,267.4,45988,172
45,80,01042,Paul Azinger,267.1,49153,184
45,80,01329,Brad Faxon,267.1,48621,182
47,87,02195,Leonard Thompson,266.6,48261,181
48,88,01385,Jim Gallagher Jr.,266.3,61789,232
49,91,01884,Mac O'Grady,266.2,27419,103
49,91,02101,Joey Sindelar,266.2,50047,188
51,91,02033,Dave Rummells,266.1,52151,196
52,92,01150,George Burns,265.8,29767,112
