RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
61,0,21961,Charles Howell III,.257,19.782,77
62,0,06036,Scott Dunlap,.252,11.604,46
63,0,24140,Sean O'Hair,.250,18.968,76
64,0,22378,Trevor Immelman,.242,13.808,57
65,0,33141,Keegan Bradley,.238,16.916,71
66,0,28475,Jeff Overton,.236,21.734,92
67,0,27933,John Merrick,.230,16.552,72
68,0,32102,Rickie Fowler,.228,15.065,66
69,0,27770,Camilo Villegas,.208,15.165,73
70,0,22582,Kyle Thompson,.204,7.532,37
71,0,25818,Scott Piercy,.202,17.357,86
72,0,34021,Bud Cauley,.201,18.328,91
73,0,20229,Stewart Cink,.195,10.550,54
74,0,12782,Tim Herron,.193,14.649,76
75,0,27060,John Mallinger,.184,11.614,63
75,0,27214,Kevin Streelman,.184,14.159,77
77,0,27936,Martin Laird,.175,9.427,54
78,0,22046,Geoff Ogilvy,.168,9.257,55
79,0,23325,Vaughn Taylor,.165,10.585,64
80,0,24357,K.J. Choi,.153,8.591,56
80,0,31323,Gary Woodland,.153,8.084,53
82,0,23135,Tim Clark,.151,7.540,50
83,0,21753,Brian Davis,.146,11.529,79
84,0,27302,Garth Mulroy,.143,6.569,46
85,0,26476,Chez Reavie,.136,8.966,66
86,0,24507,Jason Bohn,.128,8.459,66
87,0,23353,J.J. Henry,.126,8.950,71
88,0,23204,Gary Christian,.124,9.265,75
89,0,31202,William McGirt,.110,8.669,79
89,0,27649,Brandt Snedeker,.110,7.173,65
91,0,25632,Jimmy Walker,.105,9.591,91
92,0,28089,Jason Day,.102,4.777,47
92,0,29289,S.Y. Noh,.102,8.699,85
94,0,23800,Bryce Molder,.100,7.083,71
95,0,01724,Jeff Maggert,.084,6.574,78
96,0,25562,Andres Romero,.078,4.237,54
97,0,21209,Sergio Garcia,.075,3.321,44
97,0,27120,Troy Matteson,.075,6.234,83
99,0,19970,Robert Karlsson,.072,2.938,41
100,0,30852,Ryo Ishikawa,.069,2.558,37
101,0,24138,Ian Poulter,.068,2.584,38
102,0,12652,Cameron Beckman,.058,3.973,69
103,0,29476,Kyle Reifers,.056,4.115,74
103,0,33419,Cameron Tringale,.056,4.275,77
105,0,23718,Nathan Green,.048,2.720,57
106,0,21878,Mark Wilson,.043,2.930,68
107,0,23409,James Driscoll,.032,2.270,70
108,0,34174,John Huh,.031,2.617,85
109,0,32200,Roberto Castro,.030,2.221,75
110,0,29420,Billy Horschel,.028,1.349,48
111,0,33122,Russell Knox,.025,1.392,56
112,0,20593,Greg Chalmers,.012,.914,75
112,0,02206,David Toms,.012,.506,44
114,0,26287,Roland Thatcher,.010,.435,44
115,0,10213,Dicky Pride,.002,.108,49
116,0,20623,Gavin Coles,-.008,-.480,57
117,0,27895,Jonas Blixt,-.010,-.627,64
118,0,32698,Bobby Gates,-.016,-1.201,76
119,0,24604,Hunter Haas,-.020,-1.016,52
120,0,23621,Rory Sabbatini,-.021,-1.485,72
121,0,24490,George McNeill,-.023,-1.648,71
122,0,29926,Danny Lee,-.031,-1.856,59
123,0,34099,Harris English,-.038,-3.304,87
124,0,27466,Spencer Levin,-.041,-2.737,66
125,0,27963,Chris Stroud,-.049,-3.686,75
126,0,29910,Blake Adams,-.055,-4.867,88
127,0,25834,Daniel Summerhays,-.066,-4.510,68
128,0,06251,Chris DiMarco,-.073,-5.239,72
129,0,01766,Billy Mayfair,-.083,-6.476,78
130,0,23788,D.J. Trahan,-.085,-5.254,62
131,0,01797,Rocco Mediate,-.090,-5.221,58
132,0,01941,Tom Pernice Jr.,-.097,-5.061,52
133,0,30692,Scott Stallings,-.113,-7.678,68
134,0,10860,Justin Leonard,-.117,-7.953,68
135,0,11123,Chris Couch,-.131,-7.053,54
135,0,20572,Rod Pampling,-.131,-9.018,69
137,0,23541,Ben Crane,-.138,-8.538,62
138,0,30944,Jason Kokrak,-.173,-11.969,69
139,0,24924,Bill Haas,-.180,-10.994,61
140,0,32366,Kevin Chappell,-.186,-13.358,72
141,0,35139,Richard Lee,-.187,-10.658,57
142,0,27064,Jhonattan Vegas,-.206,-14.184,69
143,0,26758,David Hearn,-.210,-18.518,88
144,0,08075,Jerry Kelly,-.218,-15.881,73
145,0,27141,J.B. Holmes,-.219,-17.078,78
146,0,25457,Alexandre Rocha,-.221,-11.068,50
147,0,06573,Brandt Jobe,-.222,-9.981,45
148,0,32334,Charlie Beljan,-.226,-9.706,43
149,0,21407,Arjun Atwal,-.227,-14.958,66
150,0,20160,Charlie Wi,-.229,-16.737,73
151,0,27330,Josh Teater,-.231,-19.176,83
152,0,22961,David Mathis,-.239,-16.459,69
153,0,29479,Scott Brown,-.255,-12.979,51
154,0,30750,Tommy Gainey,-.260,-23.362,90
155,0,01249,John Daly,-.267,-10.144,38
156,0,22913,John Rollins,-.269,-19.113,71
157,0,08725,Tom Gillis,-.274,-18.889,69
158,0,06004,Stephen Ames,-.277,-10.816,39
158,0,27556,Ted Potter Jr.,-.277,-16.878,61
160,0,20574,Mathew Goggin,-.292,-16.079,55
161,0,25892,Steve Wheatcroft,-.294,-12.359,42
162,0,20848,Ángel Cabrera,-.306,-11.305,37
163,0,24663,Y.E. Yang,-.352,-16.890,48
164,0,21805,Harrison Frazar,-.358,-17.184,48
165,0,27644,Brian Harman,-.370,-32.535,88
166,0,29518,Brendan Steele,-.376,-24.087,64
167,0,26300,Matt Jones,-.387,-17.031,44
168,0,20070,Matt Bettencourt,-.425,-25.522,60
169,0,20098,Stuart Appleby,-.437,-28.423,65
170,0,06034,Marco Dawson,-.459,-21.093,46
171,0,19846,Brian Gay,-.486,-37.892,78
172,0,23903,Stephen Gangluff,-.488,-20.972,43
173,0,31558,J.J. Killeen,-.492,-41.324,84
174,0,22371,Aaron Baddeley,-.504,-27.731,55
175,0,28500,Martin Flores,-.507,-41.537,82
176,0,28308,Troy Kelly,-.530,-27.011,51
177,0,21350,Ryuji Imada,-.538,-37.148,69
178,0,33120,Mark Anderson,-.542,-33.086,61
179,0,30711,Colt Knost,-.545,-36.536,67
180,0,20850,Daniel Chopra,-.589,-25.342,43
181,0,29478,Kevin Kisner,-.651,-34.515,53
182,0,24494,Erik Compton,-.668,-42.767,64
183,0,29222,Billy Hurley III,-.704,-40.145,57
184,0,27797,Derek Lamely,-.714,-39.982,56
185,0,28093,Miguel Angel Carballo,-.728,-41.510,57
185,0,24940,Edward Loar,-.728,-31.293,43
187,0,23542,Tommy Biershenk,-.733,-42.522,58
188,0,22548,Patrick Sheehan,-.737,-32.412,44
189,0,28259,Sangmoon Bae,-.760,-43.292,57
190,0,27974,Sung Kang,-.897,-55.634,62
191,0,30927,Brendon Todd,-1.141,-71.899,63
