RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
49,0,29910,Blake Adams,.232,20.406,88
50,0,23542,Tommy Biershenk,.224,12.972,58
51,0,25818,Scott Piercy,.221,19.034,86
52,0,08725,Tom Gillis,.217,14.940,69
53,0,29221,Webb Simpson,.211,13.911,66
54,0,30852,Ryo Ishikawa,.196,7.249,37
55,0,25396,Kevin Na,.193,12.574,65
56,0,01249,John Daly,.192,7.294,38
57,0,35139,Richard Lee,.189,10.775,57
58,0,30925,Dustin Johnson,.185,9.800,53
59,0,30711,Colt Knost,.184,12.305,67
60,0,34099,Harris English,.175,15.234,87
61,0,34174,John Huh,.167,14.226,85
62,0,24361,Pat Perez,.160,11.008,69
63,0,20098,Stuart Appleby,.154,9.991,65
64,0,25686,Jason Dufner,.153,9.777,64
65,0,24940,Edward Loar,.145,6.217,43
66,0,23638,Brendon de Jonge,.144,14.688,102
67,0,29289,S.Y. Noh,.142,12.086,85
68,0,27120,Troy Matteson,.136,11.303,83
69,0,06527,Steve Stricker,.134,7.240,54
70,0,27644,Brian Harman,.132,11.582,88
71,0,10213,Dicky Pride,.130,6.391,49
72,0,28259,Sangmoon Bae,.128,7.288,57
73,0,30750,Tommy Gainey,.113,10.183,90
74,0,21528,Henrik Stenson,.105,4.416,42
75,0,24924,Bill Haas,.103,6.304,61
75,0,24138,Ian Poulter,.103,3.932,38
77,0,33419,Cameron Tringale,.102,7.855,77
78,0,27936,Martin Laird,.099,5.356,54
79,0,28307,Matt Every,.096,6.173,64
80,0,24494,Erik Compton,.092,5.862,64
81,0,26331,Charl Schwartzel,.084,3.365,40
82,0,11123,Chris Couch,.083,4.491,54
83,0,27963,Chris Stroud,.082,6.117,75
84,0,01320,Bob Estes,.074,4.782,65
85,0,27556,Ted Potter Jr.,.073,4.427,61
86,0,34021,Bud Cauley,.065,5.957,91
87,0,01706,Davis Love III,.063,3.299,52
88,0,28237,Rory McIlroy,.058,2.336,40
89,0,21961,Charles Howell III,.054,4.174,77
90,0,27974,Sung Kang,.051,3.134,62
91,0,28308,Troy Kelly,.050,2.529,51
92,0,32200,Roberto Castro,.048,3.583,75
93,0,29926,Danny Lee,.040,2.366,59
93,0,25892,Steve Wheatcroft,.040,1.675,42
95,0,20645,John Senden,.039,2.436,62
96,0,23325,Vaughn Taylor,.031,1.961,64
97,0,21805,Harrison Frazar,.023,1.124,48
98,0,29476,Kyle Reifers,.021,1.544,74
99,0,24604,Hunter Haas,.011,.571,52
100,0,27302,Garth Mulroy,.010,.450,46
101,0,33122,Russell Knox,.000,.011,56
102,0,26329,Louis Oosthuizen,-.004,-.212,49
103,0,01797,Rocco Mediate,-.012,-.702,58
104,0,20766,Padraig Harrington,-.020,-.913,45
105,0,27095,Nick Watney,-.028,-2.103,76
106,0,22913,John Rollins,-.034,-2.404,71
107,0,27064,Jhonattan Vegas,-.035,-2.424,69
108,0,24507,Jason Bohn,-.037,-2.434,66
109,0,06522,Ernie Els,-.050,-3.280,65
110,0,25834,Daniel Summerhays,-.053,-3.600,68
111,0,23353,J.J. Henry,-.054,-3.859,71
111,0,27214,Kevin Streelman,-.054,-4.144,77
113,0,27141,J.B. Holmes,-.057,-4.454,78
114,0,29420,Billy Horschel,-.068,-3.258,48
115,0,23204,Gary Christian,-.077,-5.779,75
115,0,08075,Jerry Kelly,-.077,-5.595,73
117,0,27060,John Mallinger,-.086,-5.437,63
118,0,26300,Matt Jones,-.090,-3.980,44
119,0,21878,Mark Wilson,-.102,-6.952,68
120,0,31558,J.J. Killeen,-.107,-9.012,84
121,0,24781,Hunter Mahan,-.109,-7.000,64
121,0,25240,D.A. Points,-.109,-8.759,80
123,0,29518,Brendan Steele,-.112,-7.199,64
124,0,06251,Chris DiMarco,-.113,-8.109,72
125,0,23135,Tim Clark,-.121,-6.049,50
126,0,22378,Trevor Immelman,-.122,-6.943,57
126,0,22405,Justin Rose,-.122,-6.468,53
128,0,01724,Jeff Maggert,-.127,-9.933,78
129,0,33120,Mark Anderson,-.133,-8.095,61
130,0,24502,Adam Scott,-.138,-5.660,41
131,0,02206,David Toms,-.141,-6.185,44
132,0,21731,Freddie Jacobson,-.145,-6.384,44
133,0,22548,Patrick Sheehan,-.149,-6.535,44
134,0,20572,Rod Pampling,-.153,-10.570,69
135,0,28455,Will Claxton,-.167,-14.351,86
136,0,12782,Tim Herron,-.174,-13.188,76
137,0,30944,Jason Kokrak,-.184,-12.709,69
138,0,01116,Michael Bradley,-.189,-10.374,55
139,0,27933,John Merrick,-.193,-13.925,72
140,0,30926,Chris Kirk,-.195,-16.611,85
141,0,20070,Matt Bettencourt,-.201,-12.073,60
142,0,32102,Rickie Fowler,-.202,-13.340,66
143,0,01766,Billy Mayfair,-.205,-15.991,78
144,0,26476,Chez Reavie,-.206,-13.570,66
145,0,27330,Josh Teater,-.209,-17.388,83
146,0,21407,Arjun Atwal,-.217,-14.324,66
146,0,20848,Ángel Cabrera,-.217,-8.033,37
148,0,25562,Andres Romero,-.223,-12.024,54
149,0,24358,Robert Garrigus,-.225,-16.613,74
150,0,25457,Alexandre Rocha,-.232,-11.584,50
151,0,06034,Marco Dawson,-.235,-10.788,46
152,0,23548,Bill Lunde,-.241,-16.132,67
153,0,20574,Mathew Goggin,-.242,-13.322,55
154,0,23903,Stephen Gangluff,-.243,-10.437,43
155,0,06004,Stephen Ames,-.255,-9.934,39
156,0,32366,Kevin Chappell,-.262,-18.857,72
156,0,32698,Bobby Gates,-.262,-19.929,76
158,0,26679,Kevin Stadler,-.263,-18.428,70
159,0,27436,Graham DeLaet,-.278,-19.707,71
160,0,25804,Bubba Watson,-.280,-14.301,51
161,0,25572,Graeme McDowell,-.282,-10.701,38
162,0,24140,Sean O'Hair,-.286,-21.736,76
163,0,28093,Miguel Angel Carballo,-.294,-16.753,57
164,0,01941,Tom Pernice Jr.,-.318,-16.513,52
165,0,10860,Justin Leonard,-.325,-22.100,68
166,0,26851,Marc Leishman,-.331,-25.169,76
167,0,27770,Camilo Villegas,-.343,-25.070,73
168,0,24357,K.J. Choi,-.344,-19.278,56
169,0,12652,Cameron Beckman,-.353,-24.355,69
170,0,20396,Lee Westwood,-.359,-14.374,40
171,0,23621,Rory Sabbatini,-.370,-26.604,72
172,0,22348,Nick O'Hern,-.392,-26.669,68
173,0,06567,Vijay Singh,-.404,-32.738,81
174,0,30692,Scott Stallings,-.405,-27.522,68
175,0,20691,Greg Owen,-.416,-32.064,77
176,0,32334,Charlie Beljan,-.421,-18.102,43
177,0,12510,Chad Campbell,-.425,-31.015,73
178,0,10885,Robert Allenby,-.428,-28.255,66
179,0,29479,Scott Brown,-.468,-23.853,51
180,0,12716,Charley Hoffman,-.480,-36.504,76
181,0,24846,Ricky Barnes,-.488,-40.006,82
182,0,31323,Gary Woodland,-.497,-26.356,53
183,0,26287,Roland Thatcher,-.514,-22.622,44
184,0,19970,Robert Karlsson,-.531,-21.765,41
185,0,22293,Heath Slocum,-.554,-41.536,75
186,0,23788,D.J. Trahan,-.579,-35.901,62
187,0,28087,Kris Blanks,-.608,-36.469,60
188,0,06036,Scott Dunlap,-.688,-31.655,46
189,0,30110,Kyle Stanley,-.797,-55.770,70
190,0,26289,Boo Weekley,-1.055,-61.185,58
191,0,22582,Kyle Thompson,-1.209,-44.749,37
