RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
30,0,28475,Jeff Overton,.883,81.271,54.307,26.961,92
31,0,01706,Davis Love III,.867,45.075,41.771,3.299,52
31,0,25345,Carl Pettersson,.867,69.395,33.897,35.496,80
33,0,25818,Scott Piercy,.857,73.686,54.649,19.034,86
34,0,26596,Ryan Moore,.847,68.627,34.309,34.312,81
35,0,20396,Lee Westwood,.784,31.351,45.725,-14.374,40
36,0,24361,Pat Perez,.763,52.638,41.627,11.008,69
36,0,06567,Vijay Singh,.763,61.778,94.513,-32.738,81
38,0,34021,Bud Cauley,.721,65.568,59.608,5.957,91
38,0,29289,S.Y. Noh,.721,61.308,49.220,12.086,85
40,0,22046,Geoff Ogilvy,.691,37.991,24.927,13.063,55
41,0,21961,Charles Howell III,.679,52.307,48.131,4.174,77
42,0,06522,Ernie Els,.677,44.004,47.284,-3.280,65
43,0,24924,Bill Haas,.668,40.740,34.430,6.304,61
44,0,20104,Ken Duke,.654,58.877,27.423,31.447,90
45,0,20593,Greg Chalmers,.642,48.159,10.222,37.934,75
46,0,28307,Matt Every,.613,39.221,33.045,6.173,64
47,0,21753,Brian Davis,.594,46.908,17.691,29.211,79
48,0,32200,Roberto Castro,.591,44.316,40.729,3.583,75
48,0,23541,Ben Crane,.591,36.661,9.893,26.762,62
50,0,34174,John Huh,.564,47.964,33.735,14.226,85
50,0,24138,Ian Poulter,.564,21.445,17.513,3.932,38
52,0,27936,Martin Laird,.549,29.624,24.266,5.356,54
53,0,25632,Jimmy Walker,.547,49.758,10.927,38.829,91
54,0,24781,Hunter Mahan,.541,34.632,41.629,-7.000,64
55,0,27095,Nick Watney,.536,40.721,42.819,-2.103,76
56,0,32102,Rickie Fowler,.518,34.166,47.503,-13.340,66
57,0,28455,Will Claxton,.512,44.053,58.400,-14.351,86
58,0,24925,Jonathan Byrd,.506,28.341,13.648,14.686,56
59,0,27141,J.B. Holmes,.496,38.651,43.104,-4.454,78
60,0,25396,Kevin Na,.445,28.944,16.365,12.574,65
61,0,26679,Kevin Stadler,.439,30.744,49.169,-18.428,70
62,0,22913,John Rollins,.431,30.634,33.035,-2.404,71
63,0,28500,Martin Flores,.419,34.325,-19.508,53.826,82
64,0,29420,Billy Horschel,.391,18.772,22.030,-3.258,48
65,0,26951,Johnson Wagner,.385,29.258,2.967,26.284,76
66,0,30110,Kyle Stanley,.384,26.907,82.676,-55.770,70
67,0,25572,Graeme McDowell,.372,14.135,24.838,-10.701,38
68,0,24140,Sean O'Hair,.368,27.946,49.679,-21.736,76
69,0,22378,Trevor Immelman,.365,20.800,27.741,-6.943,57
70,0,01320,Bob Estes,.362,23.521,18.739,4.782,65
71,0,29910,Blake Adams,.356,31.339,10.927,20.406,88
71,0,33419,Cameron Tringale,.356,27.393,19.531,7.855,77
73,0,08725,Tom Gillis,.339,23.374,8.431,14.940,69
74,0,12782,Tim Herron,.334,25.398,38.584,-13.188,76
75,0,27436,Graham DeLaet,.322,22.880,42.586,-19.707,71
76,0,23800,Bryce Molder,.321,22.821,-24.475,47.290,71
77,0,23548,Bill Lunde,.305,20.424,36.553,-16.132,67
78,0,23135,Tim Clark,.301,15.048,21.097,-6.049,50
79,0,34099,Harris English,.299,25.984,10.744,15.234,87
80,0,20691,Greg Owen,.298,22.947,55.009,-32.064,77
81,0,25240,D.A. Points,.284,22.740,31.498,-8.759,80
82,0,12510,Chad Campbell,.283,20.641,51.651,-31.015,73
82,0,20160,Charlie Wi,.283,20.681,.279,20.398,73
84,0,27214,Kevin Streelman,.268,20.641,24.779,-4.144,77
85,0,27466,Spencer Levin,.262,17.262,-4.532,21.790,66
86,0,26758,David Hearn,.261,22.951,-.057,23.003,88
87,0,24357,K.J. Choi,.255,14.262,33.538,-19.278,56
87,0,23353,J.J. Henry,.255,18.105,21.962,-3.859,71
89,0,31202,William McGirt,.253,19.983,-2.306,22.289,79
90,0,30926,Chris Kirk,.244,20.737,37.345,-16.611,85
91,0,27060,John Mallinger,.218,13.763,19.197,-5.437,63
92,0,26851,Marc Leishman,.212,16.087,41.250,-25.169,76
93,0,27644,Brian Harman,.199,17.538,5.952,11.582,88
94,0,27933,John Merrick,.191,13.784,27.705,-13.925,72
94,0,02206,David Toms,.191,8.397,14.579,-6.185,44
96,0,33122,Russell Knox,.179,10.011,9.998,.011,56
96,0,35139,Richard Lee,.179,10.206,-.573,10.775,57
98,0,23204,Gary Christian,.149,11.173,16.949,-5.779,75
99,0,19846,Brian Gay,.148,11.513,-43.379,54.888,78
100,0,22371,Aaron Baddeley,.143,7.865,-25.339,33.197,55
101,0,27330,Josh Teater,.128,10.635,28.020,-17.388,83
102,0,25834,Daniel Summerhays,.126,8.534,12.133,-3.600,68
103,0,11123,Chris Couch,.125,6.734,2.236,4.491,54
104,0,27963,Chris Stroud,.121,9.106,2.984,6.117,75
105,0,21731,Freddie Jacobson,.109,4.812,11.194,-6.384,44
106,0,32150,Michael Thompson,.106,6.880,-16.223,23.097,65
107,0,12716,Charley Hoffman,.087,6.606,43.107,-36.504,76
108,0,29476,Kyle Reifers,.058,4.325,2.777,1.544,74
109,0,06573,Brandt Jobe,.053,2.391,-9.167,11.553,45
110,0,29926,Danny Lee,.037,2.188,-.181,2.366,59
111,0,01724,Jeff Maggert,.030,2.370,12.299,-9.933,78
111,0,23325,Vaughn Taylor,.030,1.888,-.076,1.961,64
113,0,24490,George McNeill,.013,.890,-16.014,16.899,71
114,0,23621,Rory Sabbatini,-.014,-.998,25.600,-26.604,72
115,0,20572,Rod Pampling,-.020,-1.375,9.189,-10.570,69
116,0,27302,Garth Mulroy,-.031,-1.420,-1.873,.450,46
117,0,22293,Heath Slocum,-.035,-2.654,38.877,-41.536,75
118,0,30852,Ryo Ishikawa,-.038,-1.403,-8.655,7.249,37
119,0,26476,Chez Reavie,-.045,-2.981,10.587,-13.570,66
120,0,27120,Troy Matteson,-.051,-4.211,-15.519,11.303,83
121,0,23409,James Driscoll,-.059,-4.132,-34.501,30.362,70
122,0,28087,Kris Blanks,-.061,-3.669,32.797,-36.469,60
123,0,08075,Jerry Kelly,-.067,-4.880,.711,-5.595,73
124,0,01766,Billy Mayfair,-.077,-5.985,10.001,-15.991,78
125,0,32366,Kevin Chappell,-.081,-5.828,13.021,-18.857,72
126,0,26289,Boo Weekley,-.082,-4.760,56.419,-61.185,58
127,0,10213,Dicky Pride,-.090,-4.433,-10.824,6.391,49
128,0,23718,Nathan Green,-.100,-5.689,-19.855,14.162,57
129,0,22961,David Mathis,-.105,-7.266,-30.597,23.324,69
130,0,01797,Rocco Mediate,-.108,-6.276,-5.575,-.702,58
131,0,24604,Hunter Haas,-.109,-5.654,-6.229,.571,52
132,0,20098,Stuart Appleby,-.128,-8.352,-18.346,9.991,65
133,0,29478,Kevin Kisner,-.139,-7.371,-23.426,16.053,53
134,0,24663,Y.E. Yang,-.146,-7.021,-31.807,24.781,48
135,0,27770,Camilo Villegas,-.174,-12.666,12.397,-25.070,73
136,0,24507,Jason Bohn,-.180,-11.912,-9.481,-2.434,66
137,0,24846,Ricky Barnes,-.203,-16.636,23.366,-40.006,82
138,0,20229,Stewart Cink,-.228,-12.296,-28.542,16.239,54
139,0,21878,Mark Wilson,-.245,-16.693,-9.746,-6.952,68
140,0,32698,Bobby Gates,-.265,-20.153,-.229,-19.929,76
141,0,20623,Gavin Coles,-.289,-16.496,-50.169,33.670,57
142,0,31323,Gary Woodland,-.293,-15.540,10.809,-26.356,53
143,0,30692,Scott Stallings,-.323,-21.982,5.537,-27.522,68
144,0,20574,Mathew Goggin,-.327,-17.965,-4.644,-13.322,55
145,0,27064,Jhonattan Vegas,-.387,-26.700,-24.280,-2.424,69
146,0,01249,John Daly,-.406,-15.444,-22.740,7.294,38
147,0,25562,Andres Romero,-.409,-22.102,-10.086,-12.024,54
148,0,30944,Jason Kokrak,-.447,-30.828,-18.119,-12.709,69
149,0,31558,J.J. Killeen,-.449,-37.702,-28.697,-9.012,84
150,0,20848,Ángel Cabrera,-.451,-16.681,-8.651,-8.033,37
151,0,19970,Robert Karlsson,-.469,-19.230,2.532,-21.765,41
152,0,06251,Chris DiMarco,-.477,-34.338,-26.234,-8.109,72
153,0,32334,Charlie Beljan,-.485,-20.870,-2.770,-18.102,43
154,0,22348,Nick O'Hern,-.489,-33.225,-6.560,-26.669,68
155,0,25892,Steve Wheatcroft,-.506,-21.260,-22.938,1.675,42
156,0,24494,Erik Compton,-.517,-33.105,-38.972,5.862,64
156,0,30750,Tommy Gainey,-.517,-46.535,-56.723,10.183,90
156,0,29518,Brendan Steele,-.517,-33.082,-25.893,-7.199,64
159,0,21805,Harrison Frazar,-.551,-26.471,-27.599,1.124,48
160,0,26300,Matt Jones,-.557,-24.507,-20.528,-3.980,44
161,0,06036,Scott Dunlap,-.600,-27.580,4.073,-31.655,46
162,0,10860,Justin Leonard,-.615,-41.831,-19.736,-22.100,68
163,0,10885,Robert Allenby,-.626,-41.341,-13.091,-28.255,66
164,0,21407,Arjun Atwal,-.660,-43.529,-29.209,-14.324,66
165,0,20850,Daniel Chopra,-.679,-29.196,-43.429,14.231,43
166,0,12652,Cameron Beckman,-.689,-47.529,-23.179,-24.355,69
167,0,28308,Troy Kelly,-.692,-35.291,-37.822,2.529,51
168,0,23788,D.J. Trahan,-.726,-44.986,-9.090,-35.901,62
169,0,29479,Scott Brown,-.771,-39.312,-15.463,-23.853,51
170,0,27556,Ted Potter Jr.,-.823,-50.226,-54.654,4.427,61
171,0,25457,Alexandre Rocha,-.856,-42.782,-31.202,-11.584,50
172,0,33120,Mark Anderson,-.875,-53.355,-45.263,-8.095,61
173,0,06004,Stephen Ames,-.906,-35.337,-25.404,-9.934,39
174,0,21350,Ryuji Imada,-.910,-62.814,-87.062,24.242,69
175,0,01116,Michael Bradley,-.954,-52.465,-42.095,-10.374,55
176,0,30711,Colt Knost,-.981,-65.752,-78.062,12.305,67
177,0,27797,Derek Lamely,-1.035,-57.966,-93.591,35.620,56
178,0,28259,Sangmoon Bae,-1.053,-60.020,-67.312,7.288,57
179,0,24940,Edward Loar,-1.118,-48.070,-54.291,6.217,43
180,0,01941,Tom Pernice Jr.,-1.127,-58.579,-42.068,-16.513,52
181,0,26287,Roland Thatcher,-1.158,-50.947,-28.328,-22.622,44
182,0,28093,Miguel Angel Carballo,-1.170,-66.709,-49.957,-16.753,57
183,0,30927,Brendon Todd,-1.190,-74.979,-101.873,26.891,63
184,0,06034,Marco Dawson,-1.215,-55.877,-45.092,-10.788,46
185,0,23542,Tommy Biershenk,-1.227,-71.177,-84.152,12.972,58
186,0,22548,Patrick Sheehan,-1.261,-55.502,-48.968,-6.535,44
187,0,20070,Matt Bettencourt,-1.262,-75.718,-63.649,-12.073,60
188,0,29222,Billy Hurley III,-1.324,-75.469,-91.197,15.721,57
189,0,22582,Kyle Thompson,-1.398,-51.739,-6.991,-44.749,37
190,0,27974,Sung Kang,-1.761,-109.179,-112.322,3.134,62
191,0,23903,Stephen Gangluff,-1.959,-84.244,-73.809,-10.437,43
