RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,28237,Rory McIlroy,2.406,96.228,93.891,2.336,40
2,0,08793,Tiger Woods,2.310,110.894,94.610,16.282,48
3,0,10809,Jim Furyk,1.752,113.906,86.407,27.493,65
4,0,23983,Luke Donald,1.641,78.789,39.530,39.258,48
5,0,22405,Justin Rose,1.640,86.909,93.376,-6.468,53
6,0,25804,Bubba Watson,1.529,77.959,92.258,-14.301,51
7,0,30925,Dustin Johnson,1.509,79.962,70.160,9.800,53
8,0,25686,Jason Dufner,1.446,92.549,82.772,9.777,64
9,0,23623,Bo Van Pelt,1.437,93.403,58.193,35.208,65
10,0,01810,Phil Mickelson,1.422,85.332,51.623,33.707,60
11,0,23108,Matt Kuchar,1.382,91.204,60.052,31.151,66
12,0,06527,Steve Stricker,1.295,69.922,62.681,7.240,54
13,0,24024,Zach Johnson,1.197,88.562,46.559,42.000,74
14,0,24502,Adam Scott,1.164,47.709,53.368,-5.660,41
15,0,29221,Webb Simpson,1.123,74.110,60.197,13.911,66
16,0,33141,Keegan Bradley,1.122,79.633,56.183,23.445,71
17,0,21209,Sergio Garcia,1.104,48.594,30.990,17.601,44
18,0,23638,Brendon de Jonge,1.083,110.451,95.757,14.688,102
19,0,27895,Jonas Blixt,1.062,67.956,16.477,51.477,64
20,0,28089,Jason Day,1.024,48.135,23.389,24.741,47
21,0,27649,Brandt Snedeker,1.010,65.682,9.779,55.901,65
22,0,23320,Ryan Palmer,1.003,71.208,39.039,32.168,71
23,0,20645,John Senden,1.000,61.972,59.534,2.436,62
24,0,24358,Robert Garrigus,.988,73.107,89.720,-16.613,74
25,0,26329,Louis Oosthuizen,.976,47.814,48.024,-.212,49
26,0,26331,Charl Schwartzel,.925,36.981,33.617,3.365,40
27,0,21528,Henrik Stenson,.915,38.409,33.989,4.416,42
28,0,22621,Ben Curtis,.906,43.485,19.244,24.238,48
29,0,20766,Padraig Harrington,.888,39.939,40.853,-.913,45
