RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,55789,Taylor Montgomery,9.50%,358,34
2,0,27974,Sung Kang,9.22%,141,13
3,0,55182,Tom Kim,8.65%,312,27
4,0,31202,William McGirt,8.61%,151,13
5,0,39977,Max Homa,8.55%,304,26
6,0,34409,David Lingmerth,8.23%,243,20
7,0,30927,Brendon Todd,8.10%,358,29
8,0,48081,Xander Schauffele,7.98%,263,21
9,0,55708,Hayden Buckley,7.66%,274,21
9,0,24502,Adam Scott,7.66%,222,17
11,0,31577,Tano Goya,7.57%,317,24
12,0,33597,Harry Higgs,7.52%,266,20
13,0,33141,Keegan Bradley,7.38%,298,22
14,0,52374,Brandon Wu,7.37%,353,26
15,0,34076,Joel Dahmen,7.36%,299,22
16,0,31560,Brian Stuard,7.28%,206,15
17,0,39067,MJ Daffue,7.26%,303,22
17,0,51634,Sahith Theegala,7.26%,372,27
19,0,34255,Joseph Bramlett,7.21%,333,24
19,0,56762,Will Gordon,7.21%,416,30
21,0,48867,Matti Schmid,7.20%,250,18
22,0,25493,Nick Taylor,7.19%,292,21
23,0,58696,Peter Kuest,7.14%,196,14
24,0,49771,J.T. Poston,7.05%,383,27
25,0,47504,Sam Burns,7.04%,284,20
25,0,57362,Austin Eckroat,7.04%,341,24
27,0,30926,Chris Kirk,7.03%,313,22
28,0,52513,Carson Young,7.02%,342,24
29,0,46970,Jon Rahm,6.98%,258,18
30,0,29289,S.Y. Noh,6.94%,216,15
31,0,27129,Luke List,6.93%,361,25
32,0,52375,Doug Ghim,6.92%,347,24
33,0,52955,Ludvig Åberg,6.91%,188,13
33,0,35532,Tom Hoge,6.91%,333,23
35,0,32366,Kevin Chappell,6.90%,174,12
36,0,34098,Russell Henley,6.86%,306,21
37,0,53165,Doc Redman,6.83%,322,22
38,0,29970,Dylan Frittelli,6.75%,252,17
39,0,34610,Matthias Schwab,6.72%,372,25
40,0,39954,Cody Gribble,6.70%,224,15
41,0,25900,Lucas Glover,6.69%,344,23
42,0,54591,Ben Griffin,6.68%,404,27
43,0,48119,Ben Taylor,6.65%,406,27
44,0,30911,Tommy Fleetwood,6.62%,272,18
45,0,39997,Corey Conners,6.57%,350,23
45,0,46046,Scottie Scheffler,6.57%,289,19
47,0,32839,Hideki Matsuyama,6.56%,259,17
48,0,34363,Tyrrell Hatton,6.52%,276,18
49,0,26596,Ryan Moore,6.50%,246,16
50,0,27963,Chris Stroud,6.47%,201,13
51,0,39971,Sungjae Im,6.44%,419,27
52,0,29420,Billy Horschel,6.43%,249,16
53,0,35450,Patrick Cantlay,6.40%,250,16
54,0,22405,Justin Rose,6.38%,235,15
55,0,33653,Thomas Detry,6.36%,283,18
56,0,34563,Chesson Hadley,6.35%,362,23
57,0,40115,Adam Svensson,6.34%,473,30
58,0,32816,Satoshi Kodaira,6.32%,174,11
59,0,36326,David Lipsky,6.28%,366,23
59,0,50493,Justin Suh,6.28%,462,29
61,0,47988,Nick Hardy,6.25%,416,26
62,0,54628,Lee Hodges,6.21%,435,27
63,0,32333,Kevin Tway,6.19%,420,26
64,0,33413,Ben Martin,6.18%,340,21
64,0,51491,Brandon Matthews,6.18%,178,11
66,0,49947,Taylor Moore,6.15%,390,24
67,0,45522,Christiaan Bezuidenhout,6.12%,343,21
68,0,45157,Cam Davis,6.10%,328,20
69,0,40162,Justin Lower,6.09%,361,22
70,0,33410,Andrew Landry,6.07%,247,15
71,0,24024,Zach Johnson,6.03%,282,17
72,0,49298,Kramer Hickok,6.02%,382,23
72,0,32757,Patton Kizzire,6.02%,349,21
74,0,27936,Martin Laird,6.01%,316,19
74,0,48699,Callum Tarren,6.01%,383,23
76,0,32662,Michael Gligic,6.00%,250,15
77,0,20229,Stewart Cink,5.96%,302,18
78,0,36699,Patrick Rodgers,5.94%,387,23
79,0,29725,Tony Finau,5.93%,337,20
80,0,57975,Harry Hall,5.92%,338,20
80,0,52453,Nicolai Hojgaard,5.92%,152,9
82,0,35449,Adam Long,5.90%,390,23
83,0,35310,Lanto Griffin,5.88%,238,14
83,0,39975,Michael Kim,5.88%,289,17
83,0,34431,Robert Streb,5.88%,289,17
86,0,19803,Ryan Armour,5.86%,307,18
86,0,51997,Andrew Novak,5.86%,290,17
88,0,28775,Nate Lashley,5.84%,411,24
89,0,54783,Dylan Wu,5.82%,395,23
90,0,47128,Richy Werenski,5.76%,278,16
91,0,47347,Adam Schenk,5.75%,487,28
92,0,40006,Erik van Rooyen,5.73%,279,16
93,0,46442,Maverick McNealy,5.71%,210,12
94,0,39058,Lucas Herbert,5.70%,193,11
95,0,31646,Emiliano Grillo,5.68%,387,22
95,0,35461,Beau Hossler,5.68%,405,23
97,0,47993,Denny McCarthy,5.67%,406,23
98,0,34099,Harris English,5.61%,392,22
99,0,46435,Austin Cook,5.58%,251,14
100,0,36724,Augusto Núñez,5.54%,271,15
101,0,27095,Nick Watney,5.51%,272,15
102,0,58967,Trevor Werbylo,5.49%,237,13
103,0,47079,Harrison Endycott,5.46%,293,16
103,0,59018,Ryan Gerard,5.46%,183,10
105,0,45242,Kevin Yu,5.45%,220,12
106,0,32139,Danny Willett,5.43%,221,12
107,0,46601,Trey Mullinax,5.42%,277,15
108,0,30163,Henrik Norlander,5.41%,314,17
108,0,47983,Chad Ramey,5.41%,407,22
110,0,49453,Trevor Cone,5.35%,318,17
111,0,32102,Rickie Fowler,5.34%,356,19
112,0,22371,Aaron Baddeley,5.32%,263,14
113,0,34256,Andrew Putnam,5.31%,490,26
114,0,28252,Seamus Power,5.30%,302,16
115,0,34466,Peter Malnati,5.28%,322,17
115,0,50095,Austin Smotherman,5.28%,341,18
117,0,32640,Troy Merritt,5.26%,285,15
118,0,55454,Carl Yuan,5.24%,286,15
119,0,32791,K.H. Lee,5.14%,370,19
120,0,52411,Kyle Westmoreland,5.09%,275,14
121,0,33399,Adam Hadwin,5.08%,374,19
122,0,28420,Ryan Brehm,5.07%,335,17
123,0,50525,Collin Morikawa,5.06%,257,13
124,0,48084,Wesley Bryan,5.04%,119,6
124,0,50188,S.H. Kim,5.04%,377,19
126,0,32448,James Hahn,5.00%,340,17
126,0,46717,Viktor Hovland,5.00%,260,13
128,0,37455,Si Woo Kim,4.98%,321,16
129,0,40250,Taylor Pendrith,4.97%,382,19
130,0,27214,Kevin Streelman,4.93%,365,18
131,0,35901,Paul Haley II,4.91%,285,14
132,0,31557,Jim Herman,4.85%,309,15
132,0,33204,Shane Lowry,4.85%,227,11
134,0,48887,Matt Wallace,4.83%,290,14
135,0,24925,Jonathan Byrd,4.82%,166,8
136,0,31323,Gary Woodland,4.80%,333,16
137,0,25686,Jason Dufner,4.73%,296,14
138,0,35506,Mackenzie Hughes,4.72%,339,16
138,0,23108,Matt Kuchar,4.72%,360,17
140,0,30692,Scott Stallings,4.70%,319,15
141,0,48117,Kurt Kitayama,4.65%,215,10
141,0,39335,Kevin Roy,4.65%,258,12
143,0,29221,Webb Simpson,4.63%,216,10
144,0,40098,Matt Fitzpatrick,4.59%,283,13
145,0,36799,Stephan Jaeger,4.56%,504,23
146,0,51349,Nico Echavarria,4.53%,243,11
147,0,56630,Akshay Bhatia,4.47%,246,11
147,0,33448,Justin Thomas,4.47%,291,13
149,0,27349,Alex Noren,4.46%,336,15
150,0,27554,Scott Harrington,4.42%,249,11
151,0,51414,Brent Grant,4.33%,254,11
151,0,35879,Kelly Kraft,4.33%,323,14
153,0,28089,Jason Day,4.30%,279,12
153,0,46441,Robby Shelton,4.30%,349,15
155,0,33408,Tyson Alexander,4.25%,306,13
155,0,49960,Sepp Straka,4.25%,353,15
157,0,26476,Chez Reavie,4.23%,378,16
158,0,49766,Hank Lebioda,4.19%,191,8
159,0,46340,Alex Smalley,4.16%,409,17
160,0,33948,Byeong Hun An,4.13%,315,13
161,0,37338,Zecheng Dou,4.11%,316,13
162,0,29908,C.T. Pan,4.10%,195,8
163,0,55893,Sam Stevens,4.07%,344,14
164,0,47591,Eric Cole,4.05%,395,16
165,0,28237,Rory McIlroy,3.98%,251,10
166,0,37275,Sam Ryder,3.93%,356,14
167,0,39546,Keith Mitchell,3.90%,308,12
168,0,39324,J.J. Spaun,3.87%,362,14
169,0,51766,Wyndham Clark,3.86%,415,16
169,0,29535,Brice Garnett,3.86%,311,12
169,0,54421,Garrick Higgo,3.86%,415,16
172,0,51950,Max McGreevy,3.85%,260,10
172,0,23320,Ryan Palmer,3.85%,286,11
174,0,47995,Davis Riley,3.83%,313,12
175,0,25818,Scott Piercy,3.82%,314,12
176,0,58168,Davis Thompson,3.80%,395,15
177,0,52372,Cameron Champ,3.76%,319,12
178,0,57366,Cameron Young,3.62%,276,10
179,0,36801,Mark Hubbard,3.58%,391,14
180,0,34046,Jordan Spieth,3.45%,232,8
181,0,27644,Brian Harman,3.43%,350,12
182,0,36871,Matt NeSmith,3.41%,381,13
183,0,33122,Russell Knox,3.40%,382,13
183,0,51890,Greyson Sigg,3.40%,382,13
185,0,45609,Tyler Duncan,3.33%,390,13
186,0,46414,Aaron Rai,3.31%,362,12
187,0,12716,Charley Hoffman,3.24%,278,9
188,0,51070,Vincent Norrman,2.98%,302,9
189,0,40058,Zac Blair,2.70%,259,7
190,0,35617,Martin Trainer,2.51%,199,5
191,0,25632,Jimmy Walker,2.37%,337,8
192,0,24140,Sean O'Hair,2.07%,145,3
193,0,22056,Cameron Percy,1.90%,210,4
