RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,27141,J.B. Holmes,70.92,1504294,212126
2,0,30925,Dustin Johnson,69.63,1749558,251250
3,0,24358,Robert Garrigus,69.54,2199360,316284
4,0,25804,Bubba Watson,69.45,1866879,268798
5,0,25274,Steven Bowditch,68.81,2501161,363464
6,0,12716,Charley Hoffman,68.56,2297382,335090
7,0,27064,Jhonattan Vegas,68.29,2232701,326956
8,0,21805,Harrison Frazar,68.00,1349068,198397
9,0,27936,Martin Laird,67.97,1904208,280144
10,0,23497,Tag Ridings,67.93,2357997,347147
11,0,30946,Alex Prugh,67.92,2230242,328346
11,0,31323,Gary Woodland,67.92,2219038,326729
13,0,27095,Nick Watney,67.79,1953050,288097
14,0,27330,Josh Teater,67.78,2902404,428220
14,0,23788,D.J. Trahan,67.78,2613614,385609
16,0,25818,Scott Piercy,67.71,1977209,292009
16,0,30692,Scott Stallings,67.71,2185438,322765
18,0,23320,Ryan Palmer,67.69,1845873,272712
19,0,01810,Phil Mickelson,67.65,1801146,266262
20,0,20848,Ángel Cabrera,67.62,1096410,162144
21,0,24502,Adam Scott,67.60,1456384,215443
22,0,27120,Troy Matteson,67.52,2505573,371111
23,0,28475,Jeff Overton,67.47,2321835,344144
24,0,34072,Will Strickler,67.44,1360856,201799
25,0,30110,Kyle Stanley,67.37,2508176,372296
26,0,22913,John Rollins,67.20,2235301,332638
27,0,26289,Boo Weekley,67.14,1780882,265238
28,0,23623,Bo Van Pelt,67.12,2238432,333477
29,0,32102,Rickie Fowler,67.09,2066680,308023
30,0,32366,Kevin Chappell,67.08,1891483,281967
31,0,24924,Bill Haas,67.06,2254322,336151
31,0,25562,Andres Romero,67.06,2122492,316500
33,0,23409,James Driscoll,67.05,1882511,280742
34,0,31193,Jim Renner,67.01,1650696,246343
35,0,28089,Jason Day,67.00,1864676,278298
36,0,21209,Sergio Garcia,66.98,1417951,211692
37,0,29718,Anthony Kim,66.95,1846083,275729
38,0,30750,Tommy Gainey,66.93,2831852,423116
38,0,31557,Jim Herman,66.93,1772374,264806
40,0,22371,Aaron Baddeley,66.81,1927432,288512
40,0,29221,Webb Simpson,66.81,2577556,385797
42,0,33141,Keegan Bradley,66.80,2416757,361784
43,0,01706,Davis Love III,66.75,1625459,243517
