RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,28158,Steve Marino,42.38,367,866,-0.120
2,0,23621,Rory Sabbatini,39.22,333,849,-0.159
3,0,26289,Boo Weekley,37.94,302,796,-0.070
4,0,27963,Chris Stroud,37.22,405,1088,-0.109
5,0,26596,Ryan Moore,37.20,311,836,-0.109
6,0,22405,Justin Rose,36.62,323,882,-0.142
7,0,31193,Jim Renner,36.52,271,742,+0.022
8,0,10885,Robert Allenby,36.33,356,980,-0.053
9,0,29718,Anthony Kim,36.27,296,816,-0.010
10,0,06567,Vijay Singh,36.25,364,1004,-0.055
11,0,25686,Jason Dufner,36.17,327,904,-0.144
12,0,28679,Fabián Gómez,36.07,347,962,-0.061
13,0,21731,Freddie Jacobson,35.89,351,978,-0.046
14,0,33413,Ben Martin,35.86,326,909,-0.003
15,0,20157,Retief Goosen,35.79,199,556,-0.080
16,0,24663,Y.E. Yang,35.71,210,588,-0.005
17,0,23788,D.J. Trahan,35.58,412,1158,-0.058
18,0,24781,Hunter Mahan,35.49,379,1068,-0.124
19,0,25345,Carl Pettersson,35.48,447,1260,-0.094
20,0,26476,Chez Reavie,35.43,405,1143,-0.074
21,0,20160,Charlie Wi,35.41,381,1076,-0.024
22,0,21949,Joe Ogilvie,35.29,301,853,-0.013
23,0,23548,Bill Lunde,35.22,379,1076,-0.013
24,0,34255,Joseph Bramlett,35.21,300,852,-0.047
25,0,28475,Jeff Overton,35.00,357,1020,-0.059
26,0,08375,Paul Stankowski,34.98,318,909,-0.057
27,0,26679,Kevin Stadler,34.94,355,1016,+0.003
28,0,12510,Chad Campbell,34.90,423,1212,-0.090
29,0,24357,K.J. Choi,34.81,282,810,-0.057
30,0,29420,Billy Horschel,34.80,301,865,-0.053
31,0,23108,Matt Kuchar,34.74,346,996,-0.150
32,0,29518,Brendan Steele,34.60,372,1075,-0.032
33,0,29221,Webb Simpson,34.52,399,1156,-0.128
34,0,25572,Graeme McDowell,34.48,180,522,-0.011
35,0,24924,Bill Haas,34.42,347,1008,-0.066
36,0,12652,Cameron Beckman,34.41,308,895,-0.110
36,0,27649,Brandt Snedeker,34.41,321,933,-0.199
38,0,31202,William McGirt,34.40,442,1285,-0.038
39,0,22913,John Rollins,34.33,344,1002,-0.087
40,0,32640,Troy Merritt,34.30,273,796,-0.048
41,0,23614,Rich Beem,34.17,219,641,+0.059
42,0,30750,Tommy Gainey,34.12,433,1269,-0.044
42,0,33419,Cameron Tringale,34.12,462,1354,-0.035
44,0,06522,Ernie Els,34.10,283,830,-0.060
45,0,23638,Brendon de Jonge,34.09,437,1282,-0.089
46,0,26300,Matt Jones,34.04,303,890,-0.059
47,0,27120,Troy Matteson,34.01,384,1129,-0.013
48,0,32876,Martin Piller,33.98,247,727,+0.004
49,0,20572,Rod Pampling,33.97,285,839,-0.102
50,0,23541,Ben Crane,33.94,296,872,-0.091
51,0,06527,Steve Stricker,33.91,253,746,-0.154
52,0,08725,Tom Gillis,33.86,237,700,-0.030
53,0,27214,Kevin Streelman,33.77,335,992,-0.137
54,0,25240,D.A. Points,33.75,349,1034,-0.158
55,0,23409,James Driscoll,33.69,287,852,-0.021
56,0,27466,Spencer Levin,33.66,441,1310,-0.070
56,0,20645,John Senden,33.66,380,1129,-0.063
58,0,12782,Tim Herron,33.64,362,1076,-0.025
59,0,32366,Kevin Chappell,33.57,286,852,+0.003
59,0,26287,Roland Thatcher,33.57,285,849,-0.063
61,0,25818,Scott Piercy,33.45,295,882,-0.010
62,0,24507,Jason Bohn,33.44,315,942,-0.108
62,0,20766,Padraig Harrington,33.44,210,628,-0.081
64,0,21878,Mark Wilson,33.37,325,974,-0.065
65,0,01577,Lee Janzen,33.33,233,699,-0.116
65,0,27933,John Merrick,33.33,280,840,-0.021
67,0,24361,Pat Perez,33.30,325,976,-0.068
68,0,24925,Jonathan Byrd,33.13,334,1008,-0.072
69,0,29478,Kevin Kisner,33.12,264,797,-0.049
70,0,24490,George McNeill,33.04,267,808,-0.090
71,0,21961,Charles Howell III,32.91,418,1270,-0.077
72,0,24846,Ricky Barnes,32.85,293,892,-0.078
73,0,23623,Bo Van Pelt,32.73,325,993,-0.058
74,0,24604,Hunter Haas,32.72,388,1186,-0.067
75,0,22046,Geoff Ogilvy,32.71,246,752,-0.110
75,0,32150,Michael Thompson,32.71,316,966,-0.063
77,0,25562,Andres Romero,32.70,310,948,-0.042
78,0,22371,Aaron Baddeley,32.60,283,868,-0.166
79,0,23325,Vaughn Taylor,32.56,377,1158,-0.103
80,0,01766,Billy Mayfair,32.52,386,1187,-0.119
81,0,20098,Stuart Appleby,32.38,272,840,-0.026
82,0,21805,Harrison Frazar,32.36,189,584,-0.042
83,0,32102,Rickie Fowler,32.25,298,924,-0.070
84,0,10585,Scott McCarron,32.23,243,754,-0.012
85,0,21753,Brian Davis,32.22,413,1282,-0.109
86,0,24290,D.J. Brigman,32.21,248,770,+0.012
87,0,21350,Ryuji Imada,32.17,341,1060,-0.070
88,0,29720,Andres Gonzales,31.99,206,644,-0.073
89,0,26881,Jarrod Lyle,31.67,318,1004,-0.057
90,0,30926,Chris Kirk,31.66,340,1074,-0.065
91,0,06621,Joe Durant,31.65,282,891,-0.078
92,0,26951,Johnson Wagner,31.60,309,978,-0.110
93,0,35087,Bio Kim,31.52,255,809,+0.043
94,0,32698,Bobby Gates,31.51,294,933,-0.078
94,0,27974,Sung Kang,31.51,225,714,-0.084
96,0,27770,Camilo Villegas,31.45,251,798,-0.076
97,0,12716,Charley Hoffman,31.40,325,1035,-0.058
98,0,20498,Briny Baird,31.34,215,686,-0.102
99,0,23983,Luke Donald,31.32,228,728,-0.162
100,0,21407,Arjun Atwal,31.27,364,1164,-0.071
101,0,23353,J.J. Henry,31.18,343,1100,-0.032
101,0,30946,Alex Prugh,31.18,309,991,+0.071
103,0,27095,Nick Watney,31.13,269,864,-0.089
104,0,31557,Jim Herman,31.08,248,798,+0.044
105,0,26758,David Hearn,30.92,329,1064,-0.116
106,0,22293,Heath Slocum,30.86,320,1037,-0.088
107,0,22378,Trevor Immelman,30.84,288,934,-0.122
108,0,01810,Phil Mickelson,30.79,250,812,-0.152
109,0,26331,Charl Schwartzel,30.71,172,560,-0.035
110,0,28486,Michael Putnam,30.68,227,740,+0.022
111,0,29910,Blake Adams,30.67,449,1464,-0.056
112,0,28087,Kris Blanks,30.57,354,1158,-0.059
113,0,20472,Alex Cejka,30.52,199,652,-0.020
114,0,06515,Shaun Micheel,30.31,274,904,-0.033
115,0,21209,Sergio Garcia,30.19,189,626,-0.127
115,0,08537,J.P. Hayes,30.19,202,669,-0.040
117,0,20070,Matt Bettencourt,30.15,325,1078,-0.077
118,0,25900,Lucas Glover,30.12,256,850,-0.109
119,0,27797,Derek Lamely,29.96,243,811,-0.029
120,0,23320,Ryan Palmer,29.95,251,838,-0.008
121,0,27936,Martin Laird,29.93,258,862,-0.031
122,0,30711,Colt Knost,29.81,279,936,+0.025
123,0,06004,Stephen Ames,29.78,249,836,-0.084
124,0,26668,Marc Turnesa,29.73,190,639,-0.016
125,0,24502,Adam Scott,29.50,187,634,-0.032
126,0,27330,Josh Teater,29.42,378,1285,-0.016
127,0,34072,Will Strickler,29.40,177,602,-0.068
128,0,24024,Zach Johnson,29.24,262,896,-0.168
129,0,10733,Kent Jones,29.23,273,934,-0.084
130,0,01116,Michael Bradley,29.20,240,822,-0.042
130,0,06573,Brandt Jobe,29.20,330,1130,-0.039
132,0,10809,Jim Furyk,28.98,284,980,-0.067
133,0,07457,Steve Flesch,28.83,314,1089,-0.070
134,0,10505,Shane Bertsch,28.71,209,728,-0.100
135,0,20229,Stewart Cink,28.63,207,723,-0.130
136,0,07867,Woody Austin,28.59,199,696,-0.156
137,0,25457,Alexandre Rocha,28.57,196,686,-0.036
138,0,06251,Chris DiMarco,28.56,327,1145,-0.098
139,0,24980,Scott Gutschewski,28.44,219,770,+0.023
140,0,33141,Keegan Bradley,28.40,305,1074,+0.007
140,0,01948,Tim Petrovic,28.40,305,1074,-0.082
142,0,20593,Greg Chalmers,28.22,311,1102,-0.071
143,0,02206,David Toms,28.17,231,820,-0.126
144,0,20848,Ángel Cabrera,28.16,138,490,+0.065
145,0,22961,David Mathis,28.09,275,979,-0.073
146,0,24140,Sean O'Hair,28.04,235,838,-0.017
147,0,01706,Davis Love III,28.02,204,728,-0.078
148,0,28620,Aron Price,27.99,192,686,-0.089
149,0,20436,Garrett Willis,27.95,249,891,-0.193
150,0,11123,Chris Couch,27.91,264,946,-0.053
151,0,10860,Justin Leonard,27.86,287,1030,-0.105
152,0,23673,Michael Connell,27.83,280,1006,-0.114
153,0,23718,Nathan Green,27.74,271,977,-0.055
154,0,31401,Zack Miller,27.68,289,1044,+0.048
155,0,26851,Marc Leishman,27.51,307,1116,-0.042
156,0,23800,Bryce Molder,27.47,272,990,-0.132
157,0,27939,Matt McQuillan,27.27,183,671,-0.087
157,0,24138,Ian Poulter,27.27,150,550,-0.187
159,0,19970,Robert Karlsson,27.19,171,629,-0.082
160,0,01313,Steve Elkington,27.13,159,586,-0.145
161,0,25444,Justin Hicks,27.11,167,616,+0.054
162,0,30110,Kyle Stanley,27.06,302,1116,-0.033
163,0,25632,Jimmy Walker,26.93,286,1062,-0.007
164,0,09011,David Duval,26.86,217,808,+0.014
164,0,33911,Nate Smith,26.86,199,741,-0.060
166,0,23497,Tag Ridings,26.72,276,1033,+0.025
167,0,22621,Ben Curtis,26.67,231,866,-0.104
168,0,25274,Steven Bowditch,26.65,290,1088,-0.028
169,0,30692,Scott Stallings,26.01,250,961,+0.056
170,0,27064,Jhonattan Vegas,25.97,254,978,+0.035
171,0,28089,Jason Day,25.91,214,826,-0.028
172,0,01797,Rocco Mediate,25.67,173,674,E
173,0,25834,Daniel Summerhays,25.65,236,920,-0.034
174,0,22348,Nick O'Hern,25.64,272,1061,-0.107
175,0,20127,Chris Riley,25.63,243,948,-0.115
176,0,25396,Kevin Na,25.37,240,946,-0.171
177,0,06643,Paul Goydos,25.19,260,1032,-0.119
178,0,26420,Richard Johnson,23.84,180,755,+0.089
179,0,24358,Robert Garrigus,23.45,227,968,+0.040
180,0,08075,Jerry Kelly,23.00,218,948,-0.179
181,0,30925,Dustin Johnson,22.50,171,760,-0.064
182,0,12602,Dean Wilson,22.10,175,792,E
183,0,27141,J.B. Holmes,21.12,139,658,+0.043
184,0,19846,Brian Gay,20.29,209,1030,-0.139
185,0,31323,Gary Woodland,20.23,197,974,+0.066
186,0,25804,Bubba Watson,17.94,148,825,-0.007
