RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,27141,J.B. Holmes,57.12,508093,88957
2,0,25804,Bubba Watson,56.66,623750,110082
3,0,24358,Robert Garrigus,56.43,702676,124511
4,0,31323,Gary Woodland,56.42,675568,119741
5,0,30925,Dustin Johnson,56.39,544905,96623
6,0,30110,Kyle Stanley,54.99,739576,134487
7,0,20848,Ángel Cabrera,54.95,334807,60927
8,0,27064,Jhonattan Vegas,54.91,652915,118899
9,0,25818,Scott Piercy,54.56,601898,110319
10,0,27936,Martin Laird,54.52,617880,113338
11,0,23497,Tag Ridings,54.43,661727,121571
12,0,34072,Will Strickler,54.41,390863,71841
13,0,25274,Steven Bowditch,54.37,713381,131198
13,0,01706,Davis Love III,54.37,466260,85763
13,0,27330,Josh Teater,54.37,835188,153623
16,0,11123,Chris Couch,54.10,634109,117214
17,0,22371,Aaron Baddeley,54.08,574562,106246
18,0,33141,Keegan Bradley,54.05,693618,128320
19,0,23788,D.J. Trahan,54.02,745713,138056
20,0,32102,Rickie Fowler,53.96,607957,112678
20,0,27095,Nick Watney,53.96,567867,105246
22,0,31557,Jim Herman,53.93,534077,99038
22,0,01810,Phil Mickelson,53.93,577465,107072
24,0,26851,Marc Leishman,53.87,740794,137524
25,0,30946,Alex Prugh,53.86,662451,122985
26,0,28089,Jason Day,53.83,525574,97637
27,0,27120,Troy Matteson,53.80,775348,144106
28,0,30692,Scott Stallings,53.78,625764,116364
29,0,23623,Bo Van Pelt,53.68,626143,116634
30,0,24924,Bill Haas,53.61,664188,123893
31,0,31401,Zack Miller,53.55,692701,129345
32,0,25632,Jimmy Walker,53.51,651513,121755
33,0,12716,Charley Hoffman,53.49,736565,137694
34,0,24502,Adam Scott,53.46,388968,72761
35,0,27797,Derek Lamely,53.44,549719,102866
36,0,19970,Robert Karlsson,53.42,407744,76325
37,0,28486,Michael Putnam,53.41,455007,85198
38,0,24980,Scott Gutschewski,53.39,510552,95624
39,0,35087,Bio Kim,53.38,527403,98796
40,0,21209,Sergio Garcia,53.36,397569,74509
41,0,21961,Charles Howell III,53.29,815869,153113
41,0,24490,George McNeill,53.29,509395,95582
43,0,06573,Brandt Jobe,53.28,756421,141972
44,0,29221,Webb Simpson,53.24,740450,139070
45,0,21805,Harrison Frazar,53.22,360578,67748
46,0,32366,Kevin Chappell,53.11,552652,104060
47,0,22913,John Rollins,53.10,651261,122637
48,0,23320,Ryan Palmer,53.08,585230,110248
49,0,32698,Bobby Gates,53.07,627638,118265
49,0,28158,Steve Marino,53.07,567161,106865
51,0,06567,Vijay Singh,53.02,642487,121187
52,0,26289,Boo Weekley,53.01,507370,95712
53,0,30750,Tommy Gainey,52.98,803430,151634
53,0,26331,Charl Schwartzel,52.98,376656,71099
55,0,23409,James Driscoll,52.97,562088,106109
56,0,25900,Lucas Glover,52.94,531711,100446
57,0,28475,Jeff Overton,52.92,627169,118512
58,0,31193,Jim Renner,52.89,487077,92101
59,0,09011,David Duval,52.86,548537,103779
60,0,27933,John Merrick,52.80,495366,93823
61,0,27974,Sung Kang,52.77,453375,85910
61,0,27770,Camilo Villegas,52.77,500258,94801
63,0,29518,Brendan Steele,52.76,707738,134139
64,0,25562,Andres Romero,52.75,598733,113495
65,0,20766,Padraig Harrington,52.74,402174,76253
66,0,23548,Bill Lunde,52.71,742764,140920
67,0,26300,Matt Jones,52.70,626994,118968
68,0,24925,Jonathan Byrd,52.67,639337,121382
68,0,30926,Chris Kirk,52.67,686023,130248
70,0,24781,Hunter Mahan,52.63,694170,131889
70,0,33419,Cameron Tringale,52.63,835200,158700
72,0,01577,Lee Janzen,52.62,438316,83292
72,0,32876,Martin Piller,52.62,461408,87687
74,0,24361,Pat Perez,52.57,663857,126288
75,0,26476,Chez Reavie,52.52,750422,142881
76,0,29910,Blake Adams,52.50,945460,180098
77,0,08725,Tom Gillis,52.49,379933,72384
78,0,25345,Carl Pettersson,52.45,764722,145806
79,0,34255,Joseph Bramlett,52.43,549588,104819
