RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,08075,Jerry Kelly,47.37,72,152,-0.08
2,0,06643,Paul Goydos,43.83,71,162,-0.07
3,0,01797,Rocco Mediate,43.40,46,106,+0.09
4,0,30711,Colt Knost,42.57,63,148,+0.06
5,0,20593,Greg Chalmers,42.26,71,168,+0.03
6,0,24024,Zach Johnson,41.91,57,136,-0.12
7,0,22621,Ben Curtis,40.63,52,128,-0.06
8,0,02206,David Toms,40.44,55,136,-0.16
9,0,22348,Nick O'Hern,40.36,67,166,-0.15
10,0,01313,Steve Elkington,40.00,40,100,-0.15
11,0,19846,Brian Gay,39.63,65,164,-0.06
12,0,26420,Richard Johnson,38.79,45,116,+0.16
13,0,20472,Alex Cejka,38.68,41,106,-0.05
14,0,26951,Johnson Wagner,38.31,59,154,-0.14
15,0,20127,Chris Riley,38.19,55,144,-0.02
16,0,12602,Dean Wilson,37.90,47,124,+0.04
17,0,22293,Heath Slocum,37.80,62,164,-0.19
18,0,06621,Joe Durant,36.96,51,138,-0.04
19,0,23800,Bryce Molder,36.88,59,160,E
20,0,23673,Michael Connell,36.84,56,152,+0.07
21,0,33911,Nate Smith,36.67,44,120,-0.14
22,0,20436,Garrett Willis,36.23,50,138,-0.22
23,0,06251,Chris DiMarco,35.96,64,178,-0.16
24,0,25396,Kevin Na,35.90,56,156,-0.20
25,0,01766,Billy Mayfair,35.56,64,180,-0.14
26,0,10860,Justin Leonard,35.00,56,160,-0.13
27,0,24138,Ian Poulter,34.88,30,86,-0.17
28,0,10505,Shane Bertsch,34.82,39,112,-0.08
29,0,01948,Tim Petrovic,34.34,57,166,-0.02
30,0,22961,David Mathis,33.77,52,154,-0.12
31,0,08375,Paul Stankowski,33.33,48,144,+0.06
32,0,07457,Steve Flesch,32.74,55,168,-0.11
33,0,27939,Matt McQuillan,32.73,36,110,+0.03
34,0,21350,Ryuji Imada,32.53,54,166,-0.04
35,0,06004,Stephen Ames,32.31,42,130,+0.10
36,0,23541,Ben Crane,32.09,43,134,+0.09
37,0,29478,Kevin Kisner,32.03,41,128,-0.02
38,0,21407,Arjun Atwal,32.02,57,178,-0.04
38,0,23325,Vaughn Taylor,32.02,57,178,+0.02
40,0,27466,Spencer Levin,31.90,67,210,-0.12
41,0,28679,Fabián Gómez,31.58,48,152,+0.08
42,0,01577,Lee Janzen,31.25,35,112,+0.09
43,0,21753,Brian Davis,31.07,64,206,+0.08
44,0,25572,Graeme McDowell,30.77,24,78,-0.21
45,0,21878,Mark Wilson,30.38,48,158,-0.15
46,0,21731,Freddie Jacobson,30.26,46,152,E
47,0,20160,Charlie Wi,30.12,50,166,-0.04
48,0,23718,Nathan Green,30.00,45,150,+0.20
48,0,33413,Ben Martin,30.00,42,140,+0.14
48,0,27649,Brandt Snedeker,30.00,45,150,-0.18
51,0,24604,Hunter Haas,29.89,55,184,-0.15
52,0,32640,Troy Merritt,29.51,36,122,-0.03
53,0,20098,Stuart Appleby,29.37,37,126,+0.14
54,0,26668,Marc Turnesa,29.00,29,100,-0.03
55,0,10809,Jim Furyk,28.95,44,152,-0.23
56,0,31202,William McGirt,28.79,57,198,+0.14
57,0,24663,Y.E. Yang,28.72,27,94,-0.07
58,0,23638,Brendon de Jonge,28.71,58,202,-0.16
59,0,23614,Rich Beem,28.30,30,106,-0.10
60,0,28087,Kris Blanks,27.78,50,180,-0.16
60,0,08537,J.P. Hayes,27.78,30,108,+0.10
62,0,24357,K.J. Choi,27.69,36,130,-0.14
63,0,20498,Briny Baird,26.92,28,104,-0.04
63,0,28620,Aron Price,26.92,28,104,-0.11
65,0,27214,Kevin Streelman,26.83,44,164,-0.18
66,0,10733,Kent Jones,26.76,38,142,+0.08
67,0,06515,Shaun Micheel,26.71,39,146,+0.10
68,0,24507,Jason Bohn,26.47,36,136,-0.17
68,0,25240,D.A. Points,26.47,45,170,+0.13
70,0,23983,Luke Donald,26.32,30,114,-0.07
71,0,26758,David Hearn,26.25,42,160,+0.14
72,0,25444,Justin Hicks,26.04,25,96,+0.20
73,0,20229,Stewart Cink,25.86,30,116,+0.13
74,0,01116,Michael Bradley,25.71,36,140,-0.03
75,0,25686,Jason Dufner,25.68,38,148,+0.08
76,0,06527,Steve Stricker,25.44,29,114,-0.31
77,0,29420,Billy Horschel,25.36,35,138,+0.03
78,0,20157,Retief Goosen,25.00,21,84,+0.33
79,0,26881,Jarrod Lyle,24.68,39,158,-0.05
80,0,12652,Cameron Beckman,24.63,33,134,-0.09
81,0,07867,Woody Austin,24.53,26,106,+0.04
82,0,29720,Andres Gonzales,24.00,24,100,+0.25
83,0,25834,Daniel Summerhays,23.97,35,146,+0.06
84,0,21949,Joe Ogilvie,23.88,32,134,-0.03
85,0,29910,Blake Adams,23.66,53,224,-0.08
86,0,22378,Trevor Immelman,23.65,35,148,+0.03
87,0,08725,Tom Gillis,23.64,26,110,E
87,0,27974,Sung Kang,23.64,26,110,+0.04
89,0,26287,Roland Thatcher,23.13,31,134,-0.03
90,0,06522,Ernie Els,22.95,28,122,+0.14
91,0,20766,Padraig Harrington,22.55,23,102,-0.22
92,0,23108,Matt Kuchar,22.44,35,156,-0.17
93,0,26596,Ryan Moore,22.31,29,130,-0.10
94,0,27933,John Merrick,22.22,28,126,-0.04
95,0,20070,Matt Bettencourt,22.02,37,168,-0.24
96,0,20572,Rod Pampling,21.88,28,128,-0.14
97,0,25457,Alexandre Rocha,21.70,23,106,+0.13
98,0,29518,Brendan Steele,21.26,37,174,E
99,0,24290,D.J. Brigman,21.19,25,118,+0.16
100,0,22405,Justin Rose,20.90,28,134,E
101,0,12510,Chad Campbell,20.88,38,182,-0.03
102,0,22046,Geoff Ogilvy,20.69,24,116,-0.08
103,0,23353,J.J. Henry,20.45,36,176,-0.11
103,0,23548,Bill Lunde,20.45,36,176,-0.19
105,0,12782,Tim Herron,20.37,33,162,+0.15
106,0,32876,Martin Piller,20.34,24,118,-0.04
107,0,10885,Robert Allenby,20.00,30,150,E
108,0,24781,Hunter Mahan,19.88,33,166,-0.03
109,0,32150,Michael Thompson,19.86,29,146,+0.17
110,0,24924,Bill Haas,19.38,31,160,-0.10
111,0,25562,Andres Romero,19.33,29,150,+0.17
112,0,23621,Rory Sabbatini,19.01,27,142,+0.33
113,0,24140,Sean O'Hair,18.94,25,132,+0.32
114,0,10585,Scott McCarron,18.85,23,122,-0.13
115,0,26679,Kevin Stadler,18.75,30,160,-0.17
116,0,26851,Marc Leishman,18.67,31,166,+0.35
117,0,28486,Michael Putnam,18.64,22,118,+0.05
118,0,09011,David Duval,18.46,24,130,-0.04
119,0,24925,Jonathan Byrd,18.42,28,152,-0.18
119,0,24361,Pat Perez,18.42,28,152,+0.18
121,0,32366,Kevin Chappell,18.38,25,136,+0.12
122,0,21209,Sergio Garcia,18.37,18,98,+0.06
123,0,24490,George McNeill,18.03,22,122,+0.05
124,0,30946,Alex Prugh,17.95,28,156,-0.14
125,0,33419,Cameron Tringale,17.92,38,212,E
126,0,11123,Chris Couch,17.81,26,146,E
127,0,29221,Webb Simpson,17.78,32,180,-0.06
128,0,31193,Jim Renner,17.54,20,114,E
129,0,27963,Chris Stroud,17.26,29,168,-0.07
130,0,25900,Lucas Glover,17.19,22,128,+0.05
131,0,22371,Aaron Baddeley,17.16,23,134,-0.22
132,0,28475,Jeff Overton,17.09,27,158,-0.22
133,0,34255,Joseph Bramlett,16.92,22,130,+0.36
133,0,01810,Phil Mickelson,16.92,22,130,-0.05
135,0,01706,Davis Love III,16.67,20,120,+0.25
136,0,26300,Matt Jones,16.20,23,142,-0.13
137,0,35087,Bio Kim,16.15,21,130,+0.24
138,0,34072,Will Strickler,15.96,15,94,+0.07
139,0,25345,Carl Pettersson,15.93,29,182,-0.07
140,0,28158,Steve Marino,15.71,22,140,+0.05
141,0,22913,John Rollins,15.66,26,166,-0.23
142,0,30926,Chris Kirk,15.52,27,174,+0.11
143,0,23623,Bo Van Pelt,15.38,24,156,+0.13
144,0,06573,Brandt Jobe,15.22,28,184,-0.11
145,0,30750,Tommy Gainey,15.00,30,200,E
145,0,21961,Charles Howell III,15.00,30,200,-0.07
147,0,27330,Josh Teater,14.80,29,196,+0.10
148,0,26476,Chez Reavie,14.77,26,176,+0.19
149,0,23409,James Driscoll,14.62,19,130,+0.05
150,0,24980,Scott Gutschewski,14.41,17,118,+0.35
151,0,19970,Robert Karlsson,14.29,14,98,+0.14
151,0,27797,Derek Lamely,14.29,18,126,-0.06
151,0,06567,Vijay Singh,14.29,22,154,+0.36
154,0,27770,Camilo Villegas,14.17,17,120,E
155,0,26331,Charl Schwartzel,13.64,12,88,+0.08
156,0,20645,John Senden,13.33,24,180,+0.17
157,0,25632,Jimmy Walker,13.29,21,158,+0.19
158,0,21805,Harrison Frazar,13.00,13,100,+0.08
159,0,26289,Boo Weekley,12.90,16,124,+0.31
160,0,24846,Ricky Barnes,12.86,18,140,+0.06
161,0,32698,Bobby Gates,12.84,19,148,+0.21
162,0,25274,Steven Bowditch,12.80,21,164,+0.10
163,0,27095,Nick Watney,12.32,17,138,-0.24
164,0,31557,Jim Herman,12.30,15,122,+0.27
165,0,24502,Adam Scott,12.24,12,98,E
166,0,23788,D.J. Trahan,12.09,22,182,+0.18
167,0,20848,Ángel Cabrera,11.84,9,76,+0.22
168,0,23320,Ryan Palmer,11.76,16,136,-0.25
169,0,23497,Tag Ridings,11.73,19,162,E
170,0,30110,Kyle Stanley,11.63,20,172,+0.10
171,0,31323,Gary Woodland,11.11,18,162,E
172,0,29718,Anthony Kim,10.66,13,122,-0.15
173,0,24358,Robert Garrigus,10.39,16,154,E
174,0,33141,Keegan Bradley,10.34,18,174,-0.06
175,0,28089,Jason Day,9.84,12,122,-0.50
176,0,27120,Troy Matteson,9.77,17,174,+0.24
177,0,12716,Charley Hoffman,9.76,16,164,-0.13
177,0,31401,Zack Miller,9.76,16,164,+0.06
179,0,30692,Scott Stallings,9.62,15,156,+0.07
179,0,27064,Jhonattan Vegas,9.62,15,156,+0.27
181,0,32102,Rickie Fowler,9.15,13,142,-0.08
182,0,25818,Scott Piercy,8.57,12,140,+0.17
183,0,27141,J.B. Holmes,6.86,7,102,+0.29
184,0,27936,Martin Laird,6.62,9,136,+0.22
185,0,25804,Bubba Watson,5.97,8,134,+0.13
186,0,30925,Dustin Johnson,5.93,7,118,+0.14
