RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,26420,Richard Johnson,10.60,80,755,+0.100
2,0,25834,Daniel Summerhays,10.11,93,920,+0.409
3,0,12602,Dean Wilson,9.97,79,792,+0.127
4,0,26668,Marc Turnesa,9.55,61,639,+0.131
5,0,33911,Nate Smith,9.45,70,741,+0.071
6,0,23718,Nathan Green,9.31,91,977,+0.066
6,0,22378,Trevor Immelman,9.31,87,934,+0.161
8,0,10809,Jim Furyk,9.18,90,980,+0.089
9,0,01116,Michael Bradley,9.12,75,822,+0.200
10,0,19846,Brian Gay,9.03,93,1030,+0.032
11,0,06251,Chris DiMarco,9.00,103,1145,+0.155
12,0,23800,Bryce Molder,8.89,88,990,+0.057
13,0,10860,Justin Leonard,8.83,91,1030,+0.099
14,0,25396,Kevin Na,8.77,83,946,+0.265
15,0,23673,Michael Connell,8.75,88,1006,+0.227
16,0,10733,Kent Jones,8.57,80,934,+0.050
17,0,24138,Ian Poulter,8.36,46,550,+0.065
17,0,20160,Charlie Wi,8.36,90,1076,+0.133
19,0,21407,Arjun Atwal,8.33,97,1164,+0.206
19,0,07867,Woody Austin,8.33,58,696,-0.069
21,0,06004,Stephen Ames,8.25,69,836,+0.174
22,0,07457,Steve Flesch,8.17,89,1089,+0.247
23,0,20127,Chris Riley,8.12,77,948,+0.078
24,0,22961,David Mathis,8.07,79,979,+0.253
25,0,20472,Alex Cejka,7.98,52,652,+0.077
26,0,06643,Paul Goydos,7.95,82,1032,+0.122
27,0,08537,J.P. Hayes,7.77,52,669,+0.038
28,0,30711,Colt Knost,7.69,72,936,+0.069
29,0,26881,Jarrod Lyle,7.67,77,1004,+0.273
30,0,31401,Zack Miller,7.66,80,1044,+0.288
31,0,20229,Stewart Cink,7.47,54,723,+0.130
32,0,01948,Tim Petrovic,7.45,80,1074,+0.250
33,0,20593,Greg Chalmers,7.44,82,1102,+0.049
33,0,01577,Lee Janzen,7.44,52,699,+0.212
35,0,09011,David Duval,7.30,59,808,+0.237
35,0,06515,Shaun Micheel,7.30,66,904,+0.242
37,0,28087,Kris Blanks,7.17,83,1158,+0.036
37,0,21350,Ryuji Imada,7.17,76,1060,+0.171
39,0,22348,Nick O'Hern,7.16,76,1061,+0.197
40,0,20098,Stuart Appleby,7.14,60,840,+0.250
40,0,26758,David Hearn,7.14,76,1064,+0.039
42,0,24140,Sean O'Hair,7.04,59,838,+0.169
43,0,27939,Matt McQuillan,7.00,47,671,+0.149
44,0,26951,Johnson Wagner,6.95,68,978,E
45,0,12782,Tim Herron,6.88,74,1076,+0.324
46,0,23983,Luke Donald,6.87,50,728,-0.160
47,0,20498,Briny Baird,6.85,47,686,+0.170
48,0,12652,Cameron Beckman,6.82,61,895,+0.115
49,0,20070,Matt Bettencourt,6.68,72,1078,+0.292
50,0,10585,Scott McCarron,6.63,50,754,+0.020
51,0,26331,Charl Schwartzel,6.61,37,560,-0.108
52,0,12510,Chad Campbell,6.60,80,1212,-0.025
53,0,25632,Jimmy Walker,6.59,70,1062,+0.214
54,0,22621,Ben Curtis,6.58,57,866,+0.140
55,0,25457,Alexandre Rocha,6.56,45,686,+0.156
56,0,31202,William McGirt,6.46,83,1285,+0.193
57,0,08075,Jerry Kelly,6.43,61,948,+0.148
58,0,24357,K.J. Choi,6.42,52,810,+0.019
59,0,28620,Aron Price,6.41,44,686,+0.182
60,0,23638,Brendon de Jonge,6.40,82,1282,+0.207
61,0,27770,Camilo Villegas,6.39,51,798,+0.118
62,0,24290,D.J. Brigman,6.36,49,770,+0.408
63,0,24361,Pat Perez,6.35,62,976,+0.177
64,0,25572,Graeme McDowell,6.32,33,522,-0.121
65,0,01313,Steve Elkington,6.31,37,586,+0.378
66,0,32150,Michael Thompson,6.21,60,966,+0.200
67,0,26300,Matt Jones,6.18,55,890,+0.182
68,0,25444,Justin Hicks,6.17,38,616,+0.105
69,0,23353,J.J. Henry,6.09,67,1100,+0.104
70,0,28486,Michael Putnam,6.08,45,740,+0.244
71,0,24604,Hunter Haas,6.07,72,1186,+0.236
72,0,26476,Chez Reavie,6.04,69,1143,+0.072
73,0,27466,Spencer Levin,6.03,79,1310,+0.063
74,0,26596,Ryan Moore,5.98,50,836,+0.180
75,0,21878,Mark Wilson,5.95,58,974,+0.069
76,0,24490,George McNeill,5.94,48,808,+0.125
77,0,06573,Brandt Jobe,5.93,67,1130,+0.119
78,0,20572,Rod Pampling,5.84,49,839,+0.143
78,0,20436,Garrett Willis,5.84,52,891,+0.327
80,0,27933,John Merrick,5.83,49,840,+0.061
81,0,35087,Bio Kim,5.81,47,809,+0.383
82,0,27797,Derek Lamely,5.80,47,811,+0.574
83,0,23541,Ben Crane,5.73,50,872,+0.080
84,0,32698,Bobby Gates,5.68,53,933,+0.396
85,0,20645,John Senden,5.67,64,1129,-0.109
86,0,24507,Jason Bohn,5.63,53,942,+0.038
87,0,24024,Zach Johnson,5.58,50,896,+0.080
88,0,25686,Jason Dufner,5.53,50,904,+0.140
88,0,25900,Lucas Glover,5.53,47,850,+0.149
90,0,11123,Chris Couch,5.50,52,946,+0.212
91,0,27649,Brandt Snedeker,5.47,51,933,E
92,0,23614,Rich Beem,5.46,35,641,+0.257
93,0,23325,Vaughn Taylor,5.44,63,1158,+0.048
94,0,26287,Roland Thatcher,5.42,46,849,+0.283
95,0,23548,Bill Lunde,5.39,58,1076,+0.155
96,0,23320,Ryan Palmer,5.37,45,838,+0.378
97,0,30692,Scott Stallings,5.31,51,961,+0.157
98,0,27120,Troy Matteson,5.23,59,1129,+0.119
99,0,23108,Matt Kuchar,5.22,52,996,+0.077
100,0,33413,Ben Martin,5.17,47,909,+0.064
101,0,01766,Billy Mayfair,5.14,61,1187,+0.148
102,0,02206,David Toms,5.12,42,820,+0.190
103,0,22293,Heath Slocum,5.11,53,1037,+0.226
104,0,32102,Rickie Fowler,5.09,47,924,+0.191
104,0,28679,Fabián Gómez,5.09,49,962,+0.224
104,0,06527,Steve Stricker,5.09,38,746,E
107,0,10505,Shane Bertsch,5.08,37,728,+0.081
107,0,06567,Vijay Singh,5.08,51,1004,+0.059
109,0,28089,Jason Day,4.96,41,826,E
109,0,27963,Chris Stroud,4.96,54,1088,+0.278
111,0,20766,Padraig Harrington,4.94,31,628,+0.065
112,0,25240,D.A. Points,4.93,51,1034,+0.157
113,0,34072,Will Strickler,4.82,29,602,+0.448
114,0,31557,Jim Herman,4.76,38,798,+0.079
115,0,26851,Marc Leishman,4.75,53,1116,+0.245
115,0,30110,Kyle Stanley,4.75,53,1116,+0.075
117,0,08375,Paul Stankowski,4.73,43,909,+0.070
118,0,06621,Joe Durant,4.71,42,891,+0.190
119,0,24980,Scott Gutschewski,4.68,36,770,+0.333
119,0,24781,Hunter Mahan,4.68,50,1068,-0.040
121,0,29718,Anthony Kim,4.66,38,816,+0.263
122,0,21961,Charles Howell III,4.65,59,1270,+0.153
122,0,22046,Geoff Ogilvy,4.65,35,752,+0.286
122,0,33419,Cameron Tringale,4.65,63,1354,+0.095
125,0,29478,Kevin Kisner,4.64,37,797,+0.189
126,0,28158,Steve Marino,4.62,40,866,-0.075
127,0,24846,Ricky Barnes,4.60,41,892,+0.220
127,0,01797,Rocco Mediate,4.60,31,674,+0.387
129,0,06522,Ernie Els,4.58,38,830,+0.316
130,0,27974,Sung Kang,4.48,32,714,+0.313
131,0,21209,Sergio Garcia,4.47,28,626,+0.143
131,0,30926,Chris Kirk,4.47,48,1074,+0.188
131,0,29518,Brendan Steele,4.47,48,1075,+0.229
134,0,24502,Adam Scott,4.42,28,634,E
135,0,32640,Troy Merritt,4.40,35,796,+0.229
135,0,32876,Martin Piller,4.40,32,727,+0.625
137,0,22913,John Rollins,4.39,44,1002,-0.091
138,0,33141,Keegan Bradley,4.38,47,1074,+0.426
139,0,27330,Josh Teater,4.36,56,1285,+0.304
140,0,29720,Andres Gonzales,4.35,28,644,+0.107
141,0,19970,Robert Karlsson,4.29,27,629,+0.370
142,0,30750,Tommy Gainey,4.26,54,1269,+0.093
142,0,23497,Tag Ridings,4.26,44,1033,+0.205
144,0,23621,Rory Sabbatini,4.24,36,849,+0.083
145,0,23409,James Driscoll,4.23,36,852,+0.306
146,0,21753,Brian Davis,4.21,54,1282,E
