RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,22405,Justin Rose,4.36,144,33
2,0,22295,Darron Stiles,4.38,184,42
3,0,01810,Phil Mickelson,4.42,53,12
4,0,22371,Aaron Baddeley,4.44,160,36
4,0,24507,Jason Bohn,4.44,71,16
6,0,06197,Michael Allen,4.45,209,47
6,0,20098,Stuart Appleby,4.45,129,29
8,0,07457,Steve Flesch,4.46,263,59
9,0,10885,Robert Allenby,4.47,152,34
9,0,27770,Camilo Villegas,4.47,85,19
11,0,21961,Charles Howell III,4.48,94,21
11,0,24140,Sean O'Hair,4.48,242,54
13,0,08123,Jeff Brehaut,4.49,256,57
13,0,20472,Alex Cejka,4.49,220,49
15,0,01677,Tom Lehman,4.50,117,26
16,0,21949,Joe Ogilvie,4.53,258,57
16,0,01945,Kenny Perry,4.53,181,40
18,0,19824,Craig Barlow,4.54,245,54
18,0,24357,K.J. Choi,4.54,159,35
18,0,22913,John Rollins,4.54,118,26
18,0,23325,Vaughn Taylor,4.54,209,46
22,0,06621,Joe Durant,4.55,150,33
22,0,24358,Robert Garrigus,4.55,241,53
22,0,08375,Paul Stankowski,4.55,132,29
25,0,01024,Billy Andrade,4.56,205,45
25,0,12652,Cameron Beckman,4.56,178,39
25,0,23718,Nathan Green,4.56,228,50
25,0,23353,J.J. Henry,4.56,178,39
25,0,12705,Cliff Kresge,4.56,219,48
25,0,28158,Steve Marino,4.56,324,71
25,0,02206,David Toms,4.56,123,27
32,0,24980,Scott Gutschewski,4.57,201,44
33,0,01249,John Daly,4.58,252,55
33,0,24781,Hunter Mahan,4.58,229,50
33,0,02101,Joey Sindelar,4.58,220,48
33,0,22293,Heath Slocum,4.58,275,60
33,0,06527,Steve Stricker,4.58,142,31
38,0,19803,Ryan Armour,4.59,376,82
38,0,12716,Charley Hoffman,4.59,280,61
38,0,25396,Kevin Na,4.59,303,66
41,0,23614,Rich Beem,4.60,216,47
41,0,06034,Marco Dawson,4.60,221,48
41,0,25686,Jason Dufner,4.60,267,58
41,0,25900,Lucas Glover,4.60,184,40
41,0,24361,Pat Perez,4.60,230,50
46,0,06004,Stephen Ames,4.61,106,23
47,0,28475,Jeff Overton,4.62,231,50
47,0,28486,Michael Putnam,4.62,245,53
47,0,26882,Michael Sim,4.62,157,34
47,0,23349,Charles Warren,4.62,277,60
51,0,24290,D.J. Brigman,4.63,190,41
51,0,01320,Bob Estes,4.63,213,46
51,0,01766,Billy Mayfair,4.63,259,56
51,0,01948,Tim Petrovic,4.63,361,78
55,0,01161,Mark Calcavecchia,4.64,209,45
55,0,23638,Brendon de Jonge,4.64,306,66
55,0,21209,Sergio Garcia,4.64,65,14
55,0,24924,Bill Haas,4.64,232,50
55,0,27060,John Mallinger,4.64,283,61
