RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,08793,Tiger Woods,68.84,4268,62
2,0,06527,Steve Stricker,69.51,5491,79
3,0,23135,Tim Clark,69.68,5435,78
4,0,02206,David Toms,69.76,6836,98
5,0,24024,Zach Johnson,69.82,6423,92
6,0,10860,Justin Leonard,69.91,6362,91
7,0,20593,Greg Chalmers,69.99,5949,85
7,0,02239,Scott Verplank,69.99,6159,88
9,0,08075,Jerry Kelly,70.01,6301,90
10,0,10809,Jim Furyk,70.02,5812,83
11,0,28089,Jason Day,70.08,4275,61
12,0,28158,Steve Marino,70.09,6869,98
13,0,23108,Matt Kuchar,70.10,5748,82
14,0,24781,Hunter Mahan,70.11,6450,92
15,0,23800,Bryce Molder,70.12,4838,69
15,0,23623,Bo Van Pelt,70.12,7012,100
17,0,20127,Chris Riley,70.13,5400,77
18,0,01945,Kenny Perry,70.14,6383,91
19,0,20645,John Senden,70.18,7018,100
20,0,06004,Stephen Ames,70.19,5264,75
20,0,21805,Harrison Frazar,70.19,6528,93
22,0,25396,Kevin Na,70.21,6389,91
22,0,21878,Mark Wilson,70.21,6951,99
24,0,24925,Jonathan Byrd,70.31,6258,89
24,0,12510,Chad Campbell,70.31,6328,90
26,0,12716,Charley Hoffman,70.32,6821,97
26,0,26300,Matt Jones,70.32,3938,56
26,0,20691,Greg Owen,70.32,6821,97
26,0,23497,Tag Ridings,70.32,3516,50
30,0,23541,Ben Crane,70.34,6542,93
30,0,19846,Brian Gay,70.34,6753,96
30,0,25900,Lucas Glover,70.34,6542,93
33,0,24924,Bill Haas,70.36,6403,91
34,0,27095,Nick Watney,70.38,6053,86
34,0,26498,Matt Weibring,70.38,4575,65
36,0,22348,Nick O'Hern,70.39,6335,90
37,0,24507,Jason Bohn,70.41,6196,88
37,0,24490,George McNeill,70.41,5774,82
39,0,20498,Briny Baird,70.42,6267,89
39,0,24358,Robert Garrigus,70.42,5845,83
39,0,01948,Tim Petrovic,70.42,6831,97
39,0,10423,Mike Weir,70.42,5915,84
43,0,23548,Bill Lunde,70.43,5846,83
43,0,26679,Kevin Stadler,70.43,4578,65
45,0,23353,J.J. Henry,70.44,6833,97
45,0,27466,Spencer Levin,70.44,5283,75
47,0,24140,Sean O'Hair,70.45,5354,76
48,0,10117,Bob Heintz,70.46,4157,59
48,0,26596,Ryan Moore,70.46,6271,89
48,0,20160,Charlie Wi,70.46,6482,92
51,0,23983,Luke Donald,70.47,5356,76
52,0,06251,Chris DiMarco,70.48,6837,97
52,0,25686,Jason Dufner,70.48,6343,90
52,0,30925,Dustin Johnson,70.48,5920,84
55,0,01320,Bob Estes,70.49,5498,78
55,0,22548,Patrick Sheehan,70.49,3595,51
57,0,23325,Vaughn Taylor,70.50,6204,88
57,0,23788,D.J. Trahan,70.50,6768,96
59,0,26695,Michael Letzig,70.51,6769,96
59,0,08845,Scott Sterling,70.51,3596,51
59,0,27214,Kevin Streelman,70.51,6839,97
62,0,27963,Chris Stroud,70.52,6206,88
63,0,21753,Brian Davis,70.53,7265,103
63,0,22293,Heath Slocum,70.53,6700,95
65,0,10585,Scott McCarron,70.56,6421,91
66,0,24503,Jeff Klauk,70.57,6845,97
66,0,27120,Troy Matteson,70.57,6704,95
66,0,27649,Brandt Snedeker,70.57,5716,81
69,0,01928,Corey Pavin,70.58,5152,73
70,0,12782,Tim Herron,70.59,6141,87
70,0,21949,Joe Ogilvie,70.59,6000,85
72,0,26851,Marc Leishman,70.60,6425,91
73,0,23621,Rory Sabbatini,70.61,5649,80
74,0,21209,Sergio Garcia,70.62,4096,58
74,0,21961,Charles Howell III,70.62,6991,99
74,0,29718,Anthony Kim,70.62,5226,74
77,0,01226,Fred Couples,70.65,3815,54
77,0,21731,Freddie Jacobson,70.65,5864,83
79,0,26301,James Nitties,70.67,6078,86
80,0,07867,Woody Austin,70.68,5937,84
80,0,12652,Cameron Beckman,70.68,6149,87
80,0,22046,Geoff Ogilvy,70.68,5089,72
80,0,21959,Ted Purdy,70.68,7139,101
80,0,07749,Brett Quigley,70.68,6503,92
85,0,01313,Steve Elkington,70.69,4948,70
85,0,01706,Davis Love III,70.69,6150,87
85,0,25818,Scott Piercy,70.69,6009,85
85,0,12602,Dean Wilson,70.69,5726,81
89,0,28087,Kris Blanks,70.70,4242,60
90,0,20157,Retief Goosen,70.71,5162,73
90,0,29221,Webb Simpson,70.71,6647,94
90,0,06595,Kevin Sutherland,70.71,6717,95
93,0,01577,Lee Janzen,70.72,5233,74
93,0,24663,Y.E. Yang,70.72,5870,83
95,0,25240,D.A. Points,70.73,7002,99
96,0,06197,Michael Allen,70.74,5164,73
96,0,23614,Rich Beem,70.74,5447,77
98,0,06522,Ernie Els,70.76,4670,66
99,0,06621,Joe Durant,70.77,4388,62
99,0,27060,John Mallinger,70.77,6369,90
101,0,01941,Tom Pernice Jr.,70.79,5805,82
101,0,22405,Justin Rose,70.79,4955,70
103,0,20472,Alex Cejka,70.80,5806,82
104,0,10885,Robert Allenby,70.81,4957,70
105,0,24361,Pat Perez,70.82,5099,72
105,0,27770,Camilo Villegas,70.82,5170,73
105,0,25804,Bubba Watson,70.82,5170,73
108,0,01810,Phil Mickelson,70.83,4462,63
109,0,01724,Jeff Maggert,70.84,5596,79
109,0,27933,John Merrick,70.84,6446,91
109,0,24138,Ian Poulter,70.84,3967,56
112,0,20572,Rod Pampling,70.85,5030,71
113,0,12705,Cliff Kresge,70.86,5527,78
114,0,23349,Charles Warren,70.87,4465,63
115,0,26420,Richard Johnson,70.88,6025,85
115,0,26289,Boo Weekley,70.88,5458,77
117,0,23638,Brendon de Jonge,70.93,6384,90
117,0,26951,Johnson Wagner,70.93,5745,81
119,0,27936,Martin Laird,70.94,5108,72
119,0,26476,Chez Reavie,70.94,5746,81
121,0,25632,Jimmy Walker,70.95,5250,74
122,0,10425,Jay Williamson,70.97,4897,69
123,0,08931,Glen Day,70.99,5608,79
124,0,25190,Jeff Quinney,71.01,5539,78
125,0,20850,Daniel Chopra,71.03,6322,89
126,0,07457,Steve Flesch,71.04,5470,77
126,0,06643,Paul Goydos,71.04,5612,79
126,0,28620,Aron Price,71.04,6323,89
126,0,26497,Casey Wittenberg,71.04,5044,71
130,0,23718,Nathan Green,71.05,7389,104
130,0,20766,Padraig Harrington,71.05,4618,65
132,0,28780,Nicholas Thompson,71.06,6822,96
133,0,20574,Mathew Goggin,71.07,5259,74
133,0,22961,David Mathis,71.07,5828,82
135,0,01035,Tommy Armour III,71.09,4123,58
136,0,20229,Stewart Cink,71.10,5190,73
136,0,28475,Jeff Overton,71.10,6541,92
136,0,23320,Ryan Palmer,71.10,5546,78
136,0,02214,Kirk Triplett,71.10,4266,60
140,0,01132,Mark Brooks,71.11,3911,55
141,0,26881,Jarrod Lyle,71.12,4623,65
142,0,06567,Vijay Singh,71.13,4908,69
143,0,01161,Mark Calcavecchia,71.14,5122,72
144,0,20848,Ángel Cabrera,71.15,3842,54
145,0,21350,Ryuji Imada,71.16,6049,85
146,0,22913,John Rollins,71.17,6548,92
147,0,01707,Steve Lowery,71.18,5908,83
148,0,30711,Colt Knost,71.20,5055,71
149,0,10733,Kent Jones,71.21,5198,73
150,0,20070,Matt Bettencourt,71.22,6980,98
151,0,01797,Rocco Mediate,71.25,5629,79
152,0,22892,Jason Gore,71.26,5273,74
153,0,23778,Brad Adamonis,71.27,4989,70
154,0,22371,Aaron Baddeley,71.31,4635,65
154,0,24846,Ricky Barnes,71.31,4778,67
156,0,20104,Ken Duke,71.32,6205,87
157,0,01142,Bart Bryant,71.33,4137,58
158,0,01677,Tom Lehman,71.42,3928,55
158,0,25562,Andres Romero,71.42,4071,57
160,0,25919,Brian Vranesh,71.43,3643,51
161,0,20634,Peter Lonard,71.51,6150,86
161,0,25345,Carl Pettersson,71.51,6150,86
163,0,24357,K.J. Choi,71.52,4577,64
163,0,22295,Darron Stiles,71.52,3719,52
165,0,01473,Todd Hamilton,71.54,5938,83
166,0,24912,Will MacKenzie,71.55,4937,69
167,0,22621,Ben Curtis,71.63,4441,62
168,0,20098,Stuart Appleby,71.78,5599,78
169,0,07223,Brian Bateman,71.80,3949,55
170,0,01766,Billy Mayfair,71.89,5967,83
171,0,31323,Gary Woodland,71.92,3812,53
172,0,28118,Peter Tomasulo,71.98,4391,61
173,0,27141,J.B. Holmes,71.99,5327,74
174,0,31416,Derek Fathauer,72.03,4538,63
175,0,24502,Adam Scott,72.06,3747,52
176,0,06539,Rick Price,72.07,3892,54
177,0,09011,David Duval,72.23,4045,56
177,0,26668,Marc Turnesa,72.23,5562,77
179,0,24449,Parker McLachlin,72.24,5129,71
179,0,27683,Leif Olson,72.24,3684,51
181,0,01329,Brad Faxon,72.71,4290,59
182,0,30927,Brendon Todd,72.74,3855,53
183,0,06012,Greg Kraft,72.76,3711,51
184,0,23048,Eric Axley,72.93,5178,71
