RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
96,0,01677,Tom Lehman,+.21,71.42,71.63
96,0,21959,Ted Purdy,+.21,70.68,70.89
96,0,07749,Brett Quigley,+.21,70.68,70.89
96,0,22293,Heath Slocum,+.21,70.53,70.74
96,0,23349,Charles Warren,+.21,70.87,71.08
101,0,01928,Corey Pavin,+.20,70.58,70.78
101,0,22548,Patrick Sheehan,+.20,70.49,70.69
103,0,06251,Chris DiMarco,+.18,70.48,70.66
104,0,24357,K.J. Choi,+.17,71.52,71.69
104,0,27466,Spencer Levin,+.17,70.44,70.61
106,0,27933,John Merrick,+.16,70.84,71.00
106,0,25240,D.A. Points,+.16,70.73,70.89
106,0,26498,Matt Weibring,+.16,70.38,70.54
109,0,20472,Alex Cejka,+.15,70.80,70.95
109,0,01577,Lee Janzen,+.15,70.72,70.87
109,0,27963,Chris Stroud,+.15,70.52,70.67
112,0,23497,Tag Ridings,+.14,70.32,70.46
113,0,01313,Steve Elkington,+.10,70.69,70.79
113,0,07457,Steve Flesch,+.10,71.04,71.14
115,0,23325,Vaughn Taylor,+.09,70.50,70.59
116,0,12652,Cameron Beckman,+.07,70.68,70.75
117,0,01941,Tom Pernice Jr.,+.05,70.79,70.84
118,0,22371,Aaron Baddeley,+.04,71.31,71.35
118,0,21949,Joe Ogilvie,+.04,70.59,70.63
120,0,12602,Dean Wilson,+.02,70.69,70.71
121,0,23614,Rich Beem,E,70.74,70.74
121,0,21350,Ryuji Imada,E,71.16,71.16
121,0,22913,John Rollins,E,71.17,71.17
124,0,12782,Tim Herron,-.01,70.59,70.58
125,0,12705,Cliff Kresge,-.03,70.86,70.83
126,0,10117,Bob Heintz,-.09,70.46,70.37
127,0,01797,Rocco Mediate,-.10,71.25,71.15
128,0,20850,Daniel Chopra,-.11,71.03,70.92
129,0,06621,Joe Durant,-.12,70.77,70.65
130,0,01035,Tommy Armour III,-.13,71.09,70.96
130,0,26420,Richard Johnson,-.13,70.88,70.75
132,0,27936,Martin Laird,-.14,70.94,70.80
133,0,23638,Brendon de Jonge,-.16,70.93,70.77
134,0,28780,Nicholas Thompson,-.17,71.06,70.89
135,0,25190,Jeff Quinney,-.21,71.01,70.80
136,0,25562,Andres Romero,-.23,71.42,71.19
136,0,26951,Johnson Wagner,-.23,70.93,70.70
138,0,01724,Jeff Maggert,-.24,70.84,70.60
139,0,23718,Nathan Green,-.25,71.05,70.80
140,0,23320,Ryan Palmer,-.26,71.10,70.84
141,0,26476,Chez Reavie,-.28,70.94,70.66
142,0,26881,Jarrod Lyle,-.31,71.12,70.81
143,0,28620,Aron Price,-.32,71.04,70.72
143,0,25632,Jimmy Walker,-.32,70.95,70.63
145,0,20070,Matt Bettencourt,-.33,71.22,70.89
145,0,20104,Ken Duke,-.33,71.32,70.99
145,0,22961,David Mathis,-.33,71.07,70.74
148,0,01161,Mark Calcavecchia,-.34,71.14,70.80
149,0,01142,Bart Bryant,-.35,71.33,70.98
150,0,27141,J.B. Holmes,-.36,71.99,71.63
151,0,20098,Stuart Appleby,-.38,71.78,71.40
152,0,28087,Kris Blanks,-.39,70.70,70.31
153,0,10425,Jay Williamson,-.41,70.97,70.56
154,0,01473,Todd Hamilton,-.42,71.54,71.12
155,0,10733,Kent Jones,-.43,71.21,70.78
156,0,08931,Glen Day,-.44,70.99,70.55
157,0,01707,Steve Lowery,-.46,71.18,70.72
158,0,26497,Casey Wittenberg,-.48,71.04,70.56
159,0,24912,Will MacKenzie,-.50,71.55,71.05
160,0,23778,Brad Adamonis,-.52,71.27,70.75
160,0,01132,Mark Brooks,-.52,71.11,70.59
160,0,25345,Carl Pettersson,-.52,71.51,70.99
163,0,24846,Ricky Barnes,-.53,71.31,70.78
163,0,02214,Kirk Triplett,-.53,71.10,70.57
165,0,22892,Jason Gore,-.59,71.26,70.67
166,0,30711,Colt Knost,-.60,71.20,70.60
167,0,24502,Adam Scott,-.68,72.06,71.38
168,0,22295,Darron Stiles,-.74,71.52,70.78
169,0,25919,Brian Vranesh,-.76,71.43,70.67
170,0,20634,Peter Lonard,-.81,71.51,70.70
171,0,01766,Billy Mayfair,-.87,71.89,71.02
172,0,31323,Gary Woodland,-.97,71.92,70.95
173,0,24449,Parker McLachlin,-1.14,72.24,71.10
174,0,07223,Brian Bateman,-1.17,71.80,70.63
175,0,28118,Peter Tomasulo,-1.18,71.98,70.80
176,0,26668,Marc Turnesa,-1.19,72.23,71.04
177,0,09011,David Duval,-1.21,72.23,71.02
178,0,06539,Rick Price,-1.22,72.07,70.85
179,0,31416,Derek Fathauer,-1.36,72.03,70.67
180,0,06012,Greg Kraft,-1.43,72.76,71.33
181,0,27683,Leif Olson,-1.49,72.24,70.75
182,0,30927,Brendon Todd,-1.78,72.74,70.96
183,0,01329,Brad Faxon,-1.94,72.71,70.77
184,0,23048,Eric Axley,-1.99,72.93,70.94
