RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,24024,Zach Johnson,60,Texas Open/LaCa,3
2,0,27120,Troy Matteson,61,Frys.com Open/G,3
2,0,12660,Jesper Parnevik,61,50th Bob Hope/P,4
2,0,24361,Pat Perez,61,50th Bob Hope/P,1
2,0,01945,Kenny Perry,61,Travelers Champ,1
2,0,06527,Steve Stricker,61,John Deere Clas,2
2,0,10423,Mike Weir,61,Frys.com Open/G,4
2,0,20160,Charlie Wi,61,50th Bob Hope/P,3
9,0,23778,Brad Adamonis,62,50th Bob Hope/P,2
9,0,28087,Kris Blanks,62,Wyndham Champ./,2
9,0,24507,Jason Bohn,62,Wyndham Champ./,4
9,0,12510,Chad Campbell,62,J. Timberlake/T,2
9,0,23409,James Driscoll,62,Texas Open/LaCa,4
9,0,29419,Tadd Fujikawa,62,Sony Open/Waial,3
9,0,10809,Jim Furyk,62,J. Timberlake/T,4
9,0,20574,Mathew Goggin,62,50th Bob Hope/B,3
9,0,24924,Bill Haas,62,Wyndham Champ./,1
9,0,08537,J.P. Hayes,62,Texas Open/LaCa,2
9,0,30925,Dustin Johnson,62,Texas Open/LaCa,3
9,0,29718,Anthony Kim,62,AT&T National/C,1
9,0,27936,Martin Laird,62,Frys.com Open/G,3
9,0,26851,Marc Leishman,62,Deutsche Bank/T,2
9,0,27466,Spencer Levin,62,J. Timberlake/T,1
9,0,23548,Bill Lunde,62,50th Bob Hope/P,3
9,0,24781,Hunter Mahan,62,AT&T National/C,4
9,0,27060,John Mallinger,62,J. Timberlake/T,2
9,0,28158,Steve Marino,62,Crowne Plaza/Co,3
9,0,10585,Scott McCarron,62,HP Byron Nelson,4
9,0,01810,Phil Mickelson,62,Northern Trust/,3
9,0,25396,Kevin Na,62,Mayakoba/El Cam,2
9,0,26301,James Nitties,62,50th Bob Hope/P,4
9,0,21949,Joe Ogilvie,62,50th Bob Hope/P,4
9,0,01941,Tom Pernice Jr.,62,J. Timberlake/T,1
9,0,07749,Brett Quigley,62,John Deere Clas,3
9,0,22913,John Rollins,62,Reno-Tahoe Open,2
9,0,02239,Scott Verplank,62,Travelers Champ,4
9,0,25804,Bubba Watson,62,50th Bob Hope/P,1
9,0,08793,Tiger Woods,62,BMW Champ/Cog H,3
39,0,06004,Stephen Ames,63,50th Bob Hope/P,5
39,0,07867,Woody Austin,63,Crowne Plaza/Co,1
39,0,20498,Briny Baird,63,Canadian Open/G,2
39,0,07003,David Berganio Jr.,63,50th Bob Hope/P,1
39,0,23135,Tim Clark,63,Crowne Plaza/Co,1
39,0,11123,Chris Couch,63,50th Bob Hope/P,2
39,0,23541,Ben Crane,63,50th Bob Hope/P,1
39,0,25686,Jason Dufner,63,Canadian Open/G,2
39,0,19846,Brian Gay,63,50th Bob Hope/P,4
39,0,01425,Ernie Gonzalez,63,J. Timberlake/T,2
39,0,06643,Paul Goydos,63,Travelers Champ,3
39,0,10117,Bob Heintz,63,J. Timberlake/T,1
39,0,23353,J.J. Henry,63,J. Timberlake/T,2
39,0,12782,Tim Herron,63,J. Timberlake/T,2
39,0,12716,Charley Hoffman,63,Texas Open/LaCa,3
39,0,21961,Charles Howell III,63,Wyndham Champ./,4
39,0,01577,Lee Janzen,63,50th Bob Hope/P,3
39,0,26420,Richard Johnson,63,50th Bob Hope/P,1
39,0,26300,Matt Jones,63,John Deere Clas,3
39,0,20094,Jonathan Kaye,63,Texas Open/LaCa,3
39,0,30711,Colt Knost,63,50th Bob Hope/P,4
39,0,12705,Cliff Kresge,63,50th Bob Hope/P,2
39,0,10860,Justin Leonard,63,HP Byron Nelson,2
39,0,11032,Frank Lickliter II,63,Milwaukee/Brown,3
39,0,20634,Peter Lonard,63,Turning Stone/A,4
39,0,01707,Steve Lowery,63,Buick Open/Warw,1
39,0,26881,Jarrod Lyle,63,50th Bob Hope/P,4
39,0,01724,Jeff Maggert,63,Wyndham Champ./,2
39,0,25572,Graeme McDowell,63,St. Jude/TPC So,4
39,0,24490,George McNeill,63,J. Timberlake/T,3
39,0,27933,John Merrick,63,50th Bob Hope/P,4
39,0,06515,Shaun Micheel,63,Texas Open/LaCa,3
39,0,23800,Bryce Molder,63,Frys.com Open/G,4
39,0,26596,Ryan Moore,63,J. Timberlake/T,2
39,0,22348,Nick O'Hern,63,Frys.com Open/G,1
39,0,22046,Geoff Ogilvy,63,Memorial Tourn/,3
39,0,23320,Ryan Palmer,63,Crowne Plaza/Co,2
39,0,01948,Tim Petrovic,63,J. Timberlake/T,4
39,0,06539,Rick Price,63,Travelers Champ,2
39,0,10213,Dicky Pride,63,Milwaukee/Brown,3
39,0,20127,Chris Riley,63,Wyndham Champ./,2
39,0,25562,Andres Romero,63,Frys.com Open/G,4
39,0,22293,Heath Slocum,63,St. Jude/TPC So,2
39,0,26679,Kevin Stadler,63,Wyndham Champ./,2
39,0,08845,Scott Sterling,63,Texas Open/LaCa,2
39,0,27963,Chris Stroud,63,J. Timberlake/T,4
39,0,23325,Vaughn Taylor,63,50th Bob Hope/B,1
39,0,23623,Bo Van Pelt,63,Mayakoba/El Cam,1
39,0,27770,Camilo Villegas,63,Canadian Open/G,1
39,0,23349,Charles Warren,63,Travelers Champ,1
39,0,27095,Nick Watney,63,FBR Open/TPC Sc,2
39,0,31323,Gary Woodland,63,Mayakoba/El Cam,3
91,0,10885,Robert Allenby,64,St. Jude/TPC So,2
91,0,01035,Tommy Armour III,64,50th Bob Hope/P,3
91,0,12652,Cameron Beckman,64,John Deere Clas,3
91,0,23614,Rich Beem,64,J. Timberlake/T,4
91,0,01142,Bart Bryant,64,Sony Open/Waial,4
91,0,01161,Mark Calcavecchia,64,HP Byron Nelson,4
91,0,20472,Alex Cejka,64,Frys.com Open/G,4
91,0,20593,Greg Chalmers,64,Milwaukee/Brown,1
91,0,01226,Fred Couples,64,50th Bob Hope/P,3
91,0,22621,Ben Curtis,64,Travelers Champ,2
91,0,21753,Brian Davis,64,Disney/Magnolia,4
91,0,08931,Glen Day,64,Wyndham Champ./,2
91,0,06251,Chris DiMarco,64,50th Bob Hope/P,1
91,0,23983,Luke Donald,64,Memorial Tourn/,1
91,0,20104,Ken Duke,64,50th Bob Hope/P,3
91,0,01313,Steve Elkington,64,50th Bob Hope/P,2
91,0,31416,Derek Fathauer,64,50th Bob Hope/P,2
91,0,20121,Todd Fischer,64,Texas Open/LaCa,3
91,0,32102,Rickie Fowler,64,Frys.com Open/G,4
91,0,21209,Sergio Garcia,64,Wyndham Champ./,3
91,0,24358,Robert Garrigus,64,50th Bob Hope/S,3
91,0,32698,Bobby Gates,64,Texas Open/LaCa,2
91,0,25900,Lucas Glover,64,U.S. Open Champ,2
91,0,20157,Retief Goosen,64,AT&T Pebble/Peb,2
91,0,20378,Mathias Grönberg,64,Turning Stone/A,3
91,0,24980,Scott Gutschewski,64,Wyndham Champ./,3
91,0,23624,Soren Hansen,64,WGC-CA Champ/Do,3
91,0,20766,Padraig Harrington,64,WGC-Bridgestone,1
91,0,27141,J.B. Holmes,64,Northern Trust/,3
91,0,01553,John Huston,64,50th Bob Hope/P,4
91,0,21731,Freddie Jacobson,64,Wyndham Champ./,4
91,0,19958,Miguel Angel Jiménez,64,The Open/Turnbe,1
91,0,08075,Jerry Kelly,64,John Deere Clas,2
91,0,24503,Jeff Klauk,64,Milwaukee/Brown,1
91,0,23108,Matt Kuchar,64,J. Timberlake/T,2
91,0,01706,Davis Love III,64,HP Byron Nelson,2
91,0,29461,Jamie Lovemark,64,Frys.com Open/G,4
91,0,01766,Billy Mayfair,64,Reno-Tahoe Open,3
91,0,24140,Sean O'Hair,64,Deutsche Bank/T,2
91,0,20691,Greg Owen,64,Frys.com Open/G,2
91,0,20572,Rod Pampling,64,AT&T National/C,2
91,0,25818,Scott Piercy,64,J. Timberlake/T,1
91,0,32876,Martin Piller,64,Texas Open/LaCa,3
91,0,25240,D.A. Points,64,AT&T National/C,1
91,0,21959,Ted Purdy,64,Frys.com Open/G,3
91,0,27072,Alvaro Quiros,64,WGC-CA Champ/Do,2
91,0,26476,Chez Reavie,64,Frys.com Open/G,4
91,0,23497,Tag Ridings,64,Travelers Champ,1
91,0,23621,Rory Sabbatini,64,HP Byron Nelson,4
91,0,24502,Adam Scott,64,Sony Open/Waial,4
91,0,20645,John Senden,64,Deutsche Bank/T,2
91,0,29221,Webb Simpson,64,Frys.com Open/G,3
91,0,20686,Jeev Milkha Singh,64,Turning Stone/A,4
91,0,06567,Vijay Singh,64,Crowne Plaza/Co,2
91,0,27649,Brandt Snedeker,64,Wyndham Champ./,1
91,0,22295,Darron Stiles,64,John Deere Clas,1
91,0,27214,Kevin Streelman,64,John Deere Clas,4
91,0,06595,Kevin Sutherland,64,Wyndham Champ./,3
91,0,26287,Roland Thatcher,64,Buick Open/Warw,4
91,0,28780,Nicholas Thompson,64,HP Byron Nelson,3
91,0,23788,D.J. Trahan,64,Frys.com Open/G,2
91,0,02223,Bob Tway,64,Milwaukee/Brown,2
91,0,25632,Jimmy Walker,64,Buick Open/Warw,2
91,0,26289,Boo Weekley,64,Travelers Champ,1
91,0,21878,Mark Wilson,64,Texas Open/LaCa,4
91,0,26497,Casey Wittenberg,64,Milwaukee/Brown,3
157,0,24461,Thomas Aiken,65,WGC-CA Champ/Do,4
157,0,06197,Michael Allen,65,Wyndham Champ./,3
157,0,20098,Stuart Appleby,65,Frys.com Open/G,2
157,0,22371,Aaron Baddeley,65,John Deere Clas,4
157,0,24846,Ricky Barnes,65,Frys.com Open/G,4
157,0,20029,Notah Begay III,65,HP Byron Nelson,2
157,0,20070,Matt Bettencourt,65,Frys.com Open/G,3
157,0,01116,Michael Bradley,65,Buick Open/Warw,2
157,0,01132,Mark Brooks,65,Texas Open/LaCa,3
157,0,20848,Ángel Cabrera,65,Deutsche Bank/T,4
157,0,20850,Daniel Chopra,65,THE PLAYERS/TPC,2
157,0,20229,Stewart Cink,65,Sony Open/Waial,2
157,0,28089,Jason Day,65,St. Jude/TPC So,2
157,0,23638,Brendon de Jonge,65,50th Bob Hope/B,3
157,0,06621,Joe Durant,65,Canadian Open/G,1
157,0,01320,Bob Estes,65,Northern Trust/,2
157,0,01329,Brad Faxon,65,Travelers Champ,2
157,0,07457,Steve Flesch,65,Milwaukee/Brown,2
157,0,21805,Harrison Frazar,65,Turning Stone/A,4
157,0,22892,Jason Gore,65,St. Jude/TPC So,2
157,0,23718,Nathan Green,65,Canadian Open/G,2
157,0,01473,Todd Hamilton,65,50th Bob Hope/P,1
157,0,21350,Ryuji Imada,65,50th Bob Hope/P,2
157,0,06573,Brandt Jobe,65,Texas Open/LaCa,2
157,0,10733,Kent Jones,65,Texas Open/LaCa,2
157,0,20940,Kenichi Kuboya,65,The Open/Turnbe,1
157,0,01677,Tom Lehman,65,Frys.com Open/G,2
157,0,26695,Michael Letzig,65,Buick Open/Warw,2
157,0,22080,Prayad Marksaeng,65,WGC-CA Champ/Do,1
157,0,12680,Shigeki Maruyama,65,Sony Open/Waial,1
157,0,22961,David Mathis,65,Wyndham Champ./,3
157,0,24449,Parker McLachlin,65,J. Timberlake/T,2
157,0,30151,Fernando Mechereffe,65,Wyndham Champ./,2
157,0,01797,Rocco Mediate,65,Frys.com Open/G,4
157,0,28475,Jeff Overton,65,Crowne Plaza/Co,3
157,0,01928,Corey Pavin,65,Milwaukee/Brown,4
157,0,25345,Carl Pettersson,65,Frys.com Open/G,3
157,0,24138,Ian Poulter,65,Crowne Plaza/Co,3
157,0,28620,Aron Price,65,Turning Stone/A,2
157,0,25190,Jeff Quinney,65,Canadian Open/G,3
157,0,22405,Justin Rose,65,Disney/Palm GC,1
157,0,07013,Wes Short Jr.,65,50th Bob Hope/S,3
157,0,21498,Hideto Tanihara,65,Sony Open/Waial,2
157,0,25493,Nick Taylor,65,U.S. Open Champ,2
157,0,33448,Justin Thomas,65,Wyndham Champ./,1
157,0,30927,Brendon Todd,65,St. Jude/TPC So,2
157,0,28118,Peter Tomasulo,65,Frys.com Open/G,2
157,0,02206,David Toms,65,Travelers Champ,4
157,0,02214,Kirk Triplett,65,J. Timberlake/T,1
