RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
50,0,20593,Greg Chalmers,10' 1",2370.417,235,51,2"
50,0,10809,Jim Furyk,10' 1",2249.833,224,38,1"
50,0,24399,Scott Gardiner,10' 1",1567.917,155,38,4"
50,0,23353,J.J. Henry,10' 1",2183.083,216,55,5"
50,0,31557,Jim Herman,10' 1",1477.917,147,59,4"
50,0,25444,Justin Hicks,10' 1",2191.167,218,46,2"
50,0,21099,David Lynn,10' 1",1680.500,167,48,8"
50,0,31202,William McGirt,10' 1",2317.917,230,59,1"
50,0,23800,Bryce Molder,10' 1",2480.333,245,47,4"
50,0,26476,Chez Reavie,10' 1",2167.000,215,66,4"
50,0,20160,Charlie Wi,10' 1",2242.500,222,50,1"
61,0,24357,K.J. Choi,10' 0",2009.333,201,40,3"
61,0,34099,Harris English,10' 0",3093.917,310,48,3"
61,0,30750,Tommy Gainey,10' 0",2462.917,247,44,3"
61,0,26758,David Hearn,10' 0",2639.833,265,56,4"
61,0,21961,Charles Howell III,10' 0",2824.167,282,57,3"
61,0,30852,Ryo Ishikawa,10' 0",1595.000,160,50,3"
61,0,27936,Martin Laird,10' 0",1605.250,161,61,3"
61,0,27120,Troy Matteson,10' 0",1621.333,162,56,4"
61,0,28475,Jeff Overton,10' 0",2477.167,248,55,4"
61,0,25240,D.A. Points,10' 0",2318.000,231,55,4"
61,0,10213,Dicky Pride,10' 0",1714.583,172,71,2"
61,0,31560,Brian Stuard,10' 0",1865.417,186,69,4"
61,0,32150,Michael Thompson,10' 0",1474.500,147,41,3"
74,0,10885,Robert Allenby,9' 11",1430.500,144,42,4"
74,0,21753,Brian Davis,9' 11",2945.000,296,56,3"
76,0,20766,Padraig Harrington,9' 10",1089.667,111,52,9"
76,0,34360,Patrick Reed,9' 10",2402.333,245,60,1"
78,0,12510,Chad Campbell,9' 9",2222.333,228,46,3"
78,0,23135,Tim Clark,9' 9",1334.667,137,52,4"
78,0,27436,Graham DeLaet,9' 9",2866.333,293,55,3"
78,0,24490,George McNeill,9' 9",1912.917,196,60,1"
78,0,34046,Jordan Spieth,9' 9",2529.667,259,47,2"
78,0,28780,Nicholas Thompson,9' 9",2880.083,295,51,1"
78,0,02206,David Toms,9' 9",857.250,88,61,5"
78,0,27095,Nick Watney,9' 9",2507.417,257,51,3"
78,0,28310,Lee Williams,9' 9",1321.083,135,49,3"
78,0,21878,Mark Wilson,9' 9",1341.500,138,35,4"
88,0,27644,Brian Harman,9' 8",2168.333,224,49,5"
88,0,29420,Billy Horschel,9' 8",3157.417,326,51,3"
88,0,21731,Freddie Jacobson,9' 8",1504.750,155,38,1"
88,0,30926,Chris Kirk,9' 8",2941.833,304,53,3"
88,0,01810,Phil Mickelson,9' 8",2442.583,252,57,2"
88,0,22056,Cameron Percy,9' 8",1676.833,173,43,7"
88,0,26331,Charl Schwartzel,9' 8",2142.500,221,59,3"
88,0,20645,John Senden,9' 8",1828.250,189,55,2"
96,0,23541,Ben Crane,9' 7",1612.583,168,62,8"
96,0,37273,Derek Ernst,9' 7",1364.583,143,68,3"
96,0,33461,Morgan Hoffmann,9' 7",1841.583,192,49,4"
96,0,06573,Brandt Jobe,9' 7",1602.083,167,71,4"
96,0,25336,Alistair Presnell,9' 7",1298.583,136,57,1"
96,0,33419,Cameron Tringale,9' 7",2295.167,239,62,3"
102,0,24846,Ricky Barnes,9' 6",1915.833,202,52,7"
102,0,21209,Sergio Garcia,9' 6",1630.333,172,45,2"
102,0,34409,David Lingmerth,9' 6",1896.583,200,35,5"
102,0,29289,S.Y. Noh,9' 6",1905.417,200,53,4"
102,0,23320,Ryan Palmer,9' 6",2551.250,269,53,5"
102,0,25818,Scott Piercy,9' 6",2007.000,212,60,2"
102,0,22913,John Rollins,9' 6",2155.417,226,47,3"
102,0,27770,Camilo Villegas,9' 6",2103.083,222,52,4"
102,0,24663,Y.E. Yang,9' 6",1256.250,132,42,4"
111,0,28500,Martin Flores,9' 5",2400.583,254,48,2"
111,0,22378,Trevor Immelman,9' 5",1532.083,163,46,4"
111,0,30944,Jason Kokrak,9' 5",2358.417,250,65,1"
111,0,26679,Kevin Stadler,9' 5",2368.333,251,59,1"
111,0,23623,Bo Van Pelt,9' 5",1666.667,177,59,2"
116,0,06522,Ernie Els,9' 4",1405.750,151,56,3"
116,0,32448,James Hahn,9' 4",2106.750,225,47,3"
116,0,22961,David Mathis,9' 4",1748.417,187,49,3"
116,0,33418,Shawn Stefani,9' 4",1468.000,157,46,2"
116,0,06527,Steve Stricker,9' 4",1400.000,150,35,5"
116,0,25834,Daniel Summerhays,9' 4",2537.417,273,68,2"
122,0,28455,Will Claxton,9' 3",1399.333,151,30,9"
122,0,12716,Charley Hoffman,9' 3",2497.000,271,40,3"
122,0,29221,Webb Simpson,9' 3",2390.167,258,75,2"
122,0,06567,Vijay Singh,9' 3",1190.667,129,46,4"
122,0,27214,Kevin Streelman,9' 3",2129.750,230,57,5"
122,0,26289,Boo Weekley,9' 3",2596.750,282,62,3"
128,0,32200,Roberto Castro,9' 2",2612.917,285,43,3"
128,0,20229,Stewart Cink,9' 2",1766.417,193,44,3"
128,0,28089,Jason Day,9' 2",1931.583,210,63,2"
128,0,28307,Matt Every,9' 2",2740.500,300,46,2"
128,0,34174,John Huh,9' 2",2205.417,240,58,6"
128,0,26300,Matt Jones,9' 2",2246.417,245,51,3"
128,0,20396,Lee Westwood,9' 2",1596.500,174,54,1"
128,0,31323,Gary Woodland,9' 2",2759.167,302,53,3"
136,0,29479,Scott Brown,9' 1",1480.250,163,48,3"
136,0,23638,Brendon de Jonge,9' 1",2968.000,327,49,3"
136,0,29740,Brad Fritsch,9' 1",2053.667,227,38,2"
136,0,19846,Brian Gay,9' 1",1979.333,217,42,4"
136,0,24502,Adam Scott,9' 1",1459.333,161,44,3"
136,0,30692,Scott Stallings,9' 1",2110.333,232,49,2"
136,0,29518,Brendan Steele,9' 1",2248.750,248,43,2"
143,0,34021,Bud Cauley,9' 0",1605.917,179,40,3"
143,0,23983,Luke Donald,9' 0",1512.917,168,50,3"
143,0,28679,Fabián Gómez,9' 0",1642.667,183,44,2"
143,0,23108,Matt Kuchar,9' 0",2304.417,255,58,3"
143,0,33869,Eric Meierdierks,9' 0",952.333,106,38,6"
143,0,27963,Chris Stroud,9' 0",2325.750,259,47,3"
149,0,25686,Jason Dufner,8' 11",1860.750,209,48,6"
149,0,32698,Bobby Gates,8' 11",868.500,97,55,4"
149,0,08075,Jerry Kelly,8' 11",1776.667,200,35,5"
149,0,27503,Steve LeBrun,8' 11",1492.167,168,48,4"
149,0,24781,Hunter Mahan,8' 11",2200.167,247,53,3"
149,0,30163,Henrik Norlander,8' 11",1740.500,196,39,3"
149,0,24138,Ian Poulter,8' 11",1101.333,123,44,6"
149,0,25562,Andres Romero,8' 11",1564.917,176,44,3"
157,0,26596,Ryan Moore,8' 10",1722.917,195,36,2"
157,0,23621,Rory Sabbatini,8' 10",2455.750,279,51,1"
159,0,32334,Charlie Beljan,8' 9",1565.083,179,43,1"
159,0,30925,Dustin Johnson,8' 9",1703.500,195,43,3"
159,0,19970,Robert Karlsson,8' 9",959.917,110,33,3"
159,0,27129,Luke List,8' 9",1445.083,165,41,3"
159,0,25632,Jimmy Walker,8' 9",2392.583,274,50,2"
164,0,23452,Nicolas Colsaerts,8' 8",925.333,107,36,7"
164,0,25900,Lucas Glover,8' 8",1455.833,168,48,1"
164,0,21528,Henrik Stenson,8' 8",1458.583,168,45,1"
164,0,27330,Josh Teater,8' 8",1983.250,228,49,4"
168,0,25274,Steven Bowditch,8' 7",1702.083,198,42,3"
168,0,20691,Greg Owen,8' 7",1726.167,202,39,2"
170,0,32366,Kevin Chappell,8' 6",1952.583,229,51,2"
170,0,28237,Rory McIlroy,8' 6",1400.500,164,35,1"
172,0,33141,Keegan Bradley,8' 5",2268.750,270,45,1"
172,0,08793,Tiger Woods,8' 5",1543.500,183,36,3"
174,0,24361,Pat Perez,8' 4",1852.167,222,29,6"
175,0,30110,Kyle Stanley,8' 3",1568.250,190,56,3"
175,0,23325,Vaughn Taylor,8' 3",1160.250,141,38,1"
177,0,22405,Justin Rose,8' 1",1426.167,176,30,2"
178,0,24358,Robert Garrigus,8' 0",1462.833,182,37,3"
178,0,20572,Rod Pampling,8' 0",868.167,109,30,4"
180,0,25804,Bubba Watson,7' 10",1809.250,230,71,2"
