RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,08793,Tiger Woods,27.69,157,567
2,0,24502,Adam Scott,26.43,189,715
3,0,01810,Phil Mickelson,24.92,162,650
4,0,23621,Rory Sabbatini,24.69,197,798
5,0,24925,Jonathan Byrd,24.57,201,818
6,0,21731,Freddie Jacobson,24.34,222,912
7,0,01161,Mark Calcavecchia,24.29,238,980
8,0,25900,Lucas Glover,24.25,259,1068
9,0,22371,Aaron Baddeley,24.12,206,854
10,0,23638,Brendon de Jonge,24.09,205,851
11,0,25345,Carl Pettersson,24.03,286,1190
12,0,21209,Sergio Garcia,24.02,165,687
13,0,06527,Steve Stricker,23.98,217,905
14,0,24357,K.J. Choi,23.87,216,905
15,0,27770,Camilo Villegas,23.80,214,899
16,0,06567,Vijay Singh,23.75,248,1044
17,0,23135,Tim Clark,23.52,179,761
17,0,23349,Charles Warren,23.52,298,1267
19,0,06522,Ernie Els,23.49,132,562
19,0,24140,Sean O'Hair,23.49,264,1124
21,0,22405,Justin Rose,23.42,126,538
22,0,21949,Joe Ogilvie,23.12,265,1146
23,0,12660,Jesper Parnevik,23.08,228,988
24,0,20127,Chris Riley,23.06,169,733
25,0,20229,Stewart Cink,22.94,217,946
26,0,25396,Kevin Na,22.93,233,1016
27,0,06197,Michael Allen,22.72,199,876
28,0,23983,Luke Donald,22.68,164,723
29,0,21350,Ryuji Imada,22.63,260,1149
30,0,27095,Nick Watney,22.60,205,907
31,0,24361,Pat Perez,22.59,192,850
32,0,29718,Anthony Kim,22.54,234,1038
33,0,08537,J.P. Hayes,22.47,238,1059
34,0,21633,Steve Allan,22.46,157,699
35,0,20498,Briny Baird,22.44,329,1466
36,0,24781,Hunter Mahan,22.41,229,1022
37,0,01797,Rocco Mediate,22.32,208,932
38,0,01677,Tom Lehman,22.29,152,682
39,0,23322,Brett Wetterich,22.26,199,894
40,0,01024,Billy Andrade,22.22,226,1017
40,0,23325,Vaughn Taylor,22.22,220,990
42,0,01948,Tim Petrovic,22.12,271,1225
43,0,01320,Bob Estes,22.10,244,1104
44,0,23614,Rich Beem,22.09,211,955
45,0,10117,Bob Heintz,22.08,217,983
45,0,22046,Geoff Ogilvy,22.08,187,847
47,0,10885,Robert Allenby,22.02,216,981
47,0,11032,Frank Lickliter II,22.02,262,1190
49,0,20645,John Senden,21.98,255,1160
50,0,20472,Alex Cejka,21.97,225,1024
51,0,24912,Will MacKenzie,21.96,260,1184
52,0,20378,Mathias Grönberg,21.93,241,1099
53,0,23320,Ryan Palmer,21.85,232,1062
53,0,02206,David Toms,21.85,189,865
55,0,28486,Michael Putnam,21.84,225,1030
56,0,23718,Nathan Green,21.82,249,1141
57,0,10809,Jim Furyk,21.81,215,986
58,0,23623,Bo Van Pelt,21.80,281,1289
59,0,21961,Charles Howell III,21.78,171,785
60,0,12510,Chad Campbell,21.77,216,992
61,0,12716,Charley Hoffman,21.75,231,1062
62,0,28475,Jeff Overton,21.73,156,718
63,0,01941,Tom Pernice Jr.,21.67,252,1163
64,0,10425,Jay Williamson,21.57,148,686
65,0,28158,Steve Marino,21.56,257,1192
66,0,21753,Brian Davis,21.53,268,1245
66,0,26881,Jarrod Lyle,21.53,188,873
68,0,24358,Robert Garrigus,21.52,221,1027
68,0,27120,Troy Matteson,21.52,213,990
68,0,20160,Charlie Wi,21.52,249,1157
71,0,01249,John Daly,21.50,112,521
72,0,27933,John Merrick,21.46,232,1081
73,0,01707,Steve Lowery,21.40,196,916
74,0,07867,Woody Austin,21.37,241,1128
74,0,23353,J.J. Henry,21.37,200,936
76,0,10733,Kent Jones,21.35,268,1255
76,0,26596,Ryan Moore,21.35,215,1007
78,0,12652,Cameron Beckman,21.31,250,1173
79,0,07749,Brett Quigley,21.30,170,798
80,0,22295,Darron Stiles,21.29,162,761
81,0,23613,Rich Barcelo,21.28,186,874
82,0,08075,Jerry Kelly,21.23,225,1060
82,0,26882,Michael Sim,21.23,142,669
84,0,20850,Daniel Chopra,21.20,248,1170
85,0,01766,Billy Mayfair,21.19,256,1208
86,0,25273,Andrew Buckle,21.18,180,850
87,0,20572,Rod Pampling,21.17,210,992
88,0,01142,Bart Bryant,21.16,223,1054
88,0,23497,Tag Ridings,21.16,120,567
88,0,27963,Chris Stroud,21.16,160,756
91,0,24024,Zach Johnson,21.13,187,885
92,0,01724,Jeff Maggert,21.10,223,1057
92,0,01945,Kenny Perry,21.10,219,1038
94,0,19846,Brian Gay,21.08,300,1423
95,0,24924,Bill Haas,21.07,224,1063
95,0,08375,Paul Stankowski,21.07,114,541
97,0,20859,Anders Hansen,21.05,100,475
97,0,25804,Bubba Watson,21.05,173,822
99,0,22212,Craig Lile,20.93,190,908
100,0,22293,Heath Slocum,20.91,284,1358
101,0,27649,Brandt Snedeker,20.90,238,1139
102,0,19803,Ryan Armour,20.81,276,1326
103,0,06643,Paul Goydos,20.77,140,674
103,0,25190,Jeff Quinney,20.77,249,1199
105,0,26289,Boo Weekley,20.74,220,1061
106,0,12782,Tim Herron,20.71,226,1091
107,0,24980,Scott Gutschewski,20.64,148,717
107,0,24490,George McNeill,20.64,220,1066
109,0,22892,Jason Gore,20.62,218,1057
110,0,21805,Harrison Frazar,20.56,183,890
111,0,19824,Craig Barlow,20.55,120,584
112,0,01035,Tommy Armour III,20.52,206,1004
113,0,01388,Robert Gamez,20.47,220,1075
113,0,01706,Davis Love III,20.47,138,674
115,0,21660,Jason Schultz,20.46,142,694
116,0,24138,Ian Poulter,20.45,109,533
116,0,12602,Dean Wilson,20.45,211,1032
118,0,20628,Arron Oberholser,20.43,144,705
119,0,26951,Johnson Wagner,20.40,236,1157
120,0,20098,Stuart Appleby,20.38,161,790
121,0,22913,John Rollins,20.37,232,1139
121,0,10423,Mike Weir,20.37,166,815
123,0,24449,Parker McLachlin,20.35,188,924
124,0,23108,Matt Kuchar,20.33,199,979
124,0,02239,Scott Verplank,20.33,173,851
126,0,06515,Shaun Micheel,20.25,198,978
127,0,08123,Jeff Brehaut,20.20,139,688
128,0,22348,Nick O'Hern,20.19,152,753
129,0,08881,Tripp Isenhour,20.12,203,1009
129,0,10860,Justin Leonard,20.12,238,1183
131,0,11123,Chris Couch,20.07,184,917
131,0,06034,Marco Dawson,20.07,171,852
133,0,10213,Dicky Pride,20.05,165,823
134,0,20382,Stephen Leaney,20.04,206,1028
135,0,07363,Craig Bowden,20.00,192,960
135,0,07547,Craig Kanada,20.00,261,1305
137,0,20104,Ken Duke,19.98,260,1301
138,0,07457,Steve Flesch,19.97,246,1232
139,0,01313,Steve Elkington,19.92,212,1064
140,0,12680,Shigeki Maruyama,19.91,216,1085
141,0,20766,Padraig Harrington,19.83,115,580
142,0,20433,Mark Hensby,19.82,194,979
142,0,06595,Kevin Sutherland,19.82,176,888
144,0,24507,Jason Bohn,19.81,143,722
145,0,27060,John Mallinger,19.78,237,1198
146,0,08931,Glen Day,19.77,210,1062
147,0,12705,Cliff Kresge,19.73,263,1333
147,0,25892,Steve Wheatcroft,19.73,161,816
149,0,20105,Jeff Gove,19.68,257,1306
150,0,23048,Eric Axley,19.65,233,1186
150,0,20574,Mathew Goggin,19.65,235,1196
152,0,23788,D.J. Trahan,19.63,241,1228
153,0,21959,Ted Purdy,19.62,236,1203
154,0,25686,Jason Dufner,19.60,224,1143
155,0,12714,Chris Tidland,19.59,135,689
156,0,02214,Kirk Triplett,19.46,188,966
157,0,20691,Greg Owen,19.40,180,928
157,0,21528,Henrik Stenson,19.40,91,469
159,0,12195,Tom Johnson,19.31,163,844
160,0,02223,Bob Tway,19.28,231,1198
161,0,07223,Brian Bateman,19.24,112,582
162,0,27141,J.B. Holmes,19.19,152,792
163,0,29476,Kyle Reifers,19.16,160,835
164,0,01381,Fred Funk,19.07,152,797
165,0,01157,Tom Byrum,19.02,112,589
166,0,01577,Lee Janzen,19.01,130,684
167,0,21878,Mark Wilson,19.00,201,1058
168,0,06004,Stephen Ames,18.90,162,857
169,0,02101,Joey Sindelar,18.80,178,947
170,0,19972,José Coceres,18.75,117,624
171,0,27702,Matt Hendrix,18.72,137,732
172,0,20623,Gavin Coles,18.71,206,1101
172,0,06621,Joe Durant,18.71,200,1069
174,0,21470,Daisuke Maruyama,18.59,195,1049
175,0,23800,Bryce Molder,18.58,115,619
176,0,20634,Peter Lonard,18.57,197,1061
177,0,02104,Jeff Sluman,18.56,106,571
178,0,02246,Duffy Waldorf,18.55,151,814
179,0,21806,Paul Gow,18.51,142,767
180,0,24290,D.J. Brigman,18.50,131,708
181,0,06251,Chris DiMarco,18.44,151,819
182,0,26420,Richard Johnson,18.30,211,1153
183,0,01928,Corey Pavin,18.25,186,1019
184,0,22378,Trevor Immelman,18.18,138,759
185,0,22621,Ben Curtis,17.98,160,890
186,0,21646,David Branshaw,17.90,184,1028
187,0,22806,Doug LaBelle II,17.78,234,1316
188,0,01473,Todd Hamilton,17.77,134,754
189,0,20157,Retief Goosen,17.67,76,430
190,0,24457,Jaco Van Zyl,17.66,107,606
191,0,26679,Kevin Stadler,17.42,174,999
192,0,06373,José María Olazábal,17.35,80,461
193,0,23933,Michael Boyd,17.25,129,748
193,0,26360,Bubba Dickerson,17.25,93,539
195,0,01132,Mark Brooks,16.28,99,608
196,0,02036,Jim Rutledge,15.38,100,650
