RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,33486,Roger Sloan,163.4,1223448,208
2,0,23108,Matt Kuchar,168.8,1421819,234
3,0,50497,Adrien Dumont de Chassart,169.8,1216259,199
4,0,32757,Patton Kizzire,170.0,1431995,234
5,0,34076,Joel Dahmen,170.1,1702593,278
6,0,55789,Taylor Montgomery,171.8,1094479,177
6,0,39327,Ben Silverman,171.8,1718971,278
8,0,30927,Brendon Todd,172.0,2068296,334
9,0,27770,Camilo Villegas,172.8,920882,148
10,0,40058,Zac Blair,173.6,1593211,255
11,0,30926,Chris Kirk,173.7,1725982,276
12,0,47993,Denny McCarthy,173.9,1991022,318
12,0,52513,Carson Young,173.9,1934906,309
14,0,29478,Kevin Kisner,174.1,977791,156
15,0,24024,Zach Johnson,174.3,1072751,171
16,0,59836,Pierceson Coody,174.4,1625890,259
17,0,46113,Ryan McCormick,175.0,1140136,181
17,0,57900,Chandler Phillips,175.0,2028896,322
19,0,51894,Vince Whaley,175.3,1376016,218
20,0,22371,Aaron Baddeley,175.6,1264574,200
21,0,40162,Justin Lower,175.8,2126191,336
21,0,27649,Brandt Snedeker,175.8,1151984,182
23,0,27139,David Skinns,175.9,1633787,258
23,0,27214,Kevin Streelman,175.9,1393023,220
25,0,45522,Christiaan Bezuidenhout,176.2,1706116,269
26,0,49771,J.T. Poston,176.4,2026031,319
27,0,34466,Peter Malnati,176.7,1469705,231
28,0,50493,Justin Suh,177.2,1588818,249
29,0,47420,Jake Knapp,177.4,1774954,278
29,0,47679,Victor Perez,177.4,1398983,219
31,0,34098,Russell Henley,177.6,1649891,258
32,0,36871,Matt NeSmith,177.8,1357119,212
32,0,27330,Josh Teater,177.8,799995,125
34,0,54576,Patrick Fishburn,177.9,1441272,225
34,0,32791,K.H. Lee,177.9,1690934,264
36,0,27936,Martin Laird,178.0,1428585,223
36,0,46442,Maverick McNealy,178.0,2166009,338
38,0,25900,Lucas Glover,178.3,2053576,320
38,0,25493,Nick Taylor,178.3,1861826,290
40,0,36884,Ben Kohles,178.5,1734597,270
41,0,39975,Michael Kim,178.6,1684522,262
41,0,52374,Brandon Wu,178.6,1440280,224
43,0,59143,Mac Meissner,178.7,1691789,263
43,0,26476,Chez Reavie,178.7,1338123,208
45,0,49960,Sepp Straka,178.8,1647891,256
46,0,35617,Martin Trainer,178.9,914602,142
47,0,12716,Charley Hoffman,179.0,1643208,255
48,0,48084,Wesley Bryan,179.2,922276,143
49,0,34021,Bud Cauley,179.5,1241031,192
50,0,27644,Brian Harman,179.7,2089043,323
51,0,60767,Blaine Hale Jr.,179.8,893042,138
51,0,55454,Carl Yuan,179.8,1294357,200
53,0,33204,Shane Lowry,179.9,1573884,243
54,0,55708,Hayden Buckley,180.0,1380296,213
54,0,35310,Lanto Griffin,180.0,1542568,238
54,0,54783,Dylan Wu,180.0,1794743,277
57,0,47504,Sam Burns,180.1,1938494,299
57,0,46441,Robby Shelton,180.1,1646665,254
59,0,54421,Garrick Higgo,180.3,1518763,234
60,0,32640,Troy Merritt,180.4,1487622,229
61,0,57366,Cameron Young,180.5,1969372,303
62,0,33399,Adam Hadwin,180.6,1872380,288
62,0,34256,Andrew Putnam,180.6,1866360,287
64,0,33141,Keegan Bradley,180.7,1854353,285
64,0,51766,Wyndham Clark,180.7,1834878,282
66,0,57975,Harry Hall,180.8,2076835,319
67,0,57362,Austin Eckroat,180.9,1980045,304
67,0,48153,Matthieu Pavon,180.9,1302190,200
69,0,52514,Trace Crowe,181.1,1499896,230
69,0,51977,Max Greyserman,181.1,1760181,270
69,0,39324,J.J. Spaun,181.1,1969014,302
72,0,22405,Justin Rose,181.2,1317557,202
73,0,28775,Nate Lashley,181.6,1542825,236
74,0,56630,Akshay Bhatia,181.8,2100472,321
74,0,47983,Chad Ramey,181.8,1733917,265
76,0,47995,Davis Riley,182.0,1860273,284
77,0,35532,Tom Hoge,182.2,2570587,392
77,0,46717,Viktor Hovland,182.2,1554196,237
79,0,51696,Rico Hoey,182.3,1857512,283
79,0,36699,Patrick Rodgers,182.3,2336940,356
81,0,51349,Nico Echavarria,182.4,1865156,284
82,0,60004,Jacob Bridgeman,182.5,1734942,264
82,0,50484,Hayden Springer,182.5,1563306,238
84,0,32366,Kevin Chappell,182.6,1051663,160
85,0,37212,Paul Barjon,182.7,1052457,160
85,0,33653,Thomas Detry,182.7,1696988,258
87,0,52375,Doug Ghim,182.8,2086438,317
88,0,59095,Chris Gotterup,182.9,1672467,254
88,0,46046,Scottie Scheffler,182.9,2074288,315
90,0,29936,Ryan Fox,183.0,1890518,287
91,0,47988,Nick Hardy,183.1,1997226,303
91,0,40006,Erik van Rooyen,183.1,2004248,304
93,0,33948,Byeong Hun An,183.2,1912326,290
93,0,32333,Kevin Tway,183.2,1134492,172
