RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
97,0,40026,Daniel Berger,171.9,5129213.000,829
98,0,50493,Justin Suh,172.1,5258740.000,849
99,0,52453,Nicolai HÃ¸jgaard,172.2,3807288.000,614
99,0,49771,J.T. Poston,172.2,6687171.000,1079
101,0,32839,Hideki Matsuyama,172.3,5494099.000,886
101,0,51997,Andrew Novak,172.3,6488249.000,1046
101,0,48887,Matt Wallace,172.3,4912560.000,792
104,0,28089,Jason Day,172.4,5095599.000,821
105,0,57362,Austin Eckroat,172.5,6645414.000,1070
105,0,55182,Tom Kim,172.5,6190386.000,997
107,0,47591,Eric Cole,172.7,8175459.000,1315
107,0,23320,Ryan Palmer,172.7,3009328.000,484
109,0,32791,K.H. Lee,172.9,5770189.000,927
110,0,32102,Rickie Fowler,173.0,5816169.000,934
110,0,48153,Matthieu Pavon,173.0,4559220.000,732
112,0,27139,David Skinns,173.1,5778135.000,927
113,0,35506,Mackenzie Hughes,173.2,7134757.000,1144
114,0,33204,Shane Lowry,173.3,5266803.000,844
114,0,40115,Adam Svensson,173.3,8583050.000,1376
116,0,54591,Ben Griffin,173.4,7757920.000,1243
116,0,59143,Mac Meissner,173.4,5562389.000,891
118,0,29420,Billy Horschel,173.7,5751891.000,920
118,0,27330,Josh Teater,173.7,3258324.000,521
118,0,48319,Tom Whitney,173.7,4294870.000,687
121,0,33653,Thomas Detry,173.9,5540216.000,885
121,0,48119,Ben Taylor,173.9,4600647.000,735
123,0,59442,Parker Coody,174.1,4098142.000,654
123,0,51349,Nico Echavarria,174.1,6034979.000,963
123,0,28252,Seamus Power,174.1,7690390.000,1227
126,0,40098,Matt Fitzpatrick,174.2,5392790.000,860
126,0,37455,Si Woo Kim,174.2,6746937.000,1076
126,0,30163,Henrik Norlander,174.2,4238563.000,676
129,0,36871,Matt NeSmith,174.3,5395537.000,860
130,0,30911,Tommy Fleetwood,174.4,5605932.000,893
130,0,33486,Roger Sloan,174.4,4608864.000,734
130,0,27770,Camilo Villegas,174.4,3837036.000,611
133,0,32640,Troy Merritt,174.7,5019181.000,798
133,0,47679,Victor Perez,174.7,5212960.000,829
135,0,25493,Nick Taylor,175.0,6607057.000,1049
136,0,34374,Erik Barnes,175.1,3662142.000,581
136,0,57900,Chandler Phillips,175.1,6410644.000,1017
138,0,27644,Brian Harman,175.5,6918976.000,1095
139,0,52375,Doug Ghim,175.6,6872551.000,1087
140,0,39977,Max Homa,175.7,5944868.000,940
140,0,49960,Sepp Straka,175.7,5826546.000,921
142,0,54628,Lee Hodges,175.8,7467037.000,1180
143,0,52513,Carson Young,175.9,6425731.000,1015
144,0,35532,Tom Hoge,176.0,7956497.000,1256
144,0,47983,Chad Ramey,176.0,5974464.000,943
146,0,37275,Sam Ryder,176.2,5182829.000,817
147,0,50525,Collin Morikawa,176.3,6081498.000,958
148,0,33968,ThorbjÃ¸rn Olesen,176.5,3424081.000,539
149,0,51287,Ryo Hisatsune,176.6,6091829.000,958
150,0,47483,Will Zalatoris,176.8,5149059.000,809
151,0,27936,Martin Laird,176.9,5114261.000,803
151,0,52374,Brandon Wu,176.9,5521379.000,867
153,0,52666,Sami Valimaki,177.0,4938156.000,775
154,0,36801,Mark Hubbard,177.1,7706718.000,1209
154,0,54783,Dylan Wu,177.1,6109109.000,958
156,0,25900,Lucas Glover,177.2,6792439.000,1065
157,0,47993,Denny McCarthy,177.3,6975593.000,1093
158,0,31646,Emiliano Grillo,177.4,6815070.000,1067
158,0,29908,C.T. Pan,177.4,5008174.000,784
158,0,51890,Greyson Sigg,177.4,5761616.000,902
161,0,39327,Ben Silverman,177.5,6242325.000,977
162,0,36326,David Lipsky,177.7,5079821.000,794
163,0,34098,Russell Henley,177.9,5731945.000,895
164,0,32367,Jorge Campillo,178.5,3663189.000,570
165,0,28775,Nate Lashley,178.9,5442822.000,845
166,0,55789,Taylor Montgomery,179.5,4052622.000,627
167,0,40162,Justin Lower,179.7,7344461.000,1135
168,0,24024,Zach Johnson,180.0,3881745.000,599
169,0,27349,Alex Noren,180.1,5347731.000,825
169,0,46441,Robby Shelton,180.1,5822308.000,898
171,0,29535,Brice Garnett,180.3,3862312.000,595
172,0,23108,Matt Kuchar,180.9,6031091.000,926
173,0,47806,Raul Pereda,181.0,3159580.000,485
174,0,46414,Aaron Rai,181.1,6721049.000,1031
175,0,45522,Christiaan Bezuidenhout,181.2,6537479.000,1002
176,0,29478,Kevin Kisner,181.7,4239124.000,648
177,0,36884,Ben Kohles,181.9,6587469.000,1006
178,0,26596,Ryan Moore,182.0,5753831.000,878
179,0,26476,Chez Reavie,183.3,5074495.000,769
180,0,40058,Zac Blair,184.1,6781070.000,1023
181,0,30927,Brendon Todd,185.0,8173553.000,1227
182,0,27649,Brandt Snedeker,186.3,4816292.000,718
183,0,34256,Andrew Putnam,186.4,6977118.000,1040
184,0,22371,Aaron Baddeley,187.9,5411525.000,800
