RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
124,0,23048,Eric Axley,111.13,9668.67,87
125,0,24357,K.J. Choi,111.11,6999.75,63
126,0,21350,Ryuji Imada,110.97,7435.25,67
127,0,22621,Ben Curtis,110.93,7542.98,68
128,0,08845,Scott Sterling,110.87,7317.27,66
129,0,19803,Ryan Armour,110.85,7426.64,67
130,0,22582,Kyle Thompson,110.80,6204.78,56
131,0,25720,Chad Collins,110.76,6756.23,61
132,0,01677,Tom Lehman,110.73,4207.76,38
133,0,24138,Ian Poulter,110.67,4094.65,37
134,0,21949,Joe Ogilvie,110.66,8963.23,81
135,0,21731,Freddie Jacobson,110.53,6963.39,63
136,0,20472,Alex Cejka,110.40,5741.03,52
137,0,01797,Rocco Mediate,110.28,7609.32,69
138,0,26500,Alejandro Cañizares,110.24,4519.90,41
139,0,10860,Justin Leonard,110.18,8593.91,78
140,0,25396,Kevin Na,109.99,8909.46,81
141,0,22548,Patrick Sheehan,109.95,10445.25,95
142,0,10425,Jay Williamson,109.87,7471.32,68
143,0,24227,Justin Bolli,109.80,7576.25,69
144,0,06251,Chris DiMarco,109.68,7896.60,72
144,0,21461,Kenneth Ferrie,109.68,6032.65,55
146,0,01035,Tommy Armour III,109.66,7127.61,65
146,0,01142,Bart Bryant,109.66,7785.73,71
148,0,06575,Dudley Hart,109.63,7016.51,64
149,0,02223,Bob Tway,109.44,5362.47,49
150,0,20127,Chris Riley,109.41,3501.18,32
151,0,23541,Ben Crane,109.35,8201.56,75
152,0,23325,Vaughn Taylor,109.33,9511.66,87
153,0,26420,Richard Johnson,109.27,5244.98,48
154,0,20105,Jeff Gove,109.24,4260.55,39
155,0,10733,Kent Jones,109.22,5351.63,49
156,0,01313,Steve Elkington,109.16,6767.92,62
157,0,20634,Peter Lonard,109.11,8728.58,80
158,0,12602,Dean Wilson,108.93,9368.08,86
159,0,27649,Brandt Snedeker,108.91,7732.29,71
160,0,12705,Cliff Kresge,108.90,7623.31,70
161,0,21878,Mark Wilson,108.87,11649.60,107
162,0,12652,Cameron Beckman,108.80,6636.95,61
163,0,01724,Jeff Maggert,108.69,8478.01,78
164,0,01766,Billy Mayfair,108.64,9777.27,90
165,0,08537,J.P. Hayes,108.54,6621.24,61
166,0,02206,David Toms,108.52,5860.18,54
167,0,06090,Jim McGovern,108.30,6497.79,60
168,0,23135,Tim Clark,108.23,7576.15,70
169,0,19913,Ron Whittaker,108.22,4220.77,39
170,0,25349,Tim Wilkinson,108.14,8110.50,75
171,0,25190,Jeff Quinney,107.81,6684.04,62
172,0,01941,Tom Pernice Jr.,107.78,10455.03,97
173,0,27060,John Mallinger,107.73,8403.11,78
174,0,22806,Doug LaBelle II,107.38,4831.91,45
175,0,24024,Zach Johnson,107.26,8151.73,76
176,0,01388,Robert Gamez,107.24,6863.08,64
177,0,08075,Jerry Kelly,107.12,8141.16,76
178,0,20382,Stephen Leaney,107.10,4283.88,40
179,0,21753,Brian Davis,107.07,10707.22,100
180,0,26476,Chez Reavie,107.05,9955.62,93
181,0,08385,Omar Uresti,107.00,5885.20,55
182,0,12826,Paul Claxton,106.98,4920.86,46
183,0,23108,Matt Kuchar,106.95,6844.83,64
184,0,22293,Heath Slocum,106.86,9617.63,90
185,0,20443,Jin Park,106.79,6941.25,65
186,0,02239,Scott Verplank,106.63,7677.43,72
187,0,10505,Shane Bertsch,106.00,9433.79,89
188,0,12680,Shigeki Maruyama,105.81,4549.72,43
189,0,01139,Olin Browne,105.76,6979.95,66
190,0,22348,Nick O'Hern,105.63,6548.95,62
191,0,06643,Paul Goydos,105.12,6832.92,65
192,0,08931,Glen Day,104.90,5035.07,48
193,0,06012,Greg Kraft,104.69,4711.12,45
194,0,19846,Brian Gay,104.55,9095.52,87
195,0,07547,Craig Kanada,104.21,5106.53,49
196,0,20623,Gavin Coles,103.51,3829.90,37
197,0,01928,Corey Pavin,101.82,5090.97,50
