RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,12823,Carlos Franco,3286.1,105156,32
2,0,23540,Jason Allred,3156.4,113631,36
3,0,20645,John Senden,3117.0,187017,60
4,0,06251,Chris DiMarco,3104.5,204897,66
5,0,24361,Pat Perez,3063.1,199100,65
6,0,07867,Woody Austin,3023.4,232801,77
7,0,10585,Scott McCarron,3019.2,132843,44
8,0,24925,Jonathan Byrd,3000.5,210038,70
9,0,24924,Bill Haas,2996.4,209745,70
10,0,27214,Kevin Streelman,2984.9,226851,76
11,0,21209,Sergio Garcia,2984.1,143236,48
12,0,06621,Joe Durant,2977.0,193504,65
13,0,01928,Corey Pavin,2969.8,130671,44
14,0,23409,James Driscoll,2955.6,177336,60
15,0,12716,Charley Hoffman,2939.8,220483,75
16,0,20382,Stephen Leaney,2936.2,105704,36
17,0,27095,Nick Watney,2927.7,190299,65
18,0,23349,Charles Warren,2924.1,172524,59
19,0,26951,Johnson Wagner,2920.9,181094,62
20,0,21961,Charles Howell III,2919.6,218973,75
21,0,01797,Rocco Mediate,2916.7,180836,62
22,0,26668,Marc Turnesa,2912.1,177638,61
23,0,08385,Omar Uresti,2911.7,151408,52
24,0,02002,John Riegger,2911.4,145571,50
25,0,01024,Billy Andrade,2898.2,139112,48
26,0,23797,Brett Rumford,2897.0,153542,53
27,0,22371,Aaron Baddeley,2892.0,130141,45
28,0,19913,Ron Whittaker,2884.6,106729,37
29,0,12602,Dean Wilson,2884.4,207680,72
30,0,10809,Jim Furyk,2879.2,218816,76
31,0,25720,Chad Collins,2875.9,158173,55
32,0,24449,Parker McLachlin,2860.6,171633,60
33,0,01142,Bart Bryant,2858.1,160054,56
34,0,22913,John Rollins,2857.5,174307,61
35,0,12309,Bob Sowards,2852.5,105544,37
36,0,06575,Dudley Hart,2840.6,153393,54
37,0,20848,Ángel Cabrera,2831.4,90604,32
38,0,25396,Kevin Na,2829.6,206559,73
39,0,01473,Todd Hamilton,2829.1,118824,42
40,0,27120,Troy Matteson,2823.1,225846,80
41,0,11032,Frank Lickliter II,2822.6,228632,81
42,0,10733,Kent Jones,2818.1,123998,44
43,0,01577,Lee Janzen,2816.6,166177,59
44,0,25364,Paul Casey,2816.2,76037,27
45,0,20766,Padraig Harrington,2803.7,70093,25
46,0,26300,Matt Jones,2802.9,182187,65
47,0,21350,Ryuji Imada,2801.1,154062,55
48,0,22892,Jason Gore,2799.8,139992,50
49,0,24024,Zach Johnson,2786.0,183876,66
50,0,23497,Tag Ridings,2776.1,149912,54
51,0,12510,Chad Campbell,2774.1,244122,88
52,0,29718,Anthony Kim,2769.1,160609,58
53,0,07749,Brett Quigley,2768.6,157813,57
54,0,01766,Billy Mayfair,2767.1,229670,83
55,0,24663,Y.E. Yang,2764.7,182471,66
56,0,20127,Chris Riley,2761.3,80077,29
57,0,24490,George McNeill,2760.0,204240,74
58,0,23718,Nathan Green,2755.4,165323,60
59,0,23125,Brad Elder,2754.6,123957,45
60,0,20850,Daniel Chopra,2753.9,159725,58
61,0,20160,Charlie Wi,2748.8,214409,78
