RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
1,0,20848,Ángel Cabrera,2.494,301.6,120.926,28,0194702757
2,0,24358,Robert Garrigus,2.485,301.5,121.333,62,0225702782
3,0,06567,Vijay Singh,2.482,287.9,115.998,56,0219902794
4,0,21878,Mark Wilson,2.479,270.0,108.903,102,0212802740
5,0,20663,Brenden Pappas,2.467,280.9,113.894,38,0223402728
6,0,27141,J.B. Holmes,2.463,307.9,124.998,41,0210102743
7,0,23320,Ryan Palmer,2.462,281.8,114.467,36,0202502745
8,0,24227,Justin Bolli,2.456,269.6,109.786,67,0182902701
9,0,12716,Charley Hoffman,2.455,290.6,118.363,83,0220702826
9,0,27649,Brandt Snedeker,2.455,267.2,108.843,65,0205002704
11,0,28158,Steve Marino,2.452,275.2,112.252,82,0217902694
11,0,22046,Geoff Ogilvy,2.452,281.0,114.602,44,0216602717
11,0,06527,Steve Stricker,2.452,276.8,112.869,50,0220302783
14,0,28780,Nicholas Thompson,2.451,280.0,114.237,79,0222702754
15,0,29718,Anthony Kim,2.450,288.6,117.786,62,0221802745
16,0,24781,Hunter Mahan,2.449,275.0,112.311,66,0220202733
17,0,21805,Harrison Frazar,2.447,286.2,116.976,45,0222102649
17,0,24490,George McNeill,2.447,288.6,117.959,80,0214702721
17,0,25562,Andres Romero,2.447,285.0,116.447,39,0216002699
17,0,06595,Kevin Sutherland,2.447,276.5,112.961,79,0216902790
21,0,21949,Joe Ogilvie,2.444,270.4,110.637,78,0211702731
22,0,20229,Stewart Cink,2.443,283.5,116.046,48,0219802733
22,0,20105,Jeff Gove,2.443,266.9,109.255,36,0225602697
22,0,26476,Chez Reavie,2.443,261.6,107.063,88,0225302872
25,0,22892,Jason Gore,2.440,285.4,116.984,52,0221902762
26,0,01766,Billy Mayfair,2.438,264.8,108.640,87,0207502700
26,0,23349,Charles Warren,2.438,286.7,117.562,62,0216702715
28,0,01724,Jeff Maggert,2.436,264.9,108.731,75,0223302692
29,0,20472,Alex Cejka,2.435,268.7,110.320,48,0216802694
29,0,23623,Bo Van Pelt,2.435,278.5,114.368,75,0218702648
31,0,24357,K.J. Choi,2.433,270.2,111.043,60,0220802721
31,0,22806,Doug LaBelle II,2.433,261.5,107.477,41,0221002761
