RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
31,0,01945,Kenny Perry,2.433,277.2,113.931,76,0219002721
31,0,02206,David Toms,2.433,263.9,108.442,49,0203302725
35,0,23325,Vaughn Taylor,2.432,265.6,109.198,79,0211202803
36,0,23541,Ben Crane,2.431,265.6,109.267,70,0217902610
36,0,01473,Todd Hamilton,2.431,275.2,113.203,42,0202302672
38,0,21633,Steve Allan,2.430,282.5,116.232,38,0199402686
38,0,20378,Mathias Grönberg,2.430,275.3,113.296,57,0216702700
38,0,23157,Richard Johnson,2.430,283.3,116.580,52,0176102729
38,0,01707,Steve Lowery,2.430,276.3,113.686,56,0217902724
42,0,12705,Cliff Kresge,2.429,264.6,108.910,66,0209002604
43,0,01706,Davis Love III,2.428,286.0,117.771,53,0222102624
44,0,20574,Mathew Goggin,2.427,276.6,113.939,65,0218002807
45,0,23048,Eric Axley,2.426,269.6,111.096,78,0208202704
45,0,20766,Padraig Harrington,2.426,280.1,115.446,22,0224902612
45,0,30925,Dustin Johnson,2.426,297.7,122.745,51,0212002648
45,0,22913,John Rollins,2.426,273.3,112.677,70,0217702704
49,0,25364,Paul Casey,2.425,289.1,119.240,29,0212602621
50,0,07867,Woody Austin,2.424,277.4,114.419,86,0212302778
51,0,19803,Ryan Armour,2.423,268.3,110.735,62,0206302692
51,0,12782,Tim Herron,2.423,271.3,111.996,72,0210302709
53,0,01024,Billy Andrade,2.422,272.5,112.514,44,0211602711
54,0,25345,Carl Pettersson,2.421,271.5,112.139,90,0211502720
55,0,01035,Tommy Armour III,2.419,265.2,109.637,53,0207502648
55,0,21959,Ted Purdy,2.419,275.1,113.729,40,0223402590
57,0,22621,Ben Curtis,2.418,268.6,111.044,64,0219702685
57,0,21753,Brian Davis,2.418,258.8,107.046,96,0213602716
57,0,26679,Kevin Stadler,2.418,273.8,113.210,52,0198902681
60,0,12652,Cameron Beckman,2.417,263.0,108.832,60,0214002683
60,0,20850,Daniel Chopra,2.417,285.4,118.060,54,0212502709
60,0,27936,Martin Laird,2.417,283.5,117.313,70,0213002704
60,0,07749,Brett Quigley,2.417,273.2,113.029,56,0214602618
64,0,01226,Fred Couples,2.416,284.7,117.827,34,0213102646
64,0,20382,Stephen Leaney,2.416,258.7,107.068,36,0215902557
64,0,01797,Rocco Mediate,2.416,266.7,110.399,61,0217202762
64,0,01941,Tom Pernice Jr.,2.416,260.3,107.765,94,0216802736
68,0,27561,Nick Flanagan,2.415,275.6,114.092,65,0209502707
69,0,08931,Glen Day,2.414,252.9,104.778,45,0221102622
69,0,25900,Lucas Glover,2.414,283.7,117.535,73,0212002651
69,0,22582,Kyle Thompson,2.414,267.4,110.758,50,0216102731
72,0,10809,Jim Furyk,2.413,268.6,111.326,80,0210602665
72,0,27095,Nick Watney,2.413,291.6,120.837,70,0209002689
74,0,02239,Scott Verplank,2.412,257.1,106.595,67,0214902723
75,0,20098,Stuart Appleby,2.411,273.1,113.239,60,0213402707
75,0,10425,Jay Williamson,2.411,264.9,109.877,62,0214802614
77,0,28089,Jason Day,2.410,279.3,115.888,63,0211202646
77,0,01553,John Huston,2.410,274.1,113.724,42,0217402677
77,0,22293,Heath Slocum,2.410,257.5,106.857,87,0209802650
80,0,06643,Paul Goydos,2.409,253.3,105.140,64,0210702848
80,0,24502,Adam Scott,2.409,285.2,118.378,32,0208502632
82,0,27613,David Lutterus,2.408,268.2,111.338,38,0214402647
82,0,24138,Ian Poulter,2.408,266.7,110.746,35,0215002635
84,0,10733,Kent Jones,2.407,262.9,109.217,49,0222202664
84,0,24361,Pat Perez,2.407,282.6,117.391,71,0218302646
86,0,23614,Rich Beem,2.405,269.9,112.215,68,0206402575
86,0,08537,J.P. Hayes,2.405,261.1,108.554,56,0215702658
86,0,26951,Johnson Wagner,2.405,272.0,113.096,61,0220502709
89,0,23125,Brad Elder,2.404,269.6,112.152,44,0209502600
89,0,06012,Greg Kraft,2.404,251.5,104.614,42,0216402626
89,0,24140,Sean O'Hair,2.404,277.6,115.486,57,0183402713
92,0,11032,Frank Lickliter II,2.403,267.5,111.302,87,0214702645
93,0,10885,Robert Allenby,2.402,274.6,114.320,73,0214802616
93,0,23135,Tim Clark,2.402,259.9,108.177,62,0222802661
95,0,25632,Jimmy Walker,2.399,277.5,115.661,46,0208102626
96,0,01388,Robert Gamez,2.398,257.3,107.290,60,0208102692
96,0,23788,D.J. Trahan,2.398,274.1,114.294,68,0207502658
98,0,24925,Jonathan Byrd,2.397,274.3,114.432,73,0204702699
98,0,24024,Zach Johnson,2.397,257.1,107.248,69,0220502650
98,0,27120,Troy Matteson,2.397,281.9,117.601,78,0203202619
98,0,25842,Jon Mills,2.397,274.5,114.511,51,0212802632
102,0,06090,Jim McGovern,2.395,259.4,108.332,57,0206702603
102,0,22348,Nick O'Hern,2.395,253.0,105.630,60,0212302695
102,0,25594,Travis Perkins,2.395,289.9,121.063,20,0224002544
102,0,23621,Rory Sabbatini,2.395,274.8,114.746,54,0196002672
102,0,08385,Omar Uresti,2.395,256.2,107.005,54,0215602612
107,0,23778,Brad Adamonis,2.394,274.4,114.616,64,0209802617
107,0,06522,Ernie Els,2.394,274.1,114.501,35,0213302713
107,0,26695,Michael Letzig,2.394,272.3,113.735,64,0215702631
107,0,27963,Chris Stroud,2.394,269.1,112.409,55,0207802631
111,0,20433,Mark Hensby,2.393,266.2,111.235,54,0207902714
111,0,27933,John Merrick,2.393,274.2,114.575,65,0216602697
113,0,22548,Patrick Sheehan,2.390,262.7,109.917,87,0208402672
114,0,30750,Tommy Gainey,2.389,277.7,116.257,35,0205502626
114,0,27060,John Mallinger,2.389,257.5,107.792,75,0219902656
114,0,26289,Boo Weekley,2.389,276.1,115.578,60,0206902785
117,0,20498,Briny Baird,2.385,265.6,111.361,79,0215902561
117,0,26300,Matt Jones,2.385,277.1,116.183,66,0210302606
117,0,23108,Matt Kuchar,2.385,255.0,106.926,63,0204902591
117,0,20634,Peter Lonard,2.385,260.4,109.159,74,0203702714
121,0,10875,Todd Demsey,2.383,270.8,113.633,59,0220702645
121,0,12660,Jesper Parnevik,2.383,266.5,111.827,64,0212302637
123,0,10423,Mike Weir,2.382,266.3,111.819,61,0208602641
124,0,23540,Jason Allred,2.381,287.1,120.570,34,0213702745
124,0,26631,Cody Freeman,2.381,266.3,111.829,44,0208102740
124,0,23497,Tag Ridings,2.381,288.0,120.982,61,0211902656
124,0,23797,Brett Rumford,2.381,269.2,113.080,52,0209802692
124,0,12309,Bob Sowards,2.381,269.4,113.155,39,0217002692
129,0,01161,Mark Calcavecchia,2.380,269.8,113.353,42,0199302723
129,0,06251,Chris DiMarco,2.380,260.8,109.569,65,0204802602
129,0,08075,Jerry Kelly,2.380,255.1,107.165,68,0211402607
132,0,20572,Rod Pampling,2.379,266.3,111.904,59,0205002633
133,0,21461,Kenneth Ferrie,2.378,260.8,109.671,54,0211402596
134,0,01810,Phil Mickelson,2.376,278.1,117.072,44,0207302630
134,0,25190,Jeff Quinney,2.376,256.0,107.739,56,0200302650
134,0,25804,Bubba Watson,2.376,294.0,123.748,53,0183302702
137,0,19913,Ron Whittaker,2.374,256.5,108.048,36,0218602495
138,0,21731,Freddie Jacobson,2.372,262.1,110.517,56,0203702677
139,0,01139,Olin Browne,2.371,250.6,105.694,60,0212802638
139,0,12510,Chad Campbell,2.371,266.5,112.417,86,0210502735
141,0,07457,Steve Flesch,2.370,263.7,111.267,70,0203802663
141,0,24924,Bill Haas,2.370,281.3,118.681,78,0200502587
141,0,20443,Jin Park,2.370,253.1,106.781,63,0202402702
144,0,07547,Craig Kanada,2.368,246.8,104.212,48,0208602648
144,0,27770,Camilo Villegas,2.368,271.2,114.533,54,0172602615
146,0,06575,Dudley Hart,2.367,259.5,109.611,59,0204902645
146,0,10860,Justin Leonard,2.367,260.8,110.145,73,0209602698
148,0,28475,Jeff Overton,2.366,273.9,115.769,66,0187602655
148,0,26668,Marc Turnesa,2.366,266.6,112.671,64,0218402568
150,0,06034,Marco Dawson,2.365,265.8,112.390,41,0214702531
150,0,20157,Retief Goosen,2.365,271.5,114.806,34,0197002672
152,0,09011,David Duval,2.364,277.0,117.139,24,0207902569
152,0,26596,Ryan Moore,2.364,267.0,112.948,53,0208102600
154,0,21350,Ryuji Imada,2.363,262.2,110.944,60,0211202592
155,0,26500,Alejandro Cañizares,2.362,260.2,110.159,39,0206802633
156,0,12602,Dean Wilson,2.361,257.0,108.860,78,0206002564
157,0,22371,Aaron Baddeley,2.360,274.7,116.401,46,0211902633
157,0,25349,Tim Wilkinson,2.360,255.5,108.257,70,0216102605
159,0,10649,Tom Scherrer,2.358,263.3,111.662,30,0197102536
160,0,01577,Lee Janzen,2.355,267.1,113.388,66,0204102668
160,0,20127,Chris Riley,2.355,257.7,109.412,31,0207102649
162,0,20160,Charlie Wi,2.354,263.7,112.032,74,0213102674
163,0,24912,Will MacKenzie,2.353,268.8,114.254,55,0198102567
164,0,23718,Nathan Green,2.352,267.2,113.606,64,0215602646
165,0,02002,John Riegger,2.351,264.8,112.642,49,0212602718
166,0,10585,Scott McCarron,2.350,266.6,113.439,48,0219602666
166,0,25396,Kevin Na,2.350,258.4,109.962,76,0205602620
168,0,01677,Tom Lehman,2.349,260.2,110.754,36,0217902578
169,0,01313,Steve Elkington,2.348,256.4,109.191,60,0210902704
170,0,12826,Paul Claxton,2.346,250.7,106.885,41,0202902552
170,0,12680,Shigeki Maruyama,2.346,248.4,105.900,40,0214102718
170,0,27214,Kevin Streelman,2.346,276.3,117.796,82,0198602760
173,0,06621,Joe Durant,2.345,266.0,113.424,71,0188302565
173,0,06573,Brandt Jobe,2.345,277.3,118.256,32,0218802512
175,0,01948,Tim Petrovic,2.343,262.7,112.127,70,0213002642
176,0,20623,Gavin Coles,2.341,242.4,103.532,36,0195902478
176,0,23409,James Driscoll,2.341,280.4,119.814,60,0178502668
176,0,24449,Parker McLachlin,2.341,262.5,112.111,63,0209002704
176,0,08845,Scott Sterling,2.341,259.4,110.792,62,0188302573
180,0,20645,John Senden,2.339,276.6,118.274,66,0185002597
180,0,24663,Y.E. Yang,2.339,267.6,114.409,68,0211002701
182,0,06004,Stephen Ames,2.338,264.1,112.978,69,0207702638
183,0,19846,Brian Gay,2.337,244.4,104.562,84,0208402611
184,0,02223,Bob Tway,2.336,255.5,109.384,47,0213702606
185,0,22378,Trevor Immelman,2.332,268.4,115.135,48,0196202651
186,0,23353,J.J. Henry,2.331,267.8,114.877,87,0184802683
187,0,21209,Sergio Garcia,2.324,279.3,120.164,45,0206102753
188,0,10505,Shane Bertsch,2.318,245.5,105.931,80,0200902623
189,0,21961,Charles Howell III,2.315,274.9,118.756,71,0186602615
190,0,26420,Richard Johnson,2.313,252.6,109.221,45,0177002603
191,0,25720,Chad Collins,2.310,255.8,110.707,54,0194802492
192,0,01928,Corey Pavin,2.307,234.6,101.721,45,0190902663
193,0,20104,Ken Duke,2.294,257.7,112.299,86,0198602556
194,0,06197,Michael Allen,2.275,259.8,114.219,68,0180702582
195,0,01142,Bart Bryant,2.274,249.0,109.508,63,0201702513
196,0,01320,Bob Estes,2.273,254.0,111.725,69,0200002603
197,0,12823,Carlos Franco,2.249,265.6,118.115,41,0184002496
