RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,02206,David Toms,1.478,79.795,54,1.516,1.463
2,0,10505,Shane Bertsch,1.477,131.465,89,1.493,1.447
2,0,08845,Scott Sterling,1.477,97.498,66,1.500,1.447
4,0,23614,Rich Beem,1.476,107.734,73,1.504,1.451
4,0,10875,Todd Demsey,1.476,97.433,66,1.510,1.457
4,0,07457,Steve Flesch,1.476,119.525,81,1.518,1.447
4,0,20574,Mathew Goggin,1.476,104.803,71,1.504,1.457
4,0,08537,J.P. Hayes,1.476,90.051,61,1.493,1.461
4,0,01553,John Huston,1.476,66.442,45,1.500,1.445
4,0,23157,Richard Johnson,1.476,90.036,61,1.514,1.433
4,0,07547,Craig Kanada,1.476,72.307,49,1.495,1.465
4,0,20663,Brenden Pappas,1.476,63.457,43,1.497,1.453
4,0,20127,Chris Riley,1.476,47.225,32,1.502,1.463
4,0,25804,Bubba Watson,1.476,98.895,67,1.504,1.459
4,0,25349,Tim Wilkinson,1.476,110.713,75,1.516,1.461
4,0,10425,Jay Williamson,1.476,100.348,68,1.487,1.463
17,0,10885,Robert Allenby,1.475,119.492,81,1.500,1.457
17,0,20498,Briny Baird,1.475,125.344,85,1.502,1.447
17,0,23541,Ben Crane,1.475,110.599,75,1.489,1.461
17,0,09011,David Duval,1.475,45.733,31,1.491,1.461
17,0,01313,Steve Elkington,1.475,91.449,62,1.500,1.461
17,0,06522,Ernie Els,1.475,56.036,38,1.485,1.461
17,0,21805,Harrison Frazar,1.475,76.682,52,1.500,1.463
17,0,26631,Cody Freeman,1.475,73.747,50,1.491,1.447
17,0,27936,Martin Laird,1.475,110.613,75,1.500,1.433
17,0,20634,Peter Lonard,1.475,117.981,80,1.493,1.451
17,0,01706,Davis Love III,1.475,79.636,54,1.499,1.443
17,0,27613,David Lutterus,1.475,66.361,45,1.493,1.461
17,0,01724,Jeff Maggert,1.475,115.085,78,1.500,1.459
17,0,01766,Billy Mayfair,1.475,132.754,90,1.495,1.449
17,0,06090,Jim McGovern,1.475,88.516,60,1.491,1.457
17,0,01797,Rocco Mediate,1.475,101.768,69,1.516,1.461
17,0,22348,Nick O'Hern,1.475,91.480,62,1.491,1.459
17,0,21949,Joe Ogilvie,1.475,119.460,81,1.490,1.453
17,0,23320,Ryan Palmer,1.475,66.375,45,1.493,1.429
17,0,23497,Tag Ridings,1.475,103.237,70,1.508,1.449
17,0,22913,John Rollins,1.475,109.166,74,1.499,1.449
17,0,02239,Scott Verplank,1.475,106.169,72,1.500,1.445
17,0,27095,Nick Watney,1.475,106.185,72,1.502,1.449
40,0,20848,Ángel Cabrera,1.474,54.528,37,1.493,1.459
40,0,24357,K.J. Choi,1.474,92.885,63,1.491,1.423
40,0,20229,Stewart Cink,1.474,84.028,57,1.500,1.433
40,0,20104,Ken Duke,1.474,142.955,97,1.504,1.429
40,0,20378,Mathias Grönberg,1.474,97.315,66,1.502,1.457
40,0,01473,Todd Hamilton,1.474,67.796,46,1.495,1.455
40,0,20433,Mark Hensby,1.474,85.510,58,1.491,1.459
40,0,22378,Trevor Immelman,1.474,73.682,50,1.491,1.443
40,0,26300,Matt Jones,1.474,109.110,74,1.508,1.449
40,0,06012,Greg Kraft,1.474,66.323,45,1.489,1.461
40,0,12705,Cliff Kresge,1.474,103.158,70,1.491,1.435
40,0,20382,Stephen Leaney,1.474,58.962,40,1.491,1.439
40,0,01677,Tom Lehman,1.474,56.019,38,1.520,1.433
40,0,26695,Michael Letzig,1.474,100.215,68,1.506,1.433
40,0,24449,Parker McLachlin,1.474,100.230,68,1.499,1.393
40,0,24490,George McNeill,1.474,126.786,86,1.495,1.451
40,0,01810,Phil Mickelson,1.474,76.663,52,1.504,1.425
40,0,26596,Ryan Moore,1.474,82.536,56,1.489,1.453
40,0,22046,Geoff Ogilvy,1.474,69.285,47,1.497,1.447
40,0,28475,Jeff Overton,1.474,112.039,76,1.510,1.403
40,0,25594,Travis Perkins,1.474,36.853,25,1.491,1.461
40,0,25345,Carl Pettersson,1.474,140.007,95,1.491,1.453
40,0,24138,Ian Poulter,1.474,54.545,37,1.489,1.457
40,0,10649,Tom Scherrer,1.474,56.020,38,1.495,1.435
40,0,22293,Heath Slocum,1.474,132.699,90,1.497,1.453
40,0,06527,Steve Stricker,1.474,79.588,54,1.485,1.459
40,0,23325,Vaughn Taylor,1.474,128.229,87,1.493,1.447
40,0,22582,Kyle Thompson,1.474,82.554,56,1.493,1.455
