RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,25594,Travis Perkins,100.00
2,0,20766,Padraig Harrington,90.91
3,0,26631,Cody Freeman,80.00
4,0,20645,John Senden,77.78
5,0,06567,Vijay Singh,76.47
6,0,25345,Carl Pettersson,76.00
7,0,20572,Rod Pampling,75.00
7,0,19913,Ron Whittaker,75.00
9,0,21350,Ryuji Imada,73.33
10,0,01707,Steve Lowery,72.73
10,0,22293,Heath Slocum,72.73
12,0,20229,Stewart Cink,72.22
12,0,01810,Phil Mickelson,72.22
14,0,21633,Steve Allan,71.43
14,0,12652,Cameron Beckman,71.43
14,0,20105,Jeff Gove,71.43
14,0,23157,Richard Johnson,71.43
14,0,26679,Kevin Stadler,71.43
19,0,20104,Ken Duke,70.83
20,0,07457,Steve Flesch,70.59
21,0,06522,Ernie Els,70.00
22,0,10860,Justin Leonard,69.57
23,0,20634,Peter Lonard,68.75
24,0,06004,Stephen Ames,66.67
24,0,24357,K.J. Choi,66.67
24,0,08931,Glen Day,66.67
24,0,20378,Mathias Grönberg,66.67
24,0,21731,Freddie Jacobson,66.67
24,0,23320,Ryan Palmer,66.67
24,0,23797,Brett Rumford,66.67
24,0,06527,Steve Stricker,66.67
24,0,12602,Dean Wilson,66.67
33,0,28780,Nicholas Thompson,65.00
34,0,23718,Nathan Green,64.71
34,0,24781,Hunter Mahan,64.71
36,0,25562,Andres Romero,64.29
37,0,25364,Paul Casey,63.64
37,0,20472,Alex Cejka,63.64
37,0,25720,Chad Collins,63.64
37,0,26596,Ryan Moore,63.64
41,0,25900,Lucas Glover,63.16
41,0,21949,Joe Ogilvie,63.16
41,0,23788,D.J. Trahan,63.16
44,0,01706,Davis Love III,62.50
44,0,10585,Scott McCarron,62.50
46,0,10885,Robert Allenby,61.54
46,0,21805,Harrison Frazar,61.54
46,0,22378,Trevor Immelman,61.54
49,0,29718,Anthony Kim,61.11
49,0,27770,Camilo Villegas,61.11
51,0,22371,Aaron Baddeley,60.00
51,0,19846,Brian Gay,60.00
51,0,24140,Sean O'Hair,60.00
51,0,24361,Pat Perez,60.00
51,0,07749,Brett Quigley,60.00
51,0,24502,Adam Scott,60.00
51,0,08845,Scott Sterling,60.00
58,0,21209,Sergio Garcia,58.82
58,0,25349,Tim Wilkinson,58.82
60,0,01226,Fred Couples,58.33
60,0,20157,Retief Goosen,58.33
60,0,21878,Mark Wilson,58.33
63,0,10505,Shane Bertsch,57.89
63,0,12510,Chad Campbell,57.89
63,0,23353,J.J. Henry,57.89
63,0,25396,Kevin Na,57.89
63,0,10423,Mike Weir,57.89
68,0,23409,James Driscoll,57.14
68,0,08537,J.P. Hayes,57.14
68,0,08075,Jerry Kelly,57.14
68,0,23497,Tag Ridings,57.14
68,0,26951,Johnson Wagner,57.14
73,0,12716,Charley Hoffman,56.25
73,0,22348,Nick O'Hern,56.25
73,0,25190,Jeff Quinney,56.25
76,0,23541,Ben Crane,55.56
76,0,22621,Ben Curtis,55.56
76,0,23125,Brad Elder,55.56
76,0,26420,Richard Johnson,55.56
76,0,28158,Steve Marino,55.56
76,0,20127,Chris Riley,55.56
76,0,22913,John Rollins,55.56
83,0,20098,Stuart Appleby,55.00
83,0,21753,Brian Davis,55.00
83,0,27060,John Mallinger,55.00
86,0,10733,Kent Jones,54.55
86,0,24138,Ian Poulter,54.55
88,0,01035,Tommy Armour III,53.85
88,0,22046,Geoff Ogilvy,53.85
88,0,26668,Marc Turnesa,53.85
91,0,02206,David Toms,53.33
92,0,01313,Steve Elkington,52.94
92,0,24358,Robert Garrigus,52.94
92,0,24449,Parker McLachlin,52.94
92,0,27649,Brandt Snedeker,52.94
92,0,02239,Scott Verplank,52.94
97,0,23048,Eric Axley,52.63
97,0,21961,Charles Howell III,52.63
97,0,24490,George McNeill,52.63
97,0,27933,John Merrick,52.63
97,0,23623,Bo Van Pelt,52.63
97,0,25804,Bubba Watson,52.63
103,0,01766,Billy Mayfair,52.38
103,0,27095,Nick Watney,52.38
105,0,07867,Woody Austin,52.17
106,0,06197,Michael Allen,50.00
106,0,19803,Ryan Armour,50.00
106,0,24925,Jonathan Byrd,50.00
106,0,26500,Alejandro Cañizares,50.00
106,0,28089,Jason Day,50.00
106,0,12823,Carlos Franco,50.00
106,0,10809,Jim Furyk,50.00
106,0,01388,Robert Gamez,50.00
106,0,20574,Mathew Goggin,50.00
106,0,01577,Lee Janzen,50.00
106,0,24024,Zach Johnson,50.00
106,0,06012,Greg Kraft,50.00
106,0,20663,Brenden Pappas,50.00
