RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
1,0,51977,Max Greyserman,102.38,881,49,853
2,0,47993,Denny McCarthy,102.22,1083,43,1064
3,0,39975,Michael Kim,102.13,894,41,872
4,0,40098,Matt Fitzpatrick,102.07,868,36,850
5,0,39327,Ben Silverman,101.95,973,39,953
6,0,28237,Rory McIlroy,101.92,885,34,868
7,0,54576,Patrick Fishburn,101.88,797,36,776
8,0,35450,Patrick Cantlay,101.80,776,31,759
9,0,55893,Sam Stevens,101.78,1123,49,1094
10,0,51766,Wyndham Clark,101.75,858,38,835
11,0,46717,Viktor Hovland,101.65,727,33,706
12,0,28089,Jason Day,101.59,817,28,802
13,0,34563,Chesson Hadley,101.53,849,27,835
13,0,27644,Brian Harman,101.53,1109,38,1088
15,0,48153,Matthieu Pavon,101.46,754,38,727
16,0,45522,Christiaan Bezuidenhout,101.40,999,30,983
17,0,33204,Shane Lowry,101.39,863,37,838
18,0,52513,Carson Young,101.37,1020,40,994
19,0,48081,Xander Schauffele,101.36,957,31,939
20,0,60004,Jacob Bridgeman,101.34,819,26,804
21,0,50497,Adrien Dumont de Chassart,101.29,850,26,835
21,0,29420,Billy Horschel,101.29,933,33,912
23,0,48867,Matti Schmid,101.24,884,36,859
24,0,33653,Thomas Detry,101.23,895,36,870
25,0,35506,Mackenzie Hughes,101.21,1155,36,1133
26,0,51634,Sahith Theegala,101.17,1192,47,1159
27,0,29936,Ryan Fox,101.14,968,44,935
28,0,40162,Justin Lower,101.12,1158,50,1121
29,0,54591,Ben Griffin,101.09,1279,40,1253
29,0,39971,Sungjae Im,101.09,1099,42,1069
31,0,35461,Beau Hossler,101.08,1108,38,1082
32,0,36699,Patrick Rodgers,101.02,1272,43,1242
33,0,40250,Taylor Pendrith,101.01,995,38,967
34,0,51997,Andrew Novak,100.99,1112,41,1082
35,0,47983,Chad Ramey,100.94,960,30,939
36,0,34098,Russell Henley,100.90,892,32,868
