RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,47504,Sam Burns,1.543,2028,1314
2,0,55789,Taylor Montgomery,1.544,1501,972
2,0,50525,Collin Morikawa,1.544,2196,1422
4,0,45522,Christiaan Bezuidenhout,1.548,2117,1368
4,0,47993,Denny McCarthy,1.548,2424,1566
6,0,34098,Russell Henley,1.550,2037,1314
6,0,35506,Mackenzie Hughes,1.550,2650,1710
8,0,28089,Jason Day,1.551,1926,1242
9,0,57975,Harry Hall,1.556,2240,1440
10,0,35450,Patrick Cantlay,1.557,1822,1170
11,0,33653,Thomas Detry,1.560,1881,1206
12,0,47591,Eric Cole,1.562,3009,1926
13,0,51766,Wyndham Clark,1.564,1886,1206
13,0,57900,Chandler Phillips,1.564,2336,1494
15,0,50188,S.H. Kim,1.567,2962,1890
16,0,39971,Sungjae Im,1.568,2455,1566
17,0,22371,Aaron Baddeley,1.570,2063,1314
18,0,30927,Brendon Todd,1.571,2800,1782
19,0,46442,Maverick McNealy,1.572,2603,1656
19,0,48081,Xander Schauffele,1.572,2235,1422
21,0,40098,Matt Fitzpatrick,1.574,2012,1278
21,0,46046,Scottie Scheffler,1.574,2011,1278
23,0,51977,Max Greyserman,1.576,2185,1386
23,0,37455,Si Woo Kim,1.576,2496,1584
25,0,28237,Rory McIlroy,1.577,1959,1242
26,0,40250,Taylor Pendrith,1.578,2159,1368
27,0,29420,Billy Horschel,1.580,2161,1368
28,0,32839,Hideki Matsuyama,1.581,2106,1332
28,0,24502,Adam Scott,1.581,2020,1278
30,0,33448,Justin Thomas,1.582,1908,1206
31,0,60004,Jacob Bridgeman,1.584,2224,1404
31,0,27644,Brian Harman,1.584,2481,1566
31,0,52215,Robert MacIntyre,1.584,2053,1296
31,0,29221,Webb Simpson,1.584,1454,918
35,0,56630,Akshay Bhatia,1.585,2454,1548
35,0,34099,Harris English,1.585,2653,1674
37,0,22405,Justin Rose,1.586,1741,1098
38,0,59866,Nick Dunlap,1.587,1914,1206
39,0,52955,Ludvig Ãberg,1.588,2144,1350
39,0,46717,Viktor Hovland,1.588,1629,1026
39,0,49771,J.T. Poston,1.588,2429,1530
39,0,46441,Robby Shelton,1.588,2172,1368
39,0,51894,Vince Whaley,1.588,2058,1296
44,0,39977,Max Homa,1.589,2259,1422
45,0,52514,Trace Crowe,1.590,1946,1224
45,0,34046,Jordan Spieth,1.590,2003,1260
47,0,47806,Raul Pereda,1.591,1346,846
48,0,35532,Tom Hoge,1.592,2895,1818
49,0,33948,Byeong Hun An,1.593,2151,1350
49,0,35461,Beau Hossler,1.593,2438,1530
49,0,34466,Peter Malnati,1.593,2150,1350
52,0,33408,Tyson Alexander,1.594,2152,1350
52,0,45157,Cam Davis,1.594,2209,1386
52,0,33399,Adam Hadwin,1.594,2267,1422
55,0,57366,Cameron Young,1.596,2327,1458
56,0,32102,Rickie Fowler,1.597,2214,1386
56,0,30926,Chris Kirk,1.597,2213,1386
56,0,27349,Alex Noren,1.597,1984,1242
56,0,47995,Davis Riley,1.597,2098,1314
60,0,36799,Stephan Jaeger,1.598,2272,1422
60,0,49947,Taylor Moore,1.598,2848,1782
62,0,34374,Erik Barnes,1.599,1554,972
62,0,54591,Ben Griffin,1.599,3223,2016
64,0,57362,Austin Eckroat,1.600,2592,1620
64,0,55182,Tom Kim,1.600,2275,1422
64,0,51634,Sahith Theegala,1.600,2678,1674
67,0,28252,Seamus Power,1.601,2767,1728
67,0,58168,Davis Thompson,1.601,2594,1620
69,0,12716,Charley Hoffman,1.602,2019,1260
70,0,24024,Zach Johnson,1.603,1385,864
71,0,52666,Sami Valimaki,1.604,1732,1080
72,0,36801,Mark Hubbard,1.605,2860,1782
72,0,39975,Michael Kim,1.605,2340,1458
72,0,40162,Justin Lower,1.605,2802,1746
72,0,34256,Andrew Putnam,1.605,2282,1422
72,0,55454,Carl Yuan,1.605,1849,1152
77,0,33486,Roger Sloan,1.606,1908,1188
78,0,30911,Tommy Fleetwood,1.607,2054,1278
78,0,31646,Emiliano Grillo,1.607,2459,1530
78,0,51997,Andrew Novak,1.607,2401,1494
81,0,23108,Matt Kuchar,1.608,2113,1314
81,0,49960,Sepp Straka,1.608,2229,1386
81,0,25493,Nick Taylor,1.608,2402,1494
84,0,47347,Adam Schenk,1.609,2664,1656
84,0,39327,Ben Silverman,1.609,2259,1404
84,0,55893,Sam Stevens,1.609,2839,1764
87,0,33141,Keegan Bradley,1.610,2290,1422
87,0,48084,Wesley Bryan,1.610,1449,900
87,0,33968,ThorbjÃ¸rn Olesen,1.610,1391,864
90,0,32367,Jorge Campillo,1.611,1508,936
91,0,40058,Zac Blair,1.612,2380,1476
91,0,29725,Tony Finau,1.612,2292,1422
91,0,25900,Lucas Glover,1.612,2698,1674
91,0,33204,Shane Lowry,1.612,2031,1260
95,0,59836,Pierceson Coody,1.613,2265,1404
95,0,51349,Nico Echavarria,1.613,2555,1584
95,0,50484,Hayden Springer,1.613,2091,1296
98,0,29908,C.T. Pan,1.614,1714,1062
99,0,47420,Jake Knapp,1.615,2180,1350
99,0,36699,Patrick Rodgers,1.615,2907,1800
99,0,54783,Dylan Wu,1.615,2326,1440
102,0,32791,K.H. Lee,1.616,2269,1404
102,0,35617,Martin Trainer,1.616,1454,900
102,0,40006,Erik van Rooyen,1.616,2298,1422
105,0,59442,Parker Coody,1.617,1601,990
105,0,37378,Min Woo Lee,1.617,1921,1188
105,0,27649,Brandt Snedeker,1.617,1688,1044
108,0,48153,Matthieu Pavon,1.618,1835,1134
108,0,50493,Justin Suh,1.618,2155,1332
110,0,29936,Ryan Fox,1.619,2273,1404
110,0,27936,Martin Laird,1.619,2098,1296
110,0,32640,Troy Merritt,1.619,2157,1332
110,0,37275,Sam Ryder,1.619,2186,1350
114,0,60067,Joe Highsmith,1.621,2043,1260
114,0,48117,Kurt Kitayama,1.621,2305,1422
114,0,48119,Ben Taylor,1.621,1809,1116
114,0,52374,Brandon Wu,1.621,2364,1458
118,0,34587,Chan Kim,1.622,2336,1440
118,0,47983,Chad Ramey,1.622,2423,1494
118,0,32333,Kevin Tway,1.622,1752,1080
121,0,34021,Bud Cauley,1.623,1578,972
121,0,30163,Henrik Norlander,1.623,1928,1188
121,0,40115,Adam Svensson,1.623,3126,1926
124,0,54421,Garrick Higgo,1.624,2310,1422
125,0,59143,Mac Meissner,1.625,2106,1296
125,0,52513,Carson Young,1.625,2515,1548
127,0,59095,Chris Gotterup,1.626,2078,1278
127,0,23320,Ryan Palmer,1.626,1229,756
127,0,27214,Kevin Streelman,1.626,2020,1242
130,0,32757,Patton Kizzire,1.627,1816,1116
