RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
167,0,02239,Scott Verplank,41.82,69,165,-26.00
168,0,01475,Donnie Hammond,40.60,54,133,-14.00
169,0,01891,David Ogrin,40.46,53,131,-2.00
170,0,01945,Kenny Perry,40.43,57,141,E
171,0,01127,Danny Briggs,40.40,40,99,+16.00
172,0,06284,Jim Hallet,40.15,55,137,-6.00
173,0,01690,Bruce Lietzke,40.00,44,110,-11.00
174,0,01935,Calvin Peete,39.78,37,93,E
175,0,01133,Billy Ray Brown,39.26,53,135,+8.00
176,0,01599,Steve Jones,38.96,60,154,-1.00
177,0,01884,Mac O'Grady,38.85,54,139,-2.00
178,0,01106,Jim Booros,38.64,34,88,+9.00
179,0,01468,Gary Hallberg,38.46,50,130,+3.00
179,0,01851,Bob Murphy,38.46,45,117,+14.00
181,0,02170,Hal Sutton,37.30,47,126,E
182,0,02215,Paul Trittler,37.11,36,97,+39.00
183,0,01305,Danny Edwards,37.00,37,100,+1.00
184,0,01737,Mark Maness,35.87,33,92,+19.00
185,0,01717,Sandy Lyle,32.63,31,95,-9.00
