RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
50,0,01938,David Peoples,10' 4",2732.583,264,35,6"
50,0,02170,Hal Sutton,10' 4",2328.583,225,53,4"
50,0,02214,Kirk Triplett,10' 4",2845.083,276,64,5"
50,0,02246,Duffy Waldorf,10' 4",2638.417,256,56,7"
59,0,08931,Glen Day,10' 3",3397.917,331,64,1"
59,0,08337,Mike Heinen,10' 3",2977.167,290,53,3"
59,0,01761,Len Mattiace,10' 3",2173.083,212,45,9"
62,0,20029,Notah Begay III,10' 2",2439.500,239,86,9"
62,0,01139,Olin Browne,10' 2",3175.417,312,52,4"
62,0,07941,Mike Grob,10' 2",2324.000,228,68,6"
62,0,06575,Dudley Hart,10' 2",1681.333,165,45,7"
62,0,20573,Scott Laycock,10' 2",1871.417,184,70,7"
62,0,01797,Rocco Mediate,10' 2",2047.167,202,45,4"
62,0,06515,Shaun Micheel,10' 2",2774.917,273,45,5"
62,0,01887,Mark O'Meara,10' 2",1300.167,128,58,1
62,0,20548,Hidemichi Tanaka,10' 2",3438.583,338,54,3"
62,0,26489,Cameron Yancey,10' 2",1471.583,145,53,3"
72,0,20099,Doug Barron,10' 1",2378.083,236,47,5"
72,0,24356,Jason Buha,10' 1",1522.833,151,47,6"
72,0,20593,Greg Chalmers,10' 1",2917.250,290,57,4"
72,0,06034,Marco Dawson,10' 1",2280.500,226,57,1"
72,0,01475,Donnie Hammond,10' 1",2436.250,241,64,3"
72,0,02206,David Toms,10' 1",2290.250,227,67,6"
72,0,20566,Kaname Yokoo,10' 1",1295.500,129,49,3"
79,0,22371,Aaron Baddeley,10' 0",2004.417,200,61,5"
79,0,01132,Mark Brooks,10' 0",2120.250,212,50,3"
79,0,06809,Bob Burns,10' 0",1942.750,195,53,6"
79,0,01175,Jim Carter,10' 0",2447.083,245,55,1"
79,0,01226,Fred Couples,10' 0",1674.833,167,62,1"
79,0,06621,Joe Durant,10' 0",2835.750,283,59,1"
79,0,01619,Skip Kendall,10' 0",3144.750,315,47,1"
79,0,23108,Matt Kuchar,10' 0",1629.500,163,43,7"
79,0,10860,Justin Leonard,10' 0",2264.833,226,61,5"
79,0,22913,John Rollins,10' 0",2236.917,223,48,9"
89,0,06004,Stephen Ames,9' 11",2969.167,300,62,3"
89,0,23135,Tim Clark,9' 11",1931.833,195,46,5"
89,0,01724,Jeff Maggert,9' 11",2296.250,231,54,7"
89,0,12680,Shigeki Maruyama,9' 11",2253.917,228,45,10"
89,0,20095,Carl Paulson,9' 11",3124.917,314,49,1"
89,0,10213,Dicky Pride,9' 11",1984.167,200,52,6"
95,0,23656,Jason Caron,9' 10",1692.917,172,80,1"
95,0,06251,Chris DiMarco,9' 10",2791.500,283,51,5"
95,0,01381,Fred Funk,9' 10",2907.000,295,52,5"
95,0,06617,Brian Henninger,9' 10",1577.583,160,57,8"
95,0,12782,Tim Herron,9' 10",2978.000,304,44,1"
95,0,06573,Brandt Jobe,9' 10",2165.000,221,46,3"
95,0,10733,Kent Jones,9' 10",2268.000,231,52,4"
95,0,08075,Jerry Kelly,9' 10",2910.000,296,60,3"
95,0,01945,Kenny Perry,9' 10",2583.083,263,40,6"
95,0,22548,Patrick Sheehan,9' 10",2983.250,303,67,1"
95,0,02104,Jeff Sluman,9' 10",2760.500,280,56,6"
106,0,21739,Aaron Barber,9' 9",2523.167,258,78,6"
106,0,19824,Craig Barlow,9' 9",2908.917,299,76,5"
106,0,07721,Pat Bates,9' 9",2973.750,304,52,6"
106,0,08123,Jeff Brehaut,9' 9",3168.833,325,85,4"
106,0,20623,Gavin Coles,9' 9",1189.667,122,50,4"
106,0,12645,Brent Geiberger,9' 9",1437.750,147,34,1"
106,0,08725,Tom Gillis,9' 9",1897.000,194,47,1"
106,0,11032,Frank Lickliter II,9' 9",2395.500,245,60,4"
106,0,26950,John Morgan,9' 9",2070.667,213,48,4"
106,0,20663,Brenden Pappas,9' 9",3267.583,334,55,1"
106,0,24361,Pat Perez,9' 9",2173.500,222,76,3"
106,0,01941,Tom Pernice Jr.,9' 9",2882.500,296,50,5"
106,0,25450,Ty Tryon,9' 9",1285.333,132,74,4"
119,0,20098,Stuart Appleby,9' 8",2395.417,248,70,4"
119,0,23338,David Gossett,9' 8",2686.667,278,49,4"
119,0,01457,Jay Haas,9' 8",2331.083,242,48,1"
119,0,01677,Tom Lehman,9' 8",2046.333,211,54,1"
119,0,10585,Scott McCarron,9' 8",2146.750,222,56,6"
119,0,25345,Carl Pettersson,9' 8",2394.417,247,49,1"
119,0,23621,Rory Sabbatini,9' 8",2417.250,249,80,4"
119,0,06078,Esteban Toledo,9' 8",2970.417,308,48,7"
119,0,10423,Mike Weir,9' 8",1970.167,203,37,4"
119,0,21878,Mark Wilson,9' 8",1963.750,203,67,1"
129,0,12510,Chad Campbell,9' 7",2905.833,302,72,4"
129,0,20472,Alex Cejka,9' 7",2288.500,239,51,5"
129,0,07457,Steve Flesch,9' 7",3254.250,341,59,8"
129,0,08545,Glen Hnatiuk,9' 7",2276.667,237,41,4"
129,0,01577,Lee Janzen,9' 7",1847.333,193,51,5"
129,0,10107,Deane Pappas,9' 7",2250.333,235,62,9"
129,0,06595,Kevin Sutherland,9' 7",2167.167,227,58,8"
136,0,01035,Tommy Armour III,9' 6",1726.333,181,54,7"
136,0,07867,Woody Austin,9' 6",3094.500,327,48,1"
136,0,20229,Stewart Cink,9' 6",3011.667,318,52,2"
136,0,01388,Robert Gamez,9' 6",3317.083,348,49,4"
136,0,21209,Sergio Garcia,9' 6",1201.667,127,52,4"
136,0,07101,Dave Stockton Jr.,9' 6",1824.333,192,51,3"
136,0,10425,Jay Williamson,9' 6",2263.333,239,54,7"
143,0,07223,Brian Bateman,9' 5",1887.750,201,57,2"
143,0,01553,John Huston,9' 5",2422.750,258,40,8"
143,0,01707,Steve Lowery,9' 5",2084.667,221,54,5"
143,0,20645,John Senden,9' 5",3065.000,326,46,3"
143,0,02239,Scott Verplank,9' 5",2713.250,289,43,1"
143,0,20436,Garrett Willis,9' 5",2799.667,297,69,5"
149,0,01320,Bob Estes,9' 4",2431.167,260,39,1"
149,0,20574,Mathew Goggin,9' 4",2140.000,229,57,1"
149,0,20628,Arron Oberholser,9' 4",2219.083,237,83,6"
149,0,12755,Vance Veazey,9' 4",1555.417,166,42,5"
153,0,10885,Robert Allenby,9' 3",2237.500,242,60,3"
153,0,23614,Rich Beem,9' 3",1692.500,183,47,6"
153,0,24357,K.J. Choi,9' 3",2659.250,288,53,5"
153,0,01685,J.L. Lewis,9' 3",2318.250,251,43,6"
153,0,23177,Kenneth Staton,9' 3",1335.083,144,56,5"
153,0,06581,David Sutherland,9' 3",2117.750,228,55,4"
159,0,21633,Steve Allan,9' 2",1247.417,136,49,11"
159,0,06522,Ernie Els,9' 2",1325.417,145,47,7"
159,0,06332,Neal Lancaster,9' 2",2789.333,305,70,5"
159,0,24502,Adam Scott,9' 2",1043.500,114,37,5"
163,0,24925,Jonathan Byrd,9' 1",2529.333,279,47,5"
163,0,20634,Peter Lonard,9' 1",2251.917,247,45,6"
163,0,01706,Davis Love III,9' 1",1975.917,218,33,6"
163,0,01810,Phil Mickelson,9' 1",1847.167,203,48,5"
163,0,10912,Craig Perks,9' 1",1930.750,212,41,1"
163,0,02002,John Riegger,9' 1",1361.583,150,33,6"
163,0,02101,Joey Sindelar,9' 1",2305.500,254,50,6"
163,0,02106,Chris Smith,9' 1",2408.583,264,47,3"
163,0,08375,Paul Stankowski,9' 1",1898.833,209,52,4"
172,0,23552,Hank Kuehne,9' 0",2217.500,247,65,1"
172,0,25031,Andy Miller,9' 0",1873.667,209,47,4"
172,0,23034,Brent Schwarzrock,9' 0",1626.750,180,41,5"
175,0,06527,Steve Stricker,8' 11",1453.667,163,61,4"
176,0,21805,Harrison Frazar,8' 10",2273.083,258,44,7"
176,0,08633,Per-Ulrik Johansson,8' 10",2469.583,280,60,4"
176,0,20094,Jonathan Kaye,8' 10",2116.500,240,39,6"
176,0,06567,Vijay Singh,8' 10",2919.000,332,43,1"
180,0,01161,Mark Calcavecchia,8' 9",2322.500,265,33,1"
180,0,01249,John Daly,8' 9",1310.000,150,68,6"
180,0,20572,Rod Pampling,8' 9",2187.583,250,36,3"
183,0,19825,Darren Clarke,8' 8",1217.750,140,33,5"
183,0,19972,José Coceres,8' 8",1397.917,161,44,6"
183,0,22295,Darron Stiles,8' 8",2156.417,249,45,5"
183,0,08793,Tiger Woods,8' 8",1997.500,231,47,5"
187,0,12705,Cliff Kresge,8' 7",2255.833,264,40,6"
188,0,12661,Todd Barranger,8' 6",1804.083,212,45,7"
189,0,20157,Retief Goosen,8' 5",1517.083,180,57,1"
190,0,10565,Ian Leggatt,7' 10",1426.000,183,42,6"
