RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
1,0,36689,Brooks Koepka,$5057192,5057192
2,0,35891,Cameron Smith,$1637180,1637180
3,0,01810,Phil Mickelson,$1617250,1617250
4,0,34360,Patrick Reed,$1086934,1086934
5,0,52215,Robert MacIntyre,$1023050,1023050
6,0,47959,Bryson DeChambeau,$960052,960052
7,0,33974,Dean Burmester,$612165,612165
8,0,51287,Ryo Hisatsune,$588502,588502
9,0,47679,Victor Perez,$555832,669594
10,0,30925,Dustin Johnson,$520778,520778
11,0,45426,Nathan Kimsey,$445423,445423
12,0,30852,Ryo Ishikawa,$416080,416080
13,0,47987,Cole Hammer,$413611,413611
14,0,46464,Jordan Smith,$409884,409884
15,0,39113,Shubhankar Sharma,$403350,403350
16,0,45486,Joaquin Niemann,$369001,369001
17,0,33674,Adrian Meronk,$364460,584369
18,0,59836,Pierceson Coody,$363960,363960
19,0,55955,Matthew Jordan,$326220,326220
20,0,36884,Ben Kohles,$310800,310800
21,0,59652,Sam Bennett,$303155,303155
22,0,22764,Michael Block,$288333,288333
23,0,49120,Kensei Hirata,$275188,275188
24,0,28521,Ryutaro Nagano,$273762,273762
25,0,38991,Alejandro Tosti,$262242,262242
26,0,49228,Keita Nakajima,$258303,258303
27,0,56781,Isaiah Salinda,$238000,238000
28,0,21528,Henrik Stenson,$232875,232875
29,0,33459,Jens Dantorp,$224200,224200
29,0,28340,Julien Guerrier,$224200,224200
29,0,34371,Adrien Saddier,$224200,224200
32,0,55721,Alex Fitzpatrick,$224020,224020
33,0,37189,Harold Varner III,$215236,215236
34,0,37250,Romain Langasque,$202982,202982
35,0,34656,Mikumu Horikawa,$197841,197841
36,0,37066,Grant Forrest,$197100,197100
37,0,55930,Fred Biondi,$188234,188234
38,0,39524,Sean Crocker,$188129,188129
39,0,34362,Laurie Canter,$187900,187900
40,0,46646,Antoine Rozner,$182237,182237
41,0,45526,Abraham Ancer,$170404,170404
42,0,50992,Brett White,$160583,160583
43,0,52514,Trace Crowe,$151933,151933
44,0,50223,Ewen Ferguson,$151007,151007
45,0,55573,John VanDerLaan,$145108,145108
46,0,21209,Sergio Garcia,$143295,143295
47,0,63121,William Mouw,$140600,140600
48,0,33293,Thomas Pieters,$135210,135210
49,0,36514,Yuki Inamori,$133960,133960
50,0,48632,Yuto Katsuragawa,$124460,124460
51,0,57259,Daniel Brown,$123500,123500
52,0,26329,Louis Oosthuizen,$121500,121500
52,0,35174,Matthew Southgate,$121500,121500
54,0,46405,Sebastian Soderberg,$118634,118634
55,0,58669,Jacob Solomon,$117901,117901
56,0,45847,JC Ritchie,$114964,114964
57,0,46404,Marcus Kinhult,$114456,114456
58,0,34310,Alexander Björk,$111536,111536
59,0,34579,Alexander Levy,$105306,105306
60,0,29485,Brett Stegmaier,$104960,104960
61,0,29476,Kyle Reifers,$104076,104076
62,0,48051,Yannik Paul,$101598,101598
63,0,46402,Talor Gooch,$97200,97200
64,0,32815,Masahiro Kawamura,$95950,95950
64,0,52287,David Ravetto,$95950,95950
66,0,23481,Marcel Siem,$94980,94980
67,0,47056,Rikuya Hoshino,$92740,92740
68,0,33968,Thorbjørn Olesen,$91916,91916
69,0,35778,Kazuki Higa,$91177,91177
70,0,61193,David Puig,$85441,85441
71,0,45836,Richard Bland,$84113,84113
71,0,27506,Oliver Wilson,$84113,84113
73,0,59095,Chris Gotterup,$83689,83689
74,0,29531,Richie Ramsay,$75280,75280
75,0,55707,Calum Hill,$73598,73598
75,0,31242,Marcel Schneider,$73598,73598
77,0,45523,Thriston Lawrence,$68800,68800
78,0,47917,Takumi Kanaya,$68754,68754
79,0,35376,Roberto Díaz,$65788,65788
80,0,33486,Roger Sloan,$65405,65405
81,0,39834,Guido Migliozzi,$65215,65215
82,0,28300,Joost Luiten,$63740,63740
83,0,39412,Zack Fischer,$60880,60880
84,0,55509,Hurly Long,$58725,58725
