RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,36689,Brooks Koepka,$1264298,5057192
2,0,46046,Scottie Scheffler,$913667,21014342
3,0,46970,Jon Rahm,$826130,16522608
4,0,28237,Rory McIlroy,$773389,13921008
5,0,46717,Viktor Hovland,$613575,14112235
6,0,35450,Patrick Cantlay,$493952,10372998
7,0,39977,Max Homa,$430461,10761517
8,0,35891,Cameron Smith,$409295,1637180
9,0,01810,Phil Mickelson,$404313,1617250
10,0,34363,Tyrrell Hatton,$396996,8336912
11,0,51766,Wyndham Clark,$384196,10757490
12,0,33141,Keegan Bradley,$375418,9010040
13,0,48081,Xander Schauffele,$367785,8459066
14,0,40098,Matt Fitzpatrick,$354111,8144543
15,0,52215,Robert MacIntyre,$341017,1023050
16,0,34046,Jordan Spieth,$329093,7240044
17,0,27644,Brian Harman,$327688,9175262
18,0,36884,Ben Kohles,$310800,310800
19,0,30911,Tommy Fleetwood,$310031,6510641
20,0,50525,Collin Morikawa,$302928,7573198
21,0,32102,Rickie Fowler,$302468,7864161
22,0,28089,Jason Day,$288448,6922758
23,0,55182,Tom Kim,$287960,7774918
24,0,47504,Sam Burns,$274579,7139050
25,0,48117,Kurt Kitayama,$273602,6840062
26,0,34360,Patrick Reed,$271734,1086934
27,0,34098,Russell Henley,$253291,6332282
28,0,29725,Tony Finau,$244485,5867652
29,0,52955,Ludvig Åberg,$241923,3144994
30,0,47959,Bryson DeChambeau,$240013,960052
31,0,51634,Sahith Theegala,$234989,7284670
32,0,21528,Henrik Stenson,$232875,232875
33,0,22405,Justin Rose,$231756,4635120
34,0,47993,Denny McCarthy,$225334,6760012
35,0,57366,Cameron Young,$224707,5392961
36,0,45426,Nathan Kimsey,$222712,445423
37,0,39997,Corey Conners,$221829,5545721
38,0,39971,Sungjae Im,$215030,6665921
39,0,25900,Lucas Glover,$213310,6399296
40,0,25493,Nick Taylor,$208082,6242461
41,0,39113,Shubhankar Sharma,$201675,403350
42,0,37066,Grant Forrest,$197100,197100
43,0,37378,Min Woo Lee,$192751,2698519
44,0,49960,Sepp Straka,$188842,5287574
45,0,34362,Laurie Canter,$187900,187900
46,0,34099,Harris English,$186690,5600689
47,0,47483,Will Zalatoris,$184348,1474780
48,0,37455,Si Woo Kim,$179901,5397030
49,0,24502,Adam Scott,$175231,3329394
50,0,45157,Cam Davis,$172455,5001208
51,0,33448,Justin Thomas,$169829,3566403
52,0,33399,Adam Hadwin,$168357,4713995
53,0,31646,Emiliano Grillo,$165949,5476302
54,0,49947,Taylor Moore,$163781,5077211
55,0,55955,Matthew Jordan,$163110,326220
56,0,27770,Camilo Villegas,$150136,1951764
57,0,32839,Hideki Matsuyama,$149030,3874772
58,0,47591,Eric Cole,$147487,5457030
59,0,51287,Ryo Hisatsune,$147126,588502
60,0,28252,Seamus Power,$145877,3792807
61,0,35506,Mackenzie Hughes,$143953,4318591
62,0,33204,Shane Lowry,$143817,2588707
63,0,35532,Tom Hoge,$143140,4723610
64,0,30926,Chris Kirk,$143112,4150252
65,0,23108,Matt Kuchar,$142230,3840222
66,0,63121,William Mouw,$140600,140600
67,0,30852,Ryo Ishikawa,$138693,416080
68,0,47347,Adam Schenk,$138532,4987135
69,0,40115,Adam Svensson,$138411,4844402
70,0,28521,Ryutaro Nagano,$136881,273762
71,0,34256,Andrew Putnam,$135129,4459264
72,0,36514,Yuki Inamori,$133960,133960
73,0,47529,Mito Pereira,$131631,789784
