RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,08385,Omar Uresti,7' 2",3320.667,465
2,0,20229,Stewart Cink,7' 3",2946.917,408
2,0,01320,Bob Estes,7' 3",2031.833,279
2,0,01928,Corey Pavin,7' 3",2925.583,404
2,0,22405,Justin Rose,7' 3",2295.333,316
6,0,01553,John Huston,7' 4",1582.417,217
6,0,06373,José María Olazábal,7' 4",1717.750,234
6,0,08793,Tiger Woods,7' 4",2005.250,272
9,0,06522,Ernie Els,7' 5",1679.583,226
10,0,02214,Kirk Triplett,7' 6",2430.750,324
11,0,20157,Retief Goosen,7' 7",1399.167,184
11,0,06567,Vijay Singh,7' 7",2786.833,369
11,0,06595,Kevin Sutherland,7' 7",3028.167,398
14,0,19972,José Coceres,7' 8",2757.333,361
14,0,08075,Jerry Kelly,7' 8",3331.500,436
16,0,06251,Chris DiMarco,7' 9",3180.667,409
16,0,01378,David Frost,7' 9",3001.083,386
16,0,21209,Sergio Garcia,7' 9",1704.833,219
16,0,20127,Chris Riley,7' 9",2237.917,289
20,0,01157,Tom Byrum,7' 10",3306.167,421
20,0,19846,Brian Gay,7' 10",3904.417,499
20,0,01968,Nick Price,7' 10",1768.583,225
20,0,02206,David Toms,7' 10",2022.583,257
24,0,20098,Stuart Appleby,7' 11",2569.333,326
24,0,08931,Glen Day,7' 11",4144.833,522
24,0,01361,Dan Forsman,7' 11",2985.250,377
24,0,01577,Lee Janzen,7' 11",2740.583,345
24,0,01677,Tom Lehman,7' 11",2045.333,259
29,0,01329,Brad Faxon,8' 0",3264.917,408
29,0,01457,Jay Haas,8' 0",2520.833,316
29,0,01706,Davis Love III,8' 0",2867.417,359
29,0,12660,Jesper Parnevik,8' 0",3236.583,405
29,0,01948,Tim Petrovic,8' 0",3975.833,499
29,0,23621,Rory Sabbatini,8' 0",3190.667,400
29,0,22293,Heath Slocum,8' 0",3461.417,433
29,0,21878,Mark Wilson,8' 0",2259.250,281
37,0,06197,Michael Allen,8' 1",3393.750,420
37,0,01219,John Cook,8' 1",1972.000,244
37,0,01226,Fred Couples,8' 1",1748.250,216
37,0,01381,Fred Funk,8' 1",3408.667,420
37,0,01473,Todd Hamilton,8' 1",3437.583,427
37,0,12705,Cliff Kresge,8' 1",3583.833,444
37,0,06515,Shaun Micheel,8' 1",2722.583,336
44,0,23135,Tim Clark,8' 2",2987.250,366
44,0,23983,Luke Donald,8' 2",2398.333,295
44,0,21961,Charles Howell III,8' 2",3365.083,414
44,0,10860,Justin Leonard,8' 2",2608.750,321
44,0,01887,Mark O'Meara,8' 2",2022.000,248
44,0,20572,Rod Pampling,8' 2",3361.250,412
50,0,01042,Paul Azinger,8' 3",3091.750,374
50,0,12823,Carlos Franco,8' 3",3677.583,447
50,0,01666,Bernhard Langer,8' 3",2004.500,242
50,0,25396,Kevin Na,8' 3",4058.500,490
50,0,20628,Arron Oberholser,8' 3",2705.167,329
55,0,01024,Billy Andrade,8' 4",4236.167,508
55,0,01388,Robert Gamez,8' 4",4042.083,487
55,0,23552,Hank Kuehne,8' 4",3812.083,456
55,0,12680,Shigeki Maruyama,8' 4",3627.667,434
55,0,02239,Scott Verplank,8' 4",2804.750,337
55,0,02245,Grant Waite,8' 4",3113.667,372
55,0,12602,Dean Wilson,8' 4",4486.000,537
62,0,12652,Cameron Beckman,8' 5",3780.667,450
62,0,24925,Jonathan Byrd,8' 5",3626.167,431
62,0,06621,Joe Durant,8' 5",2913.667,345
62,0,01527,Scott Hoch,8' 5",1813.417,215
62,0,02104,Jeff Sluman,8' 5",3327.250,397
62,0,06527,Steve Stricker,8' 5",3503.167,418
68,0,01132,Mark Brooks,8' 6",3084.667,362
68,0,06809,Bob Burns,8' 6",3935.500,461
68,0,12510,Chad Campbell,8' 6",3264.417,384
68,0,24357,K.J. Choi,8' 6",2638.917,311
68,0,12782,Tim Herron,8' 6",2885.417,339
68,0,01938,David Peoples,8' 6",3692.667,433
68,0,02010,Loren Roberts,8' 6",3091.750,363
68,0,02099,Scott Simpson,8' 6",2603.667,307
68,0,06078,Esteban Toledo,8' 6",4345.417,511
77,0,01142,Bart Bryant,8' 7",2779.083,325
77,0,22621,Ben Curtis,8' 7",2035.167,237
77,0,19881,Robert Damron,8' 7",4354.333,509
77,0,20585,Niclas Fasth,8' 7",2772.750,323
77,0,20121,Todd Fischer,8' 7",4534.083,530
77,0,01810,Phil Mickelson,8' 7",2278.500,266
77,0,22046,Geoff Ogilvy,8' 7",3220.667,377
77,0,25345,Carl Pettersson,8' 7",3707.167,434
77,0,02223,Bob Tway,8' 7",3161.750,367
86,0,21407,Arjun Atwal,8' 8",3721.667,430
86,0,20029,Notah Begay III,8' 8",2995.667,346
86,0,12394,Tom Carter,8' 8",4642.917,536
86,0,01313,Steve Elkington,8' 8",2553.500,296
86,0,07457,Steve Flesch,8' 8",3798.167,437
86,0,23353,J.J. Henry,8' 8",4100.917,471
86,0,01619,Skip Kendall,8' 8",4105.667,473
86,0,20382,Stephen Leaney,8' 8",2737.000,315
86,0,01761,Len Mattiace,8' 8",3846.583,442
86,0,01766,Billy Mayfair,8' 8",4369.167,502
86,0,01941,Tom Pernice Jr.,8' 8",3977.583,457
97,0,01161,Mark Calcavecchia,8' 9",2797.750,320
97,0,06332,Neal Lancaster,8' 9",4266.083,486
97,0,10107,Deane Pappas,8' 9",3095.250,355
97,0,20548,Hidemichi Tanaka,8' 9",3621.417,412
97,0,23623,Bo Van Pelt,8' 9",3784.333,431
97,0,10423,Mike Weir,8' 9",2719.833,312
97,0,10425,Jay Williamson,8' 9",4421.750,503
104,0,07721,Pat Bates,8' 10",4140.167,468
104,0,20850,Daniel Chopra,8' 10",4513.417,513
104,0,01203,Russ Cochran,8' 10",2479.083,280
104,0,23541,Ben Crane,8' 10",4094.417,464
104,0,08537,J.P. Hayes,8' 10",3266.750,370
104,0,20634,Peter Lonard,8' 10",2806.833,317
104,0,01707,Steve Lowery,8' 10",3675.667,415
104,0,20663,Brenden Pappas,8' 10",4922.750,558
104,0,01920,Craig Parry,8' 10",1926.667,219
104,0,01927,Dennis Paulson,8' 10",3395.333,383
104,0,21959,Ted Purdy,8' 10",4751.917,538
104,0,22913,John Rollins,8' 10",3785.083,427
104,0,20645,John Senden,8' 10",3602.000,406
117,0,20378,Mathias Grönberg,8' 11",3856.000,433
117,0,06575,Dudley Hart,8' 11",2364.333,264
117,0,21949,Joe Ogilvie,8' 11",4338.917,486
120,0,06004,Stephen Ames,9' 0",3646.333,405
120,0,07867,Woody Austin,9' 0",3864.083,429
120,0,22371,Aaron Baddeley,9' 0",4193.917,468
120,0,23614,Rich Beem,9' 0",3110.167,344
120,0,12760,Danny Ellis,9' 0",3504.417,389
120,0,12645,Brent Geiberger,9' 0",4010.667,445
120,0,21893,Brian Kortan,9' 0",2972.750,331
120,0,01945,Kenny Perry,9' 0",2708.833,301
120,0,07749,Brett Quigley,9' 0",4263.083,474
120,0,02049,Gene Sauers,9' 0",3959.583,441
130,0,21646,David Branshaw,9' 1",3419.083,376
130,0,20472,Alex Cejka,9' 1",2929.417,323
130,0,10201,Matt Gogel,9' 1",3671.333,406
130,0,20433,Mark Hensby,9' 1",4362.833,479
130,0,24024,Zach Johnson,9' 1",4072.917,448
130,0,20094,Jonathan Kaye,9' 1",2903.000,319
130,0,01685,J.L. Lewis,9' 1",4205.667,462
130,0,25237,Kevin Muncrief,9' 1",2506.833,277
130,0,24361,Pat Perez,9' 1",4158.250,459
130,0,10912,Craig Perks,9' 1",3253.833,359
130,0,23497,Tag Ridings,9' 1",2189.333,240
130,0,02246,Duffy Waldorf,9' 1",2511.500,276
142,0,19824,Craig Barlow,9' 2",3294.333,361
142,0,24507,Jason Bohn,9' 2",4175.333,456
142,0,20593,Greg Chalmers,9' 2",3632.083,398
142,0,01249,John Daly,9' 2",3205.583,351
142,0,01771,Blaine McCallister,9' 2",3249.000,356
142,0,10585,Scott McCarron,9' 2",3835.333,419
148,0,21633,Steve Allan,9' 3",4287.000,464
148,0,01035,Tommy Armour III,9' 3",3792.917,411
148,0,20498,Briny Baird,9' 3",3374.000,366
148,0,25686,Jason Dufner,9' 3",3292.750,356
148,0,10733,Kent Jones,9' 3",4188.583,454
148,0,23108,Matt Kuchar,9' 3",3748.667,406
148,0,01797,Rocco Mediate,9' 3",1818.250,196
155,0,01139,Olin Browne,9' 4",3721.333,397
155,0,01724,Jeff Maggert,9' 4",2329.417,250
155,0,02101,Joey Sindelar,9' 4",4212.083,451
158,0,01127,Danny Briggs,9' 5",3570.000,380
158,0,01926,Steve Pate,9' 5",3225.083,341
158,0,10213,Dicky Pride,9' 5",3285.917,348
161,0,23613,Rich Barcelo,9' 6",3099.333,325
161,0,24290,D.J. Brigman,9' 6",3605.000,378
161,0,08339,Spike McRoy,9' 6",4204.417,441
164,0,19825,Darren Clarke,9' 7",1849.083,193
164,0,23320,Ryan Palmer,9' 7",4582.167,477
164,0,24502,Adam Scott,9' 7",1927.917,202
164,0,20580,Andre Stolz,9' 7",2504.333,262
164,0,23325,Vaughn Taylor,9' 7",3616.167,377
