RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
77,0,01175,Jim Carter,238.5,1908,8
77,0,01334,Keith Fergus,238.5,954,4
77,0,11032,Frank Lickliter II,238.5,1908,8
80,0,01185,Brandel Chamblee,240.0,1440,6
80,0,01302,R.W. Eaks,240.0,1440,6
82,0,01887,Mark O'Meara,244.8,1224,5
82,0,02321,Fuzzy Zoeller,244.8,1224,5
84,0,08385,Omar Uresti,245.3,1962,8
85,0,01797,Rocco Mediate,246.0,1476,6
86,0,01116,Michael Bradley,252.0,1260,5
87,0,06595,Kevin Sutherland,257.1,1800,7
88,0,02135,Mike Standly,258.0,1548,6
89,0,01014,Fulton Allem,265.5,1062,4
90,0,20099,Doug Barron,267.0,1602,6
90,0,06064,Jeff Gallagher,267.0,1602,6
90,0,12645,Brent Geiberger,267.0,1602,6
93,0,01306,David Edwards,273.6,1368,5
94,0,01717,Sandy Lyle,274.5,1098,4
95,0,01323,Brad Fabel,276.0,1656,6
96,0,21631,Iain Steel,279.0,1116,4
96,0,06581,David Sutherland,279.0,1674,6
98,0,01920,Craig Parry,282.0,846,3
99,0,10962,Bradley Hughes,283.5,1134,4
100,0,01457,Jay Haas,284.4,1422,5
100,0,01810,Phil Mickelson,284.4,1422,5
102,0,01024,Billy Andrade,285.0,1710,6
103,0,07087,Hugh Royer III,295.2,1476,5
104,0,06575,Dudley Hart,298.8,1494,5
104,0,06012,Greg Kraft,298.8,1494,5
106,0,10860,Justin Leonard,300.0,1800,6
107,0,06332,Neal Lancaster,309.6,1548,5
108,0,12660,Jesper Parnevik,310.5,1242,4
109,0,01320,Bob Estes,312.0,1872,6
110,0,06214,Guy Boros,313.2,1566,5
111,0,10195,Tim Conley,315.0,1260,4
111,0,01533,P.H. Horgan III,315.0,1890,6
113,0,01203,Russ Cochran,316.8,1584,5
114,0,01378,David Frost,324.0,1296,4
115,0,01282,Trevor Dodds,327.6,1638,5
116,0,01685,J.L. Lewis,338.4,1692,5
117,0,02146,Payne Stewart,342.0,1368,4
118,0,01139,Olin Browne,346.5,1386,4
118,0,01353,Bruce Fleisher,346.5,1386,4
118,0,01361,Dan Forsman,346.5,1386,4
118,0,08375,Paul Stankowski,346.5,1386,4
122,0,10213,Dicky Pride,354.0,1062,3
123,0,01527,Scott Hoch,360.0,1800,5
124,0,19824,Craig Barlow,364.5,1458,4
124,0,01414,Bob Gilder,364.5,1458,4
124,0,01823,Larry Mize,364.5,1458,4
127,0,02133,Craig Stadler,366.0,1098,3
128,0,01006,John Adams,372.0,1116,3
129,0,08545,Glen Hnatiuk,373.5,1494,4
130,0,01771,Blaine McCallister,374.4,1872,5
131,0,02104,Jeff Sluman,381.6,1908,5
132,0,01926,Steve Pate,382.5,1530,4
133,0,06056,Jim Estes,384.0,1152,3
134,0,06132,Sonny Skinner,387.0,1548,4
135,0,07707,Mike Small,390.0,1170,3
135,0,07101,Dave Stockton Jr.,390.0,1170,3
137,0,10569,Mike Brisky,391.5,1566,4
137,0,10733,Kent Jones,391.5,1566,4
139,0,01549,Mike Hulbert,400.5,1602,4
140,0,02241,Bobby Wadkins,405.0,1620,4
141,0,19883,Joe Daley,408.0,1224,3
142,0,01381,Fred Funk,410.4,2052,5
143,0,21584,Richie Coughlan,423.0,1692,4
144,0,20154,Guy Hill,426.0,1278,3
145,0,06617,Brian Henninger,427.5,1710,4
146,0,02023,Clarence Rose,441.0,1764,4
147,0,01677,Tom Lehman,474.0,1422,3
148,0,01329,Brad Faxon,492.0,1476,3
149,0,01724,Jeff Maggert,498.0,1494,3
149,0,02002,John Riegger,498.0,1494,3
151,0,08339,Spike McRoy,522.0,1566,3
152,0,01960,Don Pooley,540.0,1080,2
153,0,08553,Lee Porter,546.0,1638,3
154,0,01157,Tom Byrum,552.0,1656,3
154,0,01219,John Cook,552.0,1656,3
156,0,07569,Mark Carnevale,558.0,1674,3
156,0,08075,Jerry Kelly,558.0,1674,3
156,0,06078,Esteban Toledo,558.0,1674,3
159,0,20229,Stewart Cink,582.0,1746,3
159,0,06044,Scott Gump,582.0,1746,3
161,0,01569,Peter Jacobsen,585.0,1170,2
162,0,01633,Tom Kite,594.0,1188,2
163,0,06643,Paul Goydos,600.0,1800,3
164,0,08537,J.P. Hayes,603.0,1206,2
164,0,01928,Corey Pavin,603.0,1206,2
166,0,01388,Robert Gamez,621.0,1242,2
166,0,02267,D.A. Weibring,621.0,1242,2
168,0,01385,Jim Gallagher Jr.,648.0,1296,2
168,0,21007,Gabriel Hjertstedt,648.0,1296,2
170,0,01996,Mike Reid,702.0,1404,2
171,0,12663,Phil Tataurangi,711.0,1422,2
172,0,01096,Phil Blackmar,720.0,1440,2
172,0,02010,Loren Roberts,720.0,1440,2
174,0,02294,Willie Wood,747.0,1494,2
175,0,01707,Steve Lowery,774.0,1548,2
176,0,06315,Pete Jordan,801.0,1602,2
177,0,01723,Andrew Magee,846.0,1692,2
178,0,01068,Andy Bean,864.0,864,1
179,0,06270,Bobby Gage,936.0,936,1
180,0,21593,Keith Nolan,972.0,972,1
181,0,01748,Doug Martin,990.0,1980,2
181,0,06791,Mark Wurtz,990.0,990,1
183,0,02099,Scott Simpson,1026.0,1026,1
184,0,07235,John Morse,1062.0,1062,1
185,0,01201,Lennie Clements,1260.0,1260,1
186,0,01098,Jay Don Blake,1404.0,1404,1
187,0,01475,Donnie Hammond,1566.0,1566,1
188,0,01510,Nolan Henke,1584.0,1584,1
