RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
134,0,01549,Mike Hulbert,3.13,279,89
134,0,10423,Mike Weir,3.13,241,77
134,0,06791,Mark Wurtz,3.13,172,55
138,0,07087,Hugh Royer III,3.12,256,82
138,0,12755,Vance Veazey,3.12,209,67
140,0,19824,Craig Barlow,3.10,251,81
140,0,06522,Ernie Els,3.10,149,48
140,0,02279,Mark Wiebe,3.10,245,79
140,0,02294,Willie Wood,3.10,257,83
144,0,01093,Ronnie Black,3.09,241,78
144,0,01376,Bob Friend,3.09,263,85
146,0,01996,Mike Reid,3.08,240,78
146,0,02106,Chris Smith,3.08,283,92
146,0,02245,Grant Waite,3.08,293,95
149,0,02008,Lee Rinker,3.07,319,104
150,0,01006,John Adams,3.06,190,62
150,0,10569,Mike Brisky,3.06,266,87
152,0,01014,Fulton Allem,3.05,180,59
152,0,01960,Don Pooley,3.05,183,60
152,0,02099,Scott Simpson,3.05,174,57
155,0,06575,Dudley Hart,3.04,252,83
156,0,01139,Olin Browne,3.03,233,77
156,0,01633,Tom Kite,3.03,200,66
158,0,01132,Mark Brooks,3.02,278,92
158,0,10733,Kent Jones,3.02,263,87
160,0,01607,Brian Kamm,3.01,211,70
161,0,19883,Joe Daley,3.00,204,68
161,0,06056,Jim Estes,3.00,192,64
161,0,01334,Keith Fergus,3.00,159,53
161,0,01378,David Frost,3.00,216,72
165,0,02241,Bobby Wadkins,2.98,268,90
166,0,01968,Nick Price,2.97,184,62
167,0,01920,Craig Parry,2.96,139,47
168,0,06132,Sonny Skinner,2.95,254,86
169,0,01385,Jim Gallagher Jr.,2.93,211,72
169,0,21007,Gabriel Hjertstedt,2.93,211,72
169,0,02135,Mike Standly,2.93,252,86
172,0,01353,Bruce Fleisher,2.91,224,77
173,0,01068,Andy Bean,2.90,139,48
173,0,10207,Jimmy Johnston,2.90,168,58
173,0,01928,Corey Pavin,2.90,194,67
176,0,01604,Steve Jurgensen,2.86,206,72
177,0,10457,Frank Nobilo,2.85,177,62
178,0,01060,Dave Barr,2.83,170,60
179,0,21631,Iain Steel,2.82,175,62
180,0,01306,David Edwards,2.79,212,76
181,0,01201,Lennie Clements,2.70,189,70
182,0,01072,Chip Beck,2.69,167,62
182,0,21593,Keith Nolan,2.69,145,54
184,0,01133,Billy Ray Brown,2.66,170,64
184,0,20154,Guy Hill,2.66,189,71
184,0,07235,John Morse,2.66,157,59
187,0,01326,Nick Faldo,2.63,129,49
188,0,10213,Dicky Pride,2.53,149,59
