RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,09011,David Duval,4.29,356,83
2,0,01706,Davis Love III,4.05,300,74
3,0,01553,John Huston,3.96,368,93
4,0,20229,Stewart Cink,3.95,383,97
5,0,07101,Dave Stockton Jr.,3.91,254,65
6,0,08793,Tiger Woods,3.85,281,73
7,0,01042,Paul Azinger,3.81,267,70
7,0,01226,Fred Couples,3.81,259,68
9,0,01577,Lee Janzen,3.80,312,82
9,0,02239,Scott Verplank,3.80,365,96
11,0,07457,Steve Flesch,3.79,375,99
11,0,02133,Craig Stadler,3.79,231,61
13,0,01943,Chris Perry,3.78,404,107
14,0,08931,Glen Day,3.77,347,92
14,0,01619,Skip Kendall,3.77,392,104
14,0,08375,Paul Stankowski,3.77,290,77
17,0,01185,Brandel Chamblee,3.75,300,80
17,0,01361,Dan Forsman,3.75,289,77
17,0,01724,Jeff Maggert,3.75,311,83
20,0,01161,Mark Calcavecchia,3.74,359,96
20,0,01527,Scott Hoch,3.74,374,100
20,0,01723,Andrew Magee,3.74,352,94
23,0,01887,Mark O'Meara,3.71,252,68
24,0,06527,Steve Stricker,3.70,303,82
25,0,02223,Bob Tway,3.69,369,100
26,0,10809,Jim Furyk,3.68,372,101
27,0,06567,Vijay Singh,3.67,341,93
28,0,01249,John Daly,3.66,282,77
28,0,02170,Hal Sutton,3.66,381,104
30,0,06617,Brian Henninger,3.65,347,95
30,0,01569,Peter Jacobsen,3.65,237,65
32,0,01302,R.W. Eaks,3.64,291,80
33,0,19881,Robert Damron,3.63,319,88
33,0,12645,Brent Geiberger,3.63,323,89
35,0,01024,Billy Andrade,3.62,344,95
35,0,06643,Paul Goydos,3.62,362,100
37,0,01685,J.L. Lewis,3.60,338,94
37,0,01945,Kenny Perry,3.60,295,82
39,0,01599,Steve Jones,3.59,287,80
39,0,06012,Greg Kraft,3.59,298,83
39,0,01810,Phil Mickelson,3.59,284,79
39,0,01926,Steve Pate,3.59,305,85
39,0,02206,David Toms,3.59,305,85
44,0,01320,Bob Estes,3.58,372,104
44,0,02131,Mike Springer,3.58,376,105
46,0,01063,Ben Bates,3.57,357,100
46,0,01191,Barry Cheesman,3.57,332,93
48,0,21805,Harrison Frazar,3.56,288,81
48,0,01941,Tom Pernice Jr.,3.56,281,79
50,0,01035,Tommy Armour III,3.55,309,87
50,0,01203,Russ Cochran,3.55,312,88
50,0,01266,Clark Dennis,3.55,266,75
53,0,11032,Frank Lickliter II,3.54,375,106
53,0,06613,Tommy Tolles,3.54,287,81
53,0,02246,Duffy Waldorf,3.54,290,82
56,0,01707,Steve Lowery,3.53,304,86
56,0,01766,Billy Mayfair,3.53,318,90
58,0,01388,Robert Gamez,3.51,242,69
58,0,12782,Tim Herron,3.51,330,94
58,0,02010,Loren Roberts,3.51,281,80
61,0,01381,Fred Funk,3.50,399,114
62,0,01510,Nolan Henke,3.49,307,88
62,0,02146,Payne Stewart,3.49,265,76
64,0,01331,Rick Fehr,3.48,216,62
64,0,01797,Rocco Mediate,3.48,285,82
66,0,01408,Kelly Gibson,3.47,371,107
66,0,01823,Larry Mize,3.47,281,81
68,0,08537,J.P. Hayes,3.46,232,67
68,0,02321,Fuzzy Zoeller,3.46,235,68
70,0,10860,Justin Leonard,3.45,345,100
70,0,07749,Brett Quigley,3.45,304,88
72,0,20099,Doug Barron,3.43,305,89
73,0,06004,Stephen Ames,3.42,178,52
73,0,01457,Jay Haas,3.42,270,79
75,0,01282,Trevor Dodds,3.41,310,91
75,0,06332,Neal Lancaster,3.41,293,86
75,0,08385,Omar Uresti,3.41,372,109
78,0,10585,Scott McCarron,3.40,282,83
78,0,02007,Larry Rinker,3.40,316,93
78,0,02214,Kirk Triplett,3.40,279,82
81,0,01261,Jay Delsing,3.39,254,75
81,0,06621,Joe Durant,3.39,268,79
81,0,01468,Gary Hallberg,3.39,207,61
81,0,08993,Franklin Langham,3.39,312,92
81,0,01891,David Ogrin,3.39,339,100
86,0,01771,Blaine McCallister,3.38,352,104
87,0,01761,Len Mattiace,3.37,347,103
87,0,02023,Clarence Rose,3.37,330,98
87,0,07753,Kevin Wentworth,3.37,263,78
90,0,01098,Jay Don Blake,3.36,262,78
90,0,01533,P.H. Horgan III,3.36,353,105
90,0,12660,Jesper Parnevik,3.36,232,69
93,0,06078,Esteban Toledo,3.35,312,93
93,0,02218,Ted Tryba,3.35,352,105
95,0,01329,Brad Faxon,3.34,274,82
95,0,08075,Jerry Kelly,3.34,311,93
97,0,02002,John Riegger,3.33,276,83
98,0,21584,Richie Coughlan,3.32,312,94
98,0,01475,Donnie Hammond,3.32,289,87
98,0,10962,Bradley Hughes,3.32,209,63
98,0,01677,Tom Lehman,3.32,262,79
98,0,06581,David Sutherland,3.32,309,93
103,0,01116,Michael Bradley,3.31,232,70
103,0,01705,Tim Loustalot,3.31,212,64
105,0,06595,Kevin Sutherland,3.30,330,100
106,0,06064,Jeff Gallagher,3.29,293,89
107,0,01157,Tom Byrum,3.28,302,92
107,0,07569,Mark Carnevale,3.28,305,93
107,0,08545,Glen Hnatiuk,3.28,272,83
110,0,01323,Brad Fabel,3.27,301,92
111,0,20098,Stuart Appleby,3.26,212,65
111,0,01175,Jim Carter,3.26,346,106
111,0,08339,Spike McRoy,3.26,284,87
114,0,02159,Curtis Strange,3.24,162,50
115,0,06251,Chris DiMarco,3.23,310,96
116,0,12663,Phil Tataurangi,3.22,254,79
116,0,02267,D.A. Weibring,3.22,222,69
118,0,01219,John Cook,3.21,295,92
118,0,02101,Joey Sindelar,3.21,308,96
120,0,01096,Phil Blackmar,3.20,256,80
120,0,06044,Scott Gump,3.20,310,97
120,0,06090,Jim McGovern,3.20,272,85
123,0,10195,Tim Conley,3.19,223,70
123,0,06270,Bobby Gage,3.19,166,52
123,0,01905,Joe Ozaki,3.19,182,57
123,0,02104,Jeff Sluman,3.19,338,106
127,0,07707,Mike Small,3.18,207,65
128,0,06315,Pete Jordan,3.16,281,89
128,0,20094,Jonathan Kaye,3.16,199,63
130,0,01414,Bob Gilder,3.15,255,81
130,0,01717,Sandy Lyle,3.15,192,61
130,0,01748,Doug Martin,3.15,346,110
130,0,08553,Lee Porter,3.15,287,91
134,0,06214,Guy Boros,3.13,272,87
