RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,10962,Bradley Hughes,11.44,721,63
2,0,01677,Tom Lehman,11.05,873,79
3,0,01996,Mike Reid,11.01,859,78
4,0,01060,Dave Barr,11.00,660,60
5,0,01385,Jim Gallagher Jr.,10.97,790,72
6,0,01219,John Cook,10.93,1006,92
6,0,01475,Donnie Hammond,10.93,951,87
8,0,01771,Blaine McCallister,10.90,1134,104
9,0,02101,Joey Sindelar,10.89,1045,96
10,0,10207,Jimmy Johnston,10.86,630,58
11,0,01334,Keith Fergus,10.85,575,53
12,0,02241,Bobby Wadkins,10.84,976,90
13,0,07749,Brett Quigley,10.81,951,88
14,0,06595,Kevin Sutherland,10.77,1077,100
14,0,02246,Duffy Waldorf,10.77,883,82
16,0,01133,Billy Ray Brown,10.73,687,64
17,0,01468,Gary Hallberg,10.72,654,61
17,0,02214,Kirk Triplett,10.72,879,82
19,0,02170,Hal Sutton,10.71,1114,104
20,0,01797,Rocco Mediate,10.70,877,82
21,0,06791,Mark Wurtz,10.69,588,55
22,0,01014,Fulton Allem,10.68,630,59
22,0,01093,Ronnie Black,10.68,833,78
22,0,19883,Joe Daley,10.68,726,68
22,0,01306,David Edwards,10.68,812,76
22,0,02106,Chris Smith,10.68,983,92
27,0,01098,Jay Don Blake,10.67,832,78
28,0,06044,Scott Gump,10.65,1033,97
28,0,21593,Keith Nolan,10.65,575,54
30,0,08375,Paul Stankowski,10.64,819,77
30,0,02245,Grant Waite,10.64,1011,95
32,0,01157,Tom Byrum,10.63,978,92
32,0,01549,Mike Hulbert,10.63,946,89
32,0,10733,Kent Jones,10.63,925,87
35,0,01707,Steve Lowery,10.62,913,86
36,0,01139,Olin Browne,10.61,817,77
36,0,06056,Jim Estes,10.61,679,64
38,0,02023,Clarence Rose,10.60,1039,98
39,0,07235,John Morse,10.59,625,59
40,0,07569,Mark Carnevale,10.58,984,93
40,0,01175,Jim Carter,10.58,1121,106
42,0,19824,Craig Barlow,10.57,856,81
43,0,06090,Jim McGovern,10.56,898,85
43,0,02008,Lee Rinker,10.56,1098,104
45,0,01510,Nolan Henke,10.55,928,88
46,0,02206,David Toms,10.54,896,85
47,0,02104,Jeff Sluman,10.52,1115,106
48,0,01533,P.H. Horgan III,10.51,1104,105
48,0,08553,Lee Porter,10.51,956,91
48,0,12755,Vance Veazey,10.51,704,67
51,0,08545,Glen Hnatiuk,10.49,871,83
51,0,02002,John Riegger,10.49,871,83
53,0,07457,Steve Flesch,10.48,1038,99
53,0,01457,Jay Haas,10.48,828,79
55,0,01116,Michael Bradley,10.47,733,70
55,0,01361,Dan Forsman,10.47,806,77
55,0,06078,Esteban Toledo,10.47,974,93
58,0,01376,Bob Friend,10.46,889,85
58,0,08075,Jerry Kelly,10.46,973,93
58,0,02294,Willie Wood,10.46,868,83
61,0,02223,Bob Tway,10.44,1044,100
62,0,01042,Paul Azinger,10.43,730,70
62,0,01353,Bruce Fleisher,10.43,803,77
64,0,01323,Brad Fabel,10.42,959,92
64,0,06315,Pete Jordan,10.42,927,89
64,0,10213,Dicky Pride,10.42,615,59
67,0,07707,Mike Small,10.40,676,65
68,0,01203,Russ Cochran,10.39,914,88
68,0,21584,Richie Coughlan,10.39,977,94
68,0,01381,Fred Funk,10.39,1185,114
71,0,01068,Andy Bean,10.38,498,48
71,0,01705,Tim Loustalot,10.38,664,64
71,0,01943,Chris Perry,10.38,1111,107
74,0,07101,Dave Stockton Jr.,10.37,674,65
75,0,01201,Lennie Clements,10.36,725,70
75,0,06132,Sonny Skinner,10.36,891,86
77,0,01072,Chip Beck,10.35,642,62
77,0,01748,Doug Martin,10.35,1138,110
77,0,02099,Scott Simpson,10.35,590,57
80,0,01035,Tommy Armour III,10.34,900,87
80,0,10585,Scott McCarron,10.34,858,83
80,0,02218,Ted Tryba,10.34,1086,105
83,0,01191,Barry Cheesman,10.32,960,93
83,0,01388,Robert Gamez,10.32,712,69
85,0,11032,Frank Lickliter II,10.31,1093,106
85,0,01926,Steve Pate,10.31,876,85
87,0,06581,David Sutherland,10.30,958,93
88,0,06621,Joe Durant,10.29,813,79
89,0,01408,Kelly Gibson,10.28,1100,107
89,0,20154,Guy Hill,10.28,730,71
91,0,06251,Chris DiMarco,10.27,986,96
92,0,20099,Doug Barron,10.26,913,89
92,0,21007,Gabriel Hjertstedt,10.26,739,72
92,0,01569,Peter Jacobsen,10.26,667,65
92,0,01599,Steve Jones,10.26,821,80
96,0,20094,Jonathan Kaye,10.25,646,63
97,0,01006,John Adams,10.24,635,62
97,0,02239,Scott Verplank,10.24,983,96
99,0,01063,Ben Bates,10.23,1023,100
99,0,01185,Brandel Chamblee,10.23,818,80
99,0,01607,Brian Kamm,10.23,716,70
99,0,01960,Don Pooley,10.23,614,60
103,0,06332,Neal Lancaster,10.22,879,86
104,0,21805,Harrison Frazar,10.20,826,81
105,0,10195,Tim Conley,10.17,712,70
106,0,01266,Clark Dennis,10.16,762,75
106,0,06064,Jeff Gallagher,10.16,904,89
108,0,01604,Steve Jurgensen,10.15,731,72
109,0,01685,J.L. Lewis,10.14,953,94
109,0,01723,Andrew Magee,10.14,953,94
109,0,01941,Tom Pernice Jr.,10.14,801,79
109,0,08385,Omar Uresti,10.14,1105,109
109,0,10423,Mike Weir,10.14,781,77
114,0,07087,Hugh Royer III,10.13,831,82
114,0,21631,Iain Steel,10.13,628,62
114,0,02321,Fuzzy Zoeller,10.13,689,68
117,0,01414,Bob Gilder,10.11,819,81
118,0,08339,Spike McRoy,10.10,879,87
118,0,02133,Craig Stadler,10.10,616,61
120,0,01261,Jay Delsing,10.09,757,75
120,0,06643,Paul Goydos,10.09,1009,100
120,0,02279,Mark Wiebe,10.09,797,79
123,0,01633,Tom Kite,10.08,665,66
124,0,06214,Guy Boros,10.07,876,87
124,0,02135,Mike Standly,10.07,866,86
126,0,10569,Mike Brisky,10.05,874,87
126,0,02131,Mike Springer,10.05,1055,105
128,0,08537,J.P. Hayes,10.04,673,67
128,0,12782,Tim Herron,10.04,944,94
130,0,12645,Brent Geiberger,10.02,892,89
130,0,01891,David Ogrin,10.02,1002,100
132,0,06575,Dudley Hart,10.01,831,83
133,0,01968,Nick Price,10.00,620,62
134,0,01024,Billy Andrade,9.99,949,95
134,0,10809,Jim Furyk,9.99,1009,101
