RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
1,0,20850,Daniel Chopra,256,J. Timberlake,2,9 - Par 5 -
2,0,10425,Jay Williamson,243,Wachovia Champ,2,6 - Par 3 -
3,0,20029,Notah Begay III,219,Frys.com Open,2,7 - Par 4 -
4,0,24361,Pat Perez,216,Arnold Palmer,2,2 - Par 3 -
5,0,01928,Corey Pavin,215,AT&T National,2,10 - Par 3
6,0,26476,Chez Reavie,215,Zurich Classic,1,12 - Par 4
7,0,23325,Vaughn Taylor,209,Frys.com Open,2,13 - Par 3
8,0,20443,Jin Park,209,Zurich Classic,4,6 - Par 4 -
9,0,20498,Briny Baird,208,Zurich Classic,1,6 - Par 4 -
10,0,10213,Dicky Pride,205,Viking Classic,2,2 - Par 3 -
11,0,23409,James Driscoll,204,Viking Classic,4,2 - Par 3 -
12,0,21209,Sergio Garcia,204,BMW Champ,2,3 - Par 3 -
13,0,25396,Kevin Na,204,Travelers Champ,2,10 - Par 4
14,0,24140,Sean O'Hair,201,Frys.com Open,3,7 - Par 4 -
15,0,32150,Michael Thompson,199,Travelers Champ,1,10 - Par 4
16,0,25900,Lucas Glover,199,Bob Hope Chrysl,5,10 - Par 4
17,0,20382,Stephen Leaney,187,Buick Open,2,8 - Par 3 -
18,0,01142,Bart Bryant,186,BMW Champ,3,13 - Par 3
19,0,12602,Dean Wilson,186,BMW Champ,1,12 - Par 4
20,0,26420,Richard Johnson,185,Milwaukee,1,14 - Par 3
21,0,24912,Will MacKenzie,185,FBR Open,2,12 - Par 3
22,0,27214,Kevin Streelman,184,EDS B. Nelson,1,17 - Par 3
25,0,24138,Ian Poulter,182,Memorial Tourna,2,18 - Par 4
26,0,26668,Marc Turnesa,180,Arnold Palmer,4,7 - Par 3 -
27,0,28089,Jason Day,180,Turning Stone,2,6 - Par 3 -
28,0,22913,John Rollins,179,Wyndham Champ.,2,15 - Par 5
29,0,08385,Omar Uresti,176,Reno-Tahoe Open,1,16 - Par 3
30,0,23135,Tim Clark,175,Zurich Classic,2,9 - Par 3 -
32,0,10885,Robert Allenby,174,Heritage,2,4 - Par 3 -
33,0,22621,Ben Curtis,174,Heritage,2,4 - Par 3 -
34,0,32329,Stephen Poole,174,Wyndham Champ.,1,15 - Par 5
35,0,27649,Brandt Snedeker,173,AT&T Pebble,3,10 - Par 4
37,0,30925,Dustin Johnson,171,Crowne Plaza,2,13 - Par 3
40,0,20859,Anders Hansen,168,Shell Houston,2,11 - Par 4
41,0,01139,Olin Browne,167,AT&T Pebble,1,13 - Par 4
42,0,20645,John Senden,166,Wyndham Champ.,2,9 - Par 4 -
44,0,24358,Robert Garrigus,164,THE PLAYERS,2,13 - Par 3
45,0,25190,Jeff Quinney,163,Northern Trust,3,6 - Par 3 -
46,0,23621,Rory Sabbatini,163,Crowne Plaza,2,5 - Par 4 -
47,0,28780,Nicholas Thompson,162,Canadian Open,1,1 - Par 4 -
48,0,20574,Mathew Goggin,161,Shell Houston,2,5 - Par 4 -
49,0,10809,Jim Furyk,160,WGC-Bridgestone,2,17 - Par 4
50,0,21633,Steve Allan,160,Frys.com Open,3,1 - Par 4 -
51,0,07457,Steve Flesch,159,Deutsche Bank,2,10 - Par 4
52,0,10733,Kent Jones,159,Canadian Open,2,16 - Par 4
54,0,01226,Fred Couples,158,The Barclays,2,11 - Par 4
55,0,07749,Brett Quigley,157,Honda Classic,3,14 - Par 4
56,0,01381,Fred Funk,157,Travelers Champ,2,3 - Par 4 -
57,0,19803,Ryan Armour,156,Milwaukee,2,13 - Par 4
58,0,12510,Chad Campbell,156,Sony Open,1,3 - Par 4 -
59,0,20436,Garrett Willis,154,AT&T Classic,1,1 - Par 4 -
61,0,29221,Webb Simpson,153,Canadian Open,1,2 - Par 4 -
63,0,01320,Bob Estes,151,St. Jude Champ,2,6 - Par 4 -
64,0,10875,Todd Demsey,150,Buick Open,1,9 - Par 4 -
66,0,12309,Bob Sowards,148,John Deere Clas,4,8 - Par 4 -
67,0,12823,Carlos Franco,147,John Deere Clas,1,11 - Par 4
68,0,08075,Jerry Kelly,146,THE PLAYERS,2,5 - Par 4 -
69,0,01945,Kenny Perry,145,Milwaukee,4,16 - Par 4
70,0,10585,Scott McCarron,141,Wyndham Champ.,1,9 - Par 4 -
71,0,01132,Mark Brooks,141,Viking Classic,2,11 - Par 5
72,0,22122,Andrew McLardy,140,WGC-CA Champ,4,11 - Par 4
73,0,01157,Tom Byrum,140,AT&T Classic,1,1 - Par 4 -
74,0,11032,Frank Lickliter II,137,J. Timberlake,1,11 - Par 4
75,0,26300,Matt Jones,136,Wyndham Champ.,1,17 - Par 4
79,0,20634,Peter Lonard,134,AT&T National,4,15 - Par 4
80,0,26631,Cody Freeman,133,Reno-Tahoe Open,1,3 - Par 4 -
82,0,24449,Parker McLachlin,132,AT&T National,2,1 - Par 4 -
83,0,23614,Rich Beem,132,THE PLAYERS,1,7 - Par 4 -
84,0,02223,Bob Tway,130,Frys.com Open,3,10 - Par 4
85,0,27933,John Merrick,130,AT&T National,2,18 - Par 4
86,0,24236,Nick Dougherty,129,WGC-Bridgestone,4,1 - Par 4 -
87,0,01766,Billy Mayfair,128,BMW Champ,3,7 - Par 4 -
89,0,25804,Bubba Watson,128,BMW Champ,3,7 - Par 4 -
90,0,24238,Mitsuhiro Tateyama,128,Sony Open,2,8 - Par 4 -
91,0,20663,Brenden Pappas,128,Reno-Tahoe Open,4,9 - Par 5 -
92,0,30750,Tommy Gainey,126,John Deere Clas,1,5 - Par 4 -
93,0,20572,Rod Pampling,124,AT&T National,4,15 - Par 4
94,0,01042,Paul Azinger,124,Heritage,1,13 - Par 4
96,0,23349,Charles Warren,123,Turning Stone,3,18 - Par 5
97,0,20686,Jeev Milkha Singh,122,WGC-CA Champ,1,6 - Par 4 -
98,0,01249,John Daly,122,St. Jude Champ,2,3 - Par 5 -
99,0,24663,Y.E. Yang,122,Ginn Classic,2,1 - Par 5 -
101,0,21961,Charles Howell III,119,Turning Stone,2,10 - Par 4
102,0,10117,Bob Heintz,118,John Deere Clas,1,6 - Par 4 -
106,0,02206,David Toms,117,Wyndham Champ.,2,1 - Par 4 -
107,0,27936,Martin Laird,116,Wyndham Champ.,1,13 - Par 4
108,0,23497,Tag Ridings,115,Travelers Champ,1,9 - Par 4 -
109,0,25632,Jimmy Walker,115,St. Jude Champ,2,2 - Par 4 -
110,0,23157,Richard Johnson,115,Wachovia Champ,2,12 - Par 4
111,0,12680,Shigeki Maruyama,114,Northern Trust,4,8 - Par 4 -
112,0,21753,Brian Davis,114,John Deere Clas,1,6 - Par 4 -
114,0,01724,Jeff Maggert,113,Texas Open,2,11 - Par 4
117,0,01473,Todd Hamilton,112,Ginn Classic,2,1 - Par 5 -
118,0,20766,Padraig Harrington,112,WGC-Bridgestone,4,11 - Par 4
121,0,01035,Tommy Armour III,110,FBR Open,2,1 - Par 4 -
123,0,01024,Billy Andrade,108,Ginn Classic,2,1 - Par 5 -
124,0,22405,Justin Rose,108,Memorial Tourna,1,3 - Par 4 -
125,0,22548,Patrick Sheehan,107,Reno-Tahoe Open,1,5 - Par 4 -
126,0,01810,Phil Mickelson,106,The Barclays,4,3 - Par 5 -
127,0,22378,Trevor Immelman,103,Deutsche Bank,2,2 - Par 5 -
128,0,12705,Cliff Kresge,103,FBR Open,3,10 - Par 4
130,0,23624,Soren Hansen,102,WGC-Bridgestone,2,16 - Par 5
131,0,28475,Jeff Overton,102,AT&T Classic,2,3 - Par 4 -
133,0,27963,Chris Stroud,100,PODS Champ,2,5 - Par 5 -
134,0,06573,Brandt Jobe,100,St. Jude Champ,2,2 - Par 4 -
136,0,22892,Jason Gore,99,Disney,3,8 - Par 5 -
137,0,24781,Hunter Mahan,99,The Barclays,1,1 - Par 4 -
140,0,23718,Nathan Green,98,Memorial Tourna,1,14 - Par 4
141,0,26679,Kevin Stadler,98,THE PLAYERS,4,4 - Par 4 -
142,0,01161,Mark Calcavecchia,98,Wyndham Champ.,4,17 - Par 4
143,0,23108,Matt Kuchar,97,Memorial Tourna,3,15 - Par 5
144,0,23320,Ryan Palmer,96,Disney,2,8 - Par 5 -
156,0,24024,Zach Johnson,88,Arnold Palmer,4,12 - Par 5
157,0,29725,Tony Finau,87,Milwaukee,2,16 - Par 4
163,0,01706,Davis Love III,82,Texas Open,1,8 - Par 4 -
164,0,21731,Freddie Jacobson,82,AT&T Pebble,2,18 - Par 5
170,0,06251,Chris DiMarco,78,J. Timberlake,3,16 - Par 5
175,0,20104,Ken Duke,71,Heritage,2,9 - Par 4 -
178,0,23540,Jason Allred,69,Texas Open,1,8 - Par 4 -
179,0,23983,Luke Donald,69,EDS B. Nelson,4,17 - Par 3
182,0,06527,Steve Stricker,67,The Barclays,2,3 - Par 5 -
183,0,23797,Brett Rumford,65,J. Timberlake,2,4 - Par 4 -
184,0,20160,Charlie Wi,64,PODS Champ,3,1 - Par 5 -
186,0,27561,Nick Flanagan,54,AT&T Classic,4,13 - Par 4
188,0,29718,Anthony Kim,52,Honda Classic,2,4 - Par 4 -
189,0,01619,Skip Kendall,52,Milwaukee,2,9 - Par 4 -
192,0,01941,Tom Pernice Jr.,52,FBR Open,1,17 - Par 4
193,0,01685,J.L. Lewis,50,Shell Houston,1,12 - Par 4
200,0,01797,Rocco Mediate,44,AT&T Pebble,1,2 - Par 5 -
204,0,01553,John Huston,43,AT&T Classic,3,13 - Par 4
206,0,06522,Ernie Els,42,THE PLAYERS,3,15 - Par 4
207,0,29461,Jamie Lovemark,41,John Deere Clas,2,2 - Par 5 -
210,0,28158,Steve Marino,41,Deutsche Bank,4,17 - Par 4
211,0,20433,Mark Hensby,41,FBR Open,2,3 - Par 5 -
212,0,25842,Jon Mills,41,FBR Open,2,17 - Par 4
213,0,23778,Brad Adamonis,41,Wachovia Champ,1,7 - Par 5 -
214,0,22293,Heath Slocum,40,Wachovia Champ,3,15 - Par 5
217,0,01549,Mike Hulbert,40,Arnold Palmer,1,2 - Par 3 -
218,0,23788,D.J. Trahan,40,Deutsche Bank,1,4 - Par 4 -
222,0,23125,Brad Elder,39,EDS B. Nelson,1,8 - Par 4 -
223,0,01677,Tom Lehman,39,Memorial Tourna,1,6 - Par 4 -
227,0,22348,Nick O'Hern,38,Ginn Classic,3,16 - Par 4
230,0,08537,J.P. Hayes,38,PODS Champ,1,6 - Par 4 -
231,0,01948,Tim Petrovic,38,PODS Champ,3,9 - Par 4 -
233,0,01116,Michael Bradley,37,Ginn Classic,1,9 - Par 5 -
234,0,25562,Andres Romero,37,WGC-CA Champ,1,16 - Par 4
238,0,24924,Bill Haas,37,Travelers Champ,4,13 - Par 5
239,0,06197,Michael Allen,37,Reno-Tahoe Open,4,11 - Par 5
242,0,22582,Kyle Thompson,35,Buick Open,2,12 - Par 4
247,0,02002,John Riegger,34,John Deere Clas,3,17 - Par 5
248,0,06643,Paul Goydos,34,THE PLAYERS,4,10 - Par 4
249,0,19970,Robert Karlsson,34,WGC-CA Champ,4,1 - Par 5 -
250,0,25720,Chad Collins,33,Frys.com Open,2,3 - Par 4 -
251,0,19972,José Coceres,33,PODS Champ,2,3 - Par 4 -
254,0,20157,Retief Goosen,33,WGC-Bridgestone,1,11 - Par 4
256,0,32080,Santiago Cavanagh,33,Arnold Palmer,1,9 - Par 4 -
257,0,25345,Carl Pettersson,32,PODS Champ,4,1 - Par 5 -
258,0,21949,Joe Ogilvie,32,Shell Houston,1,12 - Par 4
260,0,06004,Stephen Ames,32,St. Jude Champ,4,16 - Par 5
261,0,20628,Arron Oberholser,32,Memorial Tourna,2,17 - Par 4
272,0,26951,Johnson Wagner,31,AT&T National,2,4 - Par 4 -
273,0,23623,Bo Van Pelt,31,Milwaukee,3,4 - Par 4 -
277,0,10423,Mike Weir,30,Frys.com Open,4,15 - Par 4
280,0,07223,Brian Bateman,30,Northern Trust,2,11 - Par 5
282,0,19958,Miguel Angel Jiménez,30,WGC-Bridgestone,3,9 - Par 4 -
284,0,12782,Tim Herron,30,Shell Houston,2,17 - Par 4
286,0,26287,Roland Thatcher,30,Buick Invitatio,4,5 - Par 4 -
287,0,25686,Jason Dufner,30,Milwaukee,2,6 - Par 5 -
288,0,06090,Jim McGovern,30,Ginn Classic,1,4 - Par 4 -
299,0,24925,Jonathan Byrd,29,Reno-Tahoe Open,3,11 - Par 5
303,0,01577,Lee Janzen,28,AT&T Classic,3,9 - Par 4 -
306,0,21878,Mark Wilson,28,J. Timberlake,4,6 - Par 4 -
307,0,08845,Scott Sterling,28,J. Timberlake,2,13 - Par 5
309,0,23598,J.T. Kohut,28,John Deere Clas,1,12 - Par 3
311,0,10860,Justin Leonard,28,Buick Invitatio,3,15 - Par 4
312,0,26596,Ryan Moore,28,Crowne Plaza,4,3 - Par 4 -
316,0,23048,Eric Axley,27,EDS B. Nelson,3,2 - Par 3 -
318,0,06567,Vijay Singh,27,Wachovia Champ,4,17 - Par 3
320,0,19913,Ron Whittaker,27,Milwaukee,2,18 - Par 5
329,0,08931,Glen Day,26,Wyndham Champ.,1,18 - Par 4
332,0,06595,Kevin Sutherland,26,THE TOUR Champ,2,18 - Par 3
334,0,22371,Aaron Baddeley,26,Shell Houston,2,12 - Par 4
341,0,21187,Hidemasa Hoshino,26,WGC-Bridgestone,3,4 - Par 4 -
343,0,26882,Michael Sim,25,Frys.com Open,2,3 - Par 4 -
344,0,10107,Deane Pappas,25,Milwaukee,1,13 - Par 4
345,0,26500,Alejandro Cañizares,25,Ginn Classic,4,13 - Par 5
348,0,01533,P.H. Horgan III,25,Travelers Champ,1,11 - Par 3
349,0,24459,Richard Sterne,25,Arnold Palmer,1,4 - Par 4 -
351,0,01723,Andrew Magee,25,Arnold Palmer,1,11 - Par 4
