RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
75,0,01797,Rocco Mediate,70.861,5185,- 12.145,73
76,0,25345,Carl Pettersson,70.877,7423,19.114,105
76,0,22913,John Rollins,70.877,6754,- 20.682,95
78,0,20634,Peter Lonard,70.878,5990,- 36.255,84
79,0,20498,Briny Baird,70.886,6790,15.017,96
80,0,08123,Jeff Brehaut,70.901,4726,24.390,67
80,0,01724,Jeff Maggert,70.901,5274,- 27.300,74
82,0,06621,Joe Durant,70.923,5752,- 7.201,81
83,0,21731,Freddie Jacobson,70.926,5072,- 36.257,71
84,0,01035,Tommy Armour III,70.968,7320,- 10.320,103
85,0,22295,Darron Stiles,71.000,5371,25.009,76
86,0,21753,Brian Davis,71.006,5330,- 4.532,75
87,0,01024,Billy Andrade,71.011,5903,- 9.091,83
88,0,20382,Stephen Leaney,71.014,6100,7.170,86
89,0,01361,Dan Forsman,71.024,3529,22.210,50
90,0,24980,Scott Gutschewski,71.028,5805,19.261,82
91,0,08385,Omar Uresti,71.035,5952,14.911,84
92,0,01388,Robert Gamez,71.050,6465,.560,91
93,0,20850,Daniel Chopra,71.051,7380,9.273,104
94,0,21951,Joey Snyder III,71.058,6964,- .315,98
95,0,23788,D.J. Trahan,71.059,5462,9.534,77
96,0,02104,Jeff Sluman,71.072,6671,9.794,94
97,0,06034,Marco Dawson,71.085,5803,25.953,82
98,0,21350,Ryuji Imada,71.100,5532,13.838,78
99,0,12823,Carlos Franco,71.103,5401,2.864,76
100,0,19824,Craig Barlow,71.118,5489,- 12.939,77
101,0,20433,Mark Hensby,71.119,4882,- 45.875,68
102,0,06527,Steve Stricker,71.130,4387,23.050,62
103,0,20094,Jonathan Kaye,71.155,5264,1.470,74
104,0,02214,Kirk Triplett,71.157,3706,- 5.814,52
105,0,24925,Jonathan Byrd,71.160,7043,1.834,99
106,0,02101,Joey Sindelar,71.163,7379,21.961,104
107,0,10423,Mike Weir,71.169,4739,- 41.865,66
108,0,24781,Hunter Mahan,71.197,7192,- 1.054,101
109,0,06197,Michael Allen,71.219,6432,- 22.258,90
110,0,10733,Kent Jones,71.220,6902,6.294,97
111,0,01948,Tim Petrovic,71.227,6626,- 1.859,93
112,0,23349,Charles Warren,71.231,6201,- 3.896,87
113,0,19846,Brian Gay,71.232,7050,1.960,99
114,0,10425,Jay Williamson,71.240,3787,- 11.270,53
115,0,20472,Alex Cejka,71.258,5799,- 27.099,81
116,0,22371,Aaron Baddeley,71.261,5834,9.392,82
117,0,23322,Brett Wetterich,71.263,5255,18.425,74
118,0,24138,Ian Poulter,71.264,4037,- 46.199,56
119,0,07223,Brian Bateman,71.265,6703,- 4.121,94
119,0,23320,Ryan Palmer,71.265,6889,23.734,97
121,0,01157,Tom Byrum,71.268,5924,- 8.767,83
122,0,25396,Kevin Na,71.269,6140,- 10.875,86
123,0,01457,Jay Haas,71.281,3667,- 31.692,51
123,0,08537,J.P. Hayes,71.281,4481,9.682,63
125,0,23497,Tag Ridings,71.289,6465,22.289,91
126,0,23108,Matt Kuchar,71.295,4283,- 5.273,60
127,0,20548,Hidemichi Tanaka,71.310,7231,42.635,102
128,0,20474,Phillip Price,71.312,5171,34.810,73
129,0,06332,Neal Lancaster,71.322,6751,24.625,95
130,0,20663,Brenden Pappas,71.346,3621,17.662,51
131,0,02246,Duffy Waldorf,71.349,5841,9.598,82
132,0,20121,Todd Fischer,71.365,6911,11.394,97
133,0,01219,John Cook,71.373,4997,- .896,70
134,0,01577,Lee Janzen,71.382,5224,- 13.115,73
135,0,12454,Mario Tiziani,71.386,4623,17.105,65
136,0,12652,Cameron Beckman,71.390,6556,11.909,92
137,0,20099,Doug Barron,71.419,4970,29.295,70
137,0,01553,John Huston,71.419,6117,25.026,86
139,0,01823,Larry Mize,71.431,3580,- 8.463,50
140,0,27095,Nick Watney,71.433,6326,31.560,89
141,0,01707,Steve Lowery,71.446,6832,26.780,96
142,0,08931,Glen Day,71.455,5554,19.477,78
143,0,01473,Todd Hamilton,71.458,6533,- 30.345,91
144,0,21878,Mark Wilson,71.473,4969,34.132,70
145,0,10585,Scott McCarron,71.485,5294,- 4.107,74
146,0,06515,Shaun Micheel,71.489,5666,- 18.397,79
147,0,24604,Hunter Haas,71.501,5622,26.572,79
148,0,22548,Patrick Sheehan,71.506,7860,5.681,110
149,0,01249,John Daly,71.516,5459,- 23.804,76
150,0,19881,Robert Damron,71.543,6369,- 1.683,89
151,0,08545,Glen Hnatiuk,71.591,3934,3.531,55
152,0,26758,David Hearn,71.592,4855,13.272,68
153,0,10201,Matt Gogel,71.600,5441,.604,76
154,0,23409,James Driscoll,71.601,5077,6.647,71
155,0,11032,Frank Lickliter II,71.648,6866,12.223,96
156,0,20160,Charlie Wi,71.656,4656,1.608,65
157,0,07457,Steve Flesch,71.697,6120,- 25.732,85
158,0,02106,Chris Smith,71.701,6634,34.180,93
159,0,25240,D.A. Points,71.739,6423,33.465,90
160,0,01599,Steve Jones,71.761,3908,- 32.910,54
161,0,21633,Steve Allan,71.769,7029,4.381,98
162,0,23725,Brendan Jones,71.771,5636,33.930,79
163,0,08993,Franklin Langham,71.773,6249,- 4.722,87
164,0,01042,Paul Azinger,71.806,4743,- 3.795,66
165,0,01723,Andrew Magee,71.819,5607,- 5.124,78
166,0,10117,Bob Heintz,71.844,4787,26.527,67
167,0,20502,Michael Long,71.845,5020,9.150,70
168,0,12645,Brent Geiberger,71.852,4223,16.273,59
169,0,21806,Paul Gow,71.873,5302,16.592,74
170,0,20623,Gavin Coles,71.890,5005,27.309,70
171,0,01418,Bill Glasson,71.898,3739,- .303,52
172,0,12826,Paul Claxton,71.907,5661,19.672,79
173,0,26287,Roland Thatcher,71.908,5215,34.283,73
174,0,26679,Kevin Stadler,71.915,6574,42.215,92
175,0,24912,Will MacKenzie,71.927,5228,22.647,73
176,0,08725,Tom Gillis,71.931,5378,16.816,75
177,0,24227,Justin Bolli,71.943,4517,15.399,63
178,0,20812,Tjaart van der Walt,71.957,4002,27.609,56
179,0,12662,Thomas Levet,71.982,3863,- 47.933,53
180,0,24290,D.J. Brigman,72.019,5194,- 8.610,72
181,0,01619,Skip Kendall,72.050,5613,6.924,78
182,0,01887,Mark O'Meara,72.090,4763,- 5.036,66
183,0,19972,José Coceres,72.164,3888,8.877,54
184,0,20127,Chris Riley,72.167,4637,- 18.296,64
185,0,10962,Bradley Hughes,72.176,3746,7.130,52
186,0,23036,Chris Anderson,72.187,4456,19.612,62
187,0,01487,Jeff Hart,72.201,4387,17.262,61
188,0,01127,Danny Briggs,72.244,4905,7.603,68
189,0,25847,Rob Rashell,72.256,4704,- 7.337,65
190,0,23614,Rich Beem,72.344,4484,1.307,62
191,0,22621,Ben Curtis,72.393,4721,- 15.439,65
192,0,23552,Hank Kuehne,72.396,5766,25.698,80
193,0,01175,Jim Carter,72.399,4343,.969,60
194,0,01761,Len Mattiace,72.429,6114,- 29.925,84
195,0,23063,Scott Hend,72.434,5289,- 1.299,73
196,0,01132,Mark Brooks,72.514,5196,24.995,72
197,0,23540,Jason Allred,72.540,5295,.394,73
198,0,01927,Dennis Paulson,72.564,4562,9.550,63
199,0,06599,John Elliott,72.581,4065,- .452,56
200,0,21498,Hideto Tanihara,72.596,3480,4.587,48
201,0,28088,Matt Davidson,72.645,3836,14.201,53
202,0,10912,Craig Perks,72.830,4738,- 4.051,65
