RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,06567,Vijay Singh,56
2,0,10809,Jim Furyk,44
3,0,21805,Harrison Frazar,43
3,0,22293,Heath Slocum,43
5,0,01766,Billy Mayfair,42
6,0,25345,Carl Pettersson,41
7,0,08793,Tiger Woods,40
8,0,22405,Justin Rose,39
8,0,20645,John Senden,39
10,0,01142,Bart Bryant,38
10,0,12680,Shigeki Maruyama,38
10,0,02206,David Toms,38
13,0,12782,Tim Herron,37
13,0,01707,Steve Lowery,37
13,0,20548,Hidemichi Tanaka,37
13,0,23623,Bo Van Pelt,37
13,0,02239,Scott Verplank,37
18,0,23353,J.J. Henry,36
18,0,01810,Phil Mickelson,36
18,0,24140,Sean O'Hair,36
18,0,21959,Ted Purdy,36
22,0,24507,Jason Bohn,35
22,0,23541,Ben Crane,35
22,0,01320,Bob Estes,35
22,0,22046,Geoff Ogilvy,35
22,0,01945,Kenny Perry,35
22,0,22913,John Rollins,35
28,0,20850,Daniel Chopra,34
28,0,06575,Dudley Hart,34
28,0,01941,Tom Pernice Jr.,34
28,0,23497,Tag Ridings,34
32,0,01139,Olin Browne,33
32,0,23135,Tim Clark,33
32,0,21949,Joe Ogilvie,33
32,0,07749,Brett Quigley,33
32,0,02104,Jeff Sluman,33
32,0,06595,Kevin Sutherland,33
38,0,07867,Woody Austin,32
38,0,20498,Briny Baird,32
38,0,01381,Fred Funk,32
38,0,06573,Brandt Jobe,32
38,0,24024,Zach Johnson,32
38,0,08075,Jerry Kelly,32
38,0,02101,Joey Sindelar,32
38,0,21951,Joey Snyder III,32
46,0,10885,Robert Allenby,31
46,0,01035,Tommy Armour III,31
46,0,01161,Mark Calcavecchia,31
46,0,20382,Stephen Leaney,31
46,0,01706,Davis Love III,31
46,0,12660,Jesper Parnevik,31
46,0,22548,Patrick Sheehan,31
46,0,02106,Chris Smith,31
54,0,20098,Stuart Appleby,30
54,0,12510,Chad Campbell,30
54,0,20229,Stewart Cink,30
54,0,20121,Todd Fischer,30
54,0,19846,Brian Gay,30
54,0,21961,Charles Howell III,30
54,0,26679,Kevin Stadler,30
54,0,02223,Bob Tway,30
54,0,12602,Dean Wilson,30
63,0,24925,Jonathan Byrd,29
63,0,19881,Robert Damron,29
63,0,23983,Luke Donald,29
63,0,01685,J.L. Lewis,29
63,0,24781,Hunter Mahan,29
63,0,23320,Ryan Palmer,29
63,0,20474,Phillip Price,29
63,0,23325,Vaughn Taylor,29
63,0,23788,D.J. Trahan,29
72,0,01024,Billy Andrade,28
72,0,22371,Aaron Baddeley,28
72,0,06034,Marco Dawson,28
72,0,01553,John Huston,28
72,0,06332,Neal Lancaster,28
72,0,25396,Kevin Na,28
72,0,20628,Arron Oberholser,28
72,0,20572,Rod Pampling,28
72,0,24502,Adam Scott,28
72,0,23322,Brett Wetterich,28
82,0,21633,Steve Allan,27
82,0,06251,Chris DiMarco,27
82,0,01388,Robert Gamez,27
82,0,21209,Sergio Garcia,27
82,0,21350,Ryuji Imada,27
82,0,01797,Rocco Mediate,27
82,0,01948,Tim Petrovic,27
82,0,22295,Darron Stiles,27
82,0,21878,Mark Wilson,27
91,0,21407,Arjun Atwal,26
91,0,07223,Brian Bateman,26
91,0,06621,Joe Durant,26
91,0,10733,Kent Jones,26
91,0,24361,Pat Perez,26
91,0,23621,Rory Sabbatini,26
91,0,02246,Duffy Waldorf,26
91,0,23349,Charles Warren,26
99,0,19824,Craig Barlow,25
99,0,12652,Cameron Beckman,25
99,0,25900,Lucas Glover,25
99,0,08537,J.P. Hayes,25
99,0,26420,Richard Johnson,25
99,0,10860,Justin Leonard,25
99,0,01928,Corey Pavin,25
99,0,27095,Nick Watney,25
107,0,06004,Stephen Ames,24
107,0,08123,Jeff Brehaut,24
107,0,21753,Brian Davis,24
107,0,01313,Steve Elkington,24
107,0,20157,Retief Goosen,24
107,0,24980,Scott Gutschewski,24
107,0,20094,Jonathan Kaye,24
107,0,20634,Peter Lonard,24
107,0,01724,Jeff Maggert,24
107,0,02010,Loren Roberts,24
107,0,08385,Omar Uresti,24
118,0,24357,K.J. Choi,23
118,0,01249,John Daly,23
118,0,12823,Carlos Franco,23
118,0,24604,Hunter Haas,23
118,0,06373,José María Olazábal,23
118,0,25240,D.A. Points,23
118,0,06527,Steve Stricker,23
125,0,01226,Fred Couples,22
125,0,08931,Glen Day,22
125,0,01329,Brad Faxon,22
125,0,20378,Mathias Grönberg,22
125,0,01666,Bernhard Langer,22
125,0,01677,Tom Lehman,22
125,0,11032,Frank Lickliter II,22
125,0,10585,Scott McCarron,22
125,0,06515,Shaun Micheel,22
125,0,20691,Greg Owen,22
135,0,10117,Bob Heintz,21
135,0,23725,Brendan Jones,21
137,0,06197,Michael Allen,20
137,0,20099,Doug Barron,20
137,0,01157,Tom Byrum,20
137,0,12826,Paul Claxton,20
137,0,07457,Steve Flesch,20
137,0,01361,Dan Forsman,20
137,0,08725,Tom Gillis,20
137,0,21731,Freddie Jacobson,20
137,0,01577,Lee Janzen,20
137,0,08993,Franklin Langham,20
137,0,24912,Will MacKenzie,20
137,0,01723,Andrew Magee,20
137,0,26287,Roland Thatcher,20
150,0,23409,James Driscoll,19
150,0,21806,Paul Gow,19
150,0,01473,Todd Hamilton,19
150,0,23552,Hank Kuehne,19
154,0,01132,Mark Brooks,18
154,0,20472,Alex Cejka,18
154,0,20623,Gavin Coles,18
154,0,01219,John Cook,18
154,0,10201,Matt Gogel,18
154,0,26758,David Hearn,18
154,0,12454,Mario Tiziani,18
161,0,23036,Chris Anderson,17
161,0,22621,Ben Curtis,17
161,0,06643,Paul Goydos,17
161,0,01487,Jeff Hart,17
161,0,23063,Scott Hend,17
161,0,07013,Wes Short Jr.,17
161,0,02214,Kirk Triplett,17
161,0,20812,Tjaart van der Walt,17
169,0,24227,Justin Bolli,16
169,0,12645,Brent Geiberger,16
169,0,20766,Padraig Harrington,16
169,0,20433,Mark Hensby,16
169,0,20663,Brenden Pappas,16
169,0,20127,Chris Riley,16
175,0,01042,Paul Azinger,15
175,0,23614,Rich Beem,15
175,0,06522,Ernie Els,15
175,0,23108,Matt Kuchar,15
175,0,20502,Michael Long,15
175,0,26596,Ryan Moore,15
175,0,01968,Nick Price,15
175,0,20396,Lee Westwood,15
183,0,01175,Jim Carter,14
183,0,01887,Mark O'Meara,14
183,0,01927,Dennis Paulson,14
186,0,23540,Jason Allred,13
186,0,01127,Danny Briggs,13
186,0,24290,D.J. Brigman,13
186,0,19825,Darren Clarke,13
186,0,19972,José Coceres,13
186,0,01261,Jay Delsing,13
186,0,08545,Glen Hnatiuk,13
186,0,01599,Steve Jones,13
186,0,01761,Len Mattiace,13
186,0,10423,Mike Weir,13
186,0,10425,Jay Williamson,13
197,0,07363,Craig Bowden,12
197,0,01418,Bill Glasson,12
197,0,01457,Jay Haas,12
197,0,10962,Bradley Hughes,12
197,0,01619,Skip Kendall,12
197,0,20160,Charlie Wi,12
203,0,25572,Graeme McDowell,11
203,0,01823,Larry Mize,11
203,0,01920,Craig Parry,11
203,0,24138,Ian Poulter,11
203,0,25847,Rob Rashell,11
208,0,28088,Matt Davidson,10
208,0,22892,Jason Gore,10
208,0,20095,Carl Paulson,10
208,0,21498,Hideto Tanihara,10
212,0,06599,John Elliott,9
212,0,22378,Trevor Immelman,9
212,0,08339,Spike McRoy,9
212,0,01938,David Peoples,9
216,0,20848,Ángel Cabrera,8
216,0,20400,Michael Campbell,8
216,0,20569,Richard Green,8
216,0,20608,David Howell,8
216,0,12662,Thomas Levet,8
216,0,27466,Spencer Levin,8
216,0,10912,Craig Perks,8
223,0,06214,Guy Boros,7
223,0,06809,Bob Burns,7
223,0,01569,Peter Jacobsen,7
223,0,01771,Blaine McCallister,7
223,0,12461,Paul McGinley,7
223,0,08635,Colin Montgomerie,7
223,0,22348,Nick O'Hern,7
223,0,02133,Craig Stadler,7
223,0,06078,Esteban Toledo,7
232,0,12760,Danny Ellis,6
232,0,01378,David Frost,6
232,0,24924,Bill Haas,6
232,0,10565,Ian Leggatt,6
232,0,08547,John Maginnes,6
232,0,25818,Scott Piercy,6
232,0,28486,Michael Putnam,6
232,0,02131,Mike Springer,6
232,0,21528,Henrik Stenson,6
232,0,20436,Garrett Willis,6
242,0,10944,Thomas Bjørn,5
242,0,01306,David Edwards,5
242,0,01374,Robin Freeman,5
242,0,01475,Donnie Hammond,5
242,0,19958,Miguel Angel Jiménez,5
242,0,08633,Per-Ulrik Johansson,5
242,0,01633,Tom Kite,5
242,0,02002,John Riegger,5
242,0,02049,Gene Sauers,5
242,0,02245,Grant Waite,5
252,0,06220,Jaxon Brigman,4
252,0,25364,Paul Casey,4
252,0,09011,David Duval,4
252,0,25741,Nick Gilliam,4
252,0,08337,Mike Heinen,4
252,0,08881,Tripp Isenhour,4
252,0,06016,Brad Lardon,4
252,0,26950,John Morgan,4
252,0,10213,Dicky Pride,4
252,0,02099,Scott Simpson,4
252,0,02170,Hal Sutton,4
252,0,25632,Jimmy Walker,4
252,0,22224,Euan Walters,4
252,0,26497,Casey Wittenberg,4
266,0,20029,Notah Begay III,3
266,0,01116,Michael Bradley,3
266,0,22983,Bradley Dredge,3
266,0,06036,Scott Dunlap,3
266,0,01323,Brad Fabel,3
266,0,27573,Gavin Flint,3
266,0,27702,Matt Hendrix,3
266,0,06090,Jim McGovern,3
266,0,10649,Tom Scherrer,3
266,0,02136,Chris Starkjohann,3
266,0,20580,Andre Stolz,3
266,0,24663,Y.E. Yang,3
278,0,23613,Rich Barcelo,2
278,0,25274,Steven Bowditch,2
278,0,11123,Chris Couch,2
278,0,01326,Nick Faldo,2
278,0,21461,Kenneth Ferrie,2
278,0,01468,Gary Hallberg,2
278,0,24847,Michael Harris,2
278,0,06617,Brian Henninger,2
278,0,01527,Scott Hoch,2
278,0,01533,P.H. Horgan III,2
278,0,01549,Mike Hulbert,2
278,0,22034,Yasuharu Imano,2
278,0,01682,Wayne Levi,2
278,0,01713,David Lundstrom,2
278,0,01717,Sandy Lyle,2
278,0,01755,Dick Mast,2
278,0,25034,James McLean,2
278,0,01926,Steve Pate,2
278,0,26597,Ben Portie,2
278,0,01975,Tom Purtzer,2
278,0,28371,Eric Ramsay,2
278,0,02033,Dave Rummells,2
278,0,26331,Charl Schwartzel,2
278,0,07707,Mike Small,2
278,0,02135,Mike Standly,2
278,0,27214,Kevin Streelman,2
278,0,20935,Toru Taniguchi,2
278,0,28118,Peter Tomasulo,2
278,0,02257,Brian Watts,2
307,0,27796,Joe Affrunti,1
307,0,20771,Steven Alker,1
307,0,23048,Eric Axley,1
307,0,28220,Colby Beckstrom,1
307,0,01078,Jim Benepe,1
307,0,07003,David Berganio Jr.,1
307,0,01098,Jay Don Blake,1
307,0,28420,Ryan Brehm,1
307,0,01143,Brad Bryant,1
307,0,12388,Michael Clark II,1
307,0,27352,Steve Collins,1
307,0,24494,Erik Compton,1
307,0,01266,Clark Dennis,1
307,0,26360,Bubba Dickerson,1
307,0,23739,Ryan Dillon,1
307,0,11127,Stephen Dodd,1
307,0,01282,Trevor Dodds,1
307,0,24236,Nick Dougherty,1
307,0,23688,Scott Drummond,1
307,0,27561,Nick Flanagan,1
307,0,21284,Hiroyuki Fujita,1
307,0,20939,Keiichiro Fukabori,1
307,0,01385,Jim Gallagher Jr.,1
307,0,23903,Stephen Gangluff,1
307,0,01444,Ken Green,1
307,0,27329,Kevin Hall,1
307,0,23624,Soren Hansen,1
307,0,27708,Jason Hartwick,1
307,0,21522,Rick Heath,1
307,0,19991,Peter Hedblom,1
307,0,23580,Tetsuji Hiratsuka,1
307,0,21007,Gabriel Hjertstedt,1
307,0,12716,Charley Hoffman,1
307,0,24247,Keith Huber,1
307,0,24511,Thongchai Jaidee,1
307,0,06514,Kevin Johnson,1
307,0,23376,Chris Kamin,1
307,0,20218,Shingo Katayama,1
307,0,28308,Troy Kelly,1
307,0,24957,Simon Khan,1
307,0,25234,Jason Knutzon,1
307,0,22624,Joel Kribel,1
307,0,21695,Maarten Lafeber,1
307,0,27129,Luke List,1
307,0,28158,Steve Marino,1
307,0,20445,Casey Martin,1
307,0,28101,Jonathan Mathias,1
307,0,01783,Mark McCumber,1
307,0,06140,Sean Murphy,1
307,0,01891,David Ogrin,1
307,0,28475,Jeff Overton,1
307,0,28620,Aron Price,1
307,0,28302,Matthew Richardson,1
307,0,27028,Curt Saathoff,1
307,0,25692,Akio Sadakata,1
307,0,28373,Lloyd Saltman,1
307,0,23874,Tino Schuster,1
307,0,21452,Steve Scott,1
307,0,23481,Marcel Siem,1
307,0,06655,Geoffrey Sisk,1
307,0,20624,David Smail,1
307,0,12309,Bob Sowards,1
307,0,20429,Boyd Summerhays,1
307,0,12330,Mark Tucker,1
307,0,27770,Camilo Villegas,1
307,0,28135,Aaron Watkins,1
307,0,02294,Willie Wood,1
307,0,22114,Simon Yates,1
